category,from_dish,to_dish,E_reduction_pct,H_change,E_from,E_to,H_from,H_to
Protein Main,beef_bourguignon,satay_indonesian,68.9247534714307,-0.15145196604728728,0.8163411367437777,0.253680020757254,7.344,7.192548033952713
Protein Main,brisket,buffalo_wings,60.55059170374493,-0.28500000000000014,0.9792094431862688,0.386292331318037,7.046,6.761
Protein Main,brisket,butter_chicken,74.94075515755598,0.25099999999999945,0.9792094431862688,0.2453824918883798,7.046,7.297
Protein Main,brisket,ceviche,95.97445195899641,0.2549999999999999,0.9792094431862688,0.039418546557507,7.046,7.301
Protein Main,brisket,chicken_salad,93.03908513888021,-0.09299999999999997,0.9792094431862688,0.0681619356522414,7.046,6.953
Protein Main,brisket,chicken_sandwich,76.45597366452711,-0.30299999999999994,0.9792094431862688,0.2305453291832126,7.046,6.743
Protein Main,brisket,fish_and_chips,66.772187924588,-0.2450000000000001,0.9792094431862688,0.3253698736066217,7.046,6.801
Protein Main,brisket,fried_chicken,59.811527481634045,0.0019999999999997797,0.9792094431862688,0.393529317972158,7.046,7.048
Protein Main,brisket,hamburger,43.802286837414584,-0.3340000000000005,0.9792094431862688,0.5502933141427692,7.046,6.712
Protein Main,brisket,kebab,56.19683247918914,0.23999999999999932,0.9792094431862688,0.4289247527784806,7.046,7.286
Protein Main,brisket,korean_fried_chicken,60.09192330226871,-0.8180000000000005,0.9792094431862688,0.3907836556182036,7.046,6.228
Protein Main,brisket,kung_pao_chicken,75.4130239431616,-0.5570000000000004,0.9792094431862688,0.2407579913425084,7.046,6.489
Protein Main,brisket,orange_chicken,62.18472683509273,-0.6080000000000005,0.9792094431862688,0.3702907257974551,7.046,6.438
Protein Main,brisket,pulled_pork,58.15560029842495,-0.07399999999999984,0.9792094431862688,0.4097443133224298,7.046,6.972
Protein Main,brisket,ribs,44.43347115435054,-0.0420000000000007,0.9792094431862688,0.5441126977074214,7.046,7.004
Protein Main,brisket,satay,75.99002670778117,0.019999999999999574,0.9792094431862688,0.2351079257839079,7.046,7.066
Protein Main,brisket,tandoori_chicken,71.50179119647945,0.01499999999999968,0.9792094431862688,0.2790571517430138,7.046,7.061
Protein Main,brisket,ackee_saltfish,84.8881030248355,0.29395240346520346,0.9792094431862688,0.1479771222253908,7.046,7.339952403465204
Protein Main,brisket,anticucho,34.2457081323929,0.29325703409555803,0.9792094431862688,0.6438722352678695,7.046,7.339257034095558
Protein Main,brisket,beef_tartare,51.482672654619044,0.5554783098697662,0.9792094431862688,0.4750862509475642,7.046,7.6014783098697665
Protein Main,brisket,carnitas,55.366219553374975,0.19942020130157445,0.9792094431862688,0.4370581929843786,7.046,7.245420201301575
Protein Main,brisket,doner_kebab,59.325469315844096,0.26176489186286833,0.9792094431862688,0.3982888454309511,7.046,7.307764891862869
Protein Main,brisket,escovitch_fish,70.4315526358186,0.3136851011601891,0.9792094431862688,0.2895370287936256,7.046,7.359685101160189
Protein Main,brisket,fish_tacos,84.59945474539052,0.13340076565742454,0.9792094431862688,0.1508035934353108,7.046,7.179400765657425
Protein Main,brisket,iskender_kebab,62.499705318000956,0.4570534051358699,0.9792094431862688,0.3672064267488129,7.046,7.50305340513587
Protein Main,brisket,jerk_chicken,72.37945109284573,-0.34339281082153317,0.9792094431862688,0.2704630231587363,7.046,6.702607189178467
Protein Main,brisket,satay_indonesian,74.093384972698,0.14654803395271276,0.9792094431862688,0.253680020757254,7.046,7.192548033952713
Protein Main,brisket,suya,33.02341001545218,0.4106137935176033,0.9792094431862688,0.655841093852841,7.046,7.456613793517604
Protein Main,buffalo_wings,butter_chicken,36.477514049753474,0.5359999999999996,0.386292331318037,0.2453824918883798,6.761,7.297
Protein Main,buffalo_wings,ceviche,89.79566940327028,0.54,0.386292331318037,0.039418546557507,6.761,7.301
Protein Main,buffalo_wings,chicken_salad,82.35483075222551,0.19200000000000017,0.386292331318037,0.0681619356522414,6.761,6.953
Protein Main,buffalo_wings,chicken_sandwich,40.31842972481813,-0.017999999999999794,0.386292331318037,0.2305453291832126,6.761,6.743
Protein Main,buffalo_wings,kung_pao_chicken,37.67466454199662,-0.27200000000000024,0.386292331318037,0.2407579913425084,6.761,6.489
Protein Main,buffalo_wings,satay,39.13730438766023,0.3049999999999997,0.386292331318037,0.2351079257839079,6.761,7.066
Protein Main,buffalo_wings,ackee_saltfish,61.6929692286435,0.5789524034652036,0.386292331318037,0.1479771222253908,6.761,7.339952403465204
Protein Main,buffalo_wings,fish_tacos,60.96127693739971,0.4184007656574247,0.386292331318037,0.1508035934353108,6.761,7.179400765657425
Protein Main,buffalo_wings,satay_indonesian,34.32952192146999,0.4315480339527129,0.386292331318037,0.253680020757254,6.761,7.192548033952713
Protein Main,butter_chicken,ceviche,83.93587649462873,0.004000000000000448,0.2453824918883798,0.039418546557507,7.297,7.301
Protein Main,butter_chicken,chicken_salad,72.22216828605397,-0.3439999999999994,0.2453824918883798,0.0681619356522414,7.297,6.953
Protein Main,butter_chicken,ackee_saltfish,39.69532174581428,0.042952403465204014,0.2453824918883798,0.1479771222253908,7.297,7.339952403465204
Protein Main,butter_chicken,fish_tacos,38.5434583067529,-0.11759923434257491,0.2453824918883798,0.1508035934353108,7.297,7.179400765657425
Protein Main,chicken_salad,ceviche,42.16926767071531,0.34799999999999986,0.0681619356522414,0.039418546557507,6.953,7.301
Protein Main,chicken_sandwich,ceviche,82.90204069752313,0.5579999999999998,0.2305453291832126,0.039418546557507,6.743,7.301
Protein Main,chicken_sandwich,chicken_salad,70.4344755568335,0.20999999999999996,0.2305453291832126,0.0681619356522414,6.743,6.953
Protein Main,chicken_sandwich,ackee_saltfish,35.81430482688525,0.5969524034652034,0.2305453291832126,0.1479771222253908,6.743,7.339952403465204
Protein Main,chicken_sandwich,fish_tacos,34.588311127540415,0.43640076565742447,0.2305453291832126,0.1508035934353108,6.743,7.179400765657425
Protein Main,fish_and_chips,ceviche,87.88500418905876,0.5,0.3253698736066217,0.039418546557507,6.801,7.301
Protein Main,fish_and_chips,chicken_salad,79.05093827627985,0.15200000000000014,0.3253698736066217,0.0681619356522414,6.801,6.953
Protein Main,fish_and_chips,ackee_saltfish,54.520336936818566,0.5389524034652036,0.3253698736066217,0.1479771222253908,6.801,7.339952403465204
Protein Main,fish_and_chips,fish_tacos,53.65164212540612,0.37840076565742464,0.3253698736066217,0.1508035934353108,6.801,7.179400765657425
Protein Main,fried_chicken,butter_chicken,37.645689741027,0.24899999999999967,0.393529317972158,0.2453824918883798,7.048,7.297
Protein Main,fried_chicken,ceviche,89.98332658907619,0.2530000000000001,0.393529317972158,0.039418546557507,7.048,7.301
Protein Main,fried_chicken,chicken_salad,82.67932462987069,-0.09499999999999975,0.393529317972158,0.0681619356522414,7.048,6.953
Protein Main,fried_chicken,chicken_sandwich,41.41597114766337,-0.3049999999999997,0.393529317972158,0.2305453291832126,7.048,6.743
Protein Main,fried_chicken,kung_pao_chicken,38.82082468896463,-0.5590000000000002,0.393529317972158,0.2407579913425084,7.048,6.489
Protein Main,fried_chicken,satay,40.25656665292174,0.017999999999999794,0.393529317972158,0.2351079257839079,7.048,7.066
Protein Main,fried_chicken,ackee_saltfish,62.397433820709615,0.2919524034652037,0.393529317972158,0.1479771222253908,7.048,7.339952403465204
Protein Main,fried_chicken,fish_tacos,61.679197318157605,0.13140076565742476,0.393529317972158,0.1508035934353108,7.048,7.179400765657425
Protein Main,fried_chicken,jerk_chicken,31.272459050212,-0.34539281082153295,0.393529317972158,0.2704630231587363,7.048,6.702607189178467
Protein Main,fried_chicken,satay_indonesian,35.53719909244431,0.14454803395271298,0.393529317972158,0.253680020757254,7.048,7.192548033952713
Protein Main,hamburger,butter_chicken,55.408781901951784,0.585,0.5502933141427692,0.2453824918883798,6.712,7.297
Protein Main,hamburger,ceviche,92.83681165218006,0.5890000000000004,0.5502933141427692,0.039418546557507,6.712,7.301
Protein Main,hamburger,chicken_salad,87.61352647752553,0.24100000000000055,0.5502933141427692,0.0681619356522414,6.712,6.953
Protein Main,hamburger,chicken_sandwich,58.10500995412794,0.031000000000000583,0.5502933141427692,0.2305453291832126,6.712,6.743
Protein Main,hamburger,fish_and_chips,40.87337330029652,0.08900000000000041,0.5502933141427692,0.3253698736066217,6.712,6.801
Protein Main,hamburger,kung_pao_chicken,56.24915201494785,-0.22299999999999986,0.5502933141427692,0.2407579913425084,6.712,6.489
Protein Main,hamburger,orange_chicken,32.710298984045785,-0.274,0.5502933141427692,0.3702907257974551,6.712,6.438
Protein Main,hamburger,satay,57.275889104676445,0.3540000000000001,0.5502933141427692,0.2351079257839079,6.712,7.066
Protein Main,hamburger,tandoori_chicken,49.28937994136438,0.3490000000000002,0.5502933141427692,0.2790571517430138,6.712,7.061
Protein Main,hamburger,ackee_saltfish,73.10940939634979,0.627952403465204,0.5502933141427692,0.1479771222253908,6.712,7.339952403465204
Protein Main,hamburger,escovitch_fish,47.38496337273189,0.6476851011601896,0.5502933141427692,0.2895370287936256,6.712,7.359685101160189
Protein Main,hamburger,fish_tacos,72.59577945804625,0.46740076565742505,0.5502933141427692,0.1508035934353108,6.712,7.179400765657425
Protein Main,hamburger,iskender_kebab,33.27078172468144,0.7910534051358704,0.5502933141427692,0.3672064267488129,6.712,7.50305340513587
Protein Main,hamburger,jerk_chicken,50.85111590351489,-0.009392810821532649,0.5502933141427692,0.2704630231587363,6.712,6.702607189178467
Protein Main,hamburger,satay_indonesian,53.900944416809914,0.4805480339527133,0.5502933141427692,0.253680020757254,6.712,7.192548033952713
Protein Main,kebab,butter_chicken,42.79124944437322,0.01100000000000012,0.4289247527784806,0.2453824918883798,7.286,7.297
Protein Main,kebab,ceviche,90.80991565486434,0.015000000000000568,0.4289247527784806,0.039418546557507,7.286,7.301
Protein Main,kebab,chicken_salad,84.10864954500681,-0.3329999999999993,0.4289247527784806,0.0681619356522414,7.286,6.953
Protein Main,kebab,chicken_sandwich,46.25040226991087,-0.5429999999999993,0.4289247527784806,0.2305453291832126,7.286,6.743
Protein Main,kebab,kung_pao_chicken,43.8694107106361,-0.7969999999999997,0.4289247527784806,0.2407579913425084,7.286,6.489
Protein Main,kebab,satay,45.186673359154426,-0.21999999999999975,0.4289247527784806,0.2351079257839079,7.286,7.066
Protein Main,kebab,tandoori_chicken,34.94030131501091,-0.22499999999999964,0.4289247527784806,0.2790571517430138,7.286,7.061
Protein Main,kebab,ackee_saltfish,65.50044704418958,0.053952403465204135,0.4289247527784806,0.1479771222253908,7.286,7.339952403465204
Protein Main,kebab,escovitch_fish,32.49701097498614,0.07368510116018978,0.4289247527784806,0.2895370287936256,7.286,7.359685101160189
Protein Main,kebab,fish_tacos,64.84148036259549,-0.10659923434257479,0.4289247527784806,0.1508035934353108,7.286,7.179400765657425
Protein Main,kebab,jerk_chicken,36.94394613350334,-0.5833928108215325,0.4289247527784806,0.2704630231587363,7.286,6.702607189178467
Protein Main,kebab,satay_indonesian,40.856754217617336,-0.09345196604728656,0.4289247527784806,0.253680020757254,7.286,7.192548033952713
Protein Main,korean_fried_chicken,butter_chicken,37.20758574198943,1.069,0.3907836556182036,0.2453824918883798,6.228,7.297
Protein Main,korean_fried_chicken,ceviche,89.91294902158882,1.0730000000000004,0.3907836556182036,0.039418546557507,6.228,7.301
Protein Main,korean_fried_chicken,chicken_salad,82.55762883828598,0.7250000000000005,0.3907836556182036,0.0681619356522414,6.228,6.953
Protein Main,korean_fried_chicken,chicken_sandwich,41.00435730391553,0.5150000000000006,0.3907836556182036,0.2305453291832126,6.228,6.743
Protein Main,korean_fried_chicken,kung_pao_chicken,38.39097723735677,0.2610000000000001,0.3907836556182036,0.2407579913425084,6.228,6.489
Protein Main,korean_fried_chicken,satay,39.83680678456808,0.8380000000000001,0.3907836556182036,0.2351079257839079,6.228,7.066
Protein Main,korean_fried_chicken,ackee_saltfish,62.133236613671286,1.111952403465204,0.3907836556182036,0.1479771222253908,6.228,7.339952403465204
Protein Main,korean_fried_chicken,fish_tacos,61.409953751329304,0.951400765657425,0.3907836556182036,0.1508035934353108,6.228,7.179400765657425
Protein Main,korean_fried_chicken,jerk_chicken,30.789576465045602,0.47460718917846734,0.3907836556182036,0.2704630231587363,6.228,6.702607189178467
Protein Main,korean_fried_chicken,satay_indonesian,35.08428074967909,0.9645480339527133,0.3907836556182036,0.253680020757254,6.228,7.192548033952713
Protein Main,kung_pao_chicken,ceviche,83.6273154059384,0.8120000000000003,0.2407579913425084,0.039418546557507,6.489,7.301
Protein Main,kung_pao_chicken,chicken_salad,71.68860926602743,0.4640000000000004,0.2407579913425084,0.0681619356522414,6.489,6.953
Protein Main,kung_pao_chicken,ackee_saltfish,38.536984213797155,0.8509524034652038,0.2407579913425084,0.1479771222253908,6.489,7.339952403465204
Protein Main,kung_pao_chicken,fish_tacos,37.362995681097125,0.6904007656574249,0.2407579913425084,0.1508035934353108,6.489,7.179400765657425
Protein Main,orange_chicken,butter_chicken,33.73247699900502,0.859,0.3702907257974551,0.2453824918883798,6.438,7.297
Protein Main,orange_chicken,ceviche,89.35470326116986,0.8630000000000004,0.3702907257974551,0.039418546557507,6.438,7.301
Protein Main,orange_chicken,chicken_salad,81.59231897978313,0.5150000000000006,0.3702907257974551,0.0681619356522414,6.438,6.953
Protein Main,orange_chicken,chicken_sandwich,37.7393725736144,0.3050000000000006,0.3702907257974551,0.2305453291832126,6.438,6.743
Protein Main,orange_chicken,kung_pao_chicken,34.98136070677602,0.051000000000000156,0.3702907257974551,0.2407579913425084,6.438,6.489
Protein Main,orange_chicken,satay,36.50720652601239,0.6280000000000001,0.3702907257974551,0.2351079257839079,6.438,7.066
Protein Main,orange_chicken,ackee_saltfish,60.03758346723146,0.901952403465204,0.3702907257974551,0.1479771222253908,6.438,7.339952403465204
Protein Main,orange_chicken,fish_tacos,59.27427209781141,0.7414007656574251,0.3702907257974551,0.1508035934353108,6.438,7.179400765657425
Protein Main,orange_chicken,satay_indonesian,31.4916623388472,0.7545480339527133,0.3702907257974551,0.253680020757254,6.438,7.192548033952713
Protein Main,osso_buco,buffalo_wings,58.641078017340796,-0.40500000000000025,0.934,0.386292331318037,7.166,6.761
Protein Main,osso_buco,butter_chicken,73.72778459439189,0.13099999999999934,0.934,0.2453824918883798,7.166,7.297
Protein Main,osso_buco,ceviche,95.77959886964594,0.1349999999999998,0.934,0.039418546557507,7.166,7.301
Protein Main,osso_buco,chicken_salad,92.70214821710478,-0.21300000000000008,0.934,0.0681619356522414,7.166,6.953
Protein Main,osso_buco,chicken_sandwich,75.31634591186162,-0.42300000000000004,0.934,0.2305453291832126,7.166,6.743
Protein Main,osso_buco,fish_and_chips,65.1638250956508,-0.3650000000000002,0.934,0.3253698736066217,7.166,6.801
Protein Main,osso_buco,fried_chicken,57.866240045807494,-0.11800000000000033,0.934,0.393529317972158,7.166,7.048
Protein Main,osso_buco,hamburger,41.08208628021744,-0.4540000000000006,0.934,0.5502933141427692,7.166,6.712
Protein Main,osso_buco,kebab,54.0765789316402,0.11999999999999922,0.934,0.4289247527784806,7.166,7.286
Protein Main,osso_buco,korean_fried_chicken,58.16020817792252,-0.9380000000000006,0.934,0.3907836556182036,7.166,6.228
Protein Main,osso_buco,kung_pao_chicken,74.22291313249374,-0.6770000000000005,0.934,0.2407579913425084,7.166,6.489
Protein Main,osso_buco,orange_chicken,60.354312013120435,-0.7280000000000006,0.934,0.3702907257974551,7.166,6.438
Protein Main,osso_buco,pulled_pork,56.13015917318739,-0.19399999999999995,0.934,0.4097443133224298,7.166,6.972
Protein Main,osso_buco,ribs,41.74382251526537,-0.1620000000000008,0.934,0.5441126977074214,7.166,7.004
Protein Main,osso_buco,satay,74.82784520514905,-0.10000000000000053,0.934,0.2351079257839079,7.166,7.066
Protein Main,osso_buco,tandoori_chicken,70.12236062708631,-0.10500000000000043,0.934,0.2790571517430138,7.166,7.061
Protein Main,osso_buco,ackee_saltfish,84.15662502940141,0.17395240346520335,0.934,0.1479771222253908,7.166,7.339952403465204
Protein Main,osso_buco,anticucho,31.062929842840525,0.17325703409555793,0.934,0.6438722352678695,7.166,7.339257034095558
Protein Main,osso_buco,beef_tartare,49.13423437392247,0.4354783098697661,0.934,0.4750862509475642,7.166,7.6014783098697665
Protein Main,osso_buco,carnitas,53.20576092244341,0.07942020130157434,0.934,0.4370581929843786,7.166,7.245420201301575
Protein Main,osso_buco,doner_kebab,57.35665466478039,0.14176489186286823,0.934,0.3982888454309511,7.166,7.307764891862869
Protein Main,osso_buco,escovitch_fish,69.00031811631419,0.193685101160189,0.934,0.2895370287936256,7.166,7.359685101160189
Protein Main,osso_buco,fish_tacos,83.85400498551276,0.01340076565742443,0.934,0.1508035934353108,7.166,7.179400765657425
Protein Main,osso_buco,iskender_kebab,60.68453675066243,0.3370534051358698,0.934,0.3672064267488129,7.166,7.50305340513587
Protein Main,osso_buco,jerk_chicken,71.04250287379698,-0.4633928108215333,0.934,0.2704630231587363,7.166,6.702607189178467
Protein Main,osso_buco,satay_indonesian,72.83939820586146,0.026548033952712657,0.934,0.253680020757254,7.166,7.192548033952713
Protein Main,pulled_pork,butter_chicken,40.11326480685356,0.3249999999999993,0.4097443133224298,0.2453824918883798,6.972,7.297
Protein Main,pulled_pork,ceviche,90.37972089523831,0.32899999999999974,0.4097443133224298,0.039418546557507,6.972,7.301
Protein Main,pulled_pork,chicken_salad,83.36476347907129,-0.019000000000000128,0.4097443133224298,0.0681619356522414,6.972,6.953
Protein Main,pulled_pork,chicken_sandwich,43.73434317762078,-0.2290000000000001,0.4097443133224298,0.2305453291832126,6.972,6.743
Protein Main,pulled_pork,kung_pao_chicken,41.241895612824585,-0.48300000000000054,0.4097443133224298,0.2407579913425084,6.972,6.489
Protein Main,pulled_pork,satay,42.62082031657134,0.09399999999999942,0.4097443133224298,0.2351079257839079,6.972,7.066
Protein Main,pulled_pork,tandoori_chicken,31.894807891226932,0.08899999999999952,0.4097443133224298,0.2790571517430138,6.972,7.061
Protein Main,pulled_pork,ackee_saltfish,63.88549702483682,0.3679524034652033,0.4097443133224298,0.1479771222253908,6.972,7.339952403465204
Protein Main,pulled_pork,fish_tacos,63.19568361729947,0.20740076565742438,0.4097443133224298,0.1508035934353108,6.972,7.179400765657425
Protein Main,pulled_pork,jerk_chicken,33.992244830520036,-0.2693928108215333,0.4097443133224298,0.2704630231587363,6.972,6.702607189178467
Protein Main,pulled_pork,satay_indonesian,38.088214403690344,0.2205480339527126,0.4097443133224298,0.253680020757254,6.972,7.192548033952713
Protein Main,ribs,butter_chicken,54.90226695273226,0.29300000000000015,0.5441126977074214,0.2453824918883798,7.004,7.297
Protein Main,ribs,ceviche,92.75544446516427,0.2970000000000006,0.5441126977074214,0.039418546557507,7.004,7.301
Protein Main,ribs,chicken_salad,87.47282760732536,-0.05099999999999927,0.5441126977074214,0.0681619356522414,7.004,6.953
Protein Main,ribs,chicken_sandwich,57.62912165906102,-0.26099999999999923,0.5441126977074214,0.2305453291832126,7.004,6.743
Protein Main,ribs,fish_and_chips,40.20174956814213,-0.2029999999999994,0.5441126977074214,0.3253698736066217,7.004,6.801
Protein Main,ribs,kung_pao_chicken,55.752182892087546,-0.5149999999999997,0.5441126977074214,0.2407579913425084,7.004,6.489
Protein Main,ribs,orange_chicken,31.94595028609925,-0.5659999999999998,0.5441126977074214,0.3702907257974551,7.004,6.438
Protein Main,ribs,satay,56.790582764468134,0.06200000000000028,0.5441126977074214,0.2351079257839079,7.004,7.066
Protein Main,ribs,tandoori_chicken,48.71335425201425,0.057000000000000384,0.5441126977074214,0.2790571517430138,7.004,7.061
Protein Main,ribs,ackee_saltfish,72.8039571859136,0.33595240346520416,0.5441126977074214,0.1479771222253908,7.004,7.339952403465204
Protein Main,ribs,escovitch_fish,46.78730527451971,0.3556851011601898,0.5441126977074214,0.2895370287936256,7.004,7.359685101160189
Protein Main,ribs,fish_tacos,72.28449288709663,0.17540076565742524,0.5441126977074214,0.1508035934353108,7.004,7.179400765657425
Protein Main,ribs,iskender_kebab,32.5127995917004,0.4990534051358706,0.5441126977074214,0.3672064267488129,7.004,7.50305340513587
Protein Main,ribs,jerk_chicken,50.29283008863563,-0.30139281082153246,0.5441126977074214,0.2704630231587363,7.004,6.702607189178467
Protein Main,ribs,satay_indonesian,53.377301829912085,0.18854803395271347,0.5441126977074214,0.253680020757254,7.004,7.192548033952713
Protein Main,satay,ceviche,83.23385040037428,0.23500000000000032,0.2351079257839079,0.039418546557507,7.066,7.301
Protein Main,satay,chicken_salad,71.00823571771446,-0.11299999999999955,0.2351079257839079,0.0681619356522414,7.066,6.953
Protein Main,satay,ackee_saltfish,37.05991759656825,0.2739524034652039,0.2351079257839079,0.1479771222253908,7.066,7.339952403465204
Protein Main,satay,fish_tacos,35.85771601170213,0.11340076565742496,0.2351079257839079,0.1508035934353108,7.066,7.179400765657425
Protein Main,steak,buffalo_wings,50.570471605893616,-0.0,0.7815011469219191,0.386292331318037,6.761,6.761
Protein Main,steak,butter_chicken,68.60113477058066,0.5359999999999996,0.7815011469219191,0.2453824918883798,6.761,7.297
Protein Main,steak,ceviche,94.956047510261,0.54,0.7815011469219191,0.039418546557507,6.761,7.301
Protein Main,steak,chicken_salad,91.27807605648319,0.19200000000000017,0.7815011469219191,0.0681619356522414,6.761,6.953
Protein Main,steak,chicken_sandwich,70.49968127478043,-0.017999999999999794,0.7815011469219191,0.2305453291832126,6.761,6.743
Protein Main,steak,fish_and_chips,58.366040166652525,0.040000000000000036,0.7815011469219191,0.3253698736066217,6.761,6.801
Protein Main,steak,fried_chicken,49.644435005355646,0.2869999999999999,0.7815011469219191,0.393529317972158,6.761,7.048
Protein Main,steak,kebab,45.115275330320785,0.5249999999999995,0.7815011469219191,0.4289247527784806,6.761,7.286
Protein Main,steak,korean_fried_chicken,49.99576684469698,-0.5330000000000004,0.7815011469219191,0.3907836556182036,6.761,6.228
Protein Main,steak,kung_pao_chicken,69.19288061306416,-0.27200000000000024,0.7815011469219191,0.2407579913425084,6.761,6.489
Protein Main,steak,orange_chicken,52.618018891474335,-0.3230000000000004,0.7815011469219191,0.3702907257974551,6.761,6.438
Protein Main,steak,pulled_pork,47.56958259929874,0.2110000000000003,0.7815011469219191,0.4097443133224298,6.761,6.972
Protein Main,steak,ribs,30.37595659961526,0.24299999999999944,0.7815011469219191,0.5441126977074214,6.761,7.004
Protein Main,steak,satay,69.91585659087998,0.3049999999999997,0.7815011469219191,0.2351079257839079,6.761,7.066
Protein Main,steak,tandoori_chicken,64.29216350582084,0.2999999999999998,0.7815011469219191,0.2790571517430138,6.761,7.061
Protein Main,steak,ackee_saltfish,81.06501534793327,0.5789524034652036,0.7815011469219191,0.1479771222253908,6.761,7.339952403465204
Protein Main,steak,beef_tartare,39.20850240351205,0.8404783098697663,0.7815011469219191,0.4750862509475642,6.761,7.6014783098697665
Protein Main,steak,carnitas,44.074529550492684,0.4844202013015746,0.7815011469219191,0.4370581929843786,6.761,7.245420201301575
Protein Main,steak,doner_kebab,49.035411272308124,0.5467648918628685,0.7815011469219191,0.3982888454309511,6.761,7.307764891862869
Protein Main,steak,escovitch_fish,62.951170329817366,0.5986851011601892,0.7815011469219191,0.2895370287936256,6.761,7.359685101160189
Protein Main,steak,fish_tacos,80.70334329907544,0.4184007656574247,0.7815011469219191,0.1508035934353108,6.761,7.179400765657425
Protein Main,steak,iskender_kebab,53.01268229802086,0.74205340513587,0.7815011469219191,0.3672064267488129,6.761,7.50305340513587
Protein Main,steak,jerk_chicken,65.39185844780869,-0.058392810821533025,0.7815011469219191,0.2704630231587363,6.761,6.702607189178467
Protein Main,steak,satay_indonesian,67.5393923916276,0.4315480339527129,0.7815011469219191,0.253680020757254,6.761,7.192548033952713
Protein Main,tandoori_chicken,ceviche,85.87438225062661,0.2400000000000002,0.2790571517430138,0.039418546557507,7.061,7.301
Protein Main,tandoori_chicken,chicken_salad,75.57420219245543,-0.10799999999999965,0.2790571517430138,0.0681619356522414,7.061,6.953
Protein Main,tandoori_chicken,ackee_saltfish,46.972467359781476,0.2789524034652038,0.2790571517430138,0.1479771222253908,7.061,7.339952403465204
Protein Main,tandoori_chicken,fish_tacos,45.95960272174384,0.11840076565742486,0.2790571517430138,0.1508035934353108,7.061,7.179400765657425
Protein Main,ackee_saltfish,ceviche,73.36172918847092,-0.03895240346520357,0.1479771222253908,0.039418546557507,7.339952403465204,7.301
Protein Main,ackee_saltfish,chicken_salad,53.93751775465615,-0.38695240346520343,0.1479771222253908,0.0681619356522414,7.339952403465204,6.953
Protein Main,anticucho,buffalo_wings,40.004816148450914,-0.5782570340955582,0.6438722352678695,0.386292331318037,7.339257034095558,6.761
Protein Main,anticucho,butter_chicken,61.88956776707516,-0.04225703409555859,0.6438722352678695,0.2453824918883798,7.339257034095558,7.297
Protein Main,anticucho,ceviche,93.87789309767213,-0.03825703409555814,0.6438722352678695,0.039418546557507,7.339257034095558,7.301
Protein Main,anticucho,chicken_salad,89.4137482688807,-0.386257034095558,0.6438722352678695,0.0681619356522414,7.339257034095558,6.953
Protein Main,anticucho,chicken_sandwich,64.19393218791318,-0.596257034095558,0.6438722352678695,0.2305453291832126,7.339257034095558,6.743
Protein Main,anticucho,fish_and_chips,49.46670227653808,-0.5382570340955581,0.6438722352678695,0.3253698736066217,7.339257034095558,6.801
Protein Main,anticucho,fried_chicken,38.88083746794294,-0.29125703409555825,0.6438722352678695,0.393529317972158,7.339257034095558,7.048
Protein Main,anticucho,kebab,33.383561320976135,-0.05325703409555871,0.6438722352678695,0.4289247527784806,7.339257034095558,7.286
Protein Main,anticucho,kung_pao_chicken,62.607800405876155,-0.8502570340955584,0.6438722352678695,0.2407579913425084,7.339257034095558,6.489
Protein Main,anticucho,orange_chicken,42.49003055033063,-0.9012570340955586,0.6438722352678695,0.3702907257974551,7.339257034095558,6.438
Protein Main,anticucho,pulled_pork,36.36248142428998,-0.3672570340955579,0.6438722352678695,0.4097443133224298,7.339257034095558,6.972
Protein Main,anticucho,satay,63.48531387036805,-0.27325703409555846,0.6438722352678695,0.2351079257839079,7.339257034095558,7.066
Protein Main,anticucho,tandoori_chicken,56.65954572075654,-0.27825703409555835,0.6438722352678695,0.2790571517430138,7.339257034095558,7.061
Protein Main,anticucho,ackee_saltfish,77.01762646065518,0.0006953693696454266,0.6438722352678695,0.1479771222253908,7.339257034095558,7.339952403465204
Protein Main,anticucho,carnitas,32.120354156512164,-0.09383683279398358,0.6438722352678695,0.4370581929843786,7.339257034095558,7.245420201301575
Protein Main,anticucho,doner_kebab,38.14163375669531,-0.0314921422326897,0.6438722352678695,0.3982888454309511,7.339257034095558,7.307764891862869
Protein Main,anticucho,escovitch_fish,55.03191270964343,0.020428067064631072,0.6438722352678695,0.2895370287936256,7.339257034095558,7.359685101160189
Protein Main,anticucho,fish_tacos,76.57864632529586,-0.1598562684381335,0.6438722352678695,0.1508035934353108,7.339257034095558,7.179400765657425
Protein Main,anticucho,iskender_kebab,42.96905400866612,0.16379637104031186,0.6438722352678695,0.3672064267488129,7.339257034095558,7.50305340513587
Protein Main,anticucho,jerk_chicken,57.994302542613,-0.6366498449170912,0.6438722352678695,0.2704630231587363,7.339257034095558,6.702607189178467
Protein Main,anticucho,satay_indonesian,60.600875940594676,-0.14670900014284527,0.6438722352678695,0.253680020757254,7.339257034095558,7.192548033952713
Protein Main,beef_tartare,butter_chicken,48.349906696107915,-0.30447830986976676,0.4750862509475642,0.2453824918883798,7.6014783098697665,7.297
Protein Main,beef_tartare,ceviche,91.70286522102327,-0.3004783098697663,0.4750862509475642,0.039418546557507,7.6014783098697665,7.301
Protein Main,beef_tartare,chicken_salad,85.65272400194876,-0.6484783098697662,0.4750862509475642,0.0681619356522414,7.6014783098697665,6.953
