from_dish,to_dish,category,E_reduction_pct,H_change,from_protein_g,to_protein_g,from_cal,to_cal,protein_ratio
spring_rolls,tapas,Mixed/Other,33.103264705206236,0.046800000000000175,22.545,19.76,613.9,486.8999999999999,0.8764692836549124
brownie,dan_tat,Dessert,33.09859357684188,3.6937,15.31,13.579999999999998,1135.4,626.6,0.8870019595035923
carnitas,com_tam,Pork Main,33.06888400214574,1.2335000000000003,68.85999999999999,44.03,711.85,617.7,0.6394133023525996
pulled_pork,sisig,Pork Main,33.06437864053176,-0.03859999999999886,55.45,60.02,548.1,570.0,1.0824165915238955
pide,spring_rolls,Mixed/Other,33.043656685700874,2.0794999999999995,41.0,22.545,717.1,613.9,0.5498780487804878
steak,kitfo,Red Meat Main,33.03683162259368,0.7274000000000003,65.663,53.470000000000006,745.02,743.3000000000001,0.8143094284452432
brisket,suya,Red Meat Main,33.02341001545218,0.039400000000000546,65.85799999999999,61.16,649.47,794.7,0.9286647028455162
orange_chicken,korma,Poultry Main,33.00736002093947,5.374899999999999,55.20000000000001,59.84200000000001,942.65,658.94,1.0840942028985507
boat_noodles,laksa,Starch/Carb,32.99859480695707,2.1266000000000007,22.97,23.58,722.1999999999999,872.5500000000001,1.0265563778841968
lasagna,doner_kebab,Red Meat Main,32.99269764261393,0.9642,63.81,46.05,1042.0500000000002,627.4499999999999,0.7216737188528443
karaage,satay,Poultry Main,32.97945076530404,3.2817000000000007,52.00500000000001,45.294,812.2,544.34,0.8709547158927025
cornbread,sopes,Starch/Carb,32.9714963342152,4.271100000000001,12.5,16.685000000000002,495.35,339.8,1.3348000000000002
jokbal,com_tam,Pork Main,32.95973650440952,3.9883000000000006,69.455,44.03,624.4000000000001,617.7,0.6339356417824491
churrasco,kitfo,Red Meat Main,32.95952736298152,3.3543000000000003,65.32,53.470000000000006,720.85,743.3000000000001,0.8185854255970608
croquetas,warak_enab,Mixed/Other,32.95726778826633,2.6911999999999994,23.68,17.849999999999998,730.6,383.3,0.7538006756756755
chile_relleno,mapo_tofu,Mixed/Other,32.95658692379353,-0.0,23.89,32.055,594.3,453.19999999999993,1.3417748011720385
borscht,tom_yum,Soup/Stew,32.95131514767743,-0.1479999999999997,16.46,27.715,288.9,160.3,1.6837788578371808
karaage,tikka_masala,Poultry Main,32.941303904491356,2.4775,52.00500000000001,57.232000000000006,812.2,723.7900000000001,1.1005095663878472
nasi_lemak,couscous,Starch/Carb,32.93405233239292,1.0861999999999998,24.1,24.05,595.9,787.6,0.9979253112033195
piri_piri,mafe,Poultry Main,32.77909544445261,0.23930000000000007,62.355,53.45,650.85,802.3000000000001,0.8571886777323391
sweet_and_sour,bossam,Pork Main,32.77855277909593,0.6526000000000005,48.7,69.2,982.3,631.9,1.4209445585215605
mofongo,warak_enab,Mixed/Other,32.77647867795007,-0.3426,19.22,17.849999999999998,514.9,383.3,0.928720083246618
chimichurri,harissa,Mixed/Other,32.77193755074019,4.1258,1.87,7.904999999999999,392.2000000000001,358.0,4.227272727272727
birria,lomo_saltado,Red Meat Main,32.73845170013468,0.1440999999999999,58.74399999999999,44.23,702.6,712.3000000000001,0.7529279586000273
meatloaf,beef_tartare,Red Meat Main,32.71883793729382,0.33140000000000036,59.97,51.155,681.1,593.3,0.8530098382524596
orange_chicken,khao_man_gai,Poultry Main,32.69319058868617,2.1850000000000005,55.20000000000001,54.23,942.65,610.75,0.9824275362318838
croissant,crepe,Mixed/Other,32.63991895075201,1.5497000000000005,12.05,15.735,807.0,497.15,1.3058091286307052
picanha,moussaka,Red Meat Main,32.630131996344616,0.9009,65.0,42.78,625.0,669.8000000000001,0.6581538461538462
asado,moussaka,Red Meat Main,32.630131996344616,3.048,65.0,42.78,625.0,669.8000000000001,0.6581538461538462
manti_turkish,mapo_tofu,Mixed/Other,32.58397359371336,1.2238999999999995,32.305,32.055,592.95,453.19999999999993,0.9922612598668936
lahmacun,nachos,Mixed/Other,32.5601082884137,0.1407000000000007,29.76,33.135000000000005,515.9499999999999,709.6999999999999,1.1134072580645162
peking_duck,butter_chicken,Poultry Main,32.54402323573159,-0.1465999999999994,62.56499999999999,52.602,1248.3,807.2900000000001,0.8407576120834334
anticucho,ghormeh_sabzi,Red Meat Main,32.52151403010958,1.5487000000000002,53.454,36.62,534.6,596.4,0.6850750177722902
biryani,nasi_padang,Poultry Main,32.521246297842865,0.5128000000000004,45.902,38.000000000000014,706.7400000000001,624.1500000000001,0.8278506383164135
buffalo_wings,red_curry,Poultry Main,32.46459556169357,3.6820000000000004,62.02,45.84999999999999,877.2,850.05,0.7392776523702029
koobideh,ghormeh_sabzi,Red Meat Main,32.44441948682818,-0.7419000000000002,52.752,36.62,523.53,596.4,0.6941916894146193
brisket,bulgogi,Red Meat Main,32.43949209476489,0.21720000000000006,65.85799999999999,55.0,649.47,685.5000000000001,0.8351301284581981
buffalo_wings,green_curry,Poultry Main,32.39631584884018,1.2355999999999998,62.02,46.04999999999999,877.2,854.75,0.7425024185746532
steak,keftedes,Red Meat Main,32.31979176620091,-0.7616000000000005,65.663,44.074,745.02,652.6500000000001,0.6712151439928118
pao_de_queijo,pajeon,Mixed/Other,32.289841565706375,2.8936,18.55,21.97,419.9,541.0,1.184366576819407
horiatiki,tabbouleh,Mixed/Other,32.28551381752906,0.5442,11.77,7.3,381.2000000000001,426.1,0.6202209005947323
plantain,kimchi_jjigae,Mixed/Other,32.28117603976876,0.6993999999999998,2.75,31.28,487.7,367.25,11.374545454545455
stroganoff,kibbeh,Red Meat Main,32.26087519540116,2.2435,63.17499999999999,38.835,1126.25,755.8500000000001,0.6147210130589633
boat_noodles,mee_goreng,Starch/Carb,32.25008849903164,-0.3628999999999998,22.97,41.155,722.1999999999999,875.5500000000001,1.7916848062690467
churrasco,keftedes,Red Meat Main,32.24165973459775,1.8652999999999995,65.32,44.074,720.85,652.6500000000001,0.6747397428046541
simit,penne_arrabbiata,Starch/Carb,32.21546093399374,-0.5225,12.685,18.236,469.3,636.49,1.4376034686637762
plantain,pancake,Mixed/Other,32.209520917579546,1.9441999999999995,2.75,17.735000000000003,487.7,569.95,6.44909090909091
asado,kofte,Red Meat Main,32.206273709848666,-0.0,65.0,41.87199999999999,625.0,456.27,0.6441846153846152
boat_noodles,pupusa,Starch/Carb,32.18608471677925,3.543100000000001,22.97,31.21,722.1999999999999,463.50000000000006,1.3587287766652156
bun_rieu,couscous,Starch/Carb,32.17286767547461,1.8923000000000005,20.0,24.05,632.6999999999999,787.6,1.2025000000000001
pita,tteokbokki,Starch/Carb,32.03360400558086,0.6452,14.0,12.544999999999998,548.61,320.3,0.8960714285714284
eggplant_parm,ravioli,Mixed/Other,32.026135742500294,0.8084999999999996,23.82,31.24,607.5,719.5,1.3115029387069688
bratwurst,dumplings,Pork Main,32.00109597614059,4.7381,33.629999999999995,36.57,655.0,599.2,1.0874219446922393
char_siu,larb,Pork Main,31.94964589759925,2.828099999999999,56.105,43.925,620.9000000000001,430.2,0.7829070492825951
eggplant_parm,banh_xeo,Mixed/Other,31.938698036794673,-0.7191999999999998,23.82,27.588,607.5,521.94,1.1581863979848868
fried_rice,spaetzle,Starch/Carb,31.92082824144538,-0.9434,15.32,18.685,546.3000000000001,575.65,1.2196475195822454
naan,scallion_pancake,Starch/Carb,31.912372576117082,5.153899999999999,13.09,10.44,472.75,601.0,0.7975553857906799
shawarma,aji_de_gallina,Poultry Main,31.897107683591337,-0.7759,57.934000000000005,49.900000000000006,551.8,619.4,0.8613249559843961
lasagna,gyro,Red Meat Main,31.827857297023183,0.0979000000000001,63.81,47.26,1042.0500000000002,637.1,0.7406362639084783
spanakopita,hot_dog,Mixed/Other,31.816686538373084,1.8194,28.53,20.275,652.5999999999999,415.7,0.7106554504030844
karaage,pad_see_ew,Poultry Main,31.81663959017968,2.9085,52.00500000000001,37.475,812.2,937.45,0.7206037880972982
eggplant_parm,tapas,Mixed/Other,31.781315912646214,1.1391999999999998,23.82,19.76,607.5,486.8999999999999,0.8295549958018472
picanha,kitfo,Red Meat Main,31.780260052222996,-0.9436,65.0,53.470000000000006,625.0,743.3000000000001,0.8226153846153847
asado,kitfo,Red Meat Main,31.780260052222996,1.2035,65.0,53.470000000000006,625.0,743.3000000000001,0.8226153846153847
manakish,uttapam,Starch/Carb,31.776638785137457,-0.8624999999999998,17.5,15.800000000000002,617.5,317.6,0.902857142857143
pretzel,penne_arrabbiata,Starch/Carb,31.733705434054283,1.7513999999999994,12.09,18.236,527.85,636.49,1.5083540115798182
pizza_margherita,jjajangmyeon,Starch/Carb,31.733641076641184,4.8596,32.796,49.68,856.09,1011.0,1.5148188803512623
simit,pierogi,Starch/Carb,31.718056158759712,-0.4137999999999993,12.685,19.455,469.3,662.05,1.5337012219156483
lumpia,ravioli,Mixed/Other,31.704459501009858,2.8975999999999997,21.08,31.24,574.1999999999999,719.5,1.4819734345351043
general_tso,satay_indonesian,Poultry Main,31.70028727110963,-0.2530999999999999,56.38500000000001,60.275000000000006,946.6,632.3000000000001,1.0689899796045046
steak,lomo_saltado,Red Meat Main,31.654797746795367,2.2880000000000003,65.663,44.23,745.02,712.3000000000001,0.6735909111676286
sfeeha,mapo_tofu,Mixed/Other,31.634031800210487,-0.7620000000000005,30.01,32.055,605.3,453.19999999999993,1.0681439520159945
lumpia,banh_xeo,Mixed/Other,31.61660800931688,1.3699000000000003,21.08,27.588,574.1999999999999,521.94,1.3087286527514232
bruschetta,tteokbokki,Starch/Carb,31.60155971914984,-0.6600000000000001,8.336,12.544999999999998,367.14,320.3,1.5049184261036466
churrasco,lomo_saltado,Red Meat Main,31.575898026452826,4.9149,65.32,44.23,720.85,712.3000000000001,0.6771279853031231
cheesecake,kunefe,Dessert,31.558907295067783,1.8546000000000005,50.43000000000001,26.27,1591.8,872.0000000000001,0.5209200872496529
mango_sticky_rice,tiramisu,Dessert,31.545107881012058,-0.5754000000000001,6.77,10.765,528.4,625.85,1.5901033973412113
risotto,char_siu_bao,Starch/Carb,31.534693670618918,0.08309999999999995,15.500000000000002,24.91,502.4,524.6,1.6070967741935482
chana_masala,edamame,Plant Protein,31.512281735357583,1.1496000000000004,44.892,54.75,941.89,669.0,1.2195936915263297
orange_chicken,satay_indonesian,Poultry Main,31.4916623388472,3.1206000000000005,55.20000000000001,60.275000000000006,942.65,632.3000000000001,1.0919384057971013
pernil,al_pastor,Pork Main,31.473161957812966,2.2738999999999994,83.07999999999998,59.57,890.75,657.6,0.7170197400096294
lumpia,okonomiyaki,Mixed/Other,31.464370997909974,0.4493999999999998,21.08,32.66,574.1999999999999,640.1999999999999,1.549335863377609
lumpia,tapas,Mixed/Other,31.458481097583864,3.2283,21.08,19.76,574.1999999999999,486.8999999999999,0.9373814041745732
patatas_bravas,ravioli,Mixed/Other,31.456415527158764,0.8418999999999999,5.59,31.24,554.35,719.5,5.588550983899821
karaage,kung_pao_chicken,Poultry Main,31.368826641566557,0.6497000000000002,52.00500000000001,58.24500000000001,812.2,751.6500000000002,1.1199884626478223
patatas_bravas,banh_xeo,Mixed/Other,31.368244965831828,-0.6857999999999995,5.59,27.588,554.35,521.94,4.935241502683364
lasagna,shashlik,Red Meat Main,31.319905608734377,0.9642,63.81,51.352,1042.0500000000002,613.3299999999999,0.8047641435511674
massaman_curry,pho,Red Meat Main,31.28765646528697,-0.3487999999999989,54.85,33.29,1186.2,830.05,0.6069279854147676
fried_chicken,jerk_chicken,Poultry Main,31.272459050212,-0.2953000000000001,67.738,63.1,1048.02,617.1,0.9315303079512238
lomo_saltado,iskender_kebab,Red Meat Main,31.25001294472583,0.13789999999999925,44.23,47.05,712.3000000000001,772.7,1.063757630567488
pretzel,pierogi,Starch/Carb,31.232765523972887,1.8601,12.09,19.455,527.85,662.05,1.6091811414392059
patatas_bravas,tapas,Mixed/Other,31.20954374972589,1.1726,5.59,19.76,554.35,486.8999999999999,3.534883720930233
stroganoff,bun_bo_hue,Red Meat Main,31.187277040178035,1.6056999999999997,63.17499999999999,47.42,1126.25,962.9,0.7506133755441237
french_fries,chilaquiles,Mixed/Other,31.18082646945512,-0.7627000000000006,4.0,22.8,419.2,490.8,5.7
mac_and_cheese,palak_paneer,Dairy Main,31.150576097124627,1.3387000000000002,37.48,32.862,934.2,726.0400000000001,0.8767876200640343
osso_buco,koobideh,Red Meat Main,31.14160094445126,-0.15339999999999954,67.1,52.752,828.7,523.53,0.7861698956780925
brownie,pasteis_de_nata,Dessert,31.140969571856203,1.3416000000000001,15.31,12.74,1135.4,720.0,0.8321358589157414
ratatouille,fufu,Mixed/Other,31.127851150277237,1.6885,3.84,4.0,263.85,215.0,1.0416666666666667
chow_fun,banh_mi,Starch/Carb,31.126843389667098,1.4146999999999998,27.855,32.015,900.95,587.05,1.1493448213965176
roti_caribbean,xiao_long_bao,Mixed/Other,31.114486457620536,6.224,43.31,28.46,870.0,447.82,0.6571230662664511
french_fries,crepe,Mixed/Other,31.114440838209823,3.9638,4.0,15.735,419.2,497.15,3.93375
asado,keftedes,Red Meat Main,31.04976486030476,-0.28550000000000075,65.0,44.074,625.0,652.6500000000001,0.6780615384615384
fried_rice,penne_arrabbiata,Starch/Carb,31.033729760085492,4.2635,15.32,18.236,546.3000000000001,636.49,1.1903394255874673
escovitch_fish,lobster_roll,Seafood Main,31.020402620207292,2.7143999999999995,41.11,42.03999999999999,526.5999999999999,556.75,1.022622233033325
salt_pepper_squid,lobster_roll,Seafood Main,30.930350133391705,2.9307999999999996,35.512,42.03999999999999,668.4300000000001,556.75,1.1838251858526694
char_siu,currywurst,Pork Main,30.92654365286877,2.5031999999999996,56.105,29.32,620.9000000000001,562.9,0.5225915693788433
biryani,doro_wot,Poultry Main,30.848537825655075,0.15090000000000003,45.902,57.40000000000002,706.7400000000001,703.7,1.250490174720056
stroganoff,kebab,Red Meat Main,30.846558309105554,1.7154999999999996,63.17499999999999,52.034,1126.25,712.8499999999999,0.823648595172141
meatloaf,kare_kare,Red Meat Main,30.828512758272648,0.9231000000000007,59.97,52.84,681.1,772.35,0.8811072202768051
pernil,souvlaki,Pork Main,30.795805297342433,2.8515999999999995,83.07999999999998,55.07,890.75,705.0999999999999,0.6628550794415023
korean_fried_chicken,jerk_chicken,Poultry Main,30.789576465045602,-0.9516,65.83999999999999,63.1,1102.2,617.1,0.9583839611178616
oxtail_stew,koobideh,Red Meat Main,30.769992933709485,1.8992000000000004,74.98999999999998,52.752,804.35,523.53,0.7034537938391787
tagine,pasta_bolognese,Red Meat Main,30.732501029717778,3.4019,55.904,43.255,868.05,829.4000000000001,0.7737371207784773
oxtail_stew,anticucho,Red Meat Main,30.69089726789201,-0.39139999999999997,74.98999999999998,53.454,804.35,534.6,0.712815042005601
schnitzel,al_pastor,Pork Main,30.680109365881204,0.5644999999999998,63.080000000000005,59.57,1032.8,657.6,0.9443563728598604
pastitsio,iskender_kebab,Red Meat Main,30.651317884368762,3.8251,60.78,47.05,1186.3,772.7,0.774103323461665
focaccia,blini,Starch/Carb,30.637843830506583,1.0004999999999997,12.0,15.155,613.6,492.55,1.2629166666666667
french_fries,wonton_soup,Mixed/Other,30.63406910961034,0.7773999999999992,4.0,33.800000000000004,419.2,408.72,8.450000000000001
coxinha,nasi_padang,Poultry Main,30.589242797667183,3.9874,34.31,38.000000000000014,883.4,624.1500000000001,1.107548819586127
keftedes,iskender_kebab,Red Meat Main,30.574507779788497,3.1875,44.074,47.05,652.6500000000001,772.7,1.067522802559332
general_tso,fesenjan,Poultry Main,30.53413403809045,0.5183999999999997,56.38500000000001,60.290000000000006,946.6,1036.5,1.0692560078034936
fried_rice,pierogi,Starch/Carb,30.52765340963617,4.3722,15.32,19.455,546.3000000000001,662.05,1.2699086161879893
cornbread,uttapam,Starch/Carb,30.51688166349729,2.5975,12.5,15.800000000000002,495.35,317.6,1.2640000000000002
croquetas,mapo_tofu,Mixed/Other,30.475885184106726,2.6336999999999993,23.68,32.055,730.6,453.19999999999993,1.3536739864864864
nasi_goreng,sopes,Starch/Carb,30.45987083896004,0.9686000000000003,27.975,16.685000000000002,600.6,339.8,0.5964253798033959
currywurst,dumplings,Pork Main,30.443808629446018,0.014200000000000657,29.32,36.57,562.9,599.2,1.2472714870395634
plantain,waffle,Mixed/Other,30.429964898450944,1.2931,2.75,17.78,487.7,625.15,6.465454545454546
cornbread,bun_rieu,Starch/Carb,30.42755786555251,0.7051999999999996,12.5,20.0,495.35,632.6999999999999,1.6
asado,lomo_saltado,Red Meat Main,30.372292151501757,2.7641,65.0,44.23,625.0,712.3000000000001,0.6804615384615385
picanha,lomo_saltado,Red Meat Main,30.372292151501757,0.617,65.0,44.23,625.0,712.3000000000001,0.6804615384615385
boat_noodles,jjajangmyeon,Starch/Carb,30.34646631466523,3.3924000000000003,22.97,49.68,722.1999999999999,1011.0,2.1628210709621247
orange_chicken,fesenjan,Poultry Main,30.32194703170609,3.8921,55.20000000000001,60.290000000000006,942.65,1036.5,1.092210144927536
mofongo,mapo_tofu,Mixed/Other,30.288404715330554,-0.4001000000000001,19.22,32.055,514.9,453.19999999999993,1.6677939646201874
burrito,mafe,Poultry Main,30.25548298327535,3.2519000000000005,53.81000000000001,53.45,847.6999999999999,802.3000000000001,0.9933097937186396
pupusa,kimbap,Starch/Carb,30.24106499477215,0.8205,31.21,16.53,463.50000000000006,372.9,0.5296379365587953
pernil,sisig,Pork Main,30.237916426989564,2.7331000000000003,83.07999999999998,60.02,890.75,570.0,0.7224362060664422
laksa,injera,Starch/Carb,30.237395724355476,0.40329999999999977,23.58,15.0,872.5500000000001,546.0,0.6361323155216285
ramen,xiao_long_bao,Mixed/Other,30.23301235710726,6.4649,45.43,28.46,784.5500000000001,447.82,0.6264582874752367
tapas,xiao_long_bao,Mixed/Other,30.222544770623553,1.4021,19.76,28.46,486.8999999999999,447.82,1.4402834008097165
okonomiyaki,xiao_long_bao,Mixed/Other,30.21654814868699,4.181,32.66,28.46,640.1999999999999,447.82,0.8714023270055115
pizza_margherita,pasta_carbonara,Starch/Carb,30.212629518653483,1.3996,32.796,56.308,856.09,978.22,1.71691669715819
simit,scallion_pancake,Starch/Carb,30.20894955176724,0.45069999999999943,12.685,10.44,469.3,601.0,0.8230193141505715
conch_fritters,lobster_roll,Seafood Main,30.182258595535938,3.1579999999999995,29.2,42.03999999999999,701.7,556.75,1.43972602739726
enchilada,aji_de_gallina,Poultry Main,30.096058452043543,1.8756000000000004,47.68,49.900000000000006,657.6,619.4,1.0465604026845639
banh_xeo,xiao_long_bao,Mixed/Other,30.061194285033228,3.2604999999999995,27.588,28.46,521.94,447.82,1.0316079454835436
karaage,butter_chicken,Poultry Main,30.050553063646763,5.378000000000001,52.00500000000001,52.602,812.2,807.2900000000001,1.0114796654167866
coq_au_vin,shawarma,Poultry Main,30.032295729312118,-0.47889999999999944,73.165,57.934000000000005,722.8000000000001,551.8,0.7918266930909588
karaage,arroz_con_pollo,Poultry Main,30.0011475422919,3.2349000000000006,52.00500000000001,42.56,812.2,674.5500000000001,0.8183828478030958
