from_dish,to_dish,category,E_reduction_pct,H_change,from_protein_g,to_protein_g,from_cal,to_cal,protein_ratio
pide,nachos,Mixed/Other,37.89807256416355,3.1745,41.0,33.135000000000005,717.1,709.6999999999999,0.8081707317073172
spanakopita,crepe,Mixed/Other,37.86240586047126,3.6531000000000002,28.53,15.735,652.5999999999999,497.15,0.5515247108307045
chole_bhature,rice_and_peas,Plant Protein,37.789394362466574,-0.9264000000000001,33.57,19.94,1006.6,595.0500000000001,0.5939827226690498
carnitas,souvlaki,Pork Main,37.74934226093363,1.1421999999999999,68.85999999999999,55.07,711.85,705.0999999999999,0.799738600058089
general_tso,doro_wot,Poultry Main,37.715273398152135,1.5771999999999995,56.38500000000001,57.40000000000002,946.6,703.7,1.0180012414649287
pao_de_queijo,takoyaki,Mixed/Other,37.691519076971424,3.1262,18.55,20.140000000000004,419.9,330.8,1.0857142857142859
buffalo_wings,kung_pao_chicken,Poultry Main,37.67466454199662,1.2355999999999998,62.02,58.24500000000001,877.2,751.6500000000002,0.939132537891003
jokbal,souvlaki,Pork Main,37.64782739115512,3.8970000000000002,69.455,55.07,624.4000000000001,705.0999999999999,0.7928874811028724
fried_chicken,butter_chicken,Poultry Main,37.645689741027,5.445600000000001,67.738,52.602,1048.02,807.2900000000001,0.7765508281909711
boat_noodles,risotto,Starch/Carb,37.6307485415826,4.4515,22.97,15.500000000000002,722.1999999999999,502.4,0.6747932085328691
fried_chicken,arroz_con_pollo,Poultry Main,37.60164868935335,3.3025,67.738,42.56,1048.02,674.5500000000001,0.6283031680888128
stroganoff,pasta_bolognese,Red Meat Main,37.585408952093104,1.6989999999999998,63.17499999999999,43.255,1126.25,829.4000000000001,0.6846853977047884
nasi_goreng,pierogi,Starch/Carb,37.57643972046984,0.30820000000000025,27.975,19.455,600.6,662.05,0.6954423592493296
orange_chicken,doro_wot,Poultry Main,37.52502154570477,4.9509,55.20000000000001,57.40000000000002,942.65,703.7,1.0398550724637683
steak,kare_kare,Red Meat Main,37.50051022481061,-0.47609999999999975,65.663,52.84,745.02,772.35,0.8047149840854059
bibimbap,banh_mi,Starch/Carb,37.486362195355234,1.3601999999999999,36.14,32.015,676.3,587.05,0.8858605423353625
spanakopita,wonton_soup,Mixed/Other,37.42909089763976,0.46669999999999945,28.53,33.800000000000004,652.5999999999999,408.72,1.1847178408692605
churrasco,kare_kare,Red Meat Main,37.428358967630274,2.1508000000000003,65.32,52.84,720.85,772.35,0.8089406001224742
bossam,dumplings,Pork Main,37.345070970570134,3.048,69.2,36.57,631.9,599.2,0.5284682080924855
focaccia,penne_arrabbiata,Starch/Carb,37.25533512507483,3.7973,12.0,18.236,613.6,636.49,1.5196666666666667
carnitas,sisig,Pork Main,37.24750925393186,1.0237000000000007,68.85999999999999,60.02,711.85,570.0,0.8716235840836483
pasteis_de_nata,mango_sticky_rice,Dessert,37.225537823383775,3.3479,12.74,6.77,720.0,528.4,0.5313971742543171
korean_fried_chicken,butter_chicken,Poultry Main,37.20758574198943,4.789300000000001,65.83999999999999,52.602,1102.2,807.2900000000001,0.798936816524909
pizza,jjajangmyeon,Starch/Carb,37.179755177258826,1.7774999999999999,38.18000000000001,49.68,996.0,1011.0,1.3012048192771082
korean_fried_chicken,arroz_con_pollo,Poultry Main,37.16323525603962,2.6462000000000003,65.83999999999999,42.56,1102.2,674.5500000000001,0.6464155528554072
jokbal,sisig,Pork Main,37.14517602312382,3.778500000000001,69.455,60.02,624.4000000000001,570.0,0.8641566481894752
lo_mein,char_siu_bao,Starch/Carb,37.101504229281204,6.2087,40.11500000000001,24.91,847.2500000000001,524.6,0.6209647264115666
jokbal,samgyeopsal,Pork Main,37.07649030242365,-0.11149999999999949,69.455,56.93000000000001,624.4000000000001,568.5,0.8196674105535959
falafel,mujaddara,Plant Protein,37.070867970923,-0.9480000000000004,34.95899999999999,28.76,1011.7,682.8,0.822677994221803
anticucho,gyro,Red Meat Main,37.066301394735405,0.38759999999999994,53.454,47.26,534.6,637.1,0.8841246679387884
chow_fun,lagman,Starch/Carb,37.035054670694635,0.5110000000000001,27.855,41.05,900.95,958.75,1.4737031053670795
pupusa,char_siu_bao,Starch/Carb,37.031656573716425,0.9914999999999994,31.21,24.91,463.50000000000006,524.6,0.7981416212752322
duck_confit,fesenjan,Poultry Main,37.00287869088016,-0.3368000000000002,48.32,60.290000000000006,849.95,1036.5,1.247723509933775
lumpia,waffle,Mixed/Other,36.99240008351437,0.7050000000000001,21.08,17.78,574.1999999999999,625.15,0.8434535104364328
pernil,bossam,Pork Main,36.98317398081081,-0.7599,83.07999999999998,69.2,890.75,631.9,0.8329321136254215
mee_goreng,char_siu_bao,Starch/Carb,36.97216996993846,4.8975,41.155,24.91,875.5500000000001,524.6,0.6052727493621674
fried_chicken,korma,Poultry Main,36.96339218444458,4.448499999999999,67.738,59.84200000000001,1048.02,658.94,0.8834332280256284
pastelitos,laksa,Starch/Carb,36.96077046811786,-0.7714999999999996,29.38,23.58,782.2,872.5500000000001,0.8025867937372362
naan,injera,Starch/Carb,36.94481071343931,3.2762000000000002,13.09,15.0,472.75,546.0,1.145912910618793
anticucho,gyudon,Red Meat Main,36.930439015083074,-0.9474999999999998,53.454,32.725,534.6,557.3000000000001,0.6122086279791971
pizza_margherita,tonkotsu_ramen,Starch/Carb,36.928681223303364,6.001799999999999,32.796,44.855,856.09,769.9000000000001,1.3676972801561165
croquetas,ravioli,Mixed/Other,36.90865914078237,1.7955999999999994,23.68,31.24,730.6,719.5,1.3192567567567568
croquetas,banh_xeo,Mixed/Other,36.82750203496117,0.2679,23.68,27.588,730.6,521.94,1.1650337837837839
focaccia,pierogi,Starch/Carb,36.79491308253714,3.9060000000000006,12.0,19.455,613.6,662.05,1.6212499999999999
pide,spanakopita,Mixed/Other,36.79447926489803,-0.21260000000000012,41.0,28.53,717.1,652.5999999999999,0.6958536585365854
orange_chicken,mole,Poultry Main,36.78768927991564,2.1850000000000005,55.20000000000001,58.08,942.65,673.8,1.052173913043478
general_tso,satay,Poultry Main,36.70055787841536,0.9020000000000001,56.38500000000001,45.294,946.6,544.34,0.8032987496674645
beef_bourguignon,moussaka,Red Meat Main,36.6933155362866,-0.9970999999999997,66.185,42.78,843.3499999999998,669.8000000000001,0.6463700234192037
croquetas,okonomiyaki,Mixed/Other,36.68686566093315,-0.6526000000000005,23.68,32.66,730.6,640.1999999999999,1.3792229729729728
croquetas,tapas,Mixed/Other,36.681424577864085,2.1262999999999996,23.68,19.76,730.6,486.8999999999999,0.8344594594594595
fried_chicken,khao_man_gai,Poultry Main,36.667775004784595,1.2586000000000004,67.738,54.23,1048.02,610.75,0.8005846053913608
general_tso,tikka_masala,Poultry Main,36.66452900315687,0.09779999999999944,56.38500000000001,57.232000000000006,946.6,723.7900000000001,1.0150217256362506
chow_mein,char_siu_bao,Starch/Carb,36.59976757933104,7.5603,41.04500000000001,24.91,856.5500000000001,524.6,0.6068948714825191
anticucho,shashlik,Red Meat Main,36.59738143433335,1.2538999999999998,53.454,51.352,534.6,613.3299999999999,0.9606764694877838
spanakopita,kimchi_jjigae,Mixed/Other,36.588498781496334,-0.7781000000000002,28.53,31.28,652.5999999999999,367.25,1.0963897651594812
arancini,jjajangmyeon,Starch/Carb,36.574237055087984,1.4821999999999997,16.52,49.68,746.2,1011.0,3.0072639225181597
coxinha,aji_de_gallina,Poultry Main,36.5241633855862,2.7214,34.31,49.900000000000006,883.4,619.4,1.4543864762459926
spanakopita,pancake,Mixed/Other,36.521401354188946,0.46669999999999945,28.53,17.735000000000003,652.5999999999999,569.95,0.6216263582194183
korean_fried_chicken,korma,Poultry Main,36.520494334158705,3.7921999999999993,65.83999999999999,59.84200000000001,1102.2,658.94,0.908900364520049
mofongo,tapas,Mixed/Other,36.510678121993095,-0.9074999999999998,19.22,19.76,514.9,486.8999999999999,1.0280957336108223
orange_chicken,satay,Poultry Main,36.50720652601239,4.2757000000000005,55.20000000000001,45.294,942.65,544.34,0.8205434782608694
buffalo_wings,butter_chicken,Poultry Main,36.477514049753474,5.963900000000001,62.02,52.602,877.2,807.2900000000001,0.8481457594324411
orange_chicken,tikka_masala,Poultry Main,36.47106759872938,3.4715,55.20000000000001,57.232000000000006,942.65,723.7900000000001,1.0368115942028986
mapo_tofu,xiao_long_bao,Mixed/Other,36.45069666250569,0.8947000000000003,32.055,28.46,453.19999999999993,447.82,0.8878490095148963
rendang,moussaka,Red Meat Main,36.43315800721544,-0.6643999999999988,57.497,42.78,820.56,669.8000000000001,0.7440388194166653
buffalo_wings,arroz_con_pollo,Poultry Main,36.432647911798384,3.8208,62.02,42.56,877.2,674.5500000000001,0.6862302483069977
cornbread,tteokbokki,Starch/Carb,36.41110979096639,1.3010000000000002,12.5,12.544999999999998,495.35,320.3,1.0035999999999998
asado,kare_kare,Red Meat Main,36.32770009773373,-0.0,65.0,52.84,625.0,772.35,0.812923076923077
stroganoff,pho,Red Meat Main,36.31561206042324,2.9199,63.17499999999999,33.29,1126.25,830.05,0.5269489513256826
mujaddara,edamame,Plant Protein,36.310490018387135,3.9635000000000007,28.76,54.75,682.8,669.0,1.903685674547983
duck_confit,red_curry,Poultry Main,36.30146345850962,-0.1387999999999998,48.32,45.84999999999999,849.95,850.05,0.9488824503311255
laksa,char_siu_bao,Starch/Carb,36.26805446345874,2.4079999999999995,23.58,24.91,872.5500000000001,524.6,1.0564037319762511
hu_tieu,char_siu_bao,Starch/Carb,36.23145619247912,5.7623,31.87,24.91,743.7500000000001,524.6,0.7816128020081581
korean_fried_chicken,khao_man_gai,Poultry Main,36.22280013579615,0.6023000000000005,65.83999999999999,54.23,1102.2,610.75,0.8236634264884569
biryani,jollof_rice,Poultry Main,36.22004064654173,0.39750000000000085,45.902,31.370000000000005,706.7400000000001,655.0500000000001,0.6834124874733128
pastelitos,pupusa,Starch/Carb,36.19630873893298,0.6450000000000005,29.38,31.21,782.2,463.50000000000006,1.0622872702518722
naan,kimbap,Starch/Carb,36.18351214602758,5.1099000000000006,13.09,16.53,472.75,372.9,1.26279602750191
poutine,hot_dog,Mixed/Other,36.161768701977486,4.3024000000000004,19.135,20.275,503.35,415.7,1.0595766919257903
pita,penne_arrabbiata,Starch/Carb,36.157434129993455,2.8461999999999996,14.0,18.236,548.61,636.49,1.3025714285714287
massaman_curry,iskender_kebab,Red Meat Main,36.122965606305,-0.8872999999999998,54.85,47.05,1186.2,772.7,0.8577939835916134
pav_bhaji,club_sandwich,Mixed/Other,36.09642251325781,0.8030000000000008,8.56,37.540000000000006,405.6,592.1999999999999,4.385514018691589
pizza_margherita,grilled_cheese,Starch/Carb,36.048580861716815,4.9327000000000005,32.796,22.335,856.09,561.3499999999999,0.6810281741675814
oxtail_stew,lasagna,Red Meat Main,36.016706986190435,-0.10170000000000012,74.98999999999998,63.81,804.35,1042.0500000000002,0.8509134551273506
plantain,pajeon,Mixed/Other,35.95352710030455,2.8936,2.75,21.97,487.7,541.0,7.989090909090908
sweet_and_sour,vindaloo,Pork Main,35.949606850712364,3.2862999999999998,48.7,58.352,982.3,718.89,1.1981930184804928
suya,kibbeh,Red Meat Main,35.9368533970072,-0.8473999999999995,61.16,38.835,794.7,755.8500000000001,0.6349738391105298
samosa,pajeon,Mixed/Other,35.90182447328445,-0.44789999999999974,8.113999999999999,21.97,551.91,541.0,2.7076657628789746
focaccia,udon,Starch/Carb,35.8964715170757,2.0835,12.0,25.68,613.6,793.9,2.14
caesar_salad,harissa,Mixed/Other,35.80158274443641,4.1319,13.96,7.904999999999999,337.35,358.0,0.5662607449856732
katsu_curry,bun_cha,Pork Main,35.79983237598922,0.31679999999999975,54.53,39.245,1084.9,896.3000000000001,0.7196955804144507
stroganoff,doner_kebab,Red Meat Main,35.785835929903456,1.9486999999999997,63.17499999999999,46.05,1126.25,627.4499999999999,0.7289275821131778
buffalo_wings,korma,Poultry Main,35.78243400200878,4.966799999999999,62.02,59.84200000000001,877.2,658.94,0.9648822960335377
pita,pierogi,Starch/Carb,35.68895566035288,2.9549000000000003,14.0,19.455,548.61,662.05,1.389642857142857
pizza_margherita,galette,Starch/Carb,35.68272399156112,2.6582000000000003,32.796,26.435,856.09,704.25,0.8060434199292597
mapo_tofu,tamale,Mixed/Other,35.649129253787535,0.4515000000000011,32.055,25.765,453.19999999999993,429.19999999999993,0.8037747621275932
karaage,nasi_padang,Poultry Main,35.64899292603248,4.3188,52.00500000000001,38.000000000000014,812.2,624.1500000000001,0.7306989712527643
boat_noodles,tonkotsu_ramen,Starch/Carb,35.64706985583907,4.5346,22.97,44.855,722.1999999999999,769.9000000000001,1.9527644754026992
spring_rolls,hot_dog,Mixed/Other,35.63624266998357,-0.4726999999999997,22.545,20.275,613.9,415.7,0.8993124861388333
horiatiki,causa,Mixed/Other,35.62479888005623,-0.9356,11.77,19.21,381.2000000000001,440.0,1.6321155480033986
general_tso,pad_see_ew,Poultry Main,35.602308169652744,0.5287999999999995,56.38500000000001,37.475,946.6,937.45,0.6646271171410835
fried_chicken,satay_indonesian,Poultry Main,35.53719909244431,2.1942000000000004,67.738,60.275000000000006,1048.02,632.3000000000001,0.8898255041483363
churrasco,biltong,Red Meat Main,35.52762567321733,1.5591,65.32,52.375,720.85,510.02,0.801821800367422
lahmacun,paella,Mixed/Other,35.49835213415612,0.22970000000000113,29.76,47.42,515.9499999999999,708.15,1.5934139784946237
buffalo_wings,khao_man_gai,Poultry Main,35.481278587673955,1.7769000000000004,62.02,54.23,877.2,610.75,0.8743953563366655
orange_chicken,pad_see_ew,Poultry Main,35.405602157882356,3.9025,55.20000000000001,37.475,942.65,937.45,0.6788949275362318
focaccia,scallion_pancake,Starch/Carb,35.39801063810105,4.770499999999999,12.0,10.44,613.6,601.0,0.87
chile_relleno,warak_enab,Mixed/Other,35.34943089413856,0.05750000000000011,23.89,17.849999999999998,594.3,383.3,0.7471745500209291
biryani,dakgalbi,Poultry Main,35.315575971793194,0.277000000000001,45.902,51.74,706.7400000000001,431.95,1.1271840006971374
chow_fun,manakish,Starch/Carb,35.275109044434885,1.9931999999999999,27.855,17.5,900.95,617.5,0.6282534553940047
katsu_curry,al_pastor,Pork Main,35.09899331453109,2.7658999999999994,54.53,59.57,1084.9,657.6,1.092426187419769
korean_fried_chicken,satay_indonesian,Poultry Main,35.08428074967909,1.5379000000000005,65.83999999999999,60.275000000000006,1102.2,632.3000000000001,0.9154769137302554
anticucho,taco,Red Meat Main,34.99645642240586,0.43599999999999994,53.454,36.815000000000005,534.6,528.6,0.6887230141804169
manti_turkish,warak_enab,Mixed/Other,34.99011649260695,1.2813999999999997,32.305,17.849999999999998,592.95,383.3,0.5525460455037919
croissant,pajeon,Mixed/Other,34.9867297374019,-0.6872999999999996,12.05,21.97,807.0,541.0,1.8232365145228213
orange_chicken,kung_pao_chicken,Poultry Main,34.98136070677602,1.6437,55.20000000000001,58.24500000000001,942.65,751.6500000000002,1.0551630434782608
galette,char_siu_bao,Starch/Carb,34.93056580137892,3.3435999999999995,26.435,24.91,704.25,524.6,0.9423113296765652
birria,moussaka,Red Meat Main,34.919563336147476,0.42799999999999994,58.74399999999999,42.78,702.6,669.8000000000001,0.7282445866811931
pretzel,injera,Starch/Carb,34.90793477472584,0.8468999999999998,12.09,15.0,527.85,546.0,1.2406947890818858
lasagna,pasta_bolognese,Red Meat Main,34.870547107109424,0.7145000000000001,63.81,43.255,1042.0500000000002,829.4000000000001,0.677871806926814
spanakopita,waffle,Mixed/Other,34.855035754844835,-0.18440000000000012,28.53,17.78,652.5999999999999,625.15,0.6232036452856642
pot_roast,lasagna,Red Meat Main,34.81105507887089,3.1952,67.39999999999999,63.81,719.0,1042.0500000000002,0.9467359050445106
pita,udon,Starch/Carb,34.774793238134805,1.1323999999999996,14.0,25.68,548.61,793.9,1.8342857142857143
boat_noodles,grilled_cheese,Starch/Carb,34.74908582462588,3.4655000000000005,22.97,22.335,722.1999999999999,561.3499999999999,0.9723552459730084
enchilada,mafe,Poultry Main,34.74728530681247,0.5058000000000007,47.68,53.45,657.6,802.3000000000001,1.121015100671141
anticucho,kibbeh,Red Meat Main,34.74599176297429,1.5487000000000002,53.454,38.835,534.6,755.8500000000001,0.726512515433831
koobideh,kibbeh,Red Meat Main,34.671438697800916,-0.7419000000000002,52.752,38.835,523.53,755.8500000000001,0.736180618744313
stroganoff,gyro,Red Meat Main,34.669550891770044,1.0823999999999998,63.17499999999999,47.26,1126.25,637.1,0.7480807281361299
arancini,pretzel,Starch/Carb,34.611542774589076,-0.22719999999999985,16.52,12.09,746.2,527.85,0.7318401937046005
simit,kimbap,Starch/Carb,34.586944915584354,0.4067000000000007,12.685,16.53,469.3,372.9,1.3031139140717383
grilled_cheese,char_siu_bao,Starch/Carb,34.55831292787765,1.0690999999999997,22.335,24.91,561.3499999999999,524.6,1.1152899037385269
char_siu,cubano_sandwich,Pork Main,34.52159794587738,0.6729000000000003,56.105,42.41,620.9000000000001,580.9,0.7559041083682381
cornbread,arepa,Starch/Carb,34.492678067451415,4.6022,12.5,11.43,495.35,295.8,0.9144
pastelitos,jjajangmyeon,Starch/Carb,34.46547747699429,0.49429999999999996,29.38,49.68,782.2,1011.0,1.6909462219196734
katsu_curry,souvlaki,Pork Main,34.457476349709495,3.3435999999999995,54.53,55.07,1084.9,705.0999999999999,1.0099028057949753
fried_chicken,fesenjan,Poultry Main,34.436557513083464,2.9657,67.738,60.290000000000006,1048.02,1036.5,0.8900469455844578
cobb_salad,prosciutto,Mixed/Other,34.43639692139587,5.6568000000000005,43.43,29.54,524.8,353.70000000000005,0.6801749942436104
coxinha,jollof_rice,Poultry Main,34.393938385438396,3.8721000000000005,34.31,31.370000000000005,883.4,655.0500000000001,0.9143106965899156
asado,biltong,Red Meat Main,34.393532184613555,-0.5917000000000003,65.0,52.375,625.0,510.02,0.8057692307692308
boat_noodles,galette,Starch/Carb,34.3757947302816,1.1910000000000007,22.97,26.435,722.1999999999999,704.25,1.15084893339138
pizza_margherita,hu_tieu,Starch/Carb,34.37063935946309,0.23950000000000005,32.796,31.87,856.09,743.7500000000001,0.9717648493718747
eggplant_parm,hot_dog,Mixed/Other,34.36434814610143,0.6196999999999999,23.82,20.275,607.5,415.7,0.8511754827875734
pide,eggplant_parm,Mixed/Other,34.34114370678195,0.9870999999999999,41.0,23.82,717.1,607.5,0.5809756097560975
pizza_margherita,laksa,Starch/Carb,34.33295149186827,3.5938000000000003,32.796,23.58,856.09,872.5500000000001,0.7189901207464324
buffalo_wings,satay_indonesian,Poultry Main,34.32952192146999,2.7125000000000004,62.02,60.275000000000006,877.2,632.3000000000001,0.9718639148661723
brisket,koobideh,Red Meat Main,34.32074704201098,-0.06609999999999872,65.85799999999999,52.752,649.47,523.53,0.8009960824804885
tahdig,char_siu_bao,Starch/Carb,34.30461645887519,-0.10089999999999932,8.694,24.91,424.2000000000001,524.6,2.865194386933517
rendang,lomo_saltado,Red Meat Main,34.30277311980031,-0.9482999999999988,57.497,44.23,820.56,712.3000000000001,0.7692575264796424
tagine,iskender_kebab,Red Meat Main,34.296827387378244,4.084299999999999,55.904,47.05,868.05,772.7,0.8416213508872351
churrasco,chili,Red Meat Main,34.29542913305952,-0.0,65.32,59.77,720.85,732.6,0.9150336803429273
pita,scallion_pancake,Starch/Carb,34.267610331620006,3.819399999999999,14.0,10.44,548.61,601.0,0.7457142857142857
pulled_pork,al_pastor,Pork Main,34.24957728860021,-0.4977999999999998,55.45,59.57,548.1,657.6,1.0743011722272318
vindaloo,dumplings,Pork Main,34.243104565109874,0.4143000000000008,58.352,36.57,718.89,599.2,0.6267137373183439
fried_rice,injera,Starch/Carb,34.24050639713801,3.359,15.32,15.0,546.3000000000001,546.0,0.97911227154047
gozleme,couscous,Starch/Carb,34.22633773790556,-0.36819999999999986,21.76,24.05,616.4000000000001,787.6,1.1052389705882353
manakish,sopes,Starch/Carb,34.18675029614766,0.8111000000000006,17.5,16.685000000000002,617.5,339.8,0.9534285714285715
stroganoff,shashlik,Red Meat Main,34.18277270634941,1.9486999999999997,63.17499999999999,51.352,1126.25,613.3299999999999,0.812853185595568
arancini,simit,Starch/Carb,34.14681660937576,2.0466999999999995,16.52,12.685,746.2,469.3,0.7678571428571429
pretzel,kimbap,Starch/Carb,34.12204392947492,2.6806,12.09,16.53,527.85,372.9,1.3672456575682383
warak_enab,xiao_long_bao,Mixed/Other,34.09861269149291,0.8372000000000002,17.849999999999998,28.46,383.3,447.82,1.5943977591036418
sfeeha,warak_enab,Mixed/Other,34.07407903643515,-0.7045000000000003,30.01,17.849999999999998,605.3,383.3,0.594801732755748
baba_ganoush,budae_jjigae,Mixed/Other,34.06173742263428,0.9218000000000002,6.065,23.87,309.00000000000006,452.55,3.935696619950536
karaage,doro_wot,Poultry Main,34.05381712889856,3.9569,52.00500000000001,57.40000000000002,812.2,703.7,1.1037400249975966
lumpia,hot_dog,Mixed/Other,34.05373714837802,2.7088,21.08,20.275,574.1999999999999,415.7,0.9618121442125237
korean_fried_chicken,fesenjan,Poultry Main,33.975906016420424,2.3094,65.83999999999999,60.290000000000006,1102.2,1036.5,0.9157047387606321
cornbread,blini,Starch/Carb,33.96972314648426,0.7051999999999996,12.5,15.155,495.35,492.55,1.2124
general_tso,butter_chicken,Poultry Main,33.93427809313843,2.9983000000000004,56.38500000000001,52.602,946.6,807.2900000000001,0.9329076882149505
samgyeopsal,pozole,Pork Main,33.932287124063684,-0.19059999999999988,56.93000000000001,37.2,568.5,405.4,0.6534340418057263
katsu_curry,sisig,Pork Main,33.929106001113674,3.2251000000000003,54.53,60.02,1084.9,570.0,1.1006785255822484
general_tso,arroz_con_pollo,Poultry Main,33.88761565937446,0.8552,56.38500000000001,42.56,946.6,674.5500000000001,0.754810676598386
poutine,ravioli,Mixed/Other,33.88758782574798,4.491199999999999,19.135,31.24,503.35,719.5,1.6326103997909587
steak,moussaka,Red Meat Main,33.87104937447921,2.5719000000000003,65.663,42.78,745.02,669.8000000000001,0.6515084598632411
naan,penne_arrabbiata,Starch/Carb,33.869910090417065,4.1807,13.09,18.236,472.75,636.49,1.3931245225362874
katsu_curry,samgyeopsal,Pork Main,33.85690586300992,-0.6649000000000003,54.53,56.93000000000001,1084.9,568.5,1.04401247019989
patatas_bravas,hot_dog,Mixed/Other,33.814225564183346,0.6531000000000002,5.59,20.275,554.35,415.7,3.6270125223613596
poutine,banh_xeo,Mixed/Other,33.8025445859333,2.9635000000000002,19.135,27.588,503.35,521.94,1.4417559446041286
banh_mi,gozleme,Starch/Carb,33.79910958244923,0.08420000000000005,32.015,21.76,587.05,616.4000000000001,0.6796813993440575
churrasco,moussaka,Red Meat Main,33.79470816048193,5.1988,65.32,42.78,720.85,669.8000000000001,0.6549295774647889
suya,ghormeh_sabzi,Red Meat Main,33.7529715640634,-0.8473999999999995,61.16,36.62,794.7,596.4,0.5987573577501635
baba_ganoush,takoyaki,Mixed/Other,33.742188801305296,-0.9225000000000003,6.065,20.140000000000004,309.00000000000006,330.8,3.3206924979389947
orange_chicken,butter_chicken,Poultry Main,33.73247699900502,6.372000000000001,55.20000000000001,52.602,942.65,807.2900000000001,0.9529347826086955
teriyaki,mafe,Poultry Main,33.73094999586073,2.3483000000000005,53.32000000000001,53.45,605.1,802.3000000000001,1.0024381095273818
tostones,crepe,Mixed/Other,33.70679281627142,0.6764000000000001,2.52,15.735,539.0500000000001,497.15,6.244047619047619
fried_chicken,red_curry,Poultry Main,33.70656864547603,3.1637000000000004,67.738,45.84999999999999,1048.02,850.05,0.6768726564114675
plantain,chilaquiles,Mixed/Other,33.70556536680219,0.4040999999999997,2.75,22.8,487.7,490.8,8.290909090909091
orange_chicken,arroz_con_pollo,Poultry Main,33.68567203247343,4.2289,55.20000000000001,42.56,942.65,674.5500000000001,0.7710144927536231
poutine,okonomiyaki,Mixed/Other,33.655173967401346,2.0429999999999997,19.135,32.66,503.35,640.1999999999999,1.7068199634178205
poutine,tapas,Mixed/Other,33.64947234303203,4.821899999999999,19.135,19.76,503.35,486.8999999999999,1.0326626600470343
tonkotsu_ramen,char_siu_bao,Starch/Carb,33.6451363276083,-0.0,44.855,24.91,769.9000000000001,524.6,0.5553450005573515
plantain,crepe,Mixed/Other,33.64161519615358,5.1306,2.75,15.735,487.7,497.15,5.721818181818182
fried_chicken,green_curry,Poultry Main,33.63954459350508,0.7172999999999998,67.738,46.04999999999999,1048.02,854.75,0.679825208893088
pulled_pork,souvlaki,Pork Main,33.59966423227472,0.0799000000000003,55.45,55.07,548.1,705.0999999999999,0.993146979260595
pizza_margherita,mee_goreng,Starch/Carb,33.59935195183526,1.1042999999999998,32.796,41.155,856.09,875.5500000000001,1.2548786437370412
samosa,crepe,Mixed/Other,33.58804623811677,1.7891000000000004,8.113999999999999,15.735,551.91,497.15,1.939240818338674
lasagna,pho,Red Meat Main,33.54551756752511,1.9354000000000005,63.81,33.29,1042.0500000000002,830.05,0.5217050619025231
pizza_margherita,pupusa,Starch/Carb,33.53662282754656,5.010300000000001,32.796,31.21,856.09,463.50000000000006,0.9516404439565801
french_fries,pajeon,Mixed/Other,33.51439895534904,1.7268,4.0,21.97,419.2,541.0,5.4925
bruschetta,dolma,Starch/Carb,33.50231253609057,0.9691999999999998,8.336,4.57,367.14,326.9,0.5482245681381958
banh_mi,wonton_noodle,Starch/Carb,33.4781993957411,1.6152000000000006,32.015,40.14,587.05,704.6000000000001,1.2537872872091207
pizza_margherita,lo_mein,Starch/Carb,33.46281643488916,-0.20690000000000008,32.796,40.11500000000001,856.09,847.2500000000001,1.2231674594462743
steak,kofte,Red Meat Main,33.45499833370253,-0.47609999999999975,65.663,41.87199999999999,745.02,456.27,0.6376802765636659
fried_rice,kimbap,Starch/Carb,33.44655733695734,5.1927,15.32,16.53,546.3000000000001,372.9,1.078981723237598
naan,pierogi,Starch/Carb,33.38464570769918,4.2894000000000005,13.09,19.455,472.75,662.05,1.4862490450725743
anticucho,kebab,Red Meat Main,33.383561320976135,1.0206999999999997,53.454,52.034,534.6,712.8499999999999,0.973435103079283
churrasco,kofte,Red Meat Main,33.37817681809397,2.1508000000000003,65.32,41.87199999999999,720.85,456.27,0.6410287813839559
focaccia,polenta,Starch/Carb,33.35588579622781,-0.8647999999999998,12.0,14.13,613.6,423.8,1.1775
spring_rolls,ravioli,Mixed/Other,33.3433403908013,-0.28390000000000004,22.545,31.24,613.9,719.5,1.3856730982479484
rice_and_peas,edamame,Plant Protein,33.31813890361236,0.5711000000000004,19.94,54.75,595.0500000000001,669.0,2.7457372116349044
karaage,mole,Poultry Main,33.27551756578521,1.1910000000000007,52.00500000000001,58.08,812.2,673.8,1.1168156907989615
hamburger,iskender_kebab,Red Meat Main,33.27078172468144,3.9631999999999996,51.365,47.05,649.15,772.7,0.9159933807067068
warak_enab,tamale,Mixed/Other,33.267377705717,0.394000000000001,17.849999999999998,25.765,383.3,429.19999999999993,1.443417366946779
korean_fried_chicken,red_curry,Poultry Main,33.24078821641323,2.5074000000000005,65.83999999999999,45.84999999999999,1102.2,850.05,0.6963851761846901
general_tso,korma,Poultry Main,33.21136927667183,2.001199999999999,56.38500000000001,59.84200000000001,946.6,658.94,1.061310632260353
buffalo_wings,fesenjan,Poultry Main,33.20826039246214,3.484,62.02,60.290000000000006,877.2,1036.5,0.972105772331506
focaccia,tteokbokki,Starch/Carb,33.20242253249136,1.5963000000000003,12.0,12.544999999999998,613.6,320.3,1.0454166666666664
plantain,wonton_soup,Mixed/Other,33.17886665490381,1.9441999999999995,2.75,33.800000000000004,487.7,408.72,12.290909090909093
korean_fried_chicken,green_curry,Poultry Main,33.173293250642125,0.06099999999999994,65.83999999999999,46.04999999999999,1102.2,854.75,0.699422843256379
