metric,mean,std,cv_pct,range,compression_factor_cv
star_rating_dish_level,3.9785398020364564,0.21046752396811233,5.290069584332985,1.1579999999999995,1.3312854539449843
bert_h_observed,7.2021257486983545,0.2861876560945664,3.973655363436126,1.8858492364883421,1.0
literature_benchmark,,,20.0,,5.033149121091736
