dish_id,n_mentions,H_taste,satiety_mean,satiety_pos_rate,satiety_neg_rate,comfort_rate,occasion_special_rate,occasion_everyday_rate,E_composite,log_E,log_DEI,meal_role,calorie_kcal,protein_g,cuisine,category_recipe,H_satiety
burrito,500,6.82708843255043,0.06747602123544529,0.086,0.042,0.018,0.004,0.026,0.276301431930006,-1.2862628645471723,3.207148202983316,Heavy Main,847.6999999999999,53.81000000000001,Mexican,Poultry Main,2.4380761659907444
butter_chicken,500,7.296981916666031,0.06526698054538656,0.092,0.056,0.016,0.006,0.004,0.2453824918883798,-1.404937094448642,3.392400399232125,Heavy Main,807.2900000000001,52.602,Indian,Poultry Main,2.421593359297897
ca_phe_sua_da,500,7.429808631658554,-0.0018907820699095032,0.108,0.098,0.038,0.0,0.008,0.0363340634140795,-3.314999591657493,5.32052545038716,Side/Snack,114.15,1.995,Vietnamese,Beverage,1.9204942061253767
caesar_salad,500,6.746965309858322,0.0003889644183652421,0.096,0.096,0.02,0.01,0.018,0.0525168062162769,-2.946622042206249,4.855720003851538,Light Main,337.35,13.96,Other,Mixed/Other,1.9375045857186706
caprese,500,7.135709910869599,0.06934519979624115,0.13,0.074,0.01,0.018,0.008,0.1118488797934876,-2.190606606353303,4.155759001631012,Full Main,455.35,23.640000000000004,Italian,Dairy Main,2.452023083777575
ceviche,500,7.3008384318351744,-0.0032232913409782323,0.102,0.108,0.01,0.022,0.014,0.039418546557507,-3.2335188486245943,5.221530173698543,Light Main,205.65,31.475,Mexican,Salad/Cold,1.9105516582898865
chana_masala,500,7.131082696199417,0.14719225993728613,0.12,0.044,0.034,0.008,0.01,0.1795333304373007,-1.7173944034036397,3.681845880449806,Heavy Main,941.89,44.892,Indian,Plant Protein,3.0328806703697024
char_siu,500,7.016940265178681,0.09101919871716035,0.128,0.084,0.024,0.01,0.008,0.3230840935392318,-1.1298426381304052,3.078178414400557,Full Main,620.9000000000001,56.105,Chinese,Pork Main,2.6137441132190924
cheesecake,500,7.2683516690731045,0.15434010969075962,0.18,0.088,0.014,0.044,0.006,0.4162269009143125,-0.8765247325262424,2.860005883060168,Heavy Main,1591.8,50.43000000000001,Other,Dessert,3.0862145117453856
chicken_salad,500,6.953136897325516,0.007741678349406762,0.084,0.072,0.012,0.006,0.006,0.0681619356522414,-2.6858689982105344,4.625042219327415,Light Main,361.25,30.71,Other,Poultry Main,1.9923670257536443
chicken_sandwich,500,6.743452202796936,0.07405284348322018,0.088,0.056,0.018,0.008,0.008,0.2305453291832126,-1.4673077799872063,3.375812709739652,Full Main,569.9,43.75000000000001,American,Poultry Main,2.4871492728154134
chile_relleno,500,6.785895975828171,0.11481059406938099,0.13,0.072,0.018,0.006,0.012,0.3181617528849141,-1.1451953686532157,3.060057035015254,Full Main,594.3,23.89,Mexican,Mixed/Other,2.791264143659699
chow_fun,500,7.170736167669296,0.02100398687950957,0.102,0.08,0.028,0.008,0.006,0.372484261208624,-0.9875604938440836,2.957605608744521,Heavy Main,900.95,27.855,Chinese,Starch/Carb,2.0913240385358653
chow_mein,500,6.050800094127655,0.020669620024327224,0.078,0.056,0.02,0.008,0.004,0.19426553805153,-1.6385293029641408,3.438752850604325,Heavy Main,856.5500000000001,41.04500000000001,Chinese,Starch/Carb,2.0888291527407468
churro,500,7.396128391504288,0.1337939360471196,0.154,0.084,0.014,0.026,0.008,0.3234748223106578,-1.1286339970942594,3.1295733106191377,Heavy Main,1020.55,13.435,Mexican,Dessert,2.932908775925375
churros_spanish,20,7.322710609436035,-0.12525624974700303,0.2,0.15,0.0,0.05,0.0,0.3234748223106578,-1.1286339970942594,3.119654077173192,Heavy Main,1020.55,13.435,Spanish,Dessert,1.0
clam_chowder,500,6.857696507453919,0.11195619097601382,0.098,0.052,0.028,0.016,0.01,0.1957745939328879,-1.6307913124993088,3.556207166540037,Full Main,595.75,28.985000000000003,American,Soup/Stew,2.7699659509088055
club_sandwich,500,6.949709343194962,-0.005376680752498156,0.08,0.066,0.014,0.0,0.014,0.0745333152011155,-2.596509069645958,4.535250729222659,Full Main,592.1999999999999,37.540000000000006,American,Mixed/Other,1.8944840948610011
coleslaw,500,6.703614482402801,0.10552460657403763,0.124,0.06,0.014,0.002,0.006,0.013196413963922,-4.327810155698477,6.230514518878259,Light Main,279.05,2.61,American,Salad/Cold,2.721976539530562
com_tam,500,6.941465224742889,-0.01944554839967091,0.09,0.09,0.038,0.006,0.006,0.2925279261245002,-1.2291951429376562,3.166640999295103,Full Main,617.7,44.03,Vietnamese,Pork Main,1.7895089231227927
congee,500,6.983513193845749,0.08865747185510577,0.166,0.096,0.068,0.004,0.014,0.1429436030199488,-1.9453051109881232,3.888926929525424,Light Main,221.02,14.31,Chinese,Starch/Carb,2.5961220352267147
coq_au_vin,409,7.166124363400242,0.31073750811480116,0.20537897310513448,0.05378973105134474,0.019559902200488997,0.039119804400977995,0.014669926650366748,0.433244547442996,-0.836452935709711,2.805800554592473,Heavy Main,722.8000000000001,73.165,French,Poultry Main,4.253177210571545
cornbread,500,6.978018912315369,0.1099050677470076,0.106,0.056,0.034,0.014,0.008,0.2367189718162237,-1.4408816143592993,3.3836439571238817,Full Main,495.35,12.5,American,Starch/Carb,2.754661448896206
creme_brulee,500,7.324001138687134,0.09096108030131986,0.166,0.11,0.016,0.044,0.004,0.2801526093771747,-1.272420790799783,3.263577417612048,Heavy Main,759.1199999999999,10.712,French,Dessert,2.613310461354777
crepe,500,7.23927464723587,0.1809725733621129,0.214,0.116,0.018,0.014,0.004,0.1703383946222554,-1.7699682638630123,3.749451339174017,Full Main,497.15,15.735,French,Mixed/Other,3.284933237219623
croissant,500,7.299064743518829,0.13946896702088551,0.166,0.09,0.008,0.01,0.004,0.2528773599570321,-1.3748506510334464,3.3625880035029416,Heavy Main,807.0,12.05,French,Mixed/Other,2.975253146917481
dal,500,6.929083550214767,0.10281927249133403,0.136,0.07,0.018,0.004,0.012,0.1513163041255206,-1.888382903745557,3.824098406390801,Full Main,486.74,27.102,Indian,Plant Protein,2.7017906285487276
dan_dan_noodles,500,7.242503416776657,0.022645641100881724,0.106,0.074,0.02,0.004,0.012,0.1768632843021446,-1.7323782499394325,3.712413735152621,Heavy Main,918.75,42.065,Chinese,Starch/Carb,2.1035732783570906
dim_sum,500,6.977454904556274,0.012678269655689066,0.106,0.092,0.044,0.006,0.016,0.1486246479702183,-1.906331292551165,3.848950317508264,Full Main,415.9,33.730000000000004,Chinese,Mixed/Other,2.0292015125918565
dolma,500,7.406593370199204,1.080931906251682,0.638,0.094,0.022,0.012,0.006,0.1463439103506557,-1.9217958768865624,3.924221375917714,Light Main,326.9,4.57,Mediterranean,Starch/Carb,10.0
donburi,500,6.081436806201935,0.012748698491924206,0.074,0.06,0.01,0.012,0.004,0.2347841626076021,-1.4490886438669626,3.254257800004935,Full Main,568.8000000000001,41.505,Japanese,Poultry Main,2.0297270189342655
dosa,500,6.871645079374313,0.07858225641034193,0.15,0.098,0.026,0.008,0.006,0.1613769949862088,-1.8240120674675224,3.751467252149477,Light Main,333.20000000000005,12.32,Indian,Starch/Carb,2.5209455890380212
dumplings,500,7.079741397857666,0.10645916897141318,0.142,0.086,0.014,0.018,0.004,0.1552253181381092,-1.862877552204473,3.820151459910101,Full Main,599.2,36.57,Chinese,Pork Main,2.7289497978357034
edamame,500,7.174163466215133,0.01463376325601032,0.106,0.098,0.016,0.022,0.006,0.122958281541028,-2.095910155605574,4.066373534715665,Full Main,669.0,54.75,Japanese,Plant Protein,2.0437924719835276
elote,500,7.372278378486634,0.0837821521491617,0.12,0.064,0.012,0.02,0.01,0.1805572994317562,-1.7117071032098954,3.709396143017472,Light Main,385.55,11.02,Mexican,Starch/Carb,2.5597447278097247
enchilada,500,6.829557194948197,0.12069868319000228,0.134,0.064,0.012,0.016,0.008,0.2953211986902908,-1.219691705845425,3.141016379428124,Full Main,657.6,47.68,Mexican,Poultry Main,2.8351982527968556
escargot,500,7.1849992415905,0.1282898999978448,0.152,0.078,0.014,0.07,0.004,0.22905787543792,-1.4737805761890834,3.445776095720072,Full Main,477.05000000000007,4.02,French,Dairy Main,2.8918402874004987
fajita,500,6.671004239320755,0.039763410722610644,0.072,0.048,0.018,0.01,0.006,0.2319769200463485,-1.4611173948233878,3.3588871685507664,Full Main,595.3000000000001,41.99,Mexican,Poultry Main,2.2312979006138924
falafel,500,7.341277606010437,0.042120412824779435,0.122,0.088,0.008,0.006,0.016,0.3067878357769481,-1.1815988589812332,3.175073932109877,Heavy Main,1011.7,34.95899999999999,Mediterranean,Plant Protein,2.2488847247043307
fish_and_chips,500,6.800981203317642,-0.01155258946415764,0.102,0.098,0.022,0.016,0.012,0.3253698736066217,-1.1227926711303742,3.039862331323876,Heavy Main,1036.9,47.580000000000005,Other,Seafood Main,1.8484024133849344
french_fries,500,6.585307281255722,0.033450179090083645,0.108,0.092,0.014,0.006,0.006,0.247277363637544,-1.3972446426614702,3.2820389778567147,Full Main,419.2,4.0,American,Mixed/Other,2.184191581081432
french_onion_soup,500,7.064659948348999,0.125774244458685,0.122,0.062,0.014,0.022,0.014,0.2794902450794066,-1.274787888321964,3.229940904458455,Full Main,615.6,28.98,French,Soup/Stew,2.873069667128828
fresh_spring_roll,500,7.119387711763382,-0.06688788943452896,0.114,0.134,0.014,0.008,0.004,0.0531295222848464,-2.9350225299987,4.897789796120436,Light Main,315.3,19.890000000000004,Vietnamese,Mixed/Other,1.4355168306036983
fried_chicken,500,7.047846906423569,0.05358501653058954,0.094,0.076,0.032,0.006,0.01,0.393529317972158,-0.9325997082529256,2.885343596886804,Heavy Main,1048.02,67.738,American,Poultry Main,2.3344281225889336
fried_rice,500,6.659910928010941,0.06963789533964845,0.086,0.042,0.018,0.004,0.014,0.2050187887838639,-1.584653651439358,3.480773135991656,Full Main,546.3000000000001,15.32,Chinese,Starch/Carb,2.4542070381445327
gazpacho,500,7.436058485031128,-0.09302576704970207,0.156,0.172,0.004,0.016,0.01,0.0402863263051759,-3.2117431652422823,5.21807623510148,Light Main,258.25,4.96,Spanish,Soup/Stew,1.2404884700890935
gelato,500,7.564455893039703,0.040773726857387664,0.108,0.08,0.016,0.028,0.016,0.0648149325917145,-2.736219260941248,4.759619411737459,Full Main,520.6,8.73,Italian,Dessert,2.238836397131017
general_tso,500,6.648940572500229,-0.011310061030011486,0.076,0.08,0.026,0.006,0.006,0.3714217975765348,-0.9904169414881232,2.884883408908441,Heavy Main,946.6,56.38500000000001,Chinese,Poultry Main,1.8502120447400925
gnocchi,500,7.210735423088074,0.09035060089129388,0.168,0.116,0.018,0.034,0.008,0.1493656341086219,-1.9013580587901768,3.876965696724799,Full Main,601.2499999999999,21.075,Italian,Mixed/Other,2.608755355534089
green_curry,500,7.287345746040344,0.01944366982041442,0.102,0.082,0.022,0.012,0.008,0.2611478475643975,-1.3426685662766351,3.32876050496478,Heavy Main,854.75,46.04999999999999,Thai,Poultry Main,2.0796816977766586
grilled_cheese,500,7.194328895092011,0.10466760501175473,0.106,0.054,0.034,0.016,0.01,0.1882054209607936,-1.6702212479906786,3.643468593264111,Full Main,561.3499999999999,22.335,American,Starch/Carb,2.715582003137391
guacamole,500,6.930391091108322,0.035919866244634224,0.082,0.07,0.012,0.012,0.006,0.0347126588909858,-3.3606508490176483,5.29651066221946,Light Main,266.00999999999993,4.025,Mexican,Salad/Cold,2.202619207219538
gyro,500,7.1580102360248565,0.04477330813462593,0.092,0.066,0.02,0.008,0.014,0.4052126119464612,-0.9033433818539308,2.8715739941977647,Full Main,637.1,47.26,Mediterranean,Red Meat Main,2.2686793626054547
hamburger,500,6.7116592979431156,-0.008252010768566081,0.072,0.06,0.022,0.01,0.018,0.5502933141427692,-0.597303844467298,2.501200813632204,Full Main,649.15,51.365,American,Red Meat Main,1.8730297554066517
hot_and_sour_soup,500,6.7260684015750885,0.04134688767467811,0.104,0.084,0.022,0.002,0.008,0.1340866392818403,-2.009269126157478,3.915249739475556,Side/Snack,186.9,13.329999999999998,Chinese,Soup/Stew,2.243113049434358
hummus,500,7.34693403673172,0.04266241606631802,0.1,0.09,0.022,0.006,0.018,0.0956000970923752,-2.3475814433146778,4.341873509952818,Heavy Main,849.2000000000002,35.415,Mediterranean,Plant Protein,2.252928894056838
ice_cream,500,7.337649823665619,0.0769159470075983,0.11,0.064,0.018,0.016,0.002,0.0838113240686453,-2.4791871485395447,4.472253474472635,Full Main,699.1999999999999,8.94,Other,Dessert,2.508512384027584
japchae,500,7.317705533981323,0.05806650686754377,0.116,0.086,0.04,0.01,0.008,0.2850385521038225,-1.255130837321993,3.245467903919008,Light Main,379.2000000000001,19.885,Korean,Mixed/Other,2.3678668633293394
katsu,500,6.9729694623947145,0.013029697847362283,0.108,0.088,0.042,0.006,0.012,0.3813776644673086,-0.9639651494936456,2.906010697732519,Heavy Main,996.9,58.27,Japanese,Pork Main,2.0318237019321588
kebab,500,7.285519941329956,0.03612480772121294,0.114,0.088,0.03,0.014,0.022,0.4289247527784806,-0.8464737768875165,2.8324284754738884,Heavy Main,712.8499999999999,52.034,Mediterranean,Red Meat Main,2.2041483826471326
kimbap,394,7.30718487803706,0.040606120703057434,0.13451776649746192,0.09644670050761421,0.07106598984771574,0.005076142131979695,0.025380710659898477,0.1364470620417334,-1.9918185634503345,3.980651356259415,Light Main,372.9,16.53,Korean,Starch/Carb,2.2375858000484063
kimchi,500,7.177682727098465,-0.008478048502626867,0.102,0.108,0.018,0.014,0.01,0.0107893163244967,-4.529198863675368,6.500219656400783,Side/Snack,118.7,5.75,Korean,Salad/Cold,1.8713431697803298
kimchi_jjigae,222,6.817320955766214,0.08988423943127705,0.13513513513513514,0.07207207207207207,0.04054054054054054,0.0045045045045045045,0.018018018018018018,0.1738305685587496,-1.749674198079432,3.66909369046008,Light Main,367.25,31.28,Korean,Mixed/Other,2.6052755890322565
korean_fried_chicken,500,6.228400840997696,-0.016905693639935892,0.066,0.078,0.022,0.0,0.008,0.3907836556182036,-0.9396011825688586,2.7686564365406108,Heavy Main,1102.2,65.83999999999999,Korean,Poultry Main,1.8084601064219596
korma,500,7.242839961528778,0.1081868722821562,0.118,0.054,0.008,0.01,0.006,0.2480675328093393,-1.394054260171638,3.374089745384828,Full Main,658.94,59.84200000000001,Indian,Poultry Main,2.741841094868721
kung_pao_chicken,500,6.488988980531692,-0.0401671841128447,0.054,0.062,0.012,0.012,0.008,0.2407579913425084,-1.4239630353241268,3.294071470963158,Heavy Main,751.6500000000002,58.24500000000001,Chinese,Poultry Main,1.6348939731325465
larb,500,7.071301666736603,-0.015921511603255493,0.118,0.106,0.028,0.004,0.01,0.2198598697019789,-1.5147648914724623,3.4707668040945663,Full Main,430.2,43.925,Thai,Pork Main,1.8158036027795323
lasagna,500,6.88505160856247,0.19409815897840862,0.17,0.096,0.02,0.02,0.018,0.5943961798471784,-0.5202092125050639,2.449554344685682,Heavy Main,1042.0500000000002,63.81,Italian,Red Meat Main,3.382870088911599
lo_mein,500,6.505016119241715,0.01961959993505027,0.076,0.066,0.022,0.004,0.002,0.1958151798842702,-1.630584024392002,3.5031551363564706,Heavy Main,847.2500000000001,40.11500000000001,Chinese,Starch/Carb,2.0809944042759287
lobster_roll,500,7.177135761499405,0.002246048874750636,0.1,0.078,0.026,0.012,0.014,0.1997214767272574,-1.610831499389194,3.5817129678371287,Full Main,556.75,42.03999999999999,American,Seafood Main,1.9513612630739794
mac_and_cheese,500,6.986111844539642,0.1056076506793644,0.134,0.056,0.044,0.008,0.004,0.3013898684318615,-1.199350608378424,3.143258754763064,Heavy Main,934.2,37.48,American,Dairy Main,2.7225961749864602
mango_sticky_rice,500,7.382435421943665,0.026733013152426637,0.084,0.072,0.042,0.012,0.004,0.1575942646055001,-1.8477314943176475,3.846776098925454,Full Main,528.4,6.77,Thai,Dessert,2.1340712966645627
mapo_tofu,500,6.878624212741852,0.08729605421466662,0.114,0.058,0.032,0.008,0.01,0.2133064982371322,-1.5450251887221362,3.473498481266013,Full Main,453.19999999999993,32.055,Chinese,Mixed/Other,2.5859637869442915
massaman_curry,500,7.312558967113495,0.008882330876750985,0.108,0.072,0.014,0.004,0.008,0.5748645506702768,-0.5536208299860484,2.5432744162748624,Heavy Main,1186.2,54.85,Thai,Red Meat Main,2.0008780301894307
minestrone,500,6.638289823532104,0.11229434771996412,0.14,0.074,0.014,0.022,0.006,0.1196048159520431,-2.123562171118755,4.016372884416538,Light Main,316.90000000000003,7.750000000000001,Italian,Mixed/Other,2.772489115044034
miso_soup,500,6.964753091573715,0.021262511806339816,0.108,0.094,0.018,0.006,0.006,0.1090529409366971,-2.2159218179984954,4.156819425230264,Side/Snack,135.2,11.52,Japanese,Soup/Stew,2.093253028080242
moussaka,500,7.123813797950745,0.22471051977446,0.178,0.072,0.014,0.014,0.01,0.5167985075858745,-0.660102214316145,2.62357157974356,Full Main,669.8000000000001,42.78,Mediterranean,Red Meat Main,3.6112849061142667
naan,500,7.20288468003273,0.04937010253537589,0.1,0.064,0.014,0.012,0.012,0.2138116130018896,-1.5426599647386732,3.517157570645899,Full Main,472.75,13.09,Indian,Starch/Carb,2.3029784472059793
nachos,500,6.8230120642185215,0.07482277090703153,0.104,0.048,0.032,0.014,0.012,0.2693445432591771,-1.3117638889834855,3.232063146816772,Heavy Main,709.6999999999999,33.135000000000005,Mexican,Mixed/Other,2.4928941035699195
okonomiyaki,377,7.215562420119025,0.2586364696760539,0.20689655172413793,0.08488063660477453,0.06631299734748011,0.01856763925729443,0.015915119363395226,0.1942506282035568,-1.6386060557444653,3.614906838504788,Full Main,640.1999999999999,32.66,Japanese,Mixed/Other,3.864424142804532
onigiri,500,7.0846805474758145,0.06075074963481855,0.18,0.132,0.022,0.012,0.014,0.0556931760085771,-2.887897652865271,4.845877526007914,Light Main,257.4,10.29,Japanese,Salad/Cold,2.3878954009876874
orange_chicken,500,6.438323560714721,0.00200561901436214,0.076,0.068,0.02,0.006,0.006,0.3702907257974551,-0.9934668364816452,2.8556847693582617,Heavy Main,942.65,55.20000000000001,Chinese,Poultry Main,1.9495672902740184
osso_buco,500,7.166162472009659,0.18959432034903848,0.158,0.05,0.006,0.044,0.01,0.934,-0.0682788407532943,2.0376264596360567,Heavy Main,828.7,67.1,Italian,Red Meat Main,3.3492645958857037
pad_see_ew,500,6.88666158246994,0.005184397334330294,0.084,0.07,0.04,0.01,0.008,0.2391870645940731,-1.4305093361518917,3.360144912714453,Heavy Main,937.45,37.475,Thai,Poultry Main,1.9732858160590987
pad_thai,500,6.77723597407341,0.02561241139777542,0.076,0.062,0.046,0.004,0.008,0.2390955383002528,-1.4308920650840489,3.344426591238025,Heavy Main,996.05,37.61500000000001,Thai,Seafood Main,2.1257099015192837
paella,500,7.110911329269409,0.13460461329937812,0.124,0.05,0.012,0.044,0.01,0.2576096497632017,-1.3563098251926804,3.317952706094061,Heavy Main,708.15,47.42,Spanish,Mixed/Other,2.938957662439507
palak_paneer,500,7.230944011926651,0.062360077298759385,0.09,0.056,0.024,0.004,0.012,0.2075051881169707,-1.5725989366506006,3.550976275843415,Heavy Main,726.0400000000001,32.862,Indian,Dairy Main,2.3999034354750393
pancake,500,7.161932743549347,0.06329173407996855,0.118,0.088,0.006,0.006,0.008,0.1740145033925502,-1.748616630410514,3.717405901986755,Full Main,569.95,17.735000000000003,American,Mixed/Other,2.4068550134599347
paneer_tikka,500,7.10038446187973,0.10260437355164322,0.11,0.054,0.04,0.006,0.004,0.2850173554547919,-1.2552052042349895,3.2152999882822595,Heavy Main,773.09,43.622,Indian,Dairy Main,2.7001871552866183
panna_cotta,500,7.57038509607315,0.00831168315996613,0.182,0.178,0.006,0.046,0.006,0.0769170517835727,-2.5650276873427966,4.589220754792154,Full Main,664.1,4.8,Italian,Dessert,1.9966201294419217
papaya_salad,500,7.1934932837486265,-0.0538722557468199,0.102,0.138,0.016,0.002,0.01,0.0108332800613693,-4.52513239573871,6.49824072662393,Side/Snack,146.0,5.715,Thai,Salad/Cold,1.5326332735125519
pasta_bolognese,500,7.057850429296494,0.15228785978101583,0.17,0.082,0.014,0.026,0.006,0.3871269799507092,-0.949002526202116,2.9031642514551943,Heavy Main,829.4000000000001,43.255,Italian,Red Meat Main,3.0709016029791734
pasta_carbonara,500,7.11599924993515,0.19608476828271273,0.194,0.076,0.016,0.022,0.004,0.20538029673412,-1.5828919124076954,3.545237682211284,Heavy Main,978.22,56.308,Italian,Starch/Carb,3.3976932188269595
patatas_bravas,500,7.309500757932663,0.09269590059082022,0.14,0.102,0.004,0.028,0.014,0.2824044679241891,-1.264414952226912,3.253658225988599,Full Main,554.35,5.59,Spanish,Mixed/Other,2.6262548618845396
peking_duck,500,7.069913066387176,0.007587559575002893,0.082,0.074,0.022,0.018,0.0,0.3637668649375477,-1.0112420974817378,2.967102577390219,Heavy Main,1248.3,62.56499999999999,Chinese,Poultry Main,1.9912170650590908
penne_arrabbiata,193,7.216155181894648,0.029822026452972893,0.11917098445595854,0.08808290155440414,0.015544041450777202,0.046632124352331605,0.0051813471502590676,0.1413938119152791,-1.9562062894526868,3.932507072213009,Full Main,636.49,18.236,Italian,Starch/Carb,2.1571200387423675
pho,500,6.973536778926849,-0.028768210697291914,0.13,0.128,0.044,0.01,0.016,0.395002904915845,-0.9288621598907282,2.8710511081441874,Heavy Main,830.05,33.29,Vietnamese,Red Meat Main,1.7199476691332616
pita,500,7.041780240535736,0.030491082069264264,0.116,0.098,0.02,0.012,0.022,0.2214726334827755,-1.5074562479978146,3.4593484687306755,Full Main,548.61,14.0,Mediterranean,Starch/Carb,2.1621122122409018
pizza,500,6.83827793765068,-0.10467909297312741,0.04,0.078,0.026,0.012,0.02,0.3198078040607087,-1.140035075938477,3.0625303671555866,Heavy Main,996.0,38.18000000000001,Italian,Starch/Carb,1.1535369171417087
pizza_margherita,500,7.12551219201088,-0.031032758679417342,0.096,0.092,0.016,0.014,0.024,0.2942943620278918,-1.2231747811538989,3.186924848337543,Heavy Main,856.09,32.796,Italian,Starch/Carb,1.7030506935347454
pozole,500,7.237013613700866,0.14869713976366045,0.136,0.054,0.04,0.012,0.026,0.1813985581478384,-1.7070586898010562,3.686265445685047,Full Main,405.4,37.2,Mexican,Pork Main,3.044109364972623
pulled_pork,500,6.971712380170822,0.08703174390617621,0.098,0.046,0.012,0.008,0.022,0.4097443133224298,-0.892221939862241,2.8341240675200154,Full Main,548.1,55.45,American,Pork Main,2.5839916296447996
quesadilla,500,6.777314955711365,0.0716266850337257,0.08,0.054,0.016,0.008,0.01,0.2259953170821839,-1.487241000799824,3.4007755269538,Full Main,677.4000000000001,41.505,Mexican,Dairy Main,2.4690464370871257
quiche,500,7.306136783838272,0.14327241610235295,0.164,0.076,0.006,0.01,0.018,0.3547504593313247,-1.0363406681399348,3.0250365965130257,Heavy Main,1270.4,47.85,French,Egg Dish,3.0036326676108054
raita,500,6.8586782135963436,0.08907721031105141,0.15,0.082,0.03,0.006,0.008,0.0280594219823921,-3.5734308038645355,5.49899246238172,Side/Snack,111.5,15.926,Indian,Salad/Cold,2.599253923137173
ramen,500,6.941901822805405,0.07579099765414446,0.126,0.078,0.03,0.008,0.02,0.1942964691225439,-1.6383700950616278,3.5759600125012225,Heavy Main,784.5500000000001,45.43,Japanese,Mixed/Other,2.500118549176253
ratatouille,500,7.241654368877411,0.11248887718967873,0.18,0.118,0.014,0.012,0.006,0.1346233349410699,-2.005274511707828,3.985171923051277,Light Main,263.85,3.84,French,Mixed/Other,2.7739406010487047
ravioli,500,7.221642953634262,0.20162154959292813,0.172,0.076,0.012,0.034,0.004,0.1935701450266944,-1.6421153256040386,3.619247248459304,Heavy Main,719.5,31.24,Italian,Mixed/Other,3.4390060368513415
red_curry,500,7.176237165927887,0.006737409431857998,0.088,0.068,0.018,0.002,0.012,0.2608840882697989,-1.3436790765498106,3.314421201306305,Heavy Main,850.05,45.84999999999999,Thai,Poultry Main,1.9848736506836038
ribs,500,7.00398721909523,0.09590198417117857,0.098,0.042,0.026,0.012,0.006,0.5441126977074214,-0.6085988886785316,2.555080303102137,Heavy Main,814.0,83.08999999999999,American,Pork Main,2.6501771264829133
risotto,500,7.0815280063152315,0.11572798636957381,0.164,0.094,0.02,0.032,0.006,0.1798937436216193,-1.7153889156085966,3.672945269298309,Full Main,502.4,15.500000000000002,Italian,Starch/Carb,2.7981092868993116
samgyeopsal,500,7.223038626670838,0.10645053591589396,0.13,0.068,0.024,0.014,0.008,0.274564609930532,-1.2925686725753445,3.2698390516440545,Full Main,568.5,56.93000000000001,Korean,Pork Main,2.728885382098169
