dish_id,n_mentions,H_taste,satiety_mean,satiety_pos_rate,satiety_neg_rate,comfort_rate,occasion_special_rate,occasion_everyday_rate,E_composite,log_E,log_DEI,meal_role,calorie_kcal,protein_g,cuisine,category_recipe,H_satiety
samosa,500,7.343216485738754,0.09991849926565541,0.122,0.06,0.018,0.008,0.006,0.2564875522755967,-1.3606751446888634,3.354422623158337,Full Main,551.91,8.113999999999999,Indian,Mixed/Other,2.680146444014772
sashimi,500,7.111825874567032,-0.01429495746616415,0.07,0.078,0.022,0.014,0.008,0.0629854347994419,-2.7648517729796307,4.726635271191234,Light Main,317.3,31.73,Japanese,Seafood Main,1.8279401729829607
satay,500,7.066363778352738,-0.0002476089207277488,0.092,0.08,0.008,0.008,0.002,0.2351079257839079,-1.4477106116100291,3.403005160546983,Full Main,544.34,45.294,Thai,Poultry Main,1.9327547794605473
scallion_pancake,500,6.964431890964508,0.06653151260772884,0.148,0.104,0.032,0.006,0.006,0.145579254449721,-1.9270346365462363,3.867788658452179,Full Main,601.0,10.44,Chinese,Starch/Carb,2.431028693664663
shawarma,500,7.1584102356433865,0.06982441620318239,0.118,0.068,0.024,0.0,0.02,0.3031312637237955,-1.1935893536728055,3.1618199660166395,Full Main,551.8,57.934000000000005,Mediterranean,Poultry Main,2.4555987677544255
souffle,500,7.419460524082184,0.12039559350238631,0.17,0.11,0.014,0.048,0.01,0.2974611158696626,-1.212471765497946,3.2165160427053348,Full Main,637.5999999999999,31.76,French,Egg Dish,2.832936742289579
soup,500,6.73338640165329,0.0489513724421946,0.118,0.082,0.034,0.01,0.006,0.1268497208512982,-2.0647521935597,3.971773003122844,Light Main,224.2,13.89,Other,Mixed/Other,2.2998540832169203
spanakopita,500,7.365290198564529,0.11443929934850929,0.172,0.106,0.018,0.012,0.006,0.2741309781639822,-1.2941492643141377,3.290888314228732,Full Main,652.5999999999999,28.53,Mediterranean,Mixed/Other,2.7884937197658592
spring_rolls,500,6.8453974871635435,-0.013142361650453663,0.092,0.088,0.026,0.006,0.008,0.2903988081034614,-1.2365001003668423,3.1600185591072547,Full Main,613.9,22.545,Chinese,Mixed/Other,1.8365402925329706
steak,500,6.761370492219925,0.06178359336037715,0.122,0.072,0.016,0.042,0.004,0.7815011469219191,-0.2465386615312551,2.157709469639796,Heavy Main,745.02,65.663,American,Red Meat Main,2.3956019876290817
sundubu_jjigae,280,7.118769274864878,0.09289883511492077,0.12142857142857143,0.06428571428571428,0.060714285714285714,0.0035714285714285713,0.010714285714285714,0.1660415503417002,-1.795517218682975,3.7582844848047112,Light Main,274.45,24.75,Korean,Plant Protein,2.6277690623911703
sushi,500,6.973915680646896,-0.08045507022495067,0.056,0.09,0.028,0.036,0.012,0.0640243446175479,-2.748491883301179,4.690680831554638,Light Main,304.15000000000003,20.05,Japanese,Seafood Main,1.3342850066079663
sweet_and_sour,500,6.415947596073151,0.002216492955480461,0.08,0.08,0.032,0.006,0.004,0.3685525819004364,-0.9981718858078552,2.8569667563720684,Heavy Main,982.3,48.7,Chinese,Pork Main,1.9511407309189348
tabbouleh,500,7.3562949101924895,0.03807065224575228,0.132,0.114,0.022,0.01,0.014,0.0422978507033765,-3.1630190050156988,5.158535311757774,Full Main,426.1,7.3,Mediterranean,Mixed/Other,2.218667345243274
taco,500,7.050286285638809,0.05495743621468662,0.086,0.07,0.018,0.008,0.024,0.418539769036379,-0.870983366001421,2.824010982825598,Full Main,528.6,36.815000000000005,Mexican,Red Meat Main,2.344668462867061
takoyaki,500,7.143663384199143,0.02704099253939648,0.11,0.092,0.034,0.006,0.012,0.1512882831212846,-1.888568102552826,3.854840946127024,Light Main,330.8,20.140000000000004,Japanese,Mixed/Other,2.1363692917733226
tamale,500,7.246568392515183,0.0791536733326283,0.11,0.056,0.02,0.002,0.012,0.1372645889738489,-1.985844909349968,3.966432499477112,Full Main,429.19999999999993,25.765,Mexican,Mixed/Other,2.5252092292296453
tandoori_chicken,500,7.061005901098252,0.05308070344096142,0.102,0.08,0.026,0.0,0.012,0.2790571517430138,-1.276338673181596,3.230925357715805,Full Main,519.3899999999999,68.57200000000002,Indian,Poultry Main,2.3306651791508965
tapas,500,7.397435901165008,0.11395572581282588,0.138,0.064,0.012,0.022,0.014,0.1942673219562087,-1.6385201201903663,3.639594632796097,Full Main,486.8999999999999,19.76,Spanish,Mixed/Other,2.7848855249751
tempura,500,6.976093923807144,-0.07745286408349404,0.076,0.14,0.014,0.01,0.01,0.3320592974999239,-1.1024417190864853,3.044917405693164,Heavy Main,749.3,36.7,Japanese,Seafood Main,1.3566860351197563
teriyaki,500,6.712053010463714,0.045914545081794426,0.084,0.054,0.016,0.006,0.014,0.2907920050126571,-1.23514702677961,3.139043995944516,Full Main,605.1,53.32000000000001,Japanese,Poultry Main,2.277194727702878
thai_iced_tea,500,7.215509473085404,-0.03820037572536992,0.07,0.084,0.024,0.006,0.006,0.0243759548418201,-3.71415808986772,5.690458872628042,Side/Snack,165.0,2.64,Thai,Beverage,1.6495693580625344
tikka_masala,500,7.079414768695831,0.026236462467157582,0.08,0.056,0.022,0.006,0.008,0.2352417448800396,-1.44714159197171,3.4042742467637623,Heavy Main,723.7900000000001,57.232000000000006,Indian,Poultry Main,2.1303662725808854
tiramisu,500,7.448100246667862,0.06913645082917731,0.18,0.124,0.006,0.06,0.008,0.1078809838214075,-2.226726661161836,4.234672201136602,Full Main,625.85,10.765,Italian,Dessert,2.4504654986742636
tom_kha,500,7.207190975427627,0.03320656415308105,0.086,0.07,0.02,0.012,0.014,0.1858816088936304,-1.682645319252838,3.657698095195142,Full Main,548.9,29.835000000000004,Thai,Soup/Stew,2.182373842760823
tom_yum,500,7.086130287885666,0.007524555987121356,0.076,0.068,0.024,0.002,0.006,0.1541886022669634,-1.869578735844416,3.827699742287696,Side/Snack,160.3,27.715,Thai,Soup/Stew,1.9907469623739384
tteokbokki,500,6.905516568422318,0.04321183076475694,0.136,0.098,0.048,0.014,0.012,0.1505269670921717,-1.8936130275079344,3.826003626475735,Light Main,320.3,12.544999999999998,Korean,Starch/Carb,2.257028364161364
udon,500,6.9405572681427,-0.04079509946909412,0.104,0.108,0.032,0.008,0.014,0.1444559831100882,-1.9347804329893687,3.872226289346816,Heavy Main,793.9,25.68,Japanese,Starch/Carb,1.6302087686077469
vindaloo,500,7.32528520822525,0.06926493264304465,0.096,0.05,0.018,0.008,0.016,0.2360593776690798,-1.4436719053098617,3.434965060212993,Heavy Main,718.89,58.352,Indian,Pork Main,2.4514241686123284
waffle,500,7.265546613931656,0.039110433549268485,0.114,0.09,0.032,0.008,0.01,0.1785825277098203,-1.7227044444976627,3.705910378296673,Full Main,625.15,17.78,American,Mixed/Other,2.2264256967783194
wonton_soup,500,6.753461321592331,0.04345516199640383,0.126,0.09,0.028,0.006,0.008,0.1715262451683963,-1.763018991032632,3.673005841625337,Full Main,408.72,33.800000000000004,Chinese,Mixed/Other,2.2588439856080935
xiao_long_bao,500,7.102329231262207,0.08379329836608215,0.124,0.08,0.046,0.014,0.014,0.1355547936033021,-1.9983793395660985,3.9587557740869945,Full Main,447.82,28.46,Chinese,Mixed/Other,2.5598278955574636
yakitori,500,6.842002369880676,-0.057684265063201505,0.098,0.112,0.026,0.024,0.008,0.2192980503856408,-1.5173235137681689,3.440403600323582,Light Main,338.35,36.645,Japanese,Poultry Main,1.5041898804342733
