statistic,point_estimate,ci95_lo,ci95_hi,spearman_brown,sb_ci_lo,sb_ci_hi
split_half_reliability,0.8191939917153337,0.7761605150305997,0.8584675192702921,0.9006120242766508,0.8739756440506482,0.9238445228328341
