dish_id,point_rank,rank_5pct,rank_95pct,rank_iqr
pad_see_ew,913,178,1836,759
yangzhou_fried_rice,914,179,1801,728
khao_phat,915,187,1768,767
imoni,916,182,1756,716
crempog,917,151,1821,807
doj_nabe,918,169,1821,779
oladyi,919,202,1761,763
omurice,920,156,1816,804
pek_nga,921,199,1827,791
bungeoppang,922,185,1838,763
japchae,923,163,1806,787
cubano_sandwich,924,181,1832,762
avgolemono,925,180,1832,763
chahan,926,169,1839,742
bacalhau_com_todos,927,169,1796,793
saveloy,928,170,1769,778
dubukimchi,929,146,1815,811
tinapayan,930,231,1864,743
tikka_masala,931,144,1843,801
bai_pong_moan,932,173,1848,797
noodles_with_tomato_egg_sauce,933,176,1811,772
khao_piak_sen,934,204,1856,768
maja_blanca,935,184,1800,712
nasi_bakar,936,202,1823,723
porotos_con_riendas,937,176,1863,742
denver_sandwich,938,171,1869,802
nasi_campur,939,182,1831,771
com_tam,940,171,1813,772
char_kway_teow,941,164,1834,736
dal_bati,942,177,1846,821
iru,943,176,1833,767
dahi,944,174,1853,801
red_curry,945,198,1838,757
abura_soba,946,234,1864,724
mujaddara,947,188,1869,814
gigantes_plaki,948,185,1832,753
doubles,949,184,1864,761
scamorza,950,190,1858,744
pork_chop_bun,951,157,1854,787
frozen_banana,952,173,1847,734
cajuzinho,953,170,1846,754
jujeh_kabab,954,190,1838,777
yaki_udon,955,181,1885,807
buldak_ramen,956,184,1876,803
senate_bean_soup,957,167,1892,820
kue_gapit,958,195,1880,758
nan_gyi_thohk,959,195,1879,762
stroganina,960,184,1879,834
breakfast_sausage,961,194,1833,764
minnesota_sushi,962,242,1872,742
pao_de_queijo,963,219,1876,771
balaobalao,964,205,1882,802
akkawi,965,227,1909,809
monaka,966,144,1902,809
dim_sum,967,206,1876,762
locrio,968,199,1860,799
morisqueta_tostada,969,165,1879,779
nachos,970,250,1898,789
berner_haselnusslebkuchen,971,194,1891,786
mishmash,972,198,1883,797
pe_htaw_bhut_htamin,973,175,1875,807
pilaf,974,159,1910,792
chicken_kiev,975,191,1867,790
bihun_goreng,976,215,1922,759
gazpachuelo,977,199,1882,808
manjar_branco,978,206,1879,817
kikomando,979,281,1884,706
pineapple_tart,980,194,1917,762
rat_na,981,160,1912,775
guazi,982,171,1906,777
refried_beans,983,236,1922,815
chhena_matar_tarkari,984,183,1919,789
borlengo,985,211,1938,772
smetana,986,212,1932,816
ifumi,987,171,1932,825
otaru_ankake_yakisoba,988,153,1926,812
nan_gyi_thoke,989,196,1910,778
piadina_romagnola,990,168,1929,795
chicken_riggies,991,167,1958,823
espasol,992,198,1890,756
souvlaki,993,169,1909,791
tsukemen,994,186,1902,786
mee_siam,995,232,1920,762
bagel,996,192,1920,808
amish_preaching_soup,997,181,1904,826
zakuski,998,182,1938,824
lard_na,999,206,1892,782
manty,1000,210,1941,760
cordon_bleu,1001,215,1933,738
lagman,1002,183,1901,792
pumpernickel,1003,225,1907,748
galettesaucisse,1004,180,1882,708
papanai,1005,230,1934,823
hwangnamppang,1006,250,1919,764
lobster_thermidor,1007,224,1952,791
gizzada,1008,226,1950,837
pastel_de_tentgal,1009,183,1980,847
melba_toast,1010,199,1957,853
curry_mee,1011,202,1910,751
halloumi,1012,207,1934,753
sisig,1013,196,1936,791
borodinsky_bread,1014,209,1911,804
rd_plse,1015,227,1964,758
boudin,1016,234,1949,833
fesenjan,1017,184,1935,758
mee_goreng,1018,139,1968,845
kamir,1019,225,1926,773
chicken_fillet_roll,1020,237,1984,831
gyeranppang,1021,184,1944,768
hu_tieu,1022,212,1946,786
chanfana,1023,177,1961,839
blintz,1024,199,1944,846
limpa,1025,175,1966,862
rugbrd,1026,187,1953,847
tortilla_espanola,1027,176,1931,790
wonton,1028,244,1944,828
bichon_au_citron,1029,221,1959,827
oyaki,1030,229,1938,750
bnh_khoai_m,1031,187,1930,821
pad_thai,1032,268,1977,787
pretzel,1033,198,1968,805
tave_grave,1034,208,1965,808
green_tea_ice_cream,1035,203,1952,771
ajoblanco,1036,204,1986,808
flatbrd,1037,272,1970,807
mabok,1038,218,1994,822
al_pastor,1039,215,1954,787
manakish,1040,225,1965,741
kabuli_pulao,1041,207,1996,798
suet_pudding,1042,222,1968,816
peking_duck,1043,181,1999,881
chourio_doce,1044,225,1950,794
mizutaki,1045,212,1973,784
fortune_cookie,1046,190,1981,815
bak_kut_teh,1047,231,2000,848
taiyaki,1048,201,1962,787
galaktoboureko,1049,215,1996,848
pambazo,1050,194,1992,793
tortilla,1051,196,1998,790
churro,1052,219,1977,780
mole,1053,241,1971,792
frejon,1054,226,1989,831
feijo_tropeiro,1055,192,1998,864
pionono,1056,176,1982,796
malva_pudding,1057,225,2006,868
marie_biscuit,1058,239,2027,844
nem_chua,1059,222,1991,809
sate,1060,224,1986,783
tonis_puri,1061,201,1976,783
taro_pastry,1062,225,1981,803
chocolatecoated_marshmallow_treats,1063,219,2007,777
matzah,1064,271,1995,794
scallion_bread,1065,258,1978,767
christmas_wafer,1066,234,2002,829
rieska,1067,232,1955,783
crispbread,1068,201,1969,830
gimbap,1069,180,1969,774
chiles_en_nogada,1070,268,2014,798
aparon,1071,200,2023,812
waffle,1072,229,1974,762
thenthuk,1073,210,1995,787
peanut_butter_bun,1074,228,2005,791
baklava,1075,155,1997,807
millionaire_pie,1076,273,1970,754
polvo_lagareiro,1077,215,2002,805
rum_ball,1078,216,1998,766
divinity,1079,268,1994,733
apple_crisp,1080,225,1977,791
rggelchen,1081,234,2026,859
stuffed_clam,1082,217,1976,763
chanpur,1083,217,2017,816
sara_udon,1084,264,2005,796
chicken_tikka,1085,242,2019,822
rojes,1086,207,1985,769
turon,1087,206,1968,778
glamorgan_sausage,1088,193,2003,821
cinnamon_roll,1089,210,1982,831
pozole,1090,310,2027,747
croissant,1091,257,2002,762
korean_fried_chicken,1092,280,1999,808
baguette,1093,203,1998,835
bhakri,1094,286,2022,824
pancetta,1095,195,2039,799
bruschetta,1096,225,1977,798
maltese_bread,1097,223,1982,845
senbei,1098,270,2033,799
apple_dumpling,1099,242,2061,837
flatkaka,1100,208,1996,754
broa,1101,232,2004,817
bolillo,1102,261,1993,858
pastry_heart,1103,230,2026,788
sincronizada,1104,209,2034,835
toast_hawaii,1105,254,2014,826
jalebi,1106,226,2005,814
banh_mi,1107,222,1995,843
cavallucci,1108,236,2058,819
johnnycake,1109,213,2019,796
machacado_con_huevo,1110,259,2038,787
katsu_curry,1111,183,2014,812
melonpan,1112,254,2021,847
gyoza,1113,267,2037,796
bedfordshire_clanger,1114,240,2030,780
poc_chuc,1115,255,2001,831
pepperoni_roll,1116,282,2040,778
croque_monsieur,1117,239,2036,829
sai_ua,1118,279,2033,786
pineapple_bun,1119,223,2030,783
lemon_meringue_pie,1120,259,2009,788
bappir,1121,241,2038,812
rye_bread,1121,244,1999,777
riz_casimir,1123,272,2012,787
meringue,1124,261,2029,791
millefeuille,1125,228,1993,754
jambalaya,1126,265,2037,732
cream_horn,1127,287,2035,759
fazuelos,1128,224,2071,829
pain_aux_raisins,1129,234,2039,811
curd_snack,1130,209,2055,839
berger_cookies,1131,225,2036,769
msabbaha,1132,190,2020,815
buttered_pineapple_bun,1133,253,2038,792
minestrone,1134,204,2057,805
eish_merahrah,1135,245,2054,849
gambas_al_ajillo,1136,239,2063,793
water_biscuit,1137,238,2075,758
roti_caribbean,1138,285,2014,796
krtskalcs,1139,315,2038,854
egg_tart,1140,258,1993,741
bacalhau_gomes_de_s,1141,271,2055,843
laffa,1142,245,2056,802
devils_on_horseback,1143,202,2032,812
pan_de_jamn,1144,260,2033,765
kimpinn,1145,235,2008,855
shrimp_creole,1146,216,2032,827
wibele,1147,267,2058,789
levengi,1148,243,2062,854
kunefe,1149,266,2044,789
runeberg_torte,1150,243,2068,841
schaumrolle,1151,236,2076,836
shawarma,1152,214,2045,803
arctic_roll,1153,200,2043,855
baghali_polo,1154,247,2028,840
suncake,1155,180,2041,890
tocino_de_cielo,1156,265,2059,769
huachinango_a_la_veracruzana,1157,274,2064,782
nice_biscuit,1158,254,2065,819
shirataki_noodles,1159,222,2052,799
eru,1160,248,2024,802
baked_potato,1161,246,2067,810
tapalapa,1162,259,2065,815
khao_man_gai,1163,211,2056,831
stracciatella,1164,280,2075,810
nasi_ambeng,1165,264,2074,808
bialy,1166,220,2082,791
agnolotti,1167,188,2061,872
grass_jelly,1168,212,2055,783
sardines_grilled,1169,225,2054,850
banoffee_pie,1170,196,2040,848
kelewele,1171,302,2066,776
hogs_pudding,1172,262,2075,753
teurgoule,1173,264,2074,836
karelian_pasty,1174,306,2067,807
joe_frogger,1175,268,2071,756
oxford_sausage,1176,274,2069,778
floating_island,1177,281,2058,810
moffle,1178,249,2088,816
volauvent,1179,244,2050,780
satay_indonesian,1180,255,2080,800
tandoor_bread,1181,302,2028,813
bacalhau_z_do_pipo,1182,264,2041,813
kimchi_jjigae,1183,216,2057,804
maple_leaf_cream_cookie,1184,253,2086,827
bossam,1185,242,2049,799
zeeuwse_bolus,1186,253,2077,817
stuffed_squid,1187,221,2080,865
chipolata,1188,234,2081,817
sourdough,1189,283,2044,763
arare,1190,234,2089,827
tostones,1191,227,2072,755
manchester_tart,1192,248,2077,824
banana_boat,1193,282,2070,803
custard_cream,1194,243,2080,825
palmier,1195,313,2075,767
tupig,1196,211,2046,850
conejito,1197,259,2052,767
bread_roll,1198,246,2064,846
pease_pudding,1199,245,2078,786
toaster_pastry,1200,286,2066,763
conversation_tart,1201,279,2075,786
hardtack,1203,301,2085,810
wagafi_bread,1203,216,2088,848
bazin,1203,312,2076,789
meso_z_tiblice,1205,285,2071,815
walnut_stuffed_figs,1206,332,2091,743
egg_yolk_pastry,1207,294,2071,763
assidat_zgougou,1208,253,2043,840
cezerye,1209,271,2105,803
apple_strudel,1210,241,2082,792
strudel,1211,239,2082,811
raclette,1212,281,2093,856
sprouted_bread,1213,278,2088,823
gundain,1214,309,2118,818
salo,1215,235,2098,802
penny_bun,1216,251,2076,815
montrealstyle_bagel,1217,288,2082,811
bourekas,1218,222,2088,839
barbari_bread,1219,296,2080,788
biryani,1220,276,2063,773
obwarzanek_krakowski,1221,271,2103,803
khakhra,1222,289,2058,727
qistibi,1223,280,2058,833
rwena_bread,1224,218,2057,836
mooncake,1225,334,2058,743
pain_au_chocolat,1226,263,2079,799
rusk,1227,249,2082,829
shotis_puri,1228,236,2110,882
marraqueta,1228,250,2087,843
crouton,1230,244,2098,801
chinese_flaky_pastry,1231,241,2099,803
hard_dough_bread,1232,304,2104,798
breadstick,1233,262,2096,839
naiyou_subing,1234,281,2094,883
pork_roll,1235,302,2127,818
stroopwafel,1236,251,2082,867
egg_waffle,1237,238,2102,845
shish_taouk,1238,216,2089,776
eggs_and_brains,1239,251,2095,791
belgian_waffle,1240,306,2110,836
baked_beans,1241,254,2098,787
khao_lam,1242,326,2076,773
kouignamann,1243,294,2082,734
eggs_beauregard,1244,254,2102,792
kaki_furai,1245,232,2117,805
english_muffin,1246,252,2095,849
joulutorttu,1247,305,2103,825
bath_oliver,1248,328,2092,832
naem,1249,244,2085,806
broas,1250,283,2109,805
ngome,1251,265,2119,835
asham,1252,243,2135,788
cream_bun,1253,289,2101,808
ciabatta,1254,265,2095,795
gringas,1255,314,2107,827
drabbelkoek,1256,282,2148,850
kachori,1257,320,2124,809
crme_caramel,1258,286,2106,791
bacalhau_com_natas,1259,283,2089,771
rich_tea,1260,270,2092,849
cervelat,1261,196,2086,834
taftan,1262,226,2139,798
caramel_tart,1263,296,2118,817
pain_de_campagne,1264,255,2124,779
dan_tat,1265,301,2105,852
pane_di_altamura,1266,290,2109,811
anpan,1267,269,2104,822
garibaldi_biscuit,1268,276,2116,761
french_roll,1269,249,2105,876
lefse,1270,170,2104,780
zagorski_trukli,1271,202,2067,856
reshteh_khoshkar,1272,269,2095,850
choux_pastry,1273,296,2084,787
saskatoon_berry_pie,1274,284,2122,797
mirchi_bada,1275,272,2091,803
neenish_tart,1276,274,2126,809
butter_tart,1277,316,2109,802
kiritanpo,1278,232,2119,839
rustico,1279,369,2093,784
cocktail_bun,1280,231,2108,805
java_rice,1281,268,2126,845
sandwich_roll,1282,255,2161,802
heong_peng,1283,268,2126,827
fried_ice_cream,1284,251,2133,831
proja,1285,261,2096,752
cracker,1286,253,2103,795
jiaozi,1287,226,2118,747
kulcha,1288,265,2133,796
lokma,1289,273,2125,816
bizcochito,1290,272,2119,798
maultasche,1291,344,2127,798
milkcream_strudel,1292,304,2123,796
samosa,1293,264,2127,834
boston_bun,1294,255,2134,865
chouquette,1295,296,2141,841
wafer,1296,286,2098,810
bazlama,1297,329,2103,811
shaobing,1298,282,2160,828
areias,1299,273,2092,804
parisbrest,1300,284,2130,820
frittata,1301,275,2104,786
jammie_dodgers,1302,219,2125,812
blaa,1303,342,2137,787
bacalhau,1304,275,2137,816
yorkshire_pudding,1305,316,2139,796
botifarra,1306,270,2103,776
bumbleberry_pie,1307,258,2137,823
mince_pie,1308,302,2127,824
quindim,1309,334,2124,840
broa_de_avintes,1310,317,2141,811
peg_bread,1311,264,2131,873
sangak,1312,318,2136,809
hot_dog_bun,1313,263,2110,819
empire_biscuit,1314,275,2105,752
beika,1315,283,2142,829
cocada,1316,297,2132,768
lavash,1317,288,2139,776
saj_bread,1318,341,2142,759
ghapama,1319,254,2133,853
tiropita,1320,285,2121,839
maluj,1321,318,2128,774
pozharsky_cutlet,1322,205,2157,883
pistolet,1323,274,2152,896
lektuphng,1324,299,2157,841
digestive_biscuit,1325,257,2123,817
farl,1326,297,2119,836
tunnbrd,1327,222,2140,835
ladyfinger,1328,249,2139,834
stuffed_mushrooms,1329,259,2141,798
po_de_mafra,1330,246,2138,822
damper,1331,264,2158,885
bundevara,1332,277,2097,826
chorley_cake,1333,244,2125,826
raspberry_pie,1334,392,2130,762
potbrood,1335,331,2133,843
okonomiyaki,1336,245,2106,823
birnbrot,1337,361,2133,781
sulguni,1338,277,2113,792
pandesal,1339,299,2133,800
italian_sausage,1340,306,2158,806
lye_roll,1341,325,2138,840
belgian_bun,1342,327,2136,829
enovka,1343,289,2132,770
cochinita_pibil,1344,252,2135,856
turnover,1345,269,2113,827
chole_bhature,1346,280,2139,819
bourbon_biscuit,1347,243,2125,832
michetta,1348,358,2146,814
khinkali,1349,258,2145,836
treacle_tart,1350,314,2178,833
pizzelle,1351,272,2156,820
canel,1352,275,2163,776
pumpkin_pie,1353,278,2134,747
hallaca,1354,286,2158,805
quesito,1355,300,2145,792
animal_cracker,1356,276,2145,777
coppia_ferrarese,1357,295,2177,824
oatmeal_raisin_cookie,1358,299,2143,831
chickpea_bread,1359,335,2138,769
tirggel,1360,236,2162,862
fondue,1361,302,2169,817
khubz,1363,295,2153,789
esnica,1363,323,2159,761
boule,1363,268,2187,873
pao_alentejano,1363,305,2175,840
spelt_bread,1366,302,2139,822
colston_bun,1367,257,2158,854
otap,1368,311,2148,799
oxtongue_pastry,1369,254,2131,798
woolton_pie,1370,351,2142,733
nanbanzuke,1371,348,2136,798
inipit,1372,229,2143,809
goetta,1373,344,2158,768
basler_lckerli,1374,261,2151,801
chui_chin,1375,240,2148,860
banana_cream_pie,1376,370,2180,790
abernethy_biscuit,1377,279,2132,831
tiger_bread,1378,385,2180,808
petitbeurre,1379,260,2135,863
pigs_in_a_blanket,1380,318,2143,844
bakpia,1381,342,2157,778
white_bread,1383,298,2149,787
palianytsia,1383,290,2161,869
canadian_white_bread,1383,255,2158,841
barm_cake,1383,227,2162,878
agedashi_dfu,1386,313,2182,852
strawberry_pie,1387,309,2167,764
loukoumades,1388,300,2174,820
bologna_sausage,1389,309,2142,818
miguelitos,1390,267,2194,799
moravian_spice_cookies,1391,307,2197,760
bakarkhani,1392,302,2176,825
linga,1393,276,2176,765
bratwurst,1394,346,2164,826
shortcrust_pastry,1395,262,2141,782
taboon_bread,1396,286,2154,823
churros_spanish,1397,324,2142,789
manchet,1398,294,2170,802
spring_rolls,1399,244,2170,878
semla,1400,336,2148,745
kolompeh,1401,284,2189,854
viennoiserie,1402,318,2181,786
graham_bread,1403,284,2173,802
kichel,1404,279,2181,842
new_york_roll,1405,314,2175,834
fig_roll,1406,370,2162,790
nocciolini_di_canzo,1407,350,2154,798
blackberry_pie,1408,314,2193,808
nankhatai,1409,298,2190,806
manti,1410,278,2191,834
knish,1411,308,2165,776
ksekrainer,1412,338,2200,827
nem_nng,1413,308,2169,804
whole_wheat_bread,1414,352,2179,837
cuban_bread,1415,342,2176,757
cornish_fairing,1416,311,2194,821
vienna_bread,1417,341,2182,836
brown_bread,1418,302,2140,750
custard,1419,276,2152,825
ube_crinkles,1420,282,2171,790
pho,1421,289,2179,814
key_lime_pie,1422,356,2188,797
shirred_eggs,1423,303,2147,805
farinata,1424,255,2176,846
chile_relleno,1425,350,2189,838
hot_cross_bun,1426,335,2198,794
pepernoot,1427,304,2184,778
stromboli,1428,343,2184,815
pasteis_de_nata,1429,302,2208,818
flaugnarde,1430,329,2177,795
momo,1431,346,2172,837
pa_de_pessic,1432,336,2203,865
shorgoghal,1433,314,2187,816
hamantash,1434,291,2187,796
jalangkote,1435,397,2178,772
milk_pie,1436,330,2191,795
cherry_pie,1437,350,2205,765
pain_de_mie,1438,341,2175,829
pastila,1439,269,2177,788
caycay,1440,296,2195,879
bondiola_sandwich,1441,320,2190,814
persimmon_pudding,1442,212,2162,844
uraro,1443,321,2228,858
bahulu,1444,378,2176,838
salbute,1445,287,2176,813
lincolnshire_sausage,1446,274,2192,823
watalappam,1447,325,2162,775
focaccia,1448,305,2202,776
chelsea_bun,1449,316,2213,823
tareco,1450,422,2175,751
sfogliatella,1451,397,2195,789
cottage_loaf,1452,374,2192,795
krumkake,1453,425,2184,785
halfmoon_cookie,1454,292,2196,845
concha,1455,390,2192,819
penia,1456,327,2176,818
botillo,1457,281,2202,884
kaszanka,1458,216,2198,786
green_bean_casserole,1459,394,2184,798
pets_de_surs,1460,337,2192,792
jam_rolypoly,1461,308,2191,808
baci_di_dama,1462,307,2176,801
ensamada,1463,345,2213,761
tostada,1464,309,2153,803
eggplant_papoutsaki,1465,369,2231,836
paborita,1466,316,2197,793
tortellini,1467,265,2195,843
bougatsa,1468,346,2186,788
stuffed_tomatoes,1469,358,2184,777
perkedel,1470,269,2182,822
rice_bread,1471,358,2212,796
macarons,1472,341,2218,824
mofongo,1473,265,2207,809
chhurpi,1474,346,2179,820
galletas_pesquera,1475,288,2184,830
malted_milk,1476,381,2201,774
vatrushka,1477,320,2198,892
iced_bun,1478,278,2196,886
pane_ticinese,1479,362,2178,770
okoy,1480,314,2199,763
rum_roll,1481,354,2173,830
fugazza,1482,334,2218,848
freekeh,1483,297,2216,860
prekmurska_gibanica,1484,375,2199,815
sfiniori,1485,333,2209,794
samoon,1486,247,2205,785
devon,1487,293,2209,799
bread_pudding,1488,345,2208,772
ovos_moles,1489,339,2226,780
tokyo_banana,1490,297,2193,840
cuchufl,1491,325,2158,798
potato_bread,1492,381,2209,783
ksesptzle,1493,367,2234,808
cornish_pasty,1494,329,2208,798
fish_pie,1495,329,2221,843
aloo_pie,1496,404,2206,776
yurla,1497,333,2216,811
dan_zai_noodles,1498,323,2236,830
bamba,1499,326,2200,778
brik,1500,316,2205,816
soparnik,1501,353,2241,772
countess,1502,367,2202,808
zwieback,1503,340,2202,777
franzbrtchen,1504,398,2221,789
rulleplse,1505,423,2210,758
komaj_sehen,1506,257,2200,879
mamn_tostado,1507,361,2243,828
flsklgg_med_rotmos,1508,340,2213,807
sweet_potato_pie,1509,313,2210,818
barquillo,1510,315,2200,818
beer_bread,1511,300,2228,818
goat_water,1512,342,2229,830
jian_dui,1513,396,2203,773
kue_satu,1514,400,2218,786
trdelnk,1515,332,2237,788
bun_cha,1516,312,2225,799
fougasse,1517,371,2188,735
cuban_pastry,1518,367,2229,788
charlotte,1519,253,2218,803
capirotada,1520,340,2179,827
heiwecke,1521,356,2210,832
lagana,1522,367,2216,802
cream_cracker,1523,333,2238,814
chestnut_pie,1524,357,2234,809
hallulla,1525,274,2220,823
youtiao,1526,358,2220,821
kiukai,1527,363,2242,753
kue_semprong,1528,323,2206,773
queijadinha,1529,371,2225,804
scone,1530,301,2216,810
milhojas,1531,430,2244,778
manti_turkish,1532,324,2179,777
apple_bread,1533,360,2228,792
schnecken,1534,474,2231,766
kluai_khaek,1535,373,2221,786
head_cheese,1536,307,2206,762
edikang_ikong,1537,359,2197,796
pavlova,1538,297,2239,793
paciencia,1539,358,2227,821
paximathia,1540,300,2194,820
challah,1541,372,2208,813
kaldereta,1542,331,2228,789
sheermal,1543,335,2237,825
bannock,1544,375,2237,781
hello_panda,1545,295,2220,806
mi_krop,1546,339,2243,774
gulab_jamun,1547,373,2212,774
spiced_bun,1548,324,2205,864
masan,1549,380,2205,796
lemon_ice_box_pie,1550,334,2216,807
panyalam,1551,464,2213,741
pasta_carbonara,1552,295,2230,773
piri_piri,1553,289,2219,815
chataamari,1554,420,2240,803
carniolan_sausage,1555,384,2238,802
puto_seco,1556,377,2209,813
square_cookie,1557,405,2215,722
makroudh,1558,396,2216,799
pastil,1559,531,2252,754
cochinito_de_piloncillo,1560,311,2221,791
charcoal_biscuit,1561,340,2235,766
karint,1562,383,2202,790
finger_bun,1563,383,2262,789
panzerotti,1564,402,2203,786
nuns_puffs,1565,401,2227,807
tempura,1566,270,2254,805
thukpa_bhatuk,1567,314,2216,830
shuangbaotai,1568,326,2241,872
roscn,1569,372,2203,790
tenmusu,1570,412,2233,811
kakiage,1571,433,2223,776
saffron_bun,1572,321,2230,753
flies_graveyard,1573,347,2258,860
apple_pie,1574,356,2220,770
krumiri,1575,435,2209,792
puits_damour,1576,370,2242,789
cobbler,1577,338,2218,824
toto,1578,370,2222,757
huarache,1579,321,2240,792
wensleydale_cheese,1580,360,2220,786
plcint,1581,419,2251,737
sufganiyah,1582,324,2213,828
sata_andagi,1583,370,2233,762
croquetas,1584,378,2249,787
blueberry_pie,1585,316,2238,808
eggplant_parm,1586,359,2240,774
torpedo_dessert,1587,365,2267,809
pizza_snack_rolls,1588,295,2247,808
ebi_furai,1589,356,2214,784
mimosa_salad,1590,420,2255,788
biscocho,1591,302,2219,854
roze_koek,1592,316,2238,830
swiss_roll,1593,257,2237,810
zopf,1594,417,2259,823
pogaa,1595,411,2219,806
pigs_in_blankets,1596,375,2270,845
ginger_snap,1597,365,2238,755
vanillekipferl,1598,308,2264,837
queijada,1599,334,2245,825
kubaneh,1600,409,2236,799
bath_bun,1601,347,2215,802
gazelle_ankles,1602,374,2236,821
pisang_molen,1603,390,2235,751
jachnun,1604,337,2215,735
carpaccio,1605,395,2250,730
kaak,1606,379,2255,858
coyotas,1607,390,2250,778
picnic_biscuit,1608,349,2286,820
atlantic_beach_pie,1609,346,2217,799
bulla_cake,1610,386,2248,791
butter_pie,1611,376,2226,736
pickled_pigs_feet,1612,397,2265,762
melktert,1613,431,2239,798
sibiu_salami,1614,371,2233,801
kung_pao_chicken,1615,299,2230,810
cronut,1616,272,2240,807
chebureki,1617,289,2241,863
tourtire,1618,319,2250,864
hertzoggie,1619,354,2243,829
hallongrotta,1620,355,2245,818
kripik,1621,382,2256,788
tsoureki,1622,391,2230,807
speraui,1623,356,2248,824
bagel_dog,1624,335,2239,767
milk_roll,1625,335,2234,820
chipa,1626,346,2266,789
bublik,1627,306,2254,811
sobrassada,1628,353,2253,806
khanom_khai,1629,344,2248,807
seon,1630,401,2248,776
chalupa,1631,406,2256,809
anzac_biscuit,1632,369,2265,772
whe,1633,424,2258,799
lorna_doone,1634,346,2229,770
deep_fried_egg,1635,447,2237,787
pastafrola,1636,364,2235,827
shrimp_toast,1637,306,2239,880
pebete,1638,434,2257,799
khai_yat_sai,1639,340,2275,805
ratatouille,1640,401,2246,810
bnh_chui,1641,326,2265,861
papadam,1642,432,2270,771
japanese_milk_bread,1643,436,2262,813
cheese_bun,1644,363,2267,790
kleicha,1645,428,2259,742
kue_putri_salju,1646,446,2235,815
snickerdoodle,1647,334,2266,807
currant_bun,1648,355,2246,806
bakewell_tart,1649,435,2266,779
anadama_bread,1650,322,2262,816
cocada_amarela,1651,329,2263,808
tortita_negra,1652,340,2240,752
maruya,1653,377,2255,802
white_sugar_sponge_cake,1654,294,2254,864
hot_water_crust_pastry,1655,339,2250,830
stuffed_mallow,1656,290,2250,822
murukku,1657,377,2256,783
kolach,1658,383,2278,838
sfiha,1659,437,2225,796
sticky_bun,1660,365,2250,808
sally_lunn_bun,1661,368,2257,752
toru_gingerbread,1662,421,2279,823
funkaso,1663,489,2260,771
kahk,1664,313,2281,854
pineapple_cake,1665,371,2253,793
bibingka,1666,334,2259,809
jingisukan,1667,471,2270,770
pisang_goreng,1668,336,2273,789
coco_bread,1669,342,2282,820
shrewsbury_cake,1670,369,2248,763
shoofly_pie,1671,387,2280,786
egg_pie,1672,384,2240,838
shumai,1673,319,2246,821
churros_mexican,1674,414,2267,792
fruit_bun,1675,229,2261,810
krapfen,1676,338,2258,785
mohnflesserl,1677,364,2273,787
merguez,1678,407,2273,803
pulled_pork,1679,457,2264,800
alexandertorte,1680,370,2268,759
pot_pie,1681,448,2273,800
moorkop,1682,434,2267,817
egg_roll,1683,365,2261,802
flan,1684,470,2271,772
bakpia_pathok,1685,391,2301,745
mandu,1686,437,2264,803
zhajiangmian,1687,362,2274,801
kulikuli,1688,393,2285,772
linzer_torte,1689,349,2253,827
pastelitos,1690,393,2279,798
london_bun,1691,319,2281,840
zelnik,1692,397,2280,832
dabo_kolo,1693,359,2273,784
puffed_rice_cakes,1694,403,2268,787
pita,1695,304,2264,769
congee,1696,347,2268,798
tokneneng,1697,494,2293,768
borek,1698,475,2257,719
repostera,1699,372,2268,760
injera,1700,374,2266,796
lengua_de_gato,1701,431,2277,789
akok,1702,362,2269,742
boat_noodles,1703,439,2265,774
teacake,1704,478,2278,747
bambalouni,1705,392,2268,800
sticky_toffee_pudding,1706,346,2274,853
cowboy_cookies,1707,429,2293,777
qrashel,1708,464,2264,713
roti_buaya,1709,380,2284,851
mac_and_cheese,1710,379,2277,794
scaccia,1711,405,2266,748
escovitch_fish,1712,342,2269,851
porkkanalaatikko,1713,335,2271,834
furai,1714,429,2282,849
roti_john,1715,395,2306,792
barmbrack,1716,378,2250,776
jumble,1717,368,2288,772
krupuk,1718,422,2271,770
shaker_lemon_pie,1719,467,2276,758
pithivier,1720,444,2283,797
jerk_chicken,1721,520,2298,748
pavese_agnolotti,1722,351,2305,802
iskender_kebab,1723,338,2271,802
murtabak,1724,309,2286,793
bakwan,1725,350,2287,784
portuguese_sweet_bread,1726,386,2280,854
pasta_bolognese,1727,436,2278,775
caravane_cheese,1728,314,2274,815
puffed_rice,1729,483,2270,791
pollo_a_la_brasa,1730,405,2299,765
coca,1731,414,2297,770
man_pelado,1732,355,2282,813
punschkrapfen,1733,379,2281,780
green_curry,1734,315,2276,785
shortbread,1735,372,2289,771
flapper_pie,1736,427,2289,762
feijoada,1737,371,2277,849
jsuite,1738,372,2300,812
lincoln_biscuit,1739,359,2288,762
castella,1740,453,2289,799
pan_brioche,1741,405,2274,807
salt_pepper_squid,1742,409,2283,800
pan_de_muerto,1743,298,2285,871
carrot_cake_cookie,1744,312,2288,854
kalakukko,1745,361,2297,853
pryanik,1746,299,2297,814
stamp_and_go,1747,481,2270,774
usban,1748,367,2296,748
tres_leches_cake,1749,455,2301,734
varci,1750,451,2292,766
red_bean_cake,1751,410,2276,760
pumpkin_bread,1752,380,2289,791
folar,1753,474,2297,744
galantine,1754,434,2297,809
maamoul,1755,368,2279,792
vlaai,1756,382,2295,823
saltrising_bread,1757,393,2280,799
joshpara,1758,409,2268,760
patatas_bravas,1759,426,2283,847
dumb_bread,1760,462,2276,733
