category,from_dish,to_dish,from_E,to_E,E_reduction_pct,E_ratio,from_H,to_H,H_change,from_cuisine,to_cuisine,sub_score
Wrapped/Stuffed,cubano_sandwich,kimbap,0.2115503017405358,0.1364470620417334,35.501362598345864,1.5504203503907728,7.529457939863205,7.307,-0.2224579398632045,Caribbean,Korean,1.2055170333208538
Wrapped/Stuffed,cubano_sandwich,onigiri,0.2115503017405358,0.0556931760085771,73.67379032298228,3.7984959182064912,7.529457939863205,7.085,-0.4444579398632049,Caribbean,Japanese,2.110224247821641
Wrapped/Stuffed,cubano_sandwich,sushi,0.2115503017405358,0.0640243446175479,69.73564013344067,3.3042165914269077,7.529457939863205,6.974,-0.5554579398632047,Caribbean,Japanese,1.4688632506910972
Wrapped/Stuffed,cubano_sandwich,takoyaki,0.2115503017405358,0.1512882831212846,28.485905301691293,1.3983257485375813,7.529457939863205,7.144,-0.38545793986320476,Caribbean,Japanese,0.8593299862486115
Wrapped/Stuffed,cubano_sandwich,tamale,0.2115503017405358,0.1372645889738489,35.11491695142913,1.541186283527498,7.529457939863205,7.247,-0.282457939863205,Caribbean,Mexican,1.1058659809368916
Wrapped/Stuffed,cubano_sandwich,xiao_long_bao,0.2115503017405358,0.1355547936033021,35.92313861619605,1.5606257522668858,7.529457939863205,7.102,-0.4274579398632046,Caribbean,Chinese,0.893523883305419
Wrapped/Stuffed,cubano_sandwich,arepa,0.2115503017405358,0.1550682589430726,26.69910765087814,1.3642398720565916,7.529457939863205,7.62740522146225,0.09794728159904498,Caribbean,South American,1.4978634589735635
Wrapped/Stuffed,cubano_sandwich,char_siu_bao,0.2115503017405358,0.1231648026379331,41.77989744066003,1.7176197843017624,7.529457939863205,7.066637585401535,-0.4628203544616696,Caribbean,Chinese,0.9226703869008442
Wrapped/Stuffed,cubano_sandwich,dim_sum_items,0.2115503017405358,0.1454589858508505,31.241418871028415,1.4543639260447854,7.529457939863205,6.851997286319732,-0.6774606535434726,Caribbean,Chinese,0.46908959021643437
Wrapped/Stuffed,cubano_sandwich,pierogi,0.2115503017405358,0.1424313635192919,32.672578414006495,1.4852789197084528,7.529457939863205,7.398370579957962,-0.13108735990524245,Caribbean,Polish,1.2905776274009613
Wrapped/Stuffed,cubano_sandwich,sopes,0.2115503017405358,0.1586691847014456,24.996947110927948,1.3332790619589565,7.529457939863205,7.601252646923065,0.07179470705986013,Caribbean,Mexican,1.4290014416413448
Wrapped/Stuffed,dim_sum_items,club_sandwich,0.1454589858508505,0.0745333152011155,48.75991004258764,1.9515968860147184,6.851997286319732,6.95,0.09800271368026792,Chinese,American,2.142858676854121
Wrapped/Stuffed,dim_sum_items,fresh_spring_roll,0.1454589858508505,0.0531295222848464,63.47456846748272,2.737818440583613,6.851997286319732,7.119,0.2670027136802675,Chinese,Vietnamese,3.4688233937833157
Wrapped/Stuffed,dim_sum_items,onigiri,0.1454589858508505,0.0556931760085771,61.7121103362543,2.611791897600684,6.851997286319732,7.085,0.2330027136802677,Chinese,Japanese,3.2203464973097793
Wrapped/Stuffed,dim_sum_items,sushi,0.1454589858508505,0.0640243446175479,55.98460676523853,2.27193244569321,6.851997286319732,6.974,0.12200271368026794,Chinese,Japanese,2.5491143693660296
Wrapped/Stuffed,galette,club_sandwich,0.1892821171027535,0.0745333152011155,60.623160633471564,2.5395639063150193,7.647886563945749,6.95,-0.6978865639457492,French,American,0.7672363778161859
Wrapped/Stuffed,galette,fresh_spring_roll,0.1892821171027535,0.0531295222848464,71.93103971042095,3.562654226174748,7.647886563945749,7.119,-0.5288865639457496,French,Vietnamese,1.678414273966382
Wrapped/Stuffed,galette,kimbap,0.1892821171027535,0.1364470620417334,27.91338974317268,1.3872201736733627,7.647886563945749,7.307,-0.340886563945749,French,Korean,0.9143354552336249
Wrapped/Stuffed,galette,onigiri,0.1892821171027535,0.0556931760085771,70.57663087192564,3.398659057863801,7.647886563945749,7.085,-0.5628865639457494,French,Japanese,1.485599538759748
