dish_id,cuisine,H_original_mean,H_controlled_mean,E_composite,log_DEI,log_DEI_controlled,rank_original,rank_controlled,rank_shift,n_mentions
fried_chicken,American,7.047846906423569,7.054449193027024,0.393529317972158,2.885343596886804,2.886258217232296,134.0,138.0,4,500
pho,Vietnamese,6.973536778926849,6.980751870073016,0.395002904915845,2.8710511081441874,2.87201878863937,137.0,139.0,2,500
cheesecake,Other,7.2683516690731045,7.319812734853907,0.4162269009143125,2.860005883060168,2.867109477501989,140.0,140.0,0,500
korean_fried_chicken,Korean,6.228400840997696,6.867159228982528,0.3907836556182036,2.7686564365406108,2.8663516994997367,148.0,141.0,-7,500
gyro,Mediterranean,7.1580102360248565,7.091912828620655,0.4052126119464612,2.8715739941977647,2.8622984784817014,136.0,142.0,6,500
bibimbap,Korean,7.176191483974457,7.06019494934855,0.4103771234250521,2.861420853577409,2.845151393167001,139.0,143.0,4,500
taco,Mexican,7.050286285638809,7.175930957260292,0.418539769036379,2.824010982825598,2.8417158693710913,145.0,144.0,-1,500
pulled_pork,American,6.971712380170822,6.993043521816693,0.4097443133224298,2.8341240675200154,2.837137812190615,143.0,145.0,2,500
kebab,Mediterranean,7.285519941329956,7.1375706057025665,0.4289247527784806,2.8324284754738884,2.81184624403824,144.0,146.0,2,500
coq_au_vin,French,7.166124363400242,7.073341931371611,0.433244547442996,2.805800554592473,2.7927859957834777,146.0,147.0,1,409
bun_bo_hue,Vietnamese,6.8833929083347325,6.734784060854796,0.4268114422342925,2.780467553971432,2.758698697669644,147.0,148.0,1,500
moussaka,Mediterranean,7.123813797950745,7.100025394708607,0.5167985075858745,2.62357157974356,2.6202005750765407,149.0,149.0,0,500
ribs,American,7.00398721909523,7.034032653433839,0.5441126977074214,2.555080303102137,2.559359064947844,150.0,150.0,0,500
hamburger,American,6.7116592979431156,6.913582550314234,0.5502933141427692,2.501200813632204,2.5307918066944506,152.0,151.0,-1,500
massaman_curry,Thai,7.312558967113495,7.2107725850859685,0.5748645506702768,2.5432744162748624,2.529196930200504,151.0,152.0,1,500
lasagna,Italian,6.88505160856247,6.889620486199603,0.5943961798471784,2.449554344685682,2.4502252141847767,153.0,153.0,0,500
bulgogi,Korean,7.375190054893493,7.2799031858863765,0.6615588732726678,2.4112522019569065,2.398273863209208,154.0,154.0,0,500
steak,American,6.761370492219925,6.882366114166604,0.7815011469219191,2.157709469639796,2.175501166295171,156.0,155.0,-1,500
beef_bourguignon,French,7.34375483538974,7.177690520532604,0.8163411367437777,2.196806604963821,2.1739006284419315,155.0,156.0,1,402
osso_buco,Italian,7.166162472009659,7.098580042987549,0.934,2.0376264596360567,2.0281736108536923,157.0,157.0,0,500
brisket,American,7.046026602268219,6.982093746665807,0.9792094431862688,1.9734698034127955,1.9643585589936159,158.0,158.0,0,500
