mention_level_slope,mention_level_r,mention_level_p,split_period_rho,split_period_tau,n_dishes_sig_positive,n_dishes_sig_negative,n_dishes_ns,mean_year_rho
0.0009062429445241662,0.0017203874024371646,0.6332521926726717,0.8120057802392722,0.6206108116936142,7,5,145,0.6267562365779434
