var_log_H,var_log_E,cov_log_HE,var_log_DEI,H_pct_contribution,E_pct_contribution,H_CV_pct,E_CV_pct
0.13715505969833533,0.5995237865393254,0.029534850893820883,0.677609144450019,15.882343041852593,84.1176569581474,29.857033297898106,64.26105961635595
