dish_id,category_recipe,H_mean,E_composite,log_DEI,within_rank,n_in_category,protein_g,calorie_kcal
jollof_rice,Poultry Main,8.2292,0.2133692450734617,3.652419873799578,1,43,31.370000000000005,655.0500000000001
karaage,Poultry Main,4.0257,0.3507997598775191,2.4402385117768883,34,43,52.00500000000001,812.2
khao_man_gai,Poultry Main,5.2167,0.2492308730802638,3.0412406290513108,20,43,54.23,610.75
korean_fried_chicken,Poultry Main,4.6144,0.3907836556182036,2.4687830312372965,32,43,65.83999999999999,1102.2
korma,Poultry Main,8.4066,0.2480675328093393,3.523071371794742,7,43,59.84200000000001,658.94
kung_pao_chicken,Poultry Main,4.6754,0.2407579913425084,2.966277755901927,22,43,58.24500000000001,751.6500000000002
mafe,Poultry Main,5.7087,0.1927050992098769,3.3885855689967945,9,43,53.45,802.3000000000001
mole,Poultry Main,5.2167,0.2340693241587429,3.1040029684852524,19,43,58.08,673.8
nasi_padang,Poultry Main,8.3445,0.2257431782942434,3.609959944308634,4,43,38.000000000000014,624.1500000000001
orange_chicken,Poultry Main,3.0317,0.3702907257974551,2.102590354775402,41,43,55.20000000000001,942.65
pad_see_ew,Poultry Main,6.9342,0.2391870645940731,3.366975026379205,11,43,37.475,937.45
peking_duck,Poultry Main,9.5503,0.3637668649375477,3.267814665093545,15,43,62.56499999999999,1248.3
piri_piri,Poultry Main,5.4694,0.2866743619176335,2.9485772560679573,24,43,62.355,650.85
red_curry,Poultry Main,7.1218,0.2608840882697989,3.306839579011652,13,43,45.84999999999999,850.05
satay,Poultry Main,7.3074,0.2351079257839079,3.436598144949012,8,43,45.294,544.34
satay_indonesian,Poultry Main,6.1523,0.253680020757254,3.1885075625712656,17,43,60.275000000000006,632.3000000000001
shawarma,Poultry Main,7.8544,0.3031312637237955,3.2546632379944564,16,43,57.934000000000005,551.8
tandoori_chicken,Poultry Main,4.489,0.2790571517430138,2.7779686329813917,29,43,68.57200000000002,519.3899999999999
teriyaki,Poultry Main,3.3604,0.2907920050126571,2.447207041288165,33,43,53.32000000000001,605.1
tikka_masala,Poultry Main,6.5032,0.2352417448800396,3.319435955421936,12,43,57.232000000000006,723.7900000000001
yakitori,Poultry Main,2.2428,0.2192980503856408,2.3250485990355494,35,43,36.645,338.35
anticucho,Red Meat Main,6.1642,0.6438722352678695,2.2590133283961933,26,45,53.454,534.6
asado,Red Meat Main,4.9488,0.7671063086509742,1.864275006972551,41,45,65.0,625.0
beef_bourguignon,Red Meat Main,8.9939,0.8163411367437777,2.399469521408876,22,45,66.185,843.3499999999998
beef_tartare,Red Meat Main,4.3571,0.4750862509475642,2.216065608933184,31,45,51.155,593.3
biltong,Red Meat Main,4.3571,0.5032713534949004,2.158432482619433,35,45,52.375,510.02
birria,Red Meat Main,7.5688,0.7940919484839885,2.2545905547118745,27,45,58.74399999999999,702.6
brisket,Red Meat Main,8.5209,0.9792094431862688,2.1635316925589336,34,45,65.85799999999999,649.47
bulgogi,Red Meat Main,8.7381,0.6615588732726678,2.580849074461204,16,45,55.0,685.5000000000001
bun_bo_hue,Red Meat Main,7.0751,0.4268114422342925,2.8079945282602363,10,45,47.42,962.9
chili,Red Meat Main,2.798,0.5128898796778169,1.6965989925947376,43,45,59.77,732.6
churrasco,Red Meat Main,2.798,0.780599999224528,1.2765973014723426,44,45,65.32,720.85
doner_kebab,Red Meat Main,7.4181,0.3982888454309511,2.924500754331566,4,45,46.05,627.4499999999999
ghormeh_sabzi,Red Meat Main,7.7129,0.4344752359392492,2.876510582031007,8,45,36.62,596.4
gyro,Red Meat Main,6.5518,0.4052126119464612,2.7830832029082755,11,45,47.26,637.1
gyudon,Red Meat Main,5.2167,0.4060873920872168,2.553051909171322,19,45,32.725,557.3000000000001
hamburger,Red Meat Main,3.8876,0.5502933141427692,1.9550958451144764,37,45,51.365,649.15
iskender_kebab,Red Meat Main,7.8508,0.3672064267488129,3.0624465557794966,1,45,47.05,772.7
kare_kare,Red Meat Main,4.9488,0.4884342294134526,2.3156955773559518,25,45,52.84,772.35
kebab,Red Meat Main,7.1849,0.4289247527784806,2.8184553784371684,9,45,52.034,712.8499999999999
keftedes,Red Meat Main,4.6633,0.528921603586283,2.176638407506484,33,45,44.074,652.6500000000001
kibbeh,Red Meat Main,7.7129,0.4201524414376171,2.9100319294973938,6,45,38.835,755.8500000000001
kitfo,Red Meat Main,6.1523,0.5233179288846862,2.4643921006370864,21,45,53.470000000000006,743.3000000000001
kofte,Red Meat Main,4.9488,0.5200499512413249,2.252975534889335,28,45,41.87199999999999,456.27
koobideh,Red Meat Main,8.4548,0.6431374471788253,2.576131145795741,17,45,52.752,523.53
lasagna,Red Meat Main,6.4539,0.5943961798471784,2.3848938117476752,23,45,63.81,1042.0500000000002
lomo_saltado,Red Meat Main,7.7129,0.5341185394748995,2.670031732365357,15,45,44.23,712.3000000000001
manty,Red Meat Main,4.6633,0.2208545689303118,3.0499742052400984,3,45,33.83,672.9000000000001
massaman_curry,Red Meat Main,8.7381,0.5748645506702768,2.72131360471623,14,45,54.85,1186.2
meatloaf,Red Meat Main,4.0257,0.7061207571069935,1.74066782084725,42,45,59.97,681.1
moussaka,Red Meat Main,7.9968,0.5167985075858745,2.739143675974641,13,45,42.78,669.8000000000001
osso_buco,Red Meat Main,8.6082,0.934,2.2209940781035566,30,45,67.1,828.7
oxtail_stew,Red Meat Main,6.5556,0.928986539843908,1.953980675346344,38,45,74.98999999999998,804.35
pasta_bolognese,Red Meat Main,7.1684,0.3871269799507092,2.9186850038892125,5,45,43.255,829.4000000000001
pastitsio,Red Meat Main,4.0257,0.5295074333734805,2.028506884355271,36,45,60.78,1186.3
pho,Red Meat Main,8.3893,0.395002904915845,3.0558192442312198,2,45,33.29,830.05
picanha,Red Meat Main,7.0959,0.7671063086509742,2.224647036485413,29,45,65.0,625.0
plov,Red Meat Main,3.6628,0.2947560645684604,2.519835046731886,20,45,32.534,790.1000000000001
pot_roast,Red Meat Main,3.2587,0.9118051850146176,1.2736572674902462,45,45,67.39999999999999,719.0
rendang,Red Meat Main,8.6612,0.8130001292883734,2.365877291512047,24,45,57.497,820.56
shashlik,Red Meat Main,7.4181,0.4082318573771191,2.8998429478007117,7,45,51.352,613.3299999999999
steak,Red Meat Main,5.4249,0.7815011469219191,1.9375381276081616,39,45,65.663,745.02
stroganoff,Red Meat Main,5.4694,0.6202507674104062,2.1768003403548617,32,45,63.17499999999999,1126.25
suya,Red Meat Main,8.5603,0.655841093852841,2.568971990630605,18,45,61.16,794.7
taco,Red Meat Main,6.6002,0.418539769036379,2.758083317604976,12,45,36.815000000000005,528.6
tagine,Red Meat Main,3.7665,0.5588869032456304,1.907954334355316,40,45,55.904,868.05
ceviche,Salad/Cold,9.6743,0.039418546557507,5.50299173350176,6,12,31.475,205.65
coleslaw,Salad/Cold,2.6572,0.013196413963922,5.3050830925074255,9,12,2.61,279.05
fattoush,Salad/Cold,8.6612,0.0210290629331569,6.020703129939805,4,12,3.56,219.0
guacamole,Salad/Cold,8.4333,0.0347126588909858,5.492839003506031,7,12,4.025,266.00999999999993
kimchi,Salad/Cold,3.7433,0.0107893163244967,5.849166438998461,5,12,5.75,118.7
labneh,Salad/Cold,6.1523,0.045353367769428,4.910096839092639,10,12,20.0,250.6
onigiri,Salad/Cold,6.1067,0.0556931760085771,4.697284181943532,12,12,10.29,257.4
papaya_salad,Salad/Cold,5.6087,0.0108332800613693,6.2494513593647305,3,12,5.715,146.0
raita,Salad/Cold,6.0561,0.0280594219823921,5.37449683241289,8,12,15.926,111.5
rojak,Salad/Cold,2.2532,0.00285504702091,6.671018394377456,2,12,6.57,187.4
som_tam,Salad/Cold,8.4548,0.0035871560812386,7.7651298957772035,1,12,5.859999999999999,155.0
tzatziki,Salad/Cold,4.3571,0.0328547225145804,4.887466482871309,11,12,15.795,194.8
ackee_saltfish,Seafood Main,7.7129,0.1479771222253908,3.95359184846884,4,17,25.31,299.04999999999995
bacalhau,Seafood Main,6.7438,0.2658607847000939,3.233406037262534,9,17,41.510000000000005,457.3
bouillabaisse,Seafood Main,3.6628,0.177158941750859,3.028935855605435,13,17,41.46,420.0
conch_fritters,Seafood Main,5.7087,0.2860612112475003,2.993540792715464,15,17,29.2,701.7
dim_sum_items,Seafood Main,3.6628,0.1454589858508505,3.226088998545439,10,17,36.2,438.6
escovitch_fish,Seafood Main,6.1523,0.2895370287936256,3.0562980797692543,12,17,41.11,526.5999999999999
fish_and_chips,Seafood Main,2.9929,0.3253698736066217,2.2190354881497494,17,17,47.580000000000005,1036.9
fish_tacos,Seafood Main,6.3586,0.1508035934353108,3.741585221880198,6,17,30.31,442.2000000000001
gambas_al_ajillo,Seafood Main,6.9238,0.2707839602684873,3.241398722471474,8,17,49.760000000000005,588.0500000000001
lobster_roll,Seafood Main,8.8667,0.1997214767272574,3.793134185900168,5,17,42.03999999999999,556.75
nicoise_salad,Seafood Main,5.2167,0.0633398040954804,4.41110634885411,2,17,27.16,421.4
pad_thai,Seafood Main,6.1571,0.2390955383002528,3.2484979525573685,7,17,37.61500000000001,996.05
salt_pepper_squid,Seafood Main,5.9359,0.2891595326065388,3.0217953865968674,14,17,35.512,668.4300000000001
sardines_grilled,Seafood Main,2.2532,0.1916051199035331,2.4646701200060965,16,17,40.11,311.29999999999995
sashimi,Seafood Main,6.2072,0.0629854347994419,4.590561681577233,1,17,31.73,317.3
sushi,Seafood Main,5.081,0.0640243446175479,4.373999975912774,3,17,20.05,304.15000000000003
tempura,Seafood Main,7.4454,0.3320592974999239,3.1100381111129773,11,17,36.7,749.3
borscht,Soup/Stew,7.8508,0.2299651404148642,3.5304429823892574,9,13,16.46,288.9
caldo_verde,Soup/Stew,4.9488,0.1354072417849046,3.5986135585039576,8,13,13.240000000000002,409.55
callaloo,Soup/Stew,7.9826,0.1195534483647046,4.201255913886266,2,13,15.3,210.45
clam_chowder,Soup/Stew,7.9892,0.1957745939328879,3.7088819421081887,7,13,28.985000000000003,595.75
egusi_soup,Soup/Stew,8.5603,0.1448665139118369,4.079077790548169,3,13,39.06999999999999,751.4000000000001
french_onion_soup,Soup/Stew,8.8056,0.2794902450794066,3.4501757710490093,11,13,28.98,615.6
gazpacho,Soup/Stew,9.1606,0.0402863263051759,5.426654843966553,1,13,4.96,258.25
hot_and_sour_soup,Soup/Stew,4.1637,0.1340866392818403,3.435673228205245,12,13,13.329999999999998,186.9
miso_soup,Soup/Stew,3.5943,0.1090529409366971,3.4952710753303213,10,13,11.52,135.2
sancocho,Soup/Stew,7.5688,0.1744279861970753,3.770277843475994,5,13,40.46,415.75000000000006
sinigang,Soup/Stew,7.7129,0.1879552349351595,3.7144457082963833,6,13,43.18999999999999,400.7
tom_kha,Soup/Stew,5.4627,0.1858816088936304,3.3805884922766083,13,13,29.835000000000004,548.9
tom_yum,Soup/Stew,7.7028,0.1541886022669634,3.911162634968012,4,13,27.715,160.3
arancini,Starch/Carb,5.9359,0.3167546374612211,2.930646478488505,42,58,16.52,746.2
arepa,Starch/Carb,8.5603,0.1550682589430726,4.011025114992439,6,58,11.43,295.8
banh_mi,Starch/Carb,6.8396,0.2565416685710571,3.283193427387855,35,58,32.015,587.05
