category,from_dish,to_dish,from_E,to_E,E_reduction,E_ratio,from_H,to_H,H_change,from_cuisine,to_cuisine,sub_score
Noodle/Rice Dish,bibimbap,japchae,0.4103771234250521,0.2850385521038225,0.1253385713212296,1.439724978941011,7.176,7.318,0.14199999999999946,Korean,Korean,1.6441659259506336
Noodle/Rice Dish,bibimbap,lo_mein,0.4103771234250521,0.1958151798842702,0.21456194354078192,2.0957370295172795,7.176,6.505,-0.6710000000000003,Korean,Chinese,0.6894974827111844
Noodle/Rice Dish,bibimbap,mac_and_cheese,0.4103771234250521,0.3013898684318615,0.10898725499319062,1.361615523309572,7.176,6.986,-0.1900000000000004,Korean,American,1.1029085738807527
Noodle/Rice Dish,bibimbap,pad_see_ew,0.4103771234250521,0.2391870645940731,0.17119005883097901,1.7157162078204666,7.176,6.887,-0.2890000000000006,Korean,Thai,1.2198742237603508
Noodle/Rice Dish,bibimbap,pad_thai,0.4103771234250521,0.2390955383002528,0.17128158512479932,1.71637298772889,7.176,6.777,-0.399,Korean,Thai,1.031540165625063
Noodle/Rice Dish,bibimbap,paella,0.4103771234250521,0.2576096497632017,0.1527674736618504,1.5930192203680116,7.176,7.111,-0.06500000000000039,Korean,Spanish,1.4894729710440902
Noodle/Rice Dish,bibimbap,pasta_carbonara,0.4103771234250521,0.20538029673412,0.2049968266909321,1.9981328781324903,7.176,7.116,-0.0600000000000005,Korean,Italian,1.8782449054445398
Noodle/Rice Dish,bibimbap,ramen,0.4103771234250521,0.1942964691225439,0.21608065430250822,2.1121182761495523,7.176,6.942,-0.23399999999999999,Korean,Japanese,1.617882599530557
Noodle/Rice Dish,bibimbap,risotto,0.4103771234250521,0.1798937436216193,0.2304833798034328,2.2812195419548416,7.176,7.082,-0.0940000000000003,Korean,Italian,2.066784905011086
Noodle/Rice Dish,biryani,chow_mein,0.3345396378994281,0.19426553805153,0.1402740998478981,1.7220740294693422,6.789,6.051,-0.7379999999999995,Indian,Chinese,0.45118339572096844
Noodle/Rice Dish,biryani,dan_dan_noodles,0.3345396378994281,0.1768632843021446,0.1576763535972835,1.8915154675512917,6.789,7.243,0.4540000000000006,Indian,Chinese,2.7502634898195795
Noodle/Rice Dish,biryani,donburi,0.3345396378994281,0.2347841626076021,0.09975547529182599,1.424881619713629,6.789,6.081,-0.7079999999999993,Indian,Japanese,0.41606543295638065
Noodle/Rice Dish,biryani,fried_rice,0.3345396378994281,0.2050187887838639,0.1295208491155642,1.6317511184407025,6.789,6.66,-0.12899999999999956,Indian,Chinese,1.4212552241618526
Noodle/Rice Dish,biryani,lo_mein,0.3345396378994281,0.1958151798842702,0.1387244580151579,1.7084458829859166,6.789,6.505,-0.2839999999999998,Indian,Chinese,1.2232472522179165
Noodle/Rice Dish,biryani,pad_see_ew,0.3345396378994281,0.2391870645940731,0.09535257330535499,1.3986527175588648,6.789,6.887,0.09799999999999986,Indian,Thai,1.5357206838796333
Noodle/Rice Dish,biryani,pad_thai,0.3345396378994281,0.2390955383002528,0.0954440995991753,1.3991881248713138,6.789,6.777,-0.011999999999999567,Indian,Thai,1.3823978673728587
Noodle/Rice Dish,biryani,pasta_carbonara,0.3345396378994281,0.20538029673412,0.12915934116530808,1.6288789295718782,6.789,7.116,0.32699999999999996,Indian,Italian,2.1615223395418823
Noodle/Rice Dish,biryani,ramen,0.3345396378994281,0.1942964691225439,0.1402431687768842,1.7217998834988197,6.789,6.942,0.15300000000000047,Indian,Japanese,1.9852352656741399
Noodle/Rice Dish,biryani,risotto,0.3345396378994281,0.1798937436216193,0.15464589427780878,1.8596513206322742,6.789,7.082,0.29300000000000015,Indian,Italian,2.4045291575775307
Noodle/Rice Dish,bun_bo_hue,chow_mein,0.4268114422342925,0.19426553805153,0.23254590418276253,2.197051759746901,6.883,6.051,-0.8319999999999999,Vietnamese,Chinese,0.3691046956374797
Noodle/Rice Dish,bun_bo_hue,dan_dan_noodles,0.4268114422342925,0.1768632843021446,0.24994815793214792,2.413228070022429,6.883,7.243,0.3600000000000003,Vietnamese,Chinese,3.281990175230504
Noodle/Rice Dish,bun_bo_hue,donburi,0.4268114422342925,0.2347841626076021,0.19202727962669042,1.8178885555736064,6.883,6.081,-0.8019999999999996,Vietnamese,Japanese,0.35994193400357477
Noodle/Rice Dish,bun_bo_hue,fried_rice,0.4268114422342925,0.2050187887838639,0.22179265345042862,2.081816231410128,6.883,6.66,-0.22299999999999986,Vietnamese,Chinese,1.6175712118056695
Noodle/Rice Dish,bun_bo_hue,japchae,0.4268114422342925,0.2850385521038225,0.14177289013047,1.4973814562418581,6.883,7.318,0.4349999999999996,Vietnamese,Korean,2.1487423897070657
Noodle/Rice Dish,bun_bo_hue,lo_mein,0.4268114422342925,0.1958151798842702,0.23099626235002232,2.179664735321055,6.883,6.505,-0.3780000000000001,Vietnamese,Chinese,1.355751465369696
Noodle/Rice Dish,bun_bo_hue,mac_and_cheese,0.4268114422342925,0.3013898684318615,0.12542157380243102,1.4161439614908171,6.883,6.986,0.10299999999999976,Vietnamese,American,1.562006789524371
Noodle/Rice Dish,bun_bo_hue,pad_see_ew,0.4268114422342925,0.2391870645940731,0.18762437764021941,1.784425269646746,6.883,6.887,0.0039999999999995595,Vietnamese,Thai,1.7915629707253322
Noodle/Rice Dish,bun_bo_hue,pad_thai,0.4268114422342925,0.2390955383002528,0.18771590393403972,1.7851083515339745,6.883,6.777,-0.10599999999999987,Vietnamese,Thai,1.5958868662713734
Noodle/Rice Dish,bun_bo_hue,paella,0.4268114422342925,0.2576096497632017,0.1692017924710908,1.656814652038941,6.883,7.111,0.22799999999999976,Vietnamese,Spanish,2.0345683927038194
Noodle/Rice Dish,bun_bo_hue,pasta_carbonara,0.4268114422342925,0.20538029673412,0.2214311455001725,2.07815184329406,6.883,7.116,0.23299999999999965,Vietnamese,Italian,2.562361222781575
Noodle/Rice Dish,bun_bo_hue,ramen,0.4268114422342925,0.1942964691225439,0.23251497311174862,2.1967019995875483,6.883,6.942,0.05900000000000016,Vietnamese,Japanese,2.326307417563214
Noodle/Rice Dish,bun_bo_hue,risotto,0.4268114422342925,0.1798937436216193,0.2469176986126732,2.3725752415938888,6.883,7.082,0.19899999999999984,Vietnamese,Italian,2.8447177146710723
Noodle/Rice Dish,chow_fun,dan_dan_noodles,0.372484261208624,0.1768632843021446,0.1956209769064794,2.1060575838470244,7.171,7.243,0.07200000000000006,Chinese,Chinese,2.2576937298840103
Noodle/Rice Dish,chow_fun,fried_rice,0.372484261208624,0.2050187887838639,0.1674654724247601,1.8168298789498094,7.171,6.66,-0.5110000000000001,Chinese,Chinese,0.8884298108064566
Noodle/Rice Dish,chow_fun,japchae,0.372484261208624,0.2850385521038225,0.08744570910480148,1.3067855504435422,7.171,7.318,0.14699999999999935,Chinese,Korean,1.498883026358742
Noodle/Rice Dish,chow_fun,lo_mein,0.372484261208624,0.1958151798842702,0.1766690813243538,1.9022236244849249,7.171,6.505,-0.6660000000000004,Chinese,Chinese,0.6353426905779642
Noodle/Rice Dish,chow_fun,pad_see_ew,0.372484261208624,0.2391870645940731,0.1332971966145509,1.557292664805143,7.171,6.887,-0.2840000000000007,Chinese,Thai,1.1150215480004813
Noodle/Rice Dish,chow_fun,pad_thai,0.372484261208624,0.2390955383002528,0.1333887229083712,1.557888799835585,7.171,6.777,-0.39400000000000013,Chinese,Thai,0.9440806127003644
Noodle/Rice Dish,chow_fun,paella,0.372484261208624,0.2576096497632017,0.11487461144542227,1.445925110146365,7.171,7.111,-0.0600000000000005,Chinese,Spanish,1.3591696035375824
Noodle/Rice Dish,chow_fun,pasta_carbonara,0.372484261208624,0.20538029673412,0.16710396447450399,1.8136319166528054,7.171,7.116,-0.055000000000000604,Chinese,Italian,1.7138821612369
Noodle/Rice Dish,chow_fun,ramen,0.372484261208624,0.1942964691225439,0.1781877920860801,1.9170922811453461,7.171,6.942,-0.2290000000000001,Chinese,Japanese,1.4780781487630616
Noodle/Rice Dish,chow_fun,risotto,0.372484261208624,0.1798937436216193,0.19259051758700468,2.0705792970326486,7.171,7.082,-0.08900000000000041,Chinese,Italian,1.886297739596742
Noodle/Rice Dish,donburi,dan_dan_noodles,0.2347841626076021,0.1768632843021446,0.0579208783054575,1.3274895551894665,6.081,7.243,1.162,Japanese,Chinese,2.8700324183196266
Noodle/Rice Dish,donburi,risotto,0.2347841626076021,0.1798937436216193,0.05489041898598279,1.3051268925807498,6.081,7.082,1.0009999999999994,Japanese,Italian,2.6115589120540794
Noodle/Rice Dish,japchae,dan_dan_noodles,0.2850385521038225,0.1768632843021446,0.10817526780167791,1.6116321328562269,7.318,7.243,-0.07499999999999929,Korean,Chinese,1.490759722892011
Noodle/Rice Dish,japchae,fried_rice,0.2850385521038225,0.2050187887838639,0.08001976331995861,1.3903045364506446,7.318,6.66,-0.6579999999999995,Korean,Chinese,0.47548415146612116
Noodle/Rice Dish,japchae,lo_mein,0.2850385521038225,0.1958151798842702,0.08922337221955232,1.4556509473488455,7.318,6.505,-0.8129999999999997,Korean,Chinese,0.2722067271542345
Noodle/Rice Dish,japchae,pasta_carbonara,0.2850385521038225,0.20538029673412,0.0796582553697025,1.3878573389774873,7.318,7.116,-0.20199999999999996,Korean,Italian,1.1075101565040348
Noodle/Rice Dish,japchae,ramen,0.2850385521038225,0.1942964691225439,0.09074208298127862,1.4670289861214465,7.318,6.942,-0.37599999999999945,Korean,Japanese,0.9154260873397835
Noodle/Rice Dish,japchae,risotto,0.2850385521038225,0.1798937436216193,0.1051448084822032,1.5844828528520716,7.318,7.082,-0.23599999999999977,Korean,Italian,1.2105448995789831
Noodle/Rice Dish,lasagna,bibimbap,0.5943961798471784,0.4103771234250521,0.1840190564221263,1.4484145092842486,6.885,7.176,0.29100000000000037,Italian,Korean,1.8699031314859655
Noodle/Rice Dish,lasagna,biryani,0.5943961798471784,0.3345396378994281,0.2598565419477503,1.7767586034928107,6.885,6.789,-0.09600000000000009,Italian,Indian,1.6061897775575007
Noodle/Rice Dish,lasagna,bun_bo_hue,0.5943961798471784,0.4268114422342925,0.1675847376128859,1.3926434978772018,6.885,6.883,-0.0019999999999997797,Italian,Vietnamese,1.3898582108814477
Noodle/Rice Dish,lasagna,chow_fun,0.5943961798471784,0.372484261208624,0.22191191863855442,1.595761866336318,6.885,7.171,0.2860000000000005,Italian,Chinese,2.052149760108506
Noodle/Rice Dish,lasagna,chow_mein,0.5943961798471784,0.19426553805153,0.4001306417956484,3.059709847711186,6.885,6.051,-0.8339999999999996,Italian,Chinese,0.507911834720058
Noodle/Rice Dish,lasagna,dan_dan_noodles,0.5943961798471784,0.1768632843021446,0.4175328955450338,3.360766380611484,6.885,7.243,0.35800000000000054,Italian,Chinese,4.563920744870397
Noodle/Rice Dish,lasagna,donburi,0.5943961798471784,0.2347841626076021,0.3596120172395763,2.5316706767849615,6.885,6.081,-0.8039999999999994,Italian,Japanese,0.496207452649854
Noodle/Rice Dish,lasagna,fried_rice,0.5943961798471784,0.2050187887838639,0.3893773910633145,2.899227838448535,6.885,6.66,-0.22499999999999964,Italian,Chinese,2.2469015747976155
Noodle/Rice Dish,lasagna,japchae,0.5943961798471784,0.2850385521038225,0.3093576277433559,2.0853185488771198,6.885,7.318,0.43299999999999983,Italian,Korean,2.9882614805409125
Noodle/Rice Dish,lasagna,lo_mein,0.5943961798471784,0.1958151798842702,0.3985809999629082,3.035495921197099,6.885,6.505,-0.3799999999999999,Italian,Chinese,1.8820074711422017
Noodle/Rice Dish,lasagna,mac_and_cheese,0.5943961798471784,0.3013898684318615,0.2930063114153169,1.972183680028249,6.885,6.986,0.10099999999999998,Italian,American,2.171374231711102
Noodle/Rice Dish,lasagna,pad_see_ew,0.5943961798471784,0.2391870645940731,0.3552091152531053,2.4850682492213134,6.885,6.887,0.0019999999999997797,Italian,Thai,2.4900383857197554
Noodle/Rice Dish,lasagna,pad_thai,0.5943961798471784,0.2390955383002528,0.35530064154692564,2.48601953877008,6.885,6.777,-0.10799999999999965,Italian,Thai,2.217529428582912
Noodle/Rice Dish,lasagna,paella,0.5943961798471784,0.2576096497632017,0.3367865300839767,2.30735215234971,6.885,7.111,0.22599999999999998,Italian,Spanish,2.8288137387807444
Noodle/Rice Dish,lasagna,pasta_bolognese,0.5943961798471784,0.3871269799507092,0.2072691998964692,1.5354036546945389,6.885,7.058,0.17300000000000004,Italian,Italian,1.8010284869566942
Noodle/Rice Dish,lasagna,pasta_carbonara,0.5943961798471784,0.20538029673412,0.3890158831130584,2.8941246521649946,6.885,7.116,0.23099999999999987,Italian,Italian,3.562667446815108
Noodle/Rice Dish,lasagna,pho,0.5943961798471784,0.395002904915845,0.1993932749313334,1.504789388761113,6.885,6.974,0.08900000000000041,Italian,Vietnamese,1.6387156443608526
Noodle/Rice Dish,lasagna,ramen,0.5943961798471784,0.1942964691225439,0.4000997107246345,3.059222756499447,6.885,6.942,0.057000000000000384,Italian,Japanese,3.233598453619917
Noodle/Rice Dish,lasagna,risotto,0.5943961798471784,0.1798937436216193,0.4145024362255591,3.3041514834301604,6.885,7.082,0.19700000000000006,Italian,Italian,3.955069325665902
Noodle/Rice Dish,mac_and_cheese,chow_mein,0.3013898684318615,0.19426553805153,0.1071243303803315,1.5514324952062069,6.986,6.051,-0.9349999999999996,American,Chinese,0.10084311218840405
Noodle/Rice Dish,mac_and_cheese,dan_dan_noodles,0.3013898684318615,0.1768632843021446,0.1245265841297169,1.7040838612777414,6.986,7.243,0.25700000000000056,American,Chinese,2.142033413626122
Noodle/Rice Dish,mac_and_cheese,fried_rice,0.3013898684318615,0.2050187887838639,0.0963710796479976,1.4700597453514102,6.986,6.66,-0.3259999999999996,American,Chinese,0.990820268366851
Noodle/Rice Dish,mac_and_cheese,lo_mein,0.3013898684318615,0.1958151798842702,0.1055746885475913,1.5391547714022353,6.986,6.505,-0.48099999999999987,American,Chinese,0.7988213263577604
Noodle/Rice Dish,mac_and_cheese,pasta_carbonara,0.3013898684318615,0.20538029673412,0.09600957169774149,1.4674721637101975,6.986,7.116,0.1299999999999999,American,Italian,1.658243544992523
Noodle/Rice Dish,mac_and_cheese,ramen,0.3013898684318615,0.1942964691225439,0.1070933993093176,1.551185514553912,6.986,6.942,-0.043999999999999595,American,Japanese,1.4829333519135404
Noodle/Rice Dish,mac_and_cheese,risotto,0.3013898684318615,0.1798937436216193,0.12149612481024219,1.6753771552266534,6.986,7.082,0.09600000000000009,American,Italian,1.8362133621284122
Noodle/Rice Dish,pad_see_ew,dan_dan_noodles,0.2391870645940731,0.1768632843021446,0.062323780291928504,1.3523839362015782,6.887,7.243,0.35600000000000076,Thai,Chinese,1.833832617489341
Noodle/Rice Dish,pad_see_ew,risotto,0.2391870645940731,0.1798937436216193,0.059293320972453795,1.3296019070967182,6.887,7.082,0.19500000000000028,Thai,Italian,1.5888742789805785
Noodle/Rice Dish,pad_thai,dan_dan_noodles,0.2390955383002528,0.1768632843021446,0.062232253998108195,1.3518664387787442,6.777,7.243,0.4660000000000002,Thai,Chinese,1.9818361992496394
Noodle/Rice Dish,pad_thai,risotto,0.2390955383002528,0.1798937436216193,0.059201794678633485,1.3290931273471964,6.777,7.082,0.3049999999999997,Thai,Italian,1.734466531188091
Noodle/Rice Dish,paella,dan_dan_noodles,0.2576096497632017,0.1768632843021446,0.08074636546105712,1.4565467942069534,7.111,7.243,0.13200000000000056,Spanish,Chinese,1.648810971042272
Noodle/Rice Dish,paella,lo_mein,0.2576096497632017,0.1958151798842702,0.06179446987893153,1.3155754825312982,7.111,6.505,-0.6059999999999999,Spanish,Chinese,0.5183367401173317
Noodle/Rice Dish,paella,ramen,0.2576096497632017,0.1942964691225439,0.06331318064065783,1.3258586269044645,7.111,6.942,-0.1689999999999996,Spanish,Japanese,1.1017885189576107
Noodle/Rice Dish,paella,risotto,0.2576096497632017,0.1798937436216193,0.07771590614158241,1.4320100553638302,7.111,7.082,-0.028999999999999915,Spanish,Italian,1.3904817637582791
Noodle/Rice Dish,pasta_bolognese,dan_dan_noodles,0.3871269799507092,0.1768632843021446,0.21026369564856462,2.18884875670046,7.058,7.243,0.1850000000000005,Italian,Chinese,2.5937857766900465
Noodle/Rice Dish,pasta_bolognese,donburi,0.3871269799507092,0.2347841626076021,0.15234281734310712,1.6488632608397855,7.058,6.081,-0.9769999999999994,Italian,Japanese,0.03792385499931602
Noodle/Rice Dish,pasta_bolognese,fried_rice,0.3871269799507092,0.2050187887838639,0.18210819116684532,1.888251229299908,7.058,6.66,-0.3979999999999997,Italian,Chinese,1.1367272400385453
Noodle/Rice Dish,pasta_bolognese,japchae,0.3871269799507092,0.2850385521038225,0.10208842784688671,1.358156561957633,7.058,7.318,0.2599999999999998,Italian,Korean,1.7112772680666173
Noodle/Rice Dish,pasta_bolognese,lo_mein,0.3871269799507092,0.1958151798842702,0.19131180006643903,1.9770018860616796,7.058,6.505,-0.5529999999999999,Italian,Chinese,0.8837198430695709
Noodle/Rice Dish,pasta_bolognese,pad_see_ew,0.3871269799507092,0.2391870645940731,0.14793991535663611,1.6185113547327759,7.058,6.887,-0.17100000000000026,Italian,Thai,1.3417459130734708
Noodle/Rice Dish,pasta_bolognese,pad_thai,0.3871269799507092,0.2390955383002528,0.14803144165045642,1.6191309244113148,7.058,6.777,-0.2809999999999997,Italian,Thai,1.1641551346517358
Noodle/Rice Dish,pasta_bolognese,paella,0.3871269799507092,0.2576096497632017,0.1295173301875075,1.5027658331377012,7.058,7.111,0.052999999999999936,Italian,Spanish,1.5824124222939993
Noodle/Rice Dish,pasta_bolognese,pasta_carbonara,0.3871269799507092,0.20538029673412,0.1817466832165892,1.8849275519933333,7.058,7.116,0.05799999999999983,Italian,Italian,1.9942533500089463
Noodle/Rice Dish,pasta_bolognese,ramen,0.3871269799507092,0.1942964691225439,0.19283051082816532,1.9924550440828959,7.058,6.942,-0.11599999999999966,Italian,Japanese,1.7613302589692805
Noodle/Rice Dish,pasta_bolognese,risotto,0.3871269799507092,0.1798937436216193,0.2072332363290899,2.1519757839103915,7.058,7.082,0.02400000000000002,Italian,Italian,2.203623202724241
Noodle/Rice Dish,pho,chow_mein,0.395002904915845,0.19426553805153,0.200737366864315,2.0333143432319343,6.974,6.051,-0.923,Vietnamese,Chinese,0.15656520442885885
Noodle/Rice Dish,pho,dan_dan_noodles,0.395002904915845,0.1768632843021446,0.2181396206137004,2.233379903999981,6.974,7.243,0.26900000000000013,Vietnamese,Chinese,2.834159098175976
Noodle/Rice Dish,pho,donburi,0.395002904915845,0.2347841626076021,0.1602187423082429,1.6824086451521802,6.974,6.081,-0.8929999999999998,Vietnamese,Japanese,0.18001772503128363
Noodle/Rice Dish,pho,fried_rice,0.395002904915845,0.2050187887838639,0.1899841161319811,1.9266668545792027,6.974,6.66,-0.31400000000000006,Vietnamese,Chinese,1.321693462241333
Noodle/Rice Dish,pho,japchae,0.395002904915845,0.2850385521038225,0.10996435281202249,1.3857876487246856,6.974,7.318,0.3439999999999994,Vietnamese,Korean,1.8624985998859767
Noodle/Rice Dish,pho,lo_mein,0.395002904915845,0.1958151798842702,0.1991877250315748,2.017223103690418,6.974,6.505,-0.4690000000000003,Vietnamese,Chinese,1.0711454680596113
Noodle/Rice Dish,pho,mac_and_cheese,0.395002904915845,0.3013898684318615,0.0936130364839835,1.3106044571805096,6.974,6.986,0.011999999999999567,Vietnamese,American,1.326331710666675
Noodle/Rice Dish,pho,pad_see_ew,0.395002904915845,0.2391870645940731,0.1558158403217719,1.6514392431137888,6.974,6.887,-0.08700000000000063,Vietnamese,Thai,1.5077640289628882
Noodle/Rice Dish,pho,pad_thai,0.395002904915845,0.2390955383002528,0.1559073666155922,1.6520714176598559,6.974,6.777,-0.19700000000000006,Vietnamese,Thai,1.3266133483808642
Noodle/Rice Dish,pho,paella,0.395002904915845,0.2576096497632017,0.13739325515264328,1.533338930738569,6.974,7.111,0.13699999999999957,Vietnamese,Spanish,1.7434063642497521
Noodle/Rice Dish,pho,pasta_carbonara,0.395002904915845,0.20538029673412,0.189622608181725,1.9232755585469112,6.974,7.116,0.14199999999999946,Vietnamese,Italian,2.1963806878605716
Noodle/Rice Dish,pho,ramen,0.395002904915845,0.1942964691225439,0.2007064357933011,2.032990649288199,6.974,6.942,-0.03200000000000003,Vietnamese,Japanese,1.9679349485109767
Noodle/Rice Dish,pho,risotto,0.395002904915845,0.1798937436216193,0.2151091612942257,2.1957567670984544,6.974,7.082,0.10799999999999965,Vietnamese,Italian,2.4328984979450867
