n_dei_dishes,n_fndds_items,n_wweia_categories,n_fndds_matched,pct_fndds_matched,n_dishes_matched,pct_dishes_matched,n_wweia_covered,pct_wweia_covered,n_wweia_zero,major_gaps,strength
334,5432,172,933,17.1759941089838,119,35.62874251497006,73,42.44186046511628,99,"Fruits, Plain vegetables, Milk, Fats/oils, Sugars/candies, Breakfast cereals","Prepared dishes, ethnic cuisines, restaurant meals"
