n_dishes,H_CV_pct,E_CV_pct,Var_logH,Var_logE,Cov_logHE,Var_logDEI,H_pct,E_pct,r_HE,rho_DEI_invE
334,33.62175814459306,63.97863932942678,0.17589766429283316,0.623395821902134,0.02668085857423761,0.745931769046492,20.00408239876096,79.99591760123904,0.08057268214294643,0.7895633967343185
