metric,value
rho_E_median,0.8717545826097932
rho_E_p2.5,0.8557619776100621
rho_E_p97.5,0.8823770825446365
rho_DEI_median,0.8702103623814292
rho_DEI_p2.5,0.854908072373021
rho_DEI_p97.5,0.8807039513506215
within_2decile_median,0.8287163480296528
within_2decile_p2.5,0.8056964494732735
within_2decile_p97.5,0.8462738977760437
e_dominance_median,95.63384531509527
e_dominance_p2.5,95.42866729502674
e_dominance_p97.5,95.84854023396575
e_dominance_min,95.24795180410574
