dish_id,E_current,E_best_benchmark,E_reducible,E_reduction_pct,benchmark_dish,benchmark_H,has_efficient_alternative
mapo_tofu,0.2133064982371322,0.0347126588909858,0.17859383934614642,83.72639409588177,guacamole,8.706,True
massaman_curry,0.5748645506702768,0.0347126588909858,0.5401518917792909,93.96159341352465,guacamole,8.706,True
minestrone,0.1196048159520431,0.0107893163244967,0.1088154996275464,90.97919574674752,kimchi,4.6016,True
miso_soup,0.1090529409366971,0.0107893163244967,0.0982636246122004,90.10634996926889,kimchi,4.6016,True
moussaka,0.5167985075858745,0.0347126588909858,0.48208584869488874,93.28313484240903,guacamole,8.706,True
naan,0.2138116130018896,0.0107893163244967,0.2030222966773929,94.9538211825747,kimchi,4.6016,True
nachos,0.2693445432591771,0.0347126588909858,0.23463188436819132,87.11217295477805,guacamole,8.706,True
okonomiyaki,0.1942506282035568,0.0108332800613693,0.1834173481421875,94.42303988329087,papaya_salad,5.653,True
onigiri,0.0556931760085771,0.0280594219823921,0.027633754026185002,49.61784550037015,raita,6.5861,True
orange_chicken,0.3702907257974551,0.0107893163244967,0.3595014094729584,97.08625802029988,kimchi,4.6016,True
osso_buco,0.934,0.0347126588909858,0.8992873411090142,96.2834412322285,guacamole,8.706,True
pad_see_ew,0.2391870645940731,0.0347126588909858,0.2044744057030873,85.48723404006107,guacamole,8.706,True
pad_thai,0.2390955383002528,0.0280594219823921,0.21103611631786068,88.26434730573872,raita,6.5861,True
paella,0.2576096497632017,0.0347126588909858,0.22289699087221593,86.52509371333949,guacamole,8.706,True
palak_paneer,0.2075051881169707,0.0347126588909858,0.1727925292259849,83.2714260274696,guacamole,8.706,True
pancake,0.1740145033925502,0.0108332800613693,0.1631812233311809,93.77449588961497,papaya_salad,5.653,True
paneer_tikka,0.2850173554547919,0.0347126588909858,0.2503046965638061,87.82086135225133,guacamole,8.706,True
panna_cotta,0.0769170517835727,0.0347126588909858,0.04220439289258691,54.870008553292685,guacamole,8.706,True
papaya_salad,0.0108332800613693,,0.0,0.0,,,False
pasta_bolognese,0.3871269799507092,0.0347126588909858,0.3524143210597234,91.03326280813454,guacamole,8.706,True
pasta_carbonara,0.20538029673412,0.0107893163244967,0.1945909804096233,94.74666436066929,kimchi,4.6016,True
patatas_bravas,0.2824044679241891,0.0243759548418201,0.258028513082369,91.36842450794236,thai_iced_tea,6.2269,True
peking_duck,0.3637668649375477,0.0363340634140795,0.32743280152346815,90.01171714187947,ca_phe_sua_da,9.9583,True
penne_arrabbiata,0.1413938119152791,0.0347126588909858,0.10668115302429332,75.44966189058891,guacamole,8.706,True
pho,0.395002904915845,0.0347126588909858,0.3602902460248592,91.21204971938592,guacamole,8.706,True
pita,0.2214726334827755,0.0108332800613693,0.2106393534214062,95.10852429439693,papaya_salad,5.653,True
pizza,0.3198078040607087,0.0243759548418201,0.2954318492188886,92.37793620658712,thai_iced_tea,6.2269,True
pizza_margherita,0.2942943620278918,0.0107893163244967,0.2835050457033951,96.33383519475166,kimchi,4.6016,True
pozole,0.1813985581478384,0.0108332800613693,0.1705652780864691,94.02791280593297,papaya_salad,5.653,True
pulled_pork,0.4097443133224298,0.0347126588909858,0.375031654431444,91.52821460546538,guacamole,8.706,True
quesadilla,0.2259953170821839,0.0347126588909858,0.1912826581911981,84.64009814930704,guacamole,8.706,True
quiche,0.3547504593313247,0.0280594219823921,0.3266910373489326,92.0903775472816,raita,6.5861,True
raita,0.0280594219823921,,0.0,0.0,,,False
ramen,0.1942964691225439,0.0107893163244967,0.1835071527980472,94.44698281280046,kimchi,4.6016,True
ratatouille,0.1346233349410699,0.0107893163244967,0.1238340186165732,91.98555263155558,kimchi,4.6016,True
ravioli,0.1935701450266944,0.0347126588909858,0.1588574861357086,82.06714217928662,guacamole,8.706,True
red_curry,0.2608840882697989,0.0347126588909858,0.22617142937881313,86.69422151377552,guacamole,8.706,True
ribs,0.5441126977074214,0.0347126588909858,0.5094000388164356,93.62031817356127,guacamole,8.706,True
risotto,0.1798937436216193,0.0347126588909858,0.14518108473063351,80.70379870241686,guacamole,8.706,True
samgyeopsal,0.274564609930532,0.0108332800613693,0.2637313298691627,96.05437857992322,papaya_salad,5.653,True
samosa,0.2564875522755967,0.0347126588909858,0.22177489338461093,86.46614286618988,guacamole,8.706,True
sashimi,0.0629854347994419,0.0280594219823921,0.034926012817049795,55.45093548732519,raita,6.5861,True
satay,0.2351079257839079,0.0347126588909858,0.2003952668929221,85.23543654462298,guacamole,8.706,True
scallion_pancake,0.145579254449721,0.0347126588909858,0.11086659555873521,76.1554906829293,guacamole,8.706,True
shawarma,0.3031312637237955,0.0347126588909858,0.2684186048328097,88.54863781961633,guacamole,8.706,True
souffle,0.2974611158696626,0.0243759548418201,0.2730851610278425,91.80533066631108,thai_iced_tea,6.2269,True
soup,0.1268497208512982,0.0107893163244967,0.1160604045268015,91.4944106679236,kimchi,4.6016,True
spanakopita,0.2741309781639822,0.0108332800613693,0.2632976981026129,96.04813723209023,papaya_salad,5.653,True
spring_rolls,0.2903988081034614,0.0347126588909858,0.2556861492124756,88.04655600424552,guacamole,8.706,True
steak,0.7815011469219191,0.0243759548418201,0.757125192080099,96.880880477549,thai_iced_tea,6.2269,True
sundubu_jjigae,0.1660415503417002,0.0347126588909858,0.1313288914507144,79.09399254611276,guacamole,8.706,True
sushi,0.0640243446175479,0.0108332800613693,0.0531910645561786,83.07943622682535,papaya_salad,5.653,True
sweet_and_sour,0.3685525819004364,0.0108332800613693,0.3577193018390671,97.06058766282204,papaya_salad,5.653,True
tabbouleh,0.0422978507033765,0.0347126588909858,0.007585191812390701,17.93280671773046,guacamole,8.706,True
taco,0.418539769036379,0.0347126588909858,0.3838271101453932,91.70624598687333,guacamole,8.706,True
takoyaki,0.1512882831212846,0.0280594219823921,0.12322886113889249,81.45301050187908,raita,6.5861,True
tamale,0.1372645889738489,0.0347126588909858,0.10255193008286312,74.71113332980649,guacamole,8.706,True
tandoori_chicken,0.2790571517430138,0.0108332800613693,0.2682238716816445,96.11789914943813,papaya_salad,5.653,True
tapas,0.1942673219562087,0.0347126588909858,0.1595546630652229,82.1314987299765,guacamole,8.706,True
tempura,0.3320592974999239,0.0347126588909858,0.2973466386089381,89.54624696482297,guacamole,8.706,True
teriyaki,0.2907920050126571,0.0107893163244967,0.2800026886881604,96.28967917325406,kimchi,4.6016,True
thai_iced_tea,0.0243759548418201,,0.0,0.0,,,False
tikka_masala,0.2352417448800396,0.0347126588909858,0.2005290859890538,85.24383548137371,guacamole,8.706,True
tiramisu,0.1078809838214075,0.0347126588909858,0.07316832493042169,67.82319027749027,guacamole,8.706,True
tom_kha,0.1858816088936304,0.0108332800613693,0.1750483288322611,94.17194625877777,papaya_salad,5.653,True
tom_yum,0.1541886022669634,0.0347126588909858,0.11947594337597761,77.48688399750586,guacamole,8.706,True
tteokbokki,0.1505269670921717,0.0108332800613693,0.1396936870308024,92.80309683331639,papaya_salad,5.653,True
udon,0.1444559831100882,0.0243759548418201,0.1200800282682681,83.1256869275927,thai_iced_tea,6.2269,True
vindaloo,0.2360593776690798,0.0347126588909858,0.201346718778094,85.29494602851669,guacamole,8.706,True
waffle,0.1785825277098203,0.0108332800613693,0.167749247648451,93.93374021507168,papaya_salad,5.653,True
wonton_soup,0.1715262451683963,0.0108332800613693,0.160692965107027,93.6841851515296,papaya_salad,5.653,True
xiao_long_bao,0.1355547936033021,0.0347126588909858,0.10084213471231632,74.39215687748265,guacamole,8.706,True
yakitori,0.2192980503856408,0.0107893163244967,0.2085087340611441,95.08006737610143,kimchi,4.6016,True
