Measure,H_CV_pct,Var_logH,Var_logE,H_contribution_pct,E_contribution_pct
BERT (absolute),3.859091153011097,0.0015526785517940927,0.5995237865393254,0.7881974971328938,99.2118025028671
Pairwise (Bradley-Terry),29.857033297898106,0.13715505969833533,0.5995237865393254,15.882343041852593,84.1176569581474
