dish_id,cuisine,H_mean,E_composite,log_DEI,NDI,log_NDI,log_DEI_N,calorie_kcal,protein_g,meal_role,rank_DEI,rank_DEI_N,rank_shift_N,is_pareto_3d
gambas_al_ajillo,Spanish,7.299732411384583,0.2707839602684873,3.2942716621200265,7.214547113365241,1.976099420105358,4.282321372172706,588.0500000000001,49.760000000000005,Full Main,207.0,151.0,-56,False
paneer_tikka,Indian,7.1,0.2850173554547919,3.2152999882822595,8.440988214365182,2.1330993887638097,4.2818496826641645,773.09,43.622,Heavy Main,236.0,152.0,-84,False
halloumi,Lebanese,7.691988510131836,0.2737251146473554,3.335810241364168,6.59535378109487,1.8863654285659606,4.278992955647148,692.9,37.5,Full Main,194.0,153.0,-41,False
yakitori,Japanese,6.842,0.2192980503856408,3.440403600323582,5.334627279359067,1.674219019025266,4.277513109836215,338.34999999999997,36.645,Light Main,163.0,154.0,-9,False
bossam,Korean,7.472921006533564,0.2477463793234811,3.406635674489247,5.5193948848008025,1.7082682319613431,4.260769790469919,631.9,69.2,Full Main,169.0,155.0,-14,False
tandoori_chicken,Indian,7.061,0.2790571517430138,3.230925357715805,7.793487181808099,2.053288408217073,4.257569561824342,519.3899999999999,68.57200000000002,Full Main,229.0,156.0,-73,False
pao_de_queijo,South American,7.055193427801132,0.2428052824914401,3.3692594655306367,5.862766404562071,1.7686215748827188,4.253570252971996,419.9,18.549999999999997,Full Main,182.0,157.0,-25,False
jjajangmyeon,Korean,7.212090999401849,0.2009040454731696,3.5806867936511715,3.8397197922420467,1.3453993931668389,4.2533864902345915,1011.0000000000001,49.68,Heavy Main,130.0,158.0,28,False
tikka_masala,Indian,7.079,0.2352417448800396,3.4042742467637623,5.463351114714079,1.6980623587584907,4.253305426143007,723.7900000000001,57.232000000000006,Heavy Main,170.0,159.0,-11,False
spanakopita,Mediterranean,7.365,0.2741309781639822,3.290888314228732,6.8423608264245726,1.9231328221459507,4.252454725301707,652.5999999999999,28.53,Full Main,210.0,160.0,-50,False
mee_goreng,Indonesian,7.31028888391894,0.1954133635557322,3.6219209429305015,3.516836211713717,1.2575617819535319,4.250701833907268,875.5500000000001,41.155,Heavy Main,120.0,161.0,41,False
simit,Turkish,7.836113430204845,0.2085930123056449,3.6261132105333,3.4743096238941114,1.2453957898963899,4.248811105481495,469.3,12.685,Full Main,119.0,162.0,43,True
bratwurst,German,7.149126127958298,0.228276205868912,3.444189083336905,4.97407884736129,1.604240197157722,4.246309181915767,655.0,33.629999999999995,Full Main,162.0,163.0,1,False
japchae,Korean,7.318,0.2850385521038225,3.245467903919008,7.381399513519765,1.9989632566120399,4.244949532225029,379.20000000000005,19.884999999999998,Light Main,222.0,164.0,-58,False
korma,Indian,7.243,0.2480675328093393,3.374089745384828,5.666904531748068,1.7346430306979663,4.24141126073381,658.94,59.84200000000001,Full Main,181.0,165.0,-16,False
sisig,Filipino,7.297108249795949,0.2742649021074548,3.2811389831368483,6.711926280347335,1.9038859858428685,4.2330819760582825,570.0,60.02,Full Main,213.0,166.0,-47,False
satay,Thai,7.066,0.2351079257839079,3.403005160546983,5.2526222761737325,1.6587274330802804,4.232368877087122,544.34,45.294000000000004,Full Main,172.0,167.0,-5,False
paella,Spanish,7.111,0.2576096497632017,3.317952706094061,6.160788853015076,1.818204829900771,4.227055121044447,708.15,47.419999999999995,Heavy Main,197.0,168.0,-29,False
escovitch_fish,Caribbean,7.359685101160189,0.2895370287936256,3.235489230782499,7.0480043229758405,1.952744501995756,4.211861481780377,526.5999999999999,41.11,Full Main,226.0,169.0,-57,False
al_pastor,Mexican,7.392412082433701,0.26940861804542,3.311980105610459,6.0031756564603285,1.7922886052875966,4.208124408254257,657.6,59.57,Full Main,201.0,170.0,-31,False
arroz_con_pollo,Caribbean,7.272643348455429,0.2455558063386589,3.3883508627399745,5.072461861432285,1.6238262739970655,4.200263999738507,674.5500000000001,42.559999999999995,Full Main,175.0,171.0,-4,False
chicken_sandwich,American,6.743,0.2305453291832126,3.375812709739652,5.098766726245232,1.6289986921042128,4.1903120557917575,569.9,43.75000000000001,Full Main,179.0,172.0,-7,False
nasi_goreng,Indonesian,7.376929466630898,0.2281692407185525,3.4760251321334827,4.1558645779425,1.4245204879954285,4.188285376131198,600.6,27.975,Full Main,153.0,173.0,20,False
laksa,Indonesian,7.304553164971455,0.1932544214695525,3.6322455871944417,3.009410062874047,1.1017440671511152,4.183117620769999,872.5500000000001,23.58,Heavy Main,116.0,174.0,58,False
satay_indonesian,Indonesian,7.192548033952713,0.253680020757254,3.3447270616876805,5.260890461744486,1.6603003017268365,4.174877212551099,632.3000000000001,60.275000000000006,Full Main,189.0,175.0,-14,False
samgyeopsal,Korean,7.223,0.274564609930532,3.2698390516440545,6.004749086543282,1.792550670569589,4.166114386928848,568.5,56.93000000000001,Full Main,215.0,176.0,-39,False
french_onion_soup,French,7.065,0.2794902450794066,3.229940904458455,6.3638332644180595,1.850630910323718,4.155256359620314,615.6,28.98,Full Main,230.0,177.0,-53,False
bruschetta,Italian,7.304,0.2200736836601747,3.502215006269477,3.671071684635993,1.3004836316016217,4.152456822070289,367.14,8.336,Light Main,146.0,178.0,32,False
scallion_pancake,Chinese,6.964,0.145579254449721,3.867788658452179,1.7435135764586682,0.5559023740024012,4.145739845453379,601.0,10.44,Full Main,72.0,179.0,107,False
butter_chicken,Indian,7.297,0.2453824918883798,3.392400399232125,4.509626626214222,1.5062143621083648,4.145507580286307,807.2900000000001,52.602000000000004,Heavy Main,174.0,180.0,6,False
hu_tieu,Vietnamese,6.963926987701587,0.1931435082000524,3.5850653381856143,3.0529923484545325,1.1161222075113206,4.143126441941275,743.7500000000001,31.87,Heavy Main,127.0,181.0,54,False
poutine,American,7.380352353811264,0.2927894152712246,3.227123029469902,6.223123972701802,1.828272027082653,4.141259043011228,503.34999999999997,19.135,Full Main,231.0,182.0,-49,False
khao_man_gai,Thai,6.972988091707229,0.2492308730802638,3.3314194514429287,4.976155331456192,1.604657571078321,4.13374823698209,610.75,54.230000000000004,Full Main,195.0,183.0,-12,False
lo_mein,Chinese,6.505,0.1958151798842702,3.5031551363564706,3.5126155114352215,1.256360919936994,4.131335596324968,847.2500000000001,40.11500000000001,Heavy Main,145.0,184.0,39,False
nachos,Mexican,6.823,0.2693445432591771,3.232063146816772,6.003734887065874,1.7923817567446552,4.1282540251891,709.6999999999999,33.135000000000005,Heavy Main,228.0,185.0,-43,False
kung_pao_chicken,Chinese,6.489,0.2407579913425084,3.294071470963158,5.284238072104764,1.6647284409261127,4.126435691426215,751.6500000000002,58.24500000000001,Heavy Main,208.0,186.0,-22,False
paneer_butter,Indian,7.063835609835177,0.25735879951274,3.3122722521747834,5.087228729552255,1.62673322837457,4.125638866362068,983.85,39.690000000000005,Heavy Main,200.0,187.0,-13,False
banh_mi,Vietnamese,7.249,0.2565416685710571,3.3413277053142947,4.756600278276457,1.5595331858086867,4.1210942982186385,587.05,32.015,Full Main,192.0,188.0,-4,False
tahdig,Persian,7.298530968030294,0.1874786263494951,3.661763523519325,2.481923022234196,0.9090336718913845,4.1162803594650175,424.20000000000005,8.694,Full Main,109.0,189.0,80,False
souvlaki,Greek,7.25063247179985,0.2720715998352537,3.282778715189128,5.273905249795195,1.6627711222397916,4.114164276309023,705.0999999999999,55.07,Heavy Main,211.0,190.0,-21,False
souffle,French,7.419,0.2974611158696626,3.2165160427053348,6.01692675092926,1.7945766224777695,4.11380435394422,637.5999999999999,31.76,Full Main,234.0,191.0,-43,False
piri_piri,African,7.504131310277706,0.2866743619176335,3.2648620451194708,5.388311721568232,1.6842321116571168,4.106978100948029,650.85,62.355,Full Main,216.0,192.0,-24,False
tiropita,Greek,7.766863490961775,0.2824712241123217,3.314045008899542,4.816274817650145,1.572000769844024,4.100045393821555,727.1,29.96,Heavy Main,199.0,193.0,-6,True
red_curry,Thai,7.176,0.2608840882697989,3.314421201306305,4.781676962725137,1.5647913139992482,4.09681685830593,850.05,45.84999999999999,Heavy Main,198.0,194.0,-4,False
sfeeha,Lebanese,7.909607156117757,0.3120068417868014,3.232808278947876,5.622069983543633,1.7266999205647482,4.09615823923025,605.3,30.01,Full Main,227.0,195.0,-32,True
chow_mein,Chinese,6.051,0.19426553805153,3.438752850604325,3.664901893843579,1.2988015665884056,4.0881536338985285,856.5500000000001,41.04500000000001,Heavy Main,165.0,196.0,31,False
manti_turkish,Turkish,7.629366290613621,0.3164032495057304,3.182742559777367,6.096727943426654,1.8077522245469195,4.086618672050827,592.95,32.305,Full Main,244.0,197.0,-47,False
borek,Turkish,7.338206803569427,0.2701911221855115,3.301720218540468,4.793244732846655,1.567207579346862,4.085324008213899,728.5,28.12,Heavy Main,202.0,198.0,-4,False
shawarma,Mediterranean,7.158,0.3031312637237955,3.1618199660166395,6.336045956379411,1.8462549077022676,4.084947419867774,551.8,57.934000000000005,Full Main,249.0,199.0,-50,False
feijoada,South American,7.383831954130563,0.2897462854725938,3.238042355444753,5.430319091139347,1.6919978967016638,4.084041303795585,1137.45,73.74999999999999,Heavy Main,224.0,200.0,-24,False
fried_rice,Chinese,6.66,0.2050187887838639,3.480773135991656,3.330237602615417,1.2030436535836717,4.082294962783491,546.3000000000001,15.32,Full Main,152.0,201.0,49,False
eggplant_parm,Italian,7.099483235359192,0.2847714296386164,3.2160904194027475,5.629190197091431,1.7279655946997325,4.080073216752614,607.5,23.82,Full Main,235.0,202.0,-33,False
jerk_chicken,Caribbean,6.702607189178467,0.2704630231587363,3.21011647157654,5.682147305871176,1.737329208099676,4.078781075626377,617.1,63.1,Full Main,237.0,203.0,-34,False
donburi,Japanese,6.081,0.2347841626076021,3.254257800004935,5.175373637926381,1.6439115371105815,4.076213568560226,568.8000000000001,41.504999999999995,Full Main,219.0,204.0,-15,False
burrito,Mexican,6.827,0.276301431930006,3.207148202983316,5.642069254196187,1.7302508872645177,4.0722736466155744,847.6999999999999,53.81000000000001,Heavy Main,239.0,205.0,-34,False
salt_pepper_squid,Chinese,7.228080814731294,0.2891595326065388,3.2187502806897488,5.492146216979035,1.703319111181882,4.07040983628069,668.4300000000001,35.512,Full Main,232.0,206.0,-26,False
enchilada,Mexican,6.83,0.2953211986902908,3.141016379428124,6.3885992353145635,1.85451503235813,4.068273895607189,657.6,47.68,Full Main,254.0,207.0,-47,False
chile_relleno,Mexican,6.786,0.3181617528849141,3.060057035015254,7.394796016704144,2.0007765118342653,4.060445290932387,594.3,23.889999999999997,Full Main,261.0,208.0,-53,False
green_curry,Thai,7.287,0.2611478475643975,3.32876050496478,4.148268292754985,1.4226909683033389,4.04010598911645,854.75,46.04999999999999,Heavy Main,196.0,209.0,13,False
plov,Central Asian,7.030042889118195,0.2947560645684604,3.171799971154707,5.281339987832837,1.6641798510944597,4.003889896701937,790.1000000000001,32.534,Heavy Main,247.0,210.0,-37,False
pad_see_ew,Thai,6.887,0.2391870645940731,3.360144912714453,3.5807108365644815,1.2755613384022138,3.9979255819155597,937.45,37.475,Heavy Main,185.0,211.0,26,False
naan,Indian,7.203,0.2138116130018896,3.517157570645899,2.604989839468951,0.9574287748019276,3.9958719580468625,472.75,13.09,Full Main,141.0,212.0,71,False
com_tam,Vietnamese,6.941,0.2925279261245002,3.166640999295103,5.248715093299843,1.6579833025154362,3.9956326505528206,617.7,44.029999999999994,Full Main,248.0,213.0,-35,False
manakish,Lebanese,7.412879911752848,0.2410900318939242,3.425803854791167,3.0132452342978655,1.1030176489030077,3.977312679242671,617.5,17.5,Full Main,168.0,214.0,46,False
pad_thai,Thai,6.777,0.2390955383002528,3.344426591238025,3.5158986220679918,1.257295146093247,3.9730741642846485,996.0500000000001,37.61500000000001,Heavy Main,190.0,215.0,25,False
fesenjan,Persian,7.537194828192393,0.2580113680578307,3.374601706886601,3.296270540843623,1.192791690245351,3.970997552009277,1036.5,60.290000000000006,Heavy Main,180.0,216.0,36,False
pizza_margherita,Italian,7.126,0.2942943620278918,3.186924848337543,4.722437596200869,1.5523251061613539,3.9630874014182202,856.09,32.796,Heavy Main,243.0,217.0,-26,False
lahmacun,Turkish,7.778288330350604,0.3993846022337299,2.969166716020036,7.266143639823261,1.9832257023654138,3.960779567202743,515.9499999999999,29.759999999999998,Full Main,270.0,218.0,-52,True
cornbread,American,6.978,0.2367189718162237,3.3836439571238817,3.0415956417773313,1.1123822598792663,3.939835087063515,495.34999999999997,12.5,Full Main,176.0,219.0,43,False
falafel,Mediterranean,7.341,0.3067878357769481,3.175073932109877,4.610353809918898,1.528304602419062,3.939226233319409,1011.6999999999999,34.95899999999999,Heavy Main,246.0,220.0,-26,False
pretzel,German,7.2801332924366,0.207120970625836,3.55960142869444,2.1253195564079332,0.7539221705566049,3.9365625139727434,527.85,12.09,Full Main,135.0,221.0,86,False
kunefe,Turkish,7.708645904631842,0.284870239117631,3.298064047434595,3.5584920303957,1.2693368681581374,3.932732481513664,872.0000000000001,26.27,Heavy Main,204.0,222.0,18,False
teriyaki,Japanese,6.712,0.2907920050126571,3.139043995944516,4.819455503639936,1.5726609556315583,3.9253744737602942,605.1,53.32000000000001,Full Main,255.0,223.0,-32,False
chole_bhature,Indian,7.289588176098066,0.2964050802571009,3.202475298644264,4.171922741364426,1.4283770185980336,3.91666380794328,1006.5999999999999,33.57,Heavy Main,242.0,224.0,-18,False
adobo,Filipino,7.153592399120331,0.3835664436260561,2.925857081284021,7.180923379545444,1.9714279791848126,3.9115710708764277,381.7299999999999,50.562,Light Main,274.0,225.0,-49,False
galaktoboureko,Greek,7.584672064884849,0.258852796943443,3.377625107602264,2.892537014725222,1.0621339767973244,3.9086920960009257,751.3,17.52,Heavy Main,177.0,226.0,49,False
iskender_kebab,Turkish,7.50305340513587,0.3672064267488129,3.0171411767256173,5.886906185857912,1.7727305941042866,3.903506473777761,772.7,47.05,Heavy Main,266.0,227.0,-39,False
mac_and_cheese,American,6.986,0.3013898684318615,3.143258754763064,4.53834148439158,1.512561633502621,3.8995395715143744,934.2,37.48,Heavy Main,253.0,228.0,-25,False
doner_kebab,Turkish,7.307764891862869,0.3982888454309511,2.90951526129285,7.240647541866761,1.9797106418825121,3.899370582234106,627.4499999999999,46.05,Full Main,278.0,229.0,-49,False
char_kway_teow,Indonesian,7.19737764634192,0.23130799903834,3.437721871277538,2.51573861698748,0.9225664451216673,3.8990050938383716,1044.95,28.884999999999998,Heavy Main,166.0,230.0,64,False
shashlik,Central Asian,7.532490882467716,0.4082318573771191,2.9151457696974035,7.130093568878564,1.9643243576049711,3.897307948499889,613.3299999999999,51.352,Full Main,276.0,231.0,-45,False
pita,Mediterranean,7.042,0.2214726334827755,3.4593484687306755,2.3762083963319816,0.86550610654813,3.8921015220047406,548.61,14.0,Full Main,159.0,232.0,73,False
conch_fritters,Caribbean,7.1416408004760745,0.2860612112475003,3.217492019660377,3.8125097552203147,1.3382877006765685,3.886635869998661,701.7,29.2,Heavy Main,233.0,233.0,0,False
boat_noodles,Thai,7.349054095537766,0.2884333857069896,3.237862728916049,3.6487336473489904,1.2943801614629524,3.885052809647525,722.1999999999999,22.970000000000002,Heavy Main,225.0,234.0,9,False
char_siu,Chinese,7.017,0.3230840935392318,3.078178414400557,4.968299984405637,1.6030777261426454,3.8797172774718804,620.9000000000001,56.105000000000004,Full Main,259.0,235.0,-24,False
taco,Mexican,7.05,0.418539769036379,2.824010982825598,8.093634305325564,2.091077864474936,3.8695499150630654,528.6,36.815000000000005,Full Main,296.0,236.0,-60,False
gyro,Mediterranean,7.158,0.4052126119464612,2.8715739941977647,7.299945210791229,1.9878668427551154,3.865507415575322,637.1,47.26,Full Main,285.0,237.0,-48,False
samosa,Indian,7.343,0.2564875522755967,3.354422623158337,2.7594956023504165,1.0150479102561478,3.8619465782864104,551.91,8.113999999999999,Full Main,187.0,238.0,51,False
biltong,African,7.936849236488342,0.5032713534949004,2.7581421590788824,9.04796252508107,2.2025395970149093,3.8594119575863366,510.02,52.375,Full Main,303.0,239.0,-64,True
pizza,Italian,6.838,0.3198078040607087,3.0625303671555866,4.736701930376628,1.5553410982499134,3.8402009162805433,996.0,38.18000000000001,Heavy Main,260.0,240.0,-20,False
bibimbap,Korean,7.176,0.4103771234250521,2.861420853577409,7.036463790862726,1.9511057415395505,3.8369737243471844,676.3,36.14,Full Main,289.0,241.0,-48,False
ghormeh_sabzi,Persian,7.061534643173218,0.4344752359392492,2.7882787297246674,8.133139868552345,2.0959470566947394,3.836252258072037,596.4,36.62,Full Main,299.0,242.0,-57,False
kebab,Mediterranean,7.286,0.4289247527784806,2.8324284754738884,7.36957344869248,1.9973598278224545,3.8311083893851157,712.8499999999999,52.034,Heavy Main,295.0,243.0,-52,False
patatas_bravas,Spanish,7.31,0.2824044679241891,3.253658225988599,3.127943481510723,1.1403757539490853,3.8238461029631416,554.35,5.59,Full Main,220.0,244.0,24,False
french_fries,American,6.585,0.247277363637544,3.2820389778567147,2.948697718735887,1.0813636216074574,3.822720788660443,419.2,4.0,Full Main,212.0,245.0,33,False
gyudon,Japanese,7.010474032402039,0.4060873920872168,2.8485922121688145,6.9759720710734525,1.942471683025478,3.8198280536815536,557.3000000000001,32.725,Full Main,293.0,246.0,-47,False
dan_tat,Chinese,7.338909786822749,0.2439112050491028,3.4041413348438634,2.2960165698754906,0.8311756952760045,3.8197291824818658,626.6,13.579999999999998,Full Main,171.0,247.0,76,False
bun_cha,Vietnamese,7.232,0.2664993860833531,3.3008989620959595,2.811740554683765,1.0338037060658958,3.8178008151289076,896.3000000000001,39.245,Heavy Main,203.0,248.0,45,False
pide,Turkish,7.734436235871426,0.4337136613633501,2.8810533256101545,6.256490840230905,1.8336194592814477,3.797863055250879,717.1,41.0,Heavy Main,284.0,249.0,-35,False
beef_tartare,French,7.6014783098697665,0.4750862509475642,2.772601653322429,7.669839664614652,2.0372957109383285,3.7912495087915925,593.3,51.154999999999994,Full Main,301.0,250.0,-51,False
lumpia,Filipino,7.259824122428894,0.2834301385015858,3.2431452142029698,2.9836957423164323,1.093162714112245,3.7897265712590924,574.1999999999999,21.08,Full Main,223.0,251.0,28,False
biryani,Indian,6.789,0.3345396378994281,3.010303562801858,4.739492442608156,1.5559300503550209,3.788268587979368,706.7400000000001,45.902,Heavy Main,267.0,252.0,-15,False
tempura,Japanese,6.976,0.3320592974999239,3.044917405693164,4.388097481651466,1.4788957576747614,3.784365284530544,749.3,36.7,Heavy Main,262.0,253.0,-9,False
focaccia,Italian,7.361998827457428,0.2253479434420961,3.4864411316356247,1.8120222527002185,0.5944434882850149,3.7836628757781323,613.6,12.0,Full Main,151.0,254.0,103,False
pasta_bolognese,Italian,7.058,0.3871269799507092,2.9031642514551943,5.790065037713941,1.7561435242876098,3.781236013598999,829.4000000000001,43.254999999999995,Heavy Main,280.0,255.0,-25,False
kofte,Turkish,7.28824171590805,0.5200499512413249,2.640092737636487,9.682582061436687,2.2703286076031497,3.775257041438062,456.27,41.87199999999999,Full Main,308.0,256.0,-52,False
mofongo,Caribbean,7.125916782617569,0.30598424460965,3.147960055680928,3.479012302084743,1.246748432261496,3.771334271811676,514.9,19.22,Full Main,252.0,257.0,5,False
fish_and_chips,Other,6.801,0.3253698736066217,3.039862331323876,4.231810131125397,1.4426298285035484,3.7611772455756496,1036.9,47.580000000000005,Heavy Main,263.0,258.0,-5,False
malai_kofta,Indian,7.197468400478363,0.3646055679806885,2.9826684985243848,4.687646563862099,1.544930657764976,3.7551338274068735,874.1000000000001,30.86,Heavy Main,269.0,259.0,-10,False
chili,American,7.075906547828702,0.5128898796778169,2.624389685641015,9.369607702941037,2.2374712280249933,3.7431252996535114,732.6,59.77,Heavy Main,309.0,260.0,-49,False
pastelitos,Caribbean,7.564712859206385,0.3065621564613411,3.2058291398754744,2.910169747295802,1.0682114118861883,3.739934845818568,782.2,29.38,Heavy Main,240.0,261.0,21,False
kibbeh,Lebanese,7.608057905673981,0.4201524414376171,2.896345614123407,5.317414021521978,1.6709870989952884,3.7318391636210513,755.8500000000001,38.835,Heavy Main,281.0,262.0,-19,False
pulled_pork,American,6.972,0.4097443133224298,2.8341240675200154,5.8013818167074875,1.7580961334366285,3.7131721342383295,548.1,55.45,Full Main,294.0,263.0,-31,False
spring_rolls,Chinese,6.845,0.2903988081034614,3.1600185591072547,3.0163607545917364,1.104051056583999,3.7120440873992537,613.9,22.544999999999998,Full Main,250.0,264.0,14,False
profiterole,French,7.481957823038101,0.277099260390222,3.2958739950106386,2.2847259367852906,0.826246077015046,3.708997033518161,721.1,12.97,Heavy Main,206.0,265.0,59,False
duck_confit,French,7.60519855260849,0.4095605683183486,2.9215025121822458,4.825207865974968,1.5738538148940697,3.708429419629281,849.95,48.32,Heavy Main,275.0,266.0,-9,False
eclair,French,7.258126831054687,0.281867411612305,3.24844027349131,2.4456539864860356,0.8943125662960619,3.695596556639341,713.9000000000001,13.14,Heavy Main,221.0,267.0,46,False
pasteis_de_nata,Portuguese,7.346784848433274,0.2510483708520002,3.376372427793842,1.8775272566939236,0.6299556220974712,3.6913502388425776,720.0,12.74,Heavy Main,178.0,268.0,90,False
macarons,French,7.496525303840637,0.3030896685319408,3.2081662018718737,2.6160180928189134,0.9616533497862163,3.6889928767649818,780.1999999999999,17.939999999999998,Heavy Main,238.0,269.0,31,False
quiche,French,7.306,0.3547504593313247,3.0250365965130257,3.6503040934716,1.294810477403932,3.6724418352149915,1270.4,47.849999999999994,Heavy Main,264.0,270.0,6,False
plantain,African,7.323333326101303,0.256694606304495,3.3509337997359507,1.8757687303924746,0.6290185649422796,3.6654430822070907,487.7,2.75,Full Main,188.0,271.0,83,False
pernil,Caribbean,7.2536497797966,0.3931432205868955,2.915086064623978,4.3966030539143075,1.4808322095518145,3.655502169399885,890.75,83.07999999999998,Heavy Main,277.0,272.0,-5,False
kare_kare,Filipino,7.3560547767226225,0.4884342294134526,2.7120742076581497,6.48442549588403,1.8694032241577607,3.6467758197370297,772.35,52.839999999999996,Heavy Main,305.0,273.0,-32,False
croquetas,Spanish,7.393125408411026,0.3068093693849809,3.182079240450733,2.521979799559871,0.9250442278198774,3.644601354360672,730.6,23.68,Heavy Main,245.0,274.0,29,False
arancini,Italian,7.457803727626801,0.3167546374612211,3.1588887835117427,2.6225439291641375,0.9641448120209046,3.640961189522195,746.2,16.52,Heavy Main,251.0,275.0,24,False
pho,Vietnamese,6.974,0.395002904915845,2.8710511081441874,4.622826055872258,1.531006218486465,3.636554217387421,830.05,33.29,Heavy Main,286.0,276.0,-10,False
peking_duck,Chinese,7.07,0.3637668649375477,2.967102577390219,3.8075314895790737,1.3369810761611414,3.6355931154707894,1248.3,62.56499999999999,Heavy Main,271.0,277.0,6,False
moussaka,Mediterranean,7.124,0.5167985075858745,2.62357157974356,7.445828200531096,2.007653902464912,3.627398530976016,669.8000000000001,42.78,Full Main,310.0,278.0,-32,False
karaage,Japanese,7.220797721624375,0.3507997598775191,3.0245051375450243,3.3115577273420174,1.19741869117568,3.6232144831328643,812.2,52.00500000000001,Heavy Main,265.0,279.0,14,False
kitfo,African,7.508724423179849,0.5233179288846862,2.6636317059010364,6.589719532003938,1.8855107879735147,3.606387099887794,743.3000000000001,53.470000000000006,Heavy Main,306.0,280.0,-26,False
keftedes,Greek,7.430293907838709,0.528921603586283,2.642480470342546,6.860790766559553,1.925822707187706,3.6053918239363996,652.6500000000001,44.074,Full Main,307.0,281.0,-26,False
carnitas,Mexican,7.245420201301575,0.4370581929843786,2.8080585009183725,4.8995367131210354,1.5891406523039588,3.602628827070352,711.85,68.85999999999999,Heavy Main,297.0,282.0,-15,False
croissant,French,7.299,0.2528773599570321,3.3625880035029416,1.6033957918716282,0.472123750120107,3.598649878562995,807.0,12.049999999999999,Heavy Main,183.0,283.0,100,False
katsu,Japanese,6.973,0.3813776644673086,2.906010697732519,3.923798696594363,1.3670602398251088,3.589540817645074,996.9,58.27,Heavy Main,279.0,284.0,5,False
escargot,French,7.185,0.22905787543792,3.445776095720072,1.3169032925871829,0.2752829899869546,3.583417590713549,477.05000000000007,4.02,Full Main,160.0,285.0,125,False
jokbal,Korean,6.718750735123952,0.4363466234641828,2.734220578280881,5.460363449633148,1.6975153534082816,3.582978254985023,624.4000000000001,69.455,Full Main,304.0,286.0,-18,False
chow_fun,Chinese,7.171,0.372484261208624,2.957605608744521,3.4655066277242867,1.2428588348612433,3.5790350261751427,900.95,27.854999999999997,Heavy Main,272.0,287.0,15,False
coxinha,South American,7.36263070865111,0.3252279436113923,3.11964627965311,2.5038125032465084,0.9178145715391233,3.5785535654226717,883.4,34.31,Heavy Main,258.0,288.0,30,False
sweet_and_sour,Chinese,6.416,0.3685525819004364,2.8569667563720684,4.184389818106604,1.4313608911862108,3.5726472019651734,982.3,48.699999999999996,Heavy Main,291.0,289.0,-2,False
bun_bo_hue,Vietnamese,6.883,0.4268114422342925,2.780467553971432,4.863058728465313,1.5816676079404017,3.5713013579416324,962.9,47.42,Heavy Main,300.0,290.0,-10,False
schnitzel,German,7.35045481300354,0.3886454747417314,2.9398499175350628,3.5231380419219307,1.2593520816519046,3.5695259583610155,1032.8,63.080000000000005,Heavy Main,273.0,291.0,18,False
coq_au_vin,French,7.166,0.433244547442996,2.805800554592473,4.605528863622388,1.5272575086336337,3.56942930890929,722.8000000000001,73.165,Heavy Main,298.0,292.0,-6,False
lomo_saltado,South American,7.269311839342118,0.5341185394748995,2.610799110099422,6.7456681088577755,1.908900537216583,3.5652493787077137,712.3000000000001,44.230000000000004,Heavy Main,311.0,293.0,-18,False
anticucho,South American,7.339257034095558,0.6438722352678695,2.433492580991678,9.330699437321213,2.233309978536138,3.550147570259747,534.6,53.454,Full Main,319.0,294.0,-25,False
hamburger,American,6.712,0.5502933141427692,2.501200813632204,8.06344271491002,2.0873406011669053,3.5448711142156557,649.15,51.365,Full Main,316.0,295.0,-21,False
tostones,Caribbean,7.245544433116913,0.2569469812346993,3.3392722330642948,1.4873670784996265,0.3970074954530474,3.5377759807908187,539.0500000000001,2.52,Full Main,193.0,296.0,103,False
tagine,African,7.485904061555862,0.5588869032456304,2.5948299397565986,6.47913881713778,1.8685876029425346,3.529123741227867,868.05,55.903999999999996,Heavy Main,313.0,297.0,-16,False
koobideh,Persian,7.243240074934186,0.6431374471788253,2.421465448817931,8.973188695267659,2.194241097323346,3.5185859974796037,523.53,52.751999999999995,Full Main,321.0,298.0,-23,False
creme_brulee,French,7.324,0.2801526093771747,3.263577417612048,1.6249978900152788,0.48550651732872174,3.5063306762764084,759.1199999999999,10.712,Heavy Main,217.0,299.0,82,False
general_tso,Chinese,6.649,0.3714217975765348,2.884883408908441,3.380750702217002,1.2180977860817304,3.4939323019493065,946.6000000000001,56.38500000000001,Heavy Main,283.0,300.0,17,False
katsu_curry,Japanese,7.272997164820123,0.4151069941812468,2.8633874460261124,3.5196253649567324,1.2583545535358684,3.4925647227940466,1084.9,54.529999999999994,Heavy Main,287.0,301.0,14,False
loukoumades,Greek,7.773265069844771,0.269907763552017,3.360365285845208,1.2771309518475606,0.24461611826707766,3.482673344978746,811.6000000000001,10.58,Heavy Main,184.0,302.0,118,False
cheesecake,Other,7.268,0.4162269009143125,2.860005883060168,3.4099960711344055,1.2267111391347634,3.4733614526275485,1591.8,50.43000000000001,Heavy Main,290.0,303.0,13,False
baklava,Mediterranean,7.48,0.28131109410514,3.280526917554556,1.4459828509415287,0.3687892640130853,3.4649215495610983,1113.1999999999998,15.54,Heavy Main,214.0,304.0,90,False
fried_chicken,American,7.048,0.393529317972158,2.885343596886804,3.1059583724609197,1.1333223223382032,3.4520047580559057,1048.02,67.738,Heavy Main,282.0,305.0,23,False
churros_mexican,Mexican,7.543559185504913,0.2804111037345016,3.2921926361436693,1.356437478880612,0.30486176202932097,3.44462351715833,872.65,11.915,Heavy Main,209.0,306.0,97,False
