from_dish,to_dish,meal_role,E_reduction_pct,H_change,cal_from,cal_to,protein_from,protein_to
brisket,club_sandwich,Full Main,92.38841948270125,-3.692199999999999,649.47,592.1999999999999,65.85799999999999,37.540000000000006
dolma,coleslaw,Light Main,90.982601235472,-4.2311,326.9,279.05,4.57,2.61
taco,causa,Full Main,90.39231886277945,-1.3834999999999997,528.6,440.0,36.815000000000005,19.21
asado,club_sandwich,Full Main,90.28383493127711,-0.12009999999999987,625.0,592.1999999999999,65.0,37.540000000000006
picanha,club_sandwich,Full Main,90.28383493127711,-2.2672,625.0,592.1999999999999,65.0,37.540000000000006
ratatouille,coleslaw,Light Main,90.19752855647306,0.3056000000000001,263.85,279.05,3.84,2.61
anticucho,nicoise_salad,Full Main,90.16267504233521,-0.9474999999999998,534.6,421.4,53.454,27.16
koobideh,nicoise_salad,Full Main,90.15143584418455,-3.2381,523.53,421.4,52.752,27.16
gyudon,causa,Full Main,90.0977062511613,0.0,557.3000000000001,440.0,32.725,19.21
lahmacun,causa,Full Main,89.93151808643299,-2.7658999999999994,515.9499999999999,440.0,29.76,19.21
brisket,cobb_salad,Full Main,89.90545744971213,-5.722899999999999,649.47,524.8,65.85799999999999,43.43
osso_buco,hummus,Heavy Main,89.76444356612686,-0.9347000000000003,828.7,849.2000000000002,67.1,35.415
pot_roast,hummus,Heavy Main,89.51529354476719,4.4148,719.0,849.2000000000002,67.39999999999999,35.415
meatloaf,club_sandwich,Full Main,89.44467862600702,0.8030000000000008,681.1,592.1999999999999,59.97,37.540000000000006
bulgogi,club_sandwich,Full Main,88.73368369584307,-3.909399999999999,685.5000000000001,592.1999999999999,55.0,37.540000000000006
anticucho,club_sandwich,Full Main,88.42420730098613,-1.3354999999999997,534.6,592.1999999999999,53.454,37.540000000000006
koobideh,club_sandwich,Full Main,88.4109818938297,-3.6261,523.53,592.1999999999999,52.752,37.540000000000006
beef_bourguignon,hummus,Heavy Main,88.28919764184555,-1.3204000000000002,843.3499999999998,849.2000000000002,66.185,35.415
rendang,hummus,Heavy Main,88.24107233832117,-0.9876999999999994,820.56,849.2000000000002,57.497,35.415
birria,hummus,Heavy Main,87.96107966150689,0.10469999999999935,702.6,849.2000000000002,58.74399999999999,35.415
kofte,nicoise_salad,Full Main,87.82043841283082,0.2679,456.27,421.4,41.87199999999999,27.16
steak,hummus,Heavy Main,87.76712005236165,2.2485999999999997,745.02,849.2000000000002,65.663,35.415
churrasco,hummus,Heavy Main,87.75299805440082,4.8755,720.85,849.2000000000002,65.32,35.415
brisket,edamame,Full Main,87.44310704960813,-0.531699999999999,649.47,669.0,65.85799999999999,54.75
biltong,nicoise_salad,Full Main,87.41438318401681,0.8596000000000004,510.02,421.4,52.375,27.16
asado,cobb_salad,Full Main,87.11433959229123,-2.1508000000000003,625.0,524.8,65.0,43.43
picanha,cobb_salad,Full Main,87.11433959229123,-4.2979,625.0,524.8,65.0,43.43
japchae,gado_gado,Light Main,87.07483644371626,-0.4944000000000006,379.2000000000001,397.3,19.885,22.78
mofongo,causa,Full Main,86.85815784640356,-2.7658999999999994,514.9,440.0,19.22,19.21
hamburger,club_sandwich,Full Main,86.45571129330885,0.9411000000000005,649.15,592.1999999999999,51.365,37.540000000000006
poutine,causa,Full Main,86.26590841604558,2.9635000000000002,503.35,440.0,19.135,19.21
meatloaf,cobb_salad,Full Main,86.00144339279106,-1.2276999999999996,681.1,524.8,59.97,43.43
baba_ganoush,halo_halo,Light Main,85.91158695741031,-4.0487,309.00000000000006,330.0,6.065,6.085000000000001
keftedes,club_sandwich,Full Main,85.90843809446386,0.16540000000000088,652.6500000000001,592.1999999999999,44.074,37.540000000000006
lumpia,causa,Full Main,85.8123886704273,1.3699000000000003,574.1999999999999,440.0,21.08,19.21
fufu,coleslaw,Light Main,85.76714737779466,-1.3828999999999998,215.0,279.05,4.0,2.61
kofte,club_sandwich,Full Main,85.66804688218711,-0.12009999999999987,456.27,592.1999999999999,41.87199999999999,37.540000000000006
moussaka,club_sandwich,Full Main,85.57787723705248,-3.1681,669.8000000000001,592.1999999999999,42.78,37.540000000000006
suya,hummus,Heavy Main,85.42328347698412,-0.8868,794.7,849.2000000000002,61.16,35.415
bruschetta,halo_halo,Light Main,85.38286788774413,-2.6604,367.14,330.0,8.336,6.085000000000001
baba_ganoush,harissa,Light Main,85.23428714311292,-0.3836000000000004,309.00000000000006,358.0,6.065,7.904999999999999
biltong,club_sandwich,Full Main,85.19023292632714,0.47160000000000046,510.02,592.1999999999999,52.375,37.540000000000006
bulgogi,cobb_salad,Full Main,85.0585158944525,-5.940099999999999,685.5000000000001,524.8,55.0,43.43
patatas_bravas,tabbouleh,Full Main,85.0222445082805,0.7940000000000005,554.35,426.1,5.59,7.3
taco,nicoise_salad,Full Main,84.86647893907187,-1.3834999999999997,528.6,421.4,36.815000000000005,27.16
baba_ganoush,guacamole,Light Main,84.79733690176272,1.1258999999999988,309.00000000000006,266.00999999999993,6.065,4.025
bruschetta,harissa,Light Main,84.68014992829315,1.0046999999999997,367.14,358.0,8.336,7.904999999999999
anticucho,cobb_salad,Full Main,84.648085678403,-3.3662,534.6,524.8,53.454,43.43
koobideh,cobb_salad,Full Main,84.63054603141616,-5.6568000000000005,523.53,524.8,52.752,43.43
stroganoff,hummus,Heavy Main,84.5868635533475,2.2040999999999995,1126.25,849.2000000000002,63.17499999999999,35.415
osso_buco,egusi_soup,Heavy Main,84.48966660472838,-0.047900000000000276,828.7,751.4000000000001,67.1,39.06999999999999
oxtail_stew,egusi_soup,Heavy Main,84.40596201359624,2.0046999999999997,804.35,751.4000000000001,74.98999999999998,39.06999999999999
gyudon,nicoise_salad,Full Main,84.40242043223132,0.0,557.3000000000001,421.4,32.725,27.16
ratatouille,fattoush,Light Main,84.37933294227025,6.3096,263.85,219.0,3.84,3.56
beef_tartare,club_sandwich,Full Main,84.31162445714688,0.47160000000000046,593.3,592.1999999999999,51.155,37.540000000000006
brisket,dumplings,Full Main,84.14789407738773,-0.5240999999999989,649.47,599.2,65.85799999999999,36.57
lahmacun,nicoise_salad,Full Main,84.14064945387845,-2.7658999999999994,515.9499999999999,421.4,29.76,27.16
pot_roast,egusi_soup,Heavy Main,84.11211996896964,5.3016,719.0,751.4000000000001,67.39999999999999,39.06999999999999
asado,edamame,Full Main,83.97115495539839,3.0404,625.0,669.0,65.0,54.75
picanha,edamame,Full Main,83.97115495539839,0.8933,625.0,669.0,65.0,54.75
lasagna,hummus,Heavy Main,83.91643480667148,1.2195999999999998,1042.0500000000002,849.2000000000002,63.81,35.415
adobo,sashimi,Light Main,83.57900284393824,2.5444000000000004,381.7299999999999,317.3,50.562,31.73
samosa,tabbouleh,Full Main,83.50880955894215,0.09630000000000027,551.91,426.1,8.113999999999999,7.3
pao_de_queijo,causa,Full Main,83.43859489840703,1.9580000000000002,419.9,440.0,18.55,19.21
aloo_gobi,fattoush,Light Main,83.32714389775553,0.10089999999999932,275.81,219.0,5.971,3.56
yakitori,gado_gado,Light Main,83.20017027370052,5.608,338.35,397.3,36.645,22.78
raclette,causa,Full Main,83.1555347478282,0.0,568.5999999999999,440.0,32.22,19.21
adobo,prosciutto,Light Main,83.10397892364033,4.792000000000001,381.7299999999999,353.70000000000005,50.562,29.54
cornbread,causa,Full Main,83.01278256958084,1.2586000000000004,495.35,440.0,12.5,19.21
jokbal,club_sandwich,Full Main,82.91878263904258,0.16540000000000088,624.4000000000001,592.1999999999999,69.455,37.540000000000006
french_fries,tabbouleh,Full Main,82.89457228063296,2.271,419.2,426.1,4.0,7.3
tagine,hummus,Heavy Main,82.89455406143969,3.9069999999999996,868.05,849.2000000000002,55.904,35.415
ghormeh_sabzi,club_sandwich,Full Main,82.84520979889929,-2.8842,596.4,592.1999999999999,36.62,37.540000000000006
meatloaf,edamame,Full Main,82.58679123882531,3.9635000000000007,681.1,669.0,59.97,54.75
brisket,eggs_benedict,Full Main,82.55485217753376,-2.584999999999999,649.47,663.25,65.85799999999999,33.035000000000004
baba_ganoush,gazpacho,Light Main,82.35630845200718,1.8532000000000002,309.00000000000006,258.25,6.065,4.96
brisket,ful_medames,Full Main,82.302996892709,-4.163799999999999,649.47,671.1,65.85799999999999,33.484
beef_bourguignon,egusi_soup,Heavy Main,82.25416956326855,-0.4336000000000002,843.3499999999998,751.4000000000001,66.185,39.06999999999999
adobo,chicken_salad,Light Main,82.2294320097789,-2.3292,381.7299999999999,361.25,50.562,30.71
taco,club_sandwich,Full Main,82.19205898337533,-1.7714999999999996,528.6,592.1999999999999,36.815000000000005,37.540000000000006
elote,halo_halo,Light Main,82.18379362886171,-6.339899999999999,385.55,330.0,11.02,6.085000000000001
rendang,egusi_soup,Heavy Main,82.18124343490081,-0.10089999999999932,820.56,751.4000000000001,57.497,39.06999999999999
cornbread,tabbouleh,Full Main,82.13161776648205,2.7384000000000004,495.35,426.1,12.5,7.3
lomo_saltado,hummus,Heavy Main,82.10133331332007,-0.039400000000000546,712.3000000000001,849.2000000000002,44.23,35.415
warak_enab,gado_gado,Light Main,82.089020873565,0.21079999999999988,383.3,397.3,17.849999999999998,22.78
hamburger,cobb_salad,Full Main,82.03744960033626,-1.0896,649.15,524.8,51.365,43.43
currywurst,causa,Full Main,81.98108873772173,-2.7658999999999994,562.9,440.0,29.32,19.21
pita,causa,Full Main,81.8433700773229,0.6028000000000002,548.61,440.0,14.0,19.21
bibimbap,club_sandwich,Full Main,81.83784842121501,-0.6506999999999996,676.3,592.1999999999999,36.14,37.540000000000006
pulled_pork,club_sandwich,Full Main,81.80979875065042,-3.651699999999999,548.1,592.1999999999999,55.45,37.540000000000006
birria,egusi_soup,Heavy Main,81.75695973389435,0.9914999999999994,702.6,751.4000000000001,58.74399999999999,39.06999999999999
shashlik,club_sandwich,Full Main,81.74240597488142,-2.5893999999999995,613.3299999999999,592.1999999999999,51.352,37.540000000000006
kitfo,hummus,Heavy Main,81.73192779843764,1.5211999999999994,743.3000000000001,849.2000000000002,53.470000000000006,35.415
osso_buco,wonton_noodle,Heavy Main,81.72846496427437,-0.15339999999999954,828.7,704.6000000000001,67.1,40.14
gyudon,club_sandwich,Full Main,81.64599131777337,-0.3879999999999999,557.3000000000001,592.1999999999999,32.725,37.540000000000006
oxtail_stew,wonton_noodle,Heavy Main,81.62985900071796,1.8992000000000004,804.35,704.6000000000001,74.98999999999998,40.14
gyro,club_sandwich,Full Main,81.60636835978757,-1.7230999999999996,637.1,592.1999999999999,47.26,37.540000000000006
japchae,caesar_salad,Light Main,81.57554273670735,-5.5533,379.2000000000001,337.35,19.885,13.96
escargot,tabbouleh,Full Main,81.53398977332252,-1.4268,477.05000000000007,426.1,4.02,7.3
steak,egusi_soup,Heavy Main,81.4630452581651,3.1353999999999997,745.02,751.4000000000001,65.663,39.06999999999999
churrasco,egusi_soup,Heavy Main,81.44164565004462,5.7623,720.85,751.4000000000001,65.32,39.06999999999999
bulgogi,edamame,Full Main,81.41385649734161,-0.748899999999999,685.5000000000001,669.0,55.0,54.75
japchae,fresh_spring_roll,Light Main,81.36058372009464,-1.1831000000000005,379.2000000000001,315.3,19.885,19.890000000000004
chili,hummus,Heavy Main,81.36050234556616,4.8755,732.6,849.2000000000002,59.77,35.415
lahmacun,club_sandwich,Full Main,81.33795975501911,-3.1538999999999993,515.9499999999999,592.1999999999999,29.76,37.540000000000006
elote,harissa,Light Main,81.32728032035938,-2.6747999999999994,385.55,358.0,11.02,7.904999999999999
keftedes,cobb_salad,Full Main,81.31165124875639,-1.8652999999999995,652.6500000000001,524.8,44.074,43.43
doner_kebab,club_sandwich,Full Main,81.2866174746948,-2.5893999999999995,627.4499999999999,592.1999999999999,46.05,37.540000000000006
pot_roast,wonton_noodle,Heavy Main,81.28370620847681,5.1961,719.0,704.6000000000001,67.39999999999999,40.14
naan,causa,Full Main,81.19280525650437,1.9373000000000005,472.75,440.0,13.09,19.21
mapo_tofu,causa,Full Main,81.1482693805366,-2.3657999999999992,453.19999999999993,440.0,32.055,19.21
osso_buco,dan_dan_noodles,Heavy Main,81.06388819034855,1.3918,828.7,918.75,67.1,42.065
patatas_bravas,coquito,Full Main,81.01179091465931,-1.5453999999999999,554.35,451.53,5.59,9.283
kofte,cobb_salad,Full Main,80.99284238697952,-2.1508000000000003,456.27,524.8,41.87199999999999,43.43
oxtail_stew,dan_dan_noodles,Heavy Main,80.96169570639185,3.4444,804.35,918.75,74.98999999999998,42.065
anticucho,edamame,Full Main,80.90331050074339,1.8250000000000002,534.6,669.0,53.454,54.75
pita,tabbouleh,Full Main,80.90154524366275,2.0826000000000002,548.61,426.1,14.0,7.3
koobideh,edamame,Full Main,80.88149242741275,-0.46560000000000024,523.53,669.0,52.752,54.75
moussaka,cobb_salad,Full Main,80.87325863988688,-5.1988,669.8000000000001,524.8,42.78,43.43
osso_buco,chana_masala,Heavy Main,80.77801601313698,-1.7686000000000002,828.7,941.89,67.1,44.892
sardines_grilled,gado_gado,Light Main,80.7720696208793,5.5976,311.29999999999995,397.3,40.11,22.78
simit,causa,Full Main,80.72228499075834,-2.7658999999999994,469.3,440.0,12.685,19.21
oxtail_stew,chana_masala,Heavy Main,80.67428076326418,0.2839999999999998,804.35,941.89,74.98999999999998,44.892
pot_roast,dan_dan_noodles,Heavy Main,80.60295255950872,6.7413,719.0,918.75,67.39999999999999,42.065
pretzel,causa,Full Main,80.58527520416196,-0.492,527.85,440.0,12.09,19.21
kare_kare,hummus,Heavy Main,80.42723229959154,2.7246999999999995,772.35,849.2000000000002,52.84,35.415
fried_rice,causa,Full Main,80.38620426937206,2.0201000000000002,546.3000000000001,440.0,15.32,19.21
biltong,cobb_salad,Full Main,80.35916147174937,-1.5591,510.02,524.8,52.375,43.43
pot_roast,chana_masala,Heavy Main,80.31012179049821,3.5808999999999997,719.0,941.89,67.39999999999999,44.892
borscht,labneh,Light Main,80.27815533797465,-1.6984999999999992,288.9,250.6,16.46,20.0
naan,tabbouleh,Full Main,80.21723417661009,3.4171000000000005,472.75,426.1,13.09,7.3
osso_buco,tonkotsu_ramen,Heavy Main,80.12683777125726,-0.047900000000000276,828.7,769.9000000000001,67.1,44.855
oxtail_stew,tonkotsu_ramen,Heavy Main,80.01958830882037,2.0046999999999997,804.35,769.9000000000001,74.98999999999998,44.855
picanha,dumplings,Full Main,79.76482315585608,0.9009,625.0,599.2,65.0,36.57
asado,dumplings,Full Main,79.76482315585608,3.048,625.0,599.2,65.0,36.57
simit,tabbouleh,Full Main,79.72230697670794,-1.2860999999999994,469.3,426.1,12.685,7.3
pot_roast,tonkotsu_ramen,Heavy Main,79.64309281554681,5.3016,719.0,769.9000000000001,67.39999999999999,44.855
brisket,lobster_roll,Full Main,79.60380405673175,0.34580000000000055,649.47,556.75,65.85799999999999,42.03999999999999
pretzel,tabbouleh,Full Main,79.57819018732413,0.9878,527.85,426.1,12.09,7.3
uttapam,harissa,Light Main,79.50205794056227,0.36819999999999986,317.6,358.0,15.800000000000002,7.904999999999999
pupusa,causa,Full Main,79.4415217781292,-2.3521,463.50000000000006,440.0,31.21,19.21
osso_buco,mafe,Heavy Main,79.36776239722946,-2.8994999999999997,828.7,802.3000000000001,67.1,53.45
tapas,causa,Full Main,79.30070480379655,-1.8583999999999996,486.8999999999999,440.0,19.76,19.21
mofongo,nicoise_salad,Full Main,79.29965179210969,-2.7658999999999994,514.9,421.4,19.22,27.16
oxtail_stew,mafe,Heavy Main,79.25641643395006,-0.8468999999999998,804.35,802.3000000000001,74.98999999999998,53.45
arepa,halo_halo,Light Main,79.2552897000506,-5.3016,295.8,330.0,11.43,6.085000000000001
banh_xeo,causa,Full Main,79.25284061442039,0.0,521.94,440.0,27.588,19.21
osso_buco,chow_mein,Heavy Main,79.2006918574379,-7.6082,828.7,856.5500000000001,67.1,41.04500000000001
osso_buco,ramen,Heavy Main,79.19738017959916,-6.5959,828.7,784.5500000000001,67.1,45.43
beef_tartare,cobb_salad,Full Main,79.19394347832124,-1.5591,593.3,524.8,51.155,43.43
dosa,harissa,Light Main,79.10795253877268,5.5902,333.20000000000005,358.0,12.32,7.904999999999999
beef_bourguignon,wonton_noodle,Heavy Main,79.09499723186919,-0.5390999999999995,843.3499999999998,704.6000000000001,66.185,40.14
samosa,coquito,Full Main,79.0931176347419,-2.2431,551.91,451.53,8.113999999999999,9.283
oxtail_stew,chow_mein,Heavy Main,79.0884442648468,-5.5556,804.35,856.5500000000001,74.98999999999998,41.04500000000001
lomo_saltado,couscous,Heavy Main,79.08604750904614,-1.1573000000000002,712.3000000000001,787.6,44.23,24.05
oxtail_stew,ramen,Heavy Main,79.08511471488163,-4.5433,804.35,784.5500000000001,74.98999999999998,45.43
osso_buco,mee_goreng,Heavy Main,79.07779833450405,-4.9454,828.7,875.5500000000001,67.1,41.155
tortilla_espanola,causa,Full Main,79.05065192583582,1.9580000000000002,578.2,440.0,17.040000000000003,19.21
osso_buco,lo_mein,Heavy Main,79.03477731431796,-6.256600000000001,828.7,847.2500000000001,67.1,40.11500000000001
rendang,wonton_noodle,Heavy Main,79.00908854921656,-0.20639999999999858,820.56,704.6000000000001,57.497,40.14
oxtail_stew,mee_goreng,Heavy Main,78.96488752263663,-2.8928000000000003,804.35,875.5500000000001,74.98999999999998,41.155
anticucho,xiao_long_bao,Full Main,78.94694223817442,2.3129999999999997,534.6,447.82,53.454,28.46
osso_buco,roti_caribbean,Heavy Main,78.93118530564752,-6.355,828.7,870.0,67.1,43.31
koobideh,xiao_long_bao,Full Main,78.92288900328782,0.02239999999999931,523.53,447.82,52.752,28.46
oxtail_stew,lo_mein,Heavy Main,78.92163433098052,-4.204000000000001,804.35,847.2500000000001,74.98999999999998,40.11500000000001
brisket,aji_de_gallina,Full Main,78.91756870323448,-1.4423999999999992,649.47,619.4,65.85799999999999,49.900000000000006
pot_roast,mafe,Heavy Main,78.86554031749803,2.45,719.0,802.3000000000001,67.39999999999999,53.45
oxtail_stew,roti_caribbean,Heavy Main,78.81748326748455,-4.3024000000000004,804.35,870.0,74.98999999999998,43.31
kimchi_jjigae,gado_gado,Light Main,78.80597218122158,3.8926999999999996,367.25,397.3,31.28,22.78
pot_roast,chow_mein,Heavy Main,78.69440301017639,-2.2587,719.0,856.5500000000001,67.39999999999999,41.04500000000001
pot_roast,ramen,Heavy Main,78.69101072073536,-1.2464,719.0,784.5500000000001,67.39999999999999,45.43
grilled_cheese,causa,Full Main,78.63400201960631,-2.2744999999999997,561.3499999999999,440.0,22.335,19.21
pot_roast,mee_goreng,Heavy Main,78.56851805985295,0.4040999999999997,719.0,875.5500000000001,67.39999999999999,41.155
pot_roast,lo_mein,Heavy Main,78.52444983835764,-0.9071000000000002,719.0,847.2500000000001,67.39999999999999,40.11500000000001
birria,wonton_noodle,Heavy Main,78.50927243885558,0.8860000000000001,702.6,704.6000000000001,58.74399999999999,40.14
kofte,caprese,Full Main,78.49266603592373,-0.09270000000000067,456.27,455.35,41.87199999999999,23.640000000000004
osso_buco,jjajangmyeon,Heavy Main,78.48993089152361,-1.1901000000000002,828.7,1011.0,67.1,49.68
hot_dog,causa,Full Main,78.48610259918048,-1.3388999999999998,415.7,440.0,20.275,19.21
shakshuka,harissa,Light Main,78.4754567888639,-1.7373999999999992,347.7,358.0,15.644000000000002,7.904999999999999
pot_roast,roti_caribbean,Heavy Main,78.41833623241598,-1.0055,719.0,870.0,67.39999999999999,43.31
brisket,cubano_sandwich,Full Main,78.39580661598114,-2.368599999999999,649.47,580.9,65.85799999999999,42.41
oxtail_stew,jjajangmyeon,Heavy Main,78.37384753637807,0.8624999999999998,804.35,1011.0,74.98999999999998,49.68
tom_kha,causa,Full Main,78.36689348622669,-0.24599999999999955,548.9,440.0,29.835000000000004,19.21
poutine,nicoise_salad,Full Main,78.36677120420977,2.9635000000000002,503.35,421.4,19.135,27.16
beef_bourguignon,dan_dan_noodles,Heavy Main,78.3346353207659,1.0061,843.3499999999998,918.75,66.185,42.065
arepa,harissa,Light Main,78.25798869877146,-1.6364999999999998,295.8,358.0,11.43,7.904999999999999
rendang,dan_dan_noodles,Heavy Main,78.24560194634229,1.3388000000000009,820.56,918.75,57.497,42.065
steak,wonton_noodle,Heavy Main,78.16303432108363,3.0299000000000005,745.02,704.6000000000001,65.663,40.14
churrasco,wonton_noodle,Heavy Main,78.13782508285776,5.6568000000000005,720.85,704.6000000000001,65.32,40.14
carnitas,hummus,Heavy Main,78.12646035998411,0.25539999999999985,711.85,849.2000000000002,68.85999999999999,35.415
escovitch_fish,nicoise_salad,Full Main,78.12376387248646,-0.9356,526.5999999999999,421.4,41.11,27.16
japchae,horiatiki,Light Main,78.0854221385373,-2.1929,379.2000000000001,381.2000000000001,19.885,11.77
dolma,halo_halo,Light Main,78.01858580392124,-3.6296,326.9,330.0,4.57,6.085000000000001
meatloaf,dumplings,Full Main,78.01717106092816,3.9711000000000007,681.1,599.2,59.97,36.57
osso_buco,pasta_carbonara,Heavy Main,78.01067486786725,-4.6501,828.7,978.22,67.1,56.308
beef_bourguignon,chana_masala,Heavy Main,78.00756052139877,-2.1543,843.3499999999998,941.89,66.185,44.892
pide,hummus,Heavy Main,77.95778514518942,2.7246999999999995,717.1,849.2000000000002,41.0,35.415
rendang,chana_masala,Heavy Main,77.91718303975574,-1.8215999999999992,820.56,941.89,57.497,44.892
pao_de_queijo,coquito,Full Main,77.9149982712261,1.0983999999999998,419.9,451.53,18.55,9.283
suya,egusi_soup,Heavy Main,77.91133930617309,0.0,794.7,751.4000000000001,61.16,39.06999999999999
japchae,sashimi,Light Main,77.90283653402082,-2.138,379.2000000000001,317.3,19.885,31.73
oxtail_stew,pasta_carbonara,Heavy Main,77.89200511251447,-2.5975,804.35,978.22,74.98999999999998,56.308
pozole,causa,Full Main,77.83225685360621,0.8555000000000001,405.4,440.0,37.2,19.21
asado,eggs_benedict,Full Main,77.73130882526524,0.9870999999999999,625.0,663.25,65.0,33.035000000000004
picanha,eggs_benedict,Full Main,77.73130882526524,-1.1600000000000001,625.0,663.25,65.0,33.035000000000004
birria,dan_dan_noodles,Heavy Main,77.72760640127423,2.4311999999999996,702.6,918.75,58.74399999999999,42.065
kebab,hummus,Heavy Main,77.71168568074033,0.4885999999999999,712.8499999999999,849.2000000000002,52.034,35.415
hamburger,edamame,Full Main,77.65586490314374,4.1016,649.15,669.0,51.365,54.75
risotto,causa,Full Main,77.64682326804278,-3.2604999999999995,502.4,440.0,15.500000000000002,19.21
tteokbokki,harissa,Light Main,77.602047636171,1.6646999999999998,320.3,358.0,12.544999999999998,7.904999999999999
bun_bo_hue,hummus,Heavy Main,77.60132751082695,0.5983999999999998,962.9,849.2000000000002,47.42,35.415
uttapam,gado_gado,Light Main,77.60106941085186,1.2951999999999995,317.6,397.3,15.800000000000002,22.78
brisket,bak_kut_teh,Full Main,77.58820860921418,-4.163799999999999,649.47,516.75,65.85799999999999,56.290000000000006
japchae,sushi,Light Main,77.53835607675003,-3.2641999999999998,379.2000000000001,304.15000000000003,19.885,20.05
mofongo,muhammara,Full Main,77.47840151060936,-1.0587999999999997,514.9,605.8000000000001,19.22,11.375000000000002
brisket,manty,Full Main,77.4456250940893,-3.8575999999999997,649.47,672.9000000000001,65.85799999999999,33.83
tahdig,tabbouleh,Full Main,77.43857445140151,-1.9646999999999988,424.2000000000001,426.1,8.694,7.3
asado,ful_medames,Full Main,77.40981613196374,-0.5917000000000003,625.0,671.1,65.0,33.484
picanha,ful_medames,Full Main,77.40981613196374,-2.7388000000000003,625.0,671.1,65.0,33.484
anticucho,dim_sum_items,Full Main,77.4087190154526,-2.5014000000000003,534.6,438.6,53.454,36.2
koobideh,dim_sum_items,Full Main,77.38290835202986,-4.792000000000001,523.53,438.6,52.752,36.2
steak,dan_dan_noodles,Heavy Main,77.36877482537908,4.5751,745.02,918.75,65.663,42.065
cornbread,coquito,Full Main,77.34716806837964,0.399,495.35,451.53,12.5,9.283
jokbal,cobb_salad,Full Main,77.34674486211797,-1.8652999999999995,624.4000000000001,524.8,69.455,43.43
churrasco,dan_dan_noodles,Heavy Main,77.34264867052958,7.202,720.85,918.75,65.32,42.065
fufu,fattoush,Light Main,77.3193267255046,4.621099999999999,215.0,219.0,4.0,3.56
japchae,prosciutto,Light Main,77.26361340297007,0.10960000000000036,379.2000000000001,353.70000000000005,19.885,29.54
beef_bourguignon,tonkotsu_ramen,Heavy Main,77.26252826644999,-0.4336000000000002,843.3499999999998,769.9000000000001,66.185,44.855
ghormeh_sabzi,cobb_salad,Full Main,77.24917193837577,-4.9149,596.4,524.8,36.62,43.43
kibbeh,hummus,Heavy Main,77.24633069719539,-0.039400000000000546,755.8500000000001,849.2000000000002,38.835,35.415
dosa,gado_gado,Light Main,77.17041449369498,6.5172,333.20000000000005,397.3,12.32,22.78
rendang,tonkotsu_ramen,Heavy Main,77.1690890899454,-0.10089999999999932,820.56,769.9000000000001,57.497,44.855
borscht,caesar_salad,Light Main,77.16314476118642,-5.0588999999999995,288.9,337.35,16.46,13.96
patatas_bravas,gelato,Full Main,77.04889973301911,3.0914,554.35,520.6,5.59,8.73
steak,chana_masala,Heavy Main,77.02711875159434,1.4146999999999998,745.02,941.89,65.663,44.892
churrasco,chana_masala,Heavy Main,77.00059817888103,4.0416,720.85,941.89,65.32,44.892
katsu_curry,hummus,Heavy Main,76.96976961784613,2.4567999999999994,1084.9,849.2000000000002,54.53,35.415
dolma,harissa,Light Main,76.96183031925514,0.035499999999999865,326.9,358.0,4.57,7.904999999999999
brisket,nasi_padang,Full Main,76.9463846713229,-0.17639999999999922,649.47,624.1500000000001,65.85799999999999,38.000000000000014
char_siu,club_sandwich,Full Main,76.93067634972721,-0.6506999999999996,620.9000000000001,592.1999999999999,56.105,37.540000000000006
brisket,quesadilla,Full Main,76.92063545191994,-0.7115999999999989,649.47,677.4000000000001,65.85799999999999,41.505
anticucho,dim_sum,Full Main,76.91705903293281,-2.0282999999999998,534.6,415.9,53.454,33.730000000000004
borscht,fresh_spring_roll,Light Main,76.89670608814923,-0.6886999999999999,288.9,315.3,16.46,19.890000000000004
pancake,causa,Full Main,76.89160060942591,0.0138000000000007,569.95,440.0,17.735000000000003,19.21
koobideh,dim_sum,Full Main,76.89068664526185,-4.3189,523.53,415.9,52.752,33.730000000000004
sopes,gado_gado,Light Main,76.78081025801954,-0.37840000000000096,339.8,397.3,16.685000000000002,22.78
keftedes,edamame,Full Main,76.75302337674891,3.3259000000000007,652.6500000000001,669.0,44.074,54.75
keftedes,char_siu_bao,Full Main,76.71397768538277,3.8970000000000002,652.6500000000001,524.6,44.074,24.91
brisket,bratwurst,Full Main,76.68770379438747,-5.262199999999999,649.47,655.0,65.85799999999999,33.629999999999995
duck_confit,hummus,Heavy Main,76.65788542952066,0.4128999999999996,849.95,849.2000000000002,48.32,35.415
birria,tonkotsu_ramen,Heavy Main,76.62546061941342,0.9914999999999994,702.6,769.9000000000001,58.74399999999999,44.855
anticucho,fish_tacos,Full Main,76.57864632529586,0.1943999999999999,534.6,442.2000000000001,53.454,30.31
chile_relleno,club_sandwich,Full Main,76.57376648032368,-2.753799999999999,594.3,592.1999999999999,23.89,37.540000000000006
wonton_soup,causa,Full Main,76.55637689614414,0.0138000000000007,408.72,440.0,33.800000000000004,19.21
koobideh,fish_tacos,Full Main,76.55188729923549,-2.0962000000000005,523.53,442.2000000000001,52.752,30.31
bulgogi,dumplings,Full Main,76.53643169046703,-0.741299999999999,685.5000000000001,599.2,55.0,36.57
anticucho,dal,Full Main,76.49901706624007,1.8250000000000002,534.6,486.74,53.454,27.102
shakshuka,gado_gado,Light Main,76.47926079840902,-0.8103999999999996,347.7,397.3,15.644000000000002,22.78
koobideh,dal,Full Main,76.47216706331098,-0.46560000000000024,523.53,486.74,52.752,27.102
