dish_id,H_mean,H_bert,E_composite,E_carbon,E_water,E_energy,log_H,log_E,log_DEI,Z_H,Z_E,DEI_z,cuisine,cook_method,source,DEI_tier,is_pareto,rank_DEI,rank_invE,rank_shift,meal_role,NDI,protein_g,category
cornbread,3.9581,6.978,0.2367189718162237,1.1525,468.8,0.8,1.3757641121467097,-1.4408816143592993,2.816645726506009,-1.0417306961732384,-0.1567775387442462,-0.8849531574289923,American,unknown,original,D,False,246,173,-73,Full Main,3.041595641777332,12.5,Other
couscous,6.5556,7.3683,0.1117052975911571,0.5565,513.1600000000001,0.3,1.8803196462075356,-2.191891147074066,4.072210793281601,0.2264930540799246,-0.8994292365130049,1.1259222905929296,African,steam,expanded,A,False,43,41,-2,Heavy Main,3.425720419752924,24.05,Other
coxinha,4.3571,7.3626,0.3252279436113923,1.794,897.07,1.0,1.4718066984441045,-1.1232289775357287,2.595035675979833,-0.8469198101863233,0.3690156481123424,-1.2159354582986657,South American,deep_fry,expanded,E,False,273,261,-12,Heavy Main,2.5038125032465084,34.31,Other
creme_brulee,9.1606,7.324,0.2801526093771747,2.0055,778.2,0.8,2.214911678724271,-1.272420790799783,3.4873324695240537,1.4983786630922409,0.1012427528347487,1.3971359102574918,French,unknown,original,B,False,113,219,106,Heavy Main,1.6249978900152788,10.712,Other
crepe,8.3893,7.239,0.1703383946222554,1.1025,477.0,0.5,2.126957084340491,-1.7699682638630123,3.896925348203504,1.121793108300993,-0.5511155874221723,1.6729086957231656,French,unknown,original,A,False,62,92,30,Full Main,3.730954028148034,15.735,Other
croissant,6.8396,7.299,0.2528773599570321,1.4301,594.1,0.8,1.9227292503923008,-1.3748506510334464,3.297579901425747,0.3651554390931674,-0.0607876043601579,0.4259430434533254,French,unknown,original,C,False,156,188,32,Heavy Main,1.6033957918716282,12.05,Bread/Pastry
croquetas,4.9488,7.3931,0.3068093693849809,1.6470000000000002,711.54,1.0,1.5991451229486682,-1.1815286708908688,2.780673793839537,-0.5580235664809154,0.2595989342647173,-0.8176225007456328,Spanish,deep_fry,expanded,D,False,253,252,-1,Heavy Main,2.521979799559871,23.68,Other
cubano_sandwich,6.1523,7.5295,0.2115503017405358,1.7095,887.74,0.5,1.816825995643776,-1.553292475485072,3.370118471128848,0.0295827024044288,-0.3062936271094301,0.335876329513859,Caribbean,pan_fry,expanded,C,False,145,141,-4,Full Main,5.9812968730166185,42.41,Other
currywurst,7.9826,7.5586,0.2231653503153459,1.502,812.6,0.6,2.0772641729320283,-1.499842301048682,3.5771064739807104,0.9232227139880144,-0.2372936909246913,1.1605164049127057,German,grill,expanded,B,False,97,152,55,Full Main,4.887250291407336,29.32,Other
dakgalbi,8.1087,7.0979,0.2163950379212937,1.7065,947.295,0.5,2.0929375593476065,-1.5306496623961217,3.623587221743728,0.984790765925233,-0.2775131631147149,1.2623039290399478,Korean,stir_fry,expanded,B,False,88,145,57,Full Main,8.378780612835483,51.74,Other
dal,7.9892,6.929,0.1513163041255206,0.4209,688.1,0.4,2.07809062960888,-1.888382903745557,3.9664735333544368,0.9264451496960692,-0.6641175281304991,1.590562677826568,Indian,unknown,original,A,False,55,75,20,Full Main,7.951044084503426,27.102,Other
dan_dan_noodles,10.0,7.243,0.1768632843021446,1.0465,838.3,0.4,2.302585092994046,-1.7323782499394325,4.034963342933478,1.9082138954165928,-0.5123540645042902,2.420567959920883,Chinese,unknown,original,A,True,46,100,54,Heavy Main,3.648583797155225,42.065,Other
dan_tat,7.5688,7.3389,0.2439112050491028,1.356,562.75,0.8,2.0240345344080977,-1.410951033654792,3.43498556806289,0.7211857600497054,-0.1140516189258239,0.8352373789755293,Chinese,bake,expanded,B,False,125,180,55,Full Main,2.29601656987549,13.579999999999998,Other
dim_sum,4.1359,6.977,0.1486246479702183,1.358,682.5,0.3,1.4197049589641269,-1.906331292551165,3.326036251515292,-0.9549202311895956,-0.6801074830369215,-0.274812748152674,Chinese,unknown,original,C,False,150,68,-82,Full Main,6.083873114409301,33.730000000000004,Other
dim_sum_items,3.6628,6.852,0.1454589858508505,1.5065000000000002,677.495,0.3,1.29822788225144,-1.9278611162939996,3.226088998545439,-1.185910281716938,-0.6989133005771546,-0.4869969811397834,Chinese,steam,expanded,C,False,174,64,-110,Full Main,6.4470185537217,36.2,Other
dolma,6.8883,7.407,0.1463439103506557,0.7515,542.8,0.4,1.92982432018395,-1.9217958768865624,3.851620197070512,0.3889331086359313,-0.6936563501975158,1.0825894588334473,Mediterranean,unknown,original,A,False,65,66,1,Light Main,2.7049214338905383,4.57,Other
donburi,1.0407,6.081,0.2347841626076021,2.2265,1240.0,0.4,0.0398935636616766,-1.4490886438669626,1.4889822075286392,-2.466144928700121,-0.1682713961366349,-2.2978735325634863,Japanese,unknown,original,E,False,331,169,-162,Full Main,5.175373637926381,41.505,Noodle/Rice
doner_kebab,7.4181,7.3078,0.3982888454309511,4.206999999999999,1699.9550000000002,0.8,2.0039229596991017,-0.920577794632465,2.924500754331566,0.6476068113824667,0.8030385909076072,-0.1554317795251405,Turkish,roast,expanded,D,False,226,284,58,Full Main,7.240647541866761,46.05,Protein Main
doro_wot,7.9826,7.3599,0.2313390511602135,2.228,1263.63,0.4,2.0772641729320283,-1.463870890618004,3.5411350635500325,0.9232227139880144,-0.1887373002168521,1.1119600142048665,African,simmer,expanded,B,False,106,164,58,Heavy Main,5.351120781701995,57.40000000000002,Other
dosa,1.3336,6.872,0.1613769949862088,0.6816,476.0,0.5,0.2878820524544471,-1.8240120674675224,2.1118941199219696,-2.323137137959351,-0.604351352992207,-1.7187857849671442,Indian,unknown,original,E,False,319,84,-235,Light Main,5.196213550355206,12.32,Other
duck_confit,7.2606,7.6052,0.4095605683183486,2.576,1179.195,1.2,1.9824624700499247,-0.8926704786450047,2.875132948694929,0.5707077774402635,0.8699989789691097,-0.2992912015288462,French,slow_cook,expanded,D,False,234,289,55,Heavy Main,4.825207865974968,48.32,Other
