dish_id,H_mean,H_bert,E_composite,E_carbon,E_water,E_energy,log_H,log_E,log_DEI,Z_H,Z_E,DEI_z,cuisine,cook_method,source,DEI_tier,is_pareto,rank_DEI,rank_invE,rank_shift,meal_role,NDI,protein_g,category
dumplings,7.9968,7.08,0.1552253181381092,1.066,837.7,0.3,2.079041461658496,-1.862877552204473,3.941919013862969,0.9301558332386768,-0.6408957813012335,1.5710516145399105,Chinese,unknown,original,A,False,59,78,19,Full Main,4.607764657831413,36.57,Wrapped/Stuffed
eclair,3.2587,7.2581,0.281867411612305,1.804,907.64,0.8,1.181328342841382,-1.2663184901969131,2.447646833038295,-1.3832112316600766,0.1114296447819806,-1.4946408764420571,French,bake,expanded,E,False,289,222,-67,Heavy Main,2.445653986486036,13.14,Other
edamame,7.9892,7.174,0.122958281541028,0.5004,322.8,0.4,2.07809062960888,-2.095910155605574,4.174000785214454,0.9264451496960692,-0.8325801683039487,1.7590253180000175,Japanese,unknown,original,A,False,37,47,10,Full Main,7.978708287228466,54.75,Other
eggplant_parm,5.9359,7.0995,0.2847714296386164,2.265,823.89,0.8,1.781018659361992,-1.2560684217565703,3.037087081118562,-0.0760741289929858,0.1286811489151085,-0.2047552779080944,Italian,bake,expanded,D,False,202,226,24,Full Main,5.629190197091431,23.82,Other
eggs_benedict,5.9359,7.3117,0.1708245348553931,1.2735,775.7699999999999,0.4,1.781018659361992,-1.7671183612495271,3.5481370206115197,-0.0760741289929858,-0.5482276403897266,0.4721535113967408,American,boil,expanded,B,False,103,94,-9,Full Main,4.640990705069108,33.035000000000004,Other
egusi_soup,8.5603,7.3211,0.1448665139118369,1.103,504.83,0.4,2.1471352362685003,-1.931942554279668,4.079077790548169,1.2052834880096708,-0.7024329178839512,1.907716405893622,African,simmer,expanded,A,False,42,63,21,Heavy Main,4.848509813907737,39.06999999999999,Other
elote,9.5986,7.372,0.1805572994317562,0.903,384.9,0.6,2.2616172545057425,-1.7117071032098954,3.973324357715638,1.7122312146267484,-0.4904095322393593,2.202640746866108,Mexican,unknown,original,A,False,53,105,52,Light Main,4.243760389526178,11.02,Other
enchilada,5.2029,6.83,0.2953211986902908,2.3305,879.3,0.8,1.6492161624425126,-1.219691705845425,2.8689078682879376,-0.4339597917208277,0.1913527242116557,-0.6253125159324835,Mexican,unknown,original,D,False,236,242,6,Full Main,6.388599235314564,47.68,Other
escargot,8.1233,7.185,0.22905787543792,0.962,424.5,0.8,2.0947364755547597,-1.4737805761890834,3.568517051743843,0.9919191843097164,-0.2022887699546358,1.1942079542643522,French,unknown,original,B,False,99,160,61,Full Main,1.3169032925871829,4.02,Other
escovitch_fish,6.1523,7.3597,0.2895370287936256,1.7910000000000004,464.81000000000006,1.0,1.816825995643776,-1.2394720841254787,3.0562980797692543,0.0295827024044288,0.1569914943656487,-0.1274087919612199,Caribbean,deep_fry,expanded,C,False,195,234,39,Full Main,7.0480043229758405,41.11,Protein Main
fajita,1.0,6.671,0.2319769200463485,1.6045,830.3,0.6,0.0,-1.4611173948233878,1.4611173948233878,-2.486016615566456,-0.1849479994529277,-2.301068616113528,Mexican,unknown,original,E,False,332,166,-166,Full Main,6.381816291105724,41.99,Other
falafel,4.9737,7.341,0.3067878357769481,0.8195,871.3,1.0,1.6041640299313922,-1.1815988589812332,2.7857628889126254,-0.5458661954005292,0.2594710124940491,-0.8053372078945782,Mediterranean,unknown,original,D,False,250,251,1,Heavy Main,4.610353809918898,34.95899999999999,Other
fattoush,8.6612,7.5472,0.0210290629331569,0.27,295.8,0.0,2.158853281103997,-3.8618498488358073,6.020703129939805,1.254547694516136,-1.4380971865070675,2.6926448810232038,Lebanese,cold,expanded,A,True,4,6,2,Light Main,4.028981926242201,3.56,Salad/Cold/Side
feijoada,3.6628,7.3838,0.2897462854725938,2.0995,2005.445,0.4,1.29822788225144,-1.238749616611167,2.5369774988626066,-1.185910281716938,0.1582345970011685,-1.3441448787181065,South American,simmer,expanded,E,False,280,235,-45,Heavy Main,5.430319091139347,73.74999999999999,Other
fesenjan,6.9238,7.5372,0.2580113680578307,1.874,1678.61,0.4,1.9349647518592317,-1.3547516327915776,3.2897163846508093,0.4062659067625866,-0.0302887020916559,0.4365546088542426,Persian,simmer,expanded,C,False,159,196,37,Heavy Main,3.296270540843623,60.290000000000006,Other
fish_and_chips,2.9929,6.801,0.3253698736066217,2.0975,769.4,1.0,1.0962428170193752,-1.1227926711303742,2.2190354881497494,-1.5129875060844429,0.3698587922929673,-1.88284629837741,Other,unknown,original,E,False,309,262,-47,Heavy Main,4.231810131125397,47.580000000000005,Protein Main
fish_tacos,6.3586,7.1794,0.1508035934353108,1.043,322.73,0.5,1.8498082273346304,-1.891776994545568,3.741585221880198,0.1303082306728512,-0.6671633186562859,0.7974715493291371,Mexican,pan_fry,expanded,B,False,74,73,-1,Full Main,6.166414745112166,30.31,Protein Main
focaccia,3.6628,7.362,0.2253479434420961,0.6929000000000001,508.67,0.8,1.29822788225144,-1.490109655948378,2.788337538199818,-1.185910281716938,-0.2243278573775443,-0.9615824243393936,Italian,bake,expanded,D,False,249,154,-95,Full Main,1.8120222527002183,12.0,Bread/Pastry
fondue,2.798,7.4177,0.2317808476658305,3.549,928.04,0.4,1.0289048762432895,-1.4619629758825172,2.490867852125807,-1.6081470090389534,-0.1861127799233835,-1.42203422911557,Swiss,simmer,expanded,E,False,283,165,-118,Heavy Main,6.1003155094064185,44.75,Other
french_fries,4.4255,6.585,0.247277363637544,0.6991,178.4,1.0,1.4873832664267947,-1.3972446426614702,2.884627909088265,-0.813523658302852,-0.0940547393351632,-0.7194689189676887,American,unknown,original,D,False,232,183,-49,Full Main,2.948697718735887,4.0,Other
french_onion_soup,8.8056,7.065,0.2794902450794066,4.4295,1218.5,0.4,2.175387882727045,-1.274787888321964,3.4501757710490093,1.3250506818256869,0.0973079355171386,1.2277427463085482,French,unknown,original,B,False,120,218,98,Full Main,6.36383326441806,28.98,Other
fresh_spring_roll,7.1621,7.119,0.0531295222848464,1.0375,406.0,0.0,1.9688032340590496,-2.9350225299987,4.90382576405775,0.5226153657367266,-1.2474023622451216,1.7700177279818483,Vietnamese,unknown,original,A,False,18,22,4,Light Main,5.897335916365413,19.890000000000004,Wrapped/Stuffed
fried_chicken,3.9581,7.048,0.393529317972158,2.6084,1467.3,1.0,1.3757641121467097,-0.9325997082529256,2.3083638203996357,-1.0417306961732384,0.774764314755335,-1.8164950109285731,American,unknown,original,E,False,302,282,-20,Heavy Main,3.10595837246092,67.738,Protein Main
fried_rice,3.1966,6.66,0.2050187887838639,1.509,794.5,0.5,1.162087744952416,-1.584653651439358,2.746741396391774,-1.4135314221858597,-0.3450944960250837,-1.068436926160776,Chinese,unknown,original,D,False,260,134,-126,Full Main,3.330237602615417,15.32,Noodle/Rice
fufu,4.0401,7.1556,0.0927179836270745,0.315,75.5,0.4,1.3962694441419687,-2.378192827090964,3.7744622712329328,-1.0016943737398376,-1.0122245850131053,0.0105302112732676,African,boil,expanded,B,False,70,36,-34,Light Main,4.472968891573543,4.0,Other
ful_medames,4.3571,7.1423,0.1732907255875608,0.475,1011.785,0.4,1.4718066984441045,-1.7527846002098852,3.2245912986539897,-0.8469198101863233,-0.5335770771963868,-0.3133427329899365,African,simmer,expanded,C,False,175,96,-79,Full Main,6.486704755368144,33.484,Other
gado_gado,7.8508,7.2841,0.0368416990578821,0.521,422.87,0.0,2.060615437429787,-3.3011249487377263,5.361740386167513,0.8588716493938404,-1.344161214006292,2.203032863400132,Indonesian,cold,expanded,A,False,12,14,2,Light Main,7.577166799416988,22.78,Salad/Cold/Side
galaktoboureko,8.1087,7.5847,0.258852796943443,1.6639999999999997,664.54,0.8,2.0929375593476065,-1.351495730425294,3.4444332897729004,0.984790765925233,-0.0252901401797276,1.0100809061049605,Greek,bake,expanded,B,False,122,197,75,Heavy Main,2.892537014725222,17.52,Other
galette,5.2167,7.6479,0.1892821171027535,1.6529999999999998,632.145,0.5,1.651865018073996,-1.664516693783159,3.3163817118571552,-0.4272219716039867,-0.4385791969080119,0.0113572253040251,French,pan_fry,expanded,C,False,153,114,-39,Heavy Main,4.105575763722729,26.435,Other
gambas_al_ajillo,6.9238,7.2997,0.2707839602684873,2.8985,1299.535,0.5,1.9349647518592317,-1.3064339706122423,3.241398722471474,0.4062659067625866,0.0455876958220225,0.3606782109405641,Spanish,saute,expanded,C,False,170,208,38,Full Main,7.214547113365241,49.760000000000005,Other
gazpacho,9.1606,7.436,0.0402863263051759,0.668,344.6,0.0,2.214911678724271,-3.2117431652422823,5.426654843966553,1.4983786630922409,-1.3236981863475918,2.8220768494398323,Spanish,unknown,original,A,False,10,17,7,Light Main,8.208870617389495,4.96,Other
gelato,8.9939,7.564,0.0648149325917145,1.2235,500.4,0.0,2.196546569763244,-2.736219260941248,4.932765830704492,1.4169877490721432,-1.1779844377075506,2.5949721867796938,Italian,unknown,original,A,False,16,30,14,Full Main,2.511807887336124,8.73,Dessert
general_tso,6.4054,6.649,0.3714217975765348,2.3185,1272.8,1.0,1.8571413846086944,-0.9904169414881232,2.8475583260968174,0.1531582293299631,0.6434331811250349,-0.4902749517950717,Chinese,unknown,original,D,False,240,273,33,Heavy Main,3.380750702217002,56.38500000000001,Other
ghormeh_sabzi,7.7129,7.0615,0.4344752359392492,3.1170000000000004,1341.8499999999997,1.2,2.042894251743997,-0.8336163302870099,2.876510582031007,0.7915422730088895,1.0180061495662611,-0.2264638765573716,Persian,braise,expanded,D,False,233,300,67,Full Main,8.133139868552345,36.62,Other
gnocchi,8.9517,7.211,0.1493656341086219,1.189,467.3,0.4,2.1918434583837394,-1.9013580587901768,4.093201517173916,1.3963836904539786,-0.6757056076651295,2.072089298119108,Italian,unknown,original,A,False,41,69,28,Full Main,4.995241995241996,21.075,Other
gozleme,6.9238,7.8291,0.1698328688860818,1.3955,462.63,0.5,1.9349647518592317,-1.7729404497149646,3.707905201574196,0.4062659067625866,-0.5541186952706724,0.960384602033259,Turkish,pan_fry,expanded,B,False,77,90,13,Full Main,4.519692849511149,21.76,Other
green_curry,4.6754,7.287,0.2611478475643975,2.321,1536.4,0.4,1.5423147205778005,-1.3426685662766351,2.8849832868544354,-0.6915105244478896,-0.0116562457223213,-0.6798542787255683,Thai,unknown,original,D,False,231,199,-32,Heavy Main,4.148268292754985,46.04999999999999,Other
grilled_cheese,7.4912,7.194,0.1882054209607936,1.7955,516.5,0.5,2.0137289983144546,-1.6702212479906786,3.683950246305133,0.6832977280883402,-0.4449753789478105,1.1282731070361507,American,unknown,original,B,False,80,113,33,Full Main,5.053720217610839,22.335,Other
guacamole,8.4333,6.93,0.0347126588909858,0.4681,328.1,0.0,2.132188154488383,-3.3606508490176483,5.492839003506031,1.1432760130213542,-1.356808912782962,2.500084925804316,Mexican,unknown,original,A,False,8,12,4,Light Main,5.80410483759982,4.025,Salad/Cold/Side
gulab_jamun,6.5556,7.2487,0.2775554568444898,1.2995,446.295,1.0,1.8803196462075356,-1.2817345212772489,3.162054167484784,0.2264930540799246,0.0858142027203796,0.140678851359545,Indian,deep_fry,expanded,C,False,182,216,34,Heavy Main,1.3529527852282468,7.435,Other
gyro,6.5518,7.158,0.4052126119464612,4.2615,1720.4,0.8,1.879739821054345,-0.9033433818539308,2.7830832029082755,0.2246377123086207,0.8441696670844485,-0.6195319547758278,Mediterranean,unknown,original,D,False,251,286,35,Full Main,7.299945210791229,47.26,Other
gyudon,5.2167,7.0105,0.4060873920872168,7.163,2110.11,0.4,1.651865018073996,-0.9011868910973264,2.553051909171322,-0.4272219716039867,0.8493663542527413,-1.276588325856728,Japanese,simmer,expanded,E,False,278,287,9,Full Main,6.9759720710734525,32.725,Noodle/Rice
halloumi,8.4884,7.692,0.2737251146473554,3.525,903.9,0.6,2.138700525554757,-1.2956309073813612,3.4343314329361188,1.170178468705262,0.0630598108238904,1.1071186578813716,Lebanese,grill,expanded,B,False,126,210,84,Full Main,6.59535378109487,37.5,Other
halo_halo,3.2587,7.4075,0.0321684610849158,0.6815000000000001,324.745,0.0,1.181328342841382,-3.436768775837944,4.618097118679327,-1.3832112316600766,-1.371922881969531,-0.0112883496905455,Filipino,cold,expanded,A,False,24,9,-15,Light Main,3.587441514714242,6.085000000000001,Dessert
hamburger,3.8876,6.712,0.5502933141427692,9.981,2552.6,0.6,1.3577920006471784,-0.597303844467298,1.9550958451144764,-1.0761521685092723,1.7060308232136223,-2.782182991722894,American,unknown,original,E,False,323,314,-9,Full Main,8.06344271491002,51.365,Protein Main
harissa,6.9238,7.5812,0.0337149583840212,0.277,447.91,0.0,1.9349647518592317,-3.3898136711424547,5.324778423001686,0.4062659067625866,-1.362735816219366,1.7690017229819526,African,raw,expanded,A,False,13,11,-2,Light Main,8.011402935983941,7.904999999999999,Other
horiatiki,6.1523,7.3264,0.0624649954359781,1.229,551.02,0.0,1.816825995643776,-2.773148952163614,4.58997494780739,0.0295827024044288,-1.1919443891222703,1.2215270915266991,Greek,cold,expanded,A,False,27,25,-2,Light Main,6.348986794946921,11.77,Other
hot_and_sour_soup,4.1637,6.726,0.1340866392818403,0.713,403.6,0.4,1.426404102047767,-2.009269126157478,3.435673228205245,-0.9413469413890032,-0.7664714500311499,-0.1748754913578534,Chinese,unknown,original,B,False,124,51,-73,Side/Snack,10.534350614607437,13.329999999999998,Other
hot_dog,6.5556,7.0579,0.186911584136972,0.9695,510.175,0.6,1.8803196462075356,-1.6771195860401913,3.5574392322477264,0.2264930540799246,-0.4526614990446964,0.6791545531246211,American,grill,expanded,B,False,100,110,10,Full Main,4.952690241359956,20.275,Other
hu_tieu,2.798,6.9639,0.1931435082000524,1.8215,905.125,0.4,1.0289048762432895,-1.6443218005819629,2.6732266768252524,-1.6081470090389534,-0.415640357041619,-1.1925066519973342,Vietnamese,boil,expanded,D,False,266,119,-147,Heavy Main,3.0529923484545325,31.87,Other
hummus,7.6735,7.347,0.0956000970923752,0.2991,1112.0,0.0,2.0377728346330124,-2.3475814433146778,4.38535427794769,0.7723053083274745,-0.9951032063204488,1.767408514647923,Mediterranean,unknown,original,A,False,30,37,7,Heavy Main,5.978190321219054,35.415,Salad/Cold/Side
ice_cream,6.2072,7.338,0.0838113240686453,1.5265,653.7,0.0,1.8257099085976023,-2.4791871485395447,4.304897057137147,0.0563875085214254,-1.0651351636639446,1.12152267218537,Other,unknown,original,A,False,32,35,3,Full Main,1.7144310050488545,8.94,Dessert
idli,2.8199,6.4518,0.1159702392454211,0.6375,544.0,0.3,1.0367014233283585,-2.1544216790215933,3.191123102349952,-1.597454381462228,-0.8740930788481919,-0.7233613026140361,Indian,steam,expanded,C,False,176,43,-133,Light Main,7.0658263305322135,15.400000000000002,Other
injera,6.5556,7.2875,0.1348193172949901,0.4775,274.75,0.5,1.8803196462075356,-2.0038197873955808,3.884139433603116,0.2264930540799246,-0.7621189296068327,0.9886119836867574,African,pan_fry,expanded,A,False,63,53,-10,Full Main,2.5203764489478773,15.0,Bread/Pastry
iskender_kebab,7.8508,7.5031,0.3672064267488129,4.378,1817.94,0.6,2.060615437429787,-1.0018311183497095,3.0624465557794966,0.8588716493938404,0.618391502114013,0.2404801472798274,Turkish,grill,expanded,C,False,194,270,76,Heavy Main,5.886906185857912,47.05,Protein Main
jalebi,5.7087,7.2048,0.2667636352741989,0.979,398.08,1.0,1.7419913269939338,-1.3213922738022674,3.063383600796201,-0.18700403700358,0.0217046990130879,-0.208708736016668,Indian,deep_fry,expanded,C,False,193,202,9,Heavy Main,1.1723845869273155,10.0,Other
japchae,8.3452,7.318,0.2850385521038225,4.039,1118.6,0.5,2.1216865232735818,-1.255130837321993,3.3768173605955747,1.1002613787971762,0.130268006941058,0.969993371856118,Korean,unknown,original,C,False,144,229,85,Light Main,7.381399513519765,19.885,Noodle/Rice
jerk_chicken,3.6628,6.7026,0.2704630231587363,2.1505,1219.08,0.6,1.29822788225144,-1.3076198881589145,2.6058477704103544,-1.185910281716938,0.0436811484710148,-1.229591430187953,Caribbean,grill,expanded,E,False,271,207,-64,Full Main,5.682147305871176,63.1,Protein Main
jjajangmyeon,7.4181,7.2121,0.2009040454731696,1.2305,882.1999999999999,0.5,2.0039229596991017,-1.604927870613519,3.6088508303126208,0.6476068113824667,-0.3695383908590861,1.0171452022415528,Korean,stir_fry,expanded,B,False,92,133,41,Heavy Main,3.839719792242047,49.68,Other
jokbal,4.6633,6.7188,0.4363466234641828,2.4115,1546.645,1.2,1.5397233520209026,-0.8293183435391541,2.369041695560057,-0.6974183232459892,1.0291232464053888,-1.726541569651378,Korean,braise,expanded,E,False,296,301,5,Full Main,5.460363449633148,69.455,Other
jollof_rice,8.2292,7.3086,0.2133692450734617,2.1495,1065.865,0.4,2.1076888046179385,-1.5447310691816396,3.652419873799578,1.0436246299889504,-0.2954880783347368,1.3391127083236871,African,simmer,expanded,B,False,83,143,60,Full Main,4.772464303034488,31.370000000000005,Noodle/Rice
karaage,4.0257,7.2208,0.3507997598775191,2.0965,1129.255,1.0,1.3926988087928849,-1.047539702984004,2.4402385117768883,-1.0087251425574104,0.5209266521108309,-1.5296517946682413,Japanese,deep_fry,expanded,E,False,291,265,-26,Heavy Main,3.3115577273420174,52.00500000000001,Other
kare_kare,4.9488,7.3561,0.4884342294134526,9.3995,2531.9750000000004,0.4,1.5991451229486682,-0.7165504544072829,2.3156955773559518,-0.5580235664809154,1.3385529886373708,-1.8965765551182865,Filipino,simmer,expanded,E,False,301,304,3,Heavy Main,6.48442549588403,52.84,Other
katsu,7.6735,6.973,0.3813776644673086,2.1645,1433.4,1.0,2.0377728346330124,-0.9639651494936456,3.001737984126658,0.7723053083274745,0.70257664279053,0.0697286655369444,Japanese,unknown,original,D,False,210,275,65,Heavy Main,3.923798696594363,58.27,Other
katsu_curry,5.2167,7.273,0.4151069941812468,2.8080000000000003,1725.85,1.0,1.651865018073996,-0.8792189746763995,2.5310839927503954,-0.4272219716039867,0.9029478752331632,-1.33016984683715,Japanese,deep_fry,expanded,E,False,281,292,11,Heavy Main,3.5196253649567324,54.53,Other
kebab,7.1849,7.286,0.4289247527784806,5.291,2279.8,0.6,1.971981601549652,-0.8464737768875165,2.8184553784371684,0.5337474163645504,0.9850331506656722,-0.4512857343011218,Mediterranean,unknown,original,D,False,245,297,52,Heavy Main,7.36957344869248,52.034,Protein Main
keftedes,4.6633,7.4303,0.528921603586283,9.492,2729.71,0.5,1.5397233520209026,-0.6369150554855815,2.176638407506484,-0.6974183232459892,1.579070814819481,-2.27648913806547,Greek,pan_fry,expanded,E,False,314,310,-4,Full Main,6.860790766559553,44.074,Other
khao_man_gai,5.2167,6.973,0.2492308730802638,2.5045,1409.345,0.4,1.651865018073996,-1.3893756109773148,3.0412406290513108,-0.4272219716039867,-0.0824497920105108,-0.3447721795934759,Thai,boil,expanded,C,False,199,186,-13,Full Main,4.976155331456192,54.23,Other
kibbeh,7.7129,7.6081,0.4201524414376171,3.626,1575.9399999999998,1.0,2.042894251743997,-0.8671376777533967,2.9100319294973938,0.7915422730088895,0.932920676162126,-0.1413784031532365,Lebanese,deep_fry,expanded,D,False,228,295,67,Heavy Main,5.317414021521978,38.835,Other
kimbap,8.3893,7.307,0.1364470620417334,2.6715,1000.1,0.0,2.126957084340491,-1.9918185634503345,4.118775647790825,1.121793108300993,-0.752449208216781,1.8742423165177744,Korean,unknown,original,A,False,40,56,16,Light Main,5.83820041583517,16.53,Other
kimchi,3.7433,7.178,0.0107893163244967,0.1615,115.8,0.0,1.3199675753230935,-4.529198863675368,5.849166438998461,-1.1466063310353671,-1.4989270537258537,0.3523207226904865,Korean,unknown,original,A,False,5,3,-2,Side/Snack,22.25429162244664,5.75,Salad/Cold/Side
kimchi_jjigae,3.9581,6.817,0.1738305685587496,1.121,782.3,0.4,1.3757641121467097,-1.749674198079432,3.1254383102261416,-1.0417306961732384,-0.53037010562654,-0.5113605905466985,Korean,unknown,original,C,False,185,97,-88,Light Main,10.041783192225672,31.28,Salad/Cold/Side
kitfo,6.1523,7.5087,0.5233179288846862,12.36,3269.59,0.0,1.816825995643776,-0.6475661049933105,2.4643921006370864,0.0295827024044288,1.5457818281811673,-1.5161991257767384,African,raw,expanded,E,False,287,309,22,Heavy Main,6.589719532003938,53.470000000000006,Other
kofte,4.9488,7.2882,0.5200499512413249,9.3335,2393.36,0.6,1.5991451229486682,-0.653830411940667,2.252975534889335,-0.5580235664809154,1.5263681987509718,-2.0843917652318877,Turkish,grill,expanded,E,False,306,308,2,Full Main,9.682582061436689,41.87199999999999,Other
koobideh,8.4548,7.2432,0.6431374471788253,12.3104,3118.4300000000003,0.6,2.1347343274285446,-0.4413968183671966,2.576131145795741,1.1537733414642588,2.257577311663845,-1.103803970199586,Persian,grill,expanded,E,False,276,319,43,Full Main,8.973188695267659,52.752,Other
korean_fried_chicken,4.6144,6.228,0.3907836556182036,2.5675,1444.4,1.0,1.529181848668438,-0.9396011825688586,2.4687830312372965,-0.7212936423556636,0.7584535325844743,-1.479747174940138,Korean,unknown,original,E,False,285,280,-5,Heavy Main,2.9301046339696315,65.83999999999999,Protein Main
korma,8.4066,7.243,0.2480675328093393,2.2049,1407.1,0.4,2.129017111623104,-1.394054260171638,3.523071371794742,1.130239795838771,-0.0893606890195006,1.2196004848582718,Indian,unknown,original,B,False,109,185,76,Full Main,5.666904531748068,59.84200000000001,Other
kunefe,8.4548,7.7086,0.284870239117631,2.613,735.27,0.8,2.1347343274285446,-1.25572150373626,3.3904558311648048,1.1537733414642588,0.1292681329214638,1.024505208542795,Turkish,bake,expanded,C,False,136,227,91,Heavy Main,3.5584920303957,26.27,Other
kung_pao_chicken,4.6754,6.489,0.2407579913425084,1.9045,1127.7,0.5,1.5423147205778005,-1.4239630353241268,2.966277755901927,-0.6915105244478896,-0.1327834858767476,-0.558727038571142,Chinese,unknown,original,D,False,217,177,-40,Heavy Main,5.284238072104764,58.24500000000001,Protein Main
labneh,6.1523,7.7099,0.045353367769428,0.7909,456.48,0.0,1.816825995643776,-3.093270843448864,4.910096839092639,0.0295827024044288,-1.293597103650696,1.3231798060551248,Lebanese,cold,expanded,A,False,17,19,2,Light Main,7.880384623800427,20.0,Other
lagman,5.9359,7.6892,0.2345345114302771,2.6095,1203.9349999999995,0.4,1.781018659361992,-1.450152531645919,3.2311711910079106,-0.0760741289929858,-0.1697544648636335,0.0936803358706476,Central Asian,boil,expanded,C,False,173,168,-5,Heavy Main,5.085214597079004,41.05,Other
lahmacun,7.9826,7.7783,0.3993846022337299,5.4125,1402.11,0.8,2.0772641729320283,-0.9178304109876204,2.995094583919649,0.9232227139880144,0.8095480040175705,0.1136747099704439,Turkish,bake,expanded,D,False,212,285,73,Full Main,7.266143639823261,29.76,Other
laksa,6.1523,7.3046,0.1932544214695525,1.8185,907.245,0.4,1.816825995643776,-1.643747712244372,3.460573707888148,0.0295827024044288,-0.4149814696966153,0.4445641721010441,Indonesian,simmer,expanded,B,False,117,120,3,Heavy Main,3.009410062874047,23.58,Noodle/Rice
larb,8.3075,7.071,0.2198598697019789,1.4525,989.5,0.5,2.117158721246612,-1.5147648914724623,3.631923612719074,1.0818544354345023,-0.2569301091379438,1.3387845445724462,Thai,unknown,original,B,False,87,148,61,Full Main,7.386347703641985,43.925,Other
lasagna,6.4539,6.885,0.5943961798471784,9.715,2622.1,0.8,1.8646845992426115,-0.5202092125050639,2.3848938117476752,0.1768382493058161,1.9680267072229236,-1.7911884579171071,Italian,unknown,original,E,False,295,317,22,Heavy Main,5.635534435016224,63.81,Other
lo_mein,2.3516,6.505,0.1958151798842702,1.199,762.1,0.5,0.8550959475459627,-1.630584024392002,2.485679971937965,-1.8261008423837128,-0.399769121159111,-1.4263317212246016,Chinese,unknown,original,E,False,284,130,-154,Heavy Main,3.512615511435221,40.11500000000001,Noodle/Rice
lobster_roll,8.8667,7.177,0.1997214767272574,2.36,779.3,0.4,2.1823026865109734,-1.610831499389194,3.793134185900168,1.354882624516916,-0.3765635158490039,1.73144614036592,American,unknown,original,B,False,69,132,63,Full Main,7.154178257007173,42.03999999999999,Other
lomo_saltado,7.7129,7.2693,0.5341185394748995,9.9005,2687.33,0.5,2.042894251743997,-0.6271374806213602,2.670031732365357,0.7915422730088895,1.6099435436213558,-0.8184012706124664,South American,stir_fry,expanded,D,False,267,312,45,Heavy Main,6.745668108857776,44.23,Other
loukoumades,7.0959,7.7733,0.269907763552017,0.933,448.1,1.0,1.9595171524615305,-1.3096749948219737,3.269192147283504,0.4902933590892738,0.0403825933954307,0.4499107656938431,Greek,deep_fry,expanded,C,False,162,205,43,Heavy Main,1.2771309518475606,10.58,Other
lumpia,3.8468,7.2598,0.2834301385015858,1.109,566.74,1.0,1.3472416338561897,-1.260789611220467,2.6080312450766567,-1.096072680159062,0.1207131234467537,-1.216785803605816,Filipino,deep_fry,expanded,E,False,270,225,-45,Full Main,2.9836957423164323,21.08,Other
mac_and_cheese,6.1067,6.986,0.3013898684318615,2.8415,822.0,0.8,1.8093865290782607,-1.199350608378424,3.0087371374566847,0.0073186011487812,0.227404043515026,-0.2200854423662447,American,unknown,original,D,False,209,246,37,Heavy Main,4.53834148439158,37.48,Other
macarons,7.2606,7.4965,0.3030896685319408,1.2000000000000002,1321.0199999999998,0.8,1.9824624700499247,-1.193726581504135,3.17618905155406,0.5707077774402635,0.2375018143230316,0.3332059631172318,French,bake,expanded,C,False,180,247,67,Heavy Main,2.6160180928189134,17.939999999999998,Dessert
mafe,5.7087,7.036,0.1927050992098769,1.6499999999999997,944.07,0.4,1.7419913269939338,-1.646594242002861,3.3885855689967945,-0.18700403700358,-0.4182447535837506,0.2312407165801705,African,simmer,expanded,C,False,138,117,-21,Heavy Main,4.482504214524655,53.45,Other
malai_kofta,8.1087,7.1975,0.3646055679806885,3.16,1022.27,1.0,2.0929375593476065,-1.0089391453767045,3.1018767047243108,0.984790765925233,0.6029409348718492,0.3818498310533837,Indian,deep_fry,expanded,C,False,189,269,80,Heavy Main,4.687646563862099,30.86,Other
manakish,7.4181,7.4129,0.2410900318939242,1.266,551.7499999999999,0.8,2.0039229596991017,-1.422584838930406,3.426507798629508,0.6476068113824667,-0.130810977823004,0.7784177892054707,Lebanese,bake,expanded,B,False,128,178,50,Full Main,3.013245234297865,17.5,Other
mango_sticky_rice,8.5646,7.382,0.1575942646055001,1.1553,843.6,0.3,2.147637428992589,-1.8477314943176475,3.995368923310236,1.207382953698252,-0.626822903859332,1.834205857557584,Thai,unknown,original,A,False,51,82,31,Full Main,3.372001621055368,6.77,Other
manti_turkish,6.3586,7.6294,0.3164032495057304,5.378000000000001,1482.6900000000005,0.4,1.8498082273346304,-1.1507377728957056,3.000546000230336,0.1303082306728512,0.316591990456613,-0.1862837597837618,Turkish,boil,expanded,D,False,211,254,43,Full Main,6.096727943426654,32.305,Wrapped/Stuffed
manty,4.6633,7.4271,0.2208545689303118,2.8055000000000008,1256.99,0.3,1.5397233520209026,-1.5102508532191958,3.0499742052400984,-0.6974183232459892,-0.2510210349884971,-0.4463972882574921,Central Asian,steam,expanded,C,False,198,150,-48,Full Main,5.4594991376088124,33.83,Other
mapo_tofu,7.5825,6.879,0.2133064982371322,1.3605,933.4,0.5,2.025842960580599,-1.5450251887221362,3.5708681493027354,0.7278747553830902,-0.2958608299142625,1.0237355852973526,Chinese,unknown,original,B,False,98,142,44,Full Main,8.60080918884979,32.055,Other
massaman_curry,8.7381,7.313,0.5748645506702768,10.3715,3286.4,0.4,2.167692774730181,-0.5536208299860484,2.72131360471623,1.2920939529933135,1.8519978195165945,-0.559903866523281,Thai,unknown,original,D,False,263,316,53,Heavy Main,5.138990161751923,54.85,Other
