dish_id,H_mean,E_composite,E_carbon,E_water,E_energy,log_H,log_E,log_DEI,DEI_z,Z_H,Z_E,cuisine,source,cook_method,DEI_tier,is_pareto,rank_DEI,rank_invE,rank_shift,category,protein_g,fat_g,carb_g,fiber_g,calorie_kcal,NDI,meal_role,log_NDI,log_DEI_N,H_controlled,log_DEI_ctrl,category_recipe,family,refinement_alpha
bun_bo_hue,7.0751,0.4268114422342925,7.3015,2273.4,0.4,1.9565815777050317,-0.8514129505552047,2.8079945282602363,-0.4923410905844547,0.4801378041305577,0.9724788947150124,Vietnamese,original,,D,False,248,296.0,48,Noodle/Rice,47.42,23.01,134.75000000000006,5.460000000000001,962.9,4.863058728465313,Heavy Main,1.5816676079404015,3.5713013579416324,6.734784060854796,2.758698697669644,Red Meat Main,,
bun_cha,5.5335,0.2664993860833531,1.947,1162.3,0.6,1.710820526722703,-1.322383339006084,3.0332038657287868,-0.29267996747394787,-0.2725450576173831,0.020134909856564756,Vietnamese,original,,D,False,205,201.0,-4,Other,39.245,17.224999999999998,139.875,2.555,896.3000000000001,2.811740554683765,Heavy Main,1.0338037060658958,3.817800815128908,7.188102168767401,3.294810521622625,Pork Main,,
burrito,2.4568,0.276301431930006,2.2195,1211.6,0.6,0.8988596901444755,-1.2862628645471723,2.185122554691648,-1.8531017579964477,-1.774737170188666,0.07836458780778174,Mexican,original,,E,False,312,214.0,-98,Wrapped/Stuffed,53.81000000000001,24.08,100.71999999999998,13.1,847.6999999999999,5.642069254196187,Heavy Main,1.7302508872645177,4.0722736466155744,7.011227479317662,3.233775654304357,Poultry Main,,
butter_chicken,9.4037,0.2453824918883798,2.5309,1290.8,0.4,2.2411032288503776,-1.404937094448642,3.6460403232990197,1.7223830573770167,1.6170717116722386,-0.10531134570477818,Indian,original,,B,False,84,181.0,97,Protein Main,52.602,58.796,20.259000000000004,4.264,807.2900000000001,4.509626626214222,Heavy Main,1.5062143621083648,4.145507580286307,7.248845318766262,3.3857792842539216,Poultry Main,Curry,0.1327871688535855
ca_phe_sua_da,9.6366,0.0363340634140795,0.513,336.3,0.0,2.2655683493147696,-3.314999591657493,5.580567940972262,3.077961488235297,1.7307846323397884,-1.3471768558955082,Vietnamese,original,,A,True,6,13.0,7,Beverage,1.995,1.98,22.88,0.0,114.15,3.0931680865977844,Side/Snack,1.1291958364221968,5.88512336859826,7.2797432014156,5.300095178713103,Beverage,,
caesar_salad,2.7919,0.0525168062162769,0.752,471.8,0.0,1.0267223676397845,-2.946622042206249,3.9733444098460335,-0.3600830797362029,-1.6111253208297305,-1.2510422410935276,Other,original,,A,False,52,21.0,-31,Salad/Cold/Side,13.96,22.985,20.725,3.04,337.35,6.166558767714838,Light Main,1.8191409461357693,5.7652904769194215,6.865239156880186,4.87309291794687,Mixed/Other,Salad/Cold,0.0083185558051025
caprese,4.8561,0.1118488797934876,2.474,751.6,0.0,1.5802356466258873,-2.190606606353303,3.7708422529791905,0.2952921365467742,-0.6032841407440408,-0.898576277290815,Italian,original,,B,False,71,42.0,-29,Salad/Cold/Side,23.640000000000004,37.67,7.015,1.52,455.35,7.866406619014502,Full Main,2.062601365912127,5.187059684587075,7.076389800448836,4.147370468817126,Dairy Main,Salad/Cold,0.0083185558051025
ceviche,9.6743,0.039418546557507,0.9145,270.8,0.0,2.2694728848771666,-3.2335188486245943,5.50299173350176,3.0780448629371415,1.7491915757024623,-1.328853287234679,Mexican,original,,A,True,7,15.0,8,Protein Main,31.475,5.435,9.995,3.3600000000000003,205.65,12.992279082724012,Light Main,2.564355264309605,6.503707805853345,7.207876763279306,5.208693271570169,Salad/Cold,Seafood,-0.0752983933632487
chana_masala,6.8396,0.1795333304373007,0.5939,986.9,0.4,1.9227292503923008,-1.7173944034036397,3.6401236537959405,0.8616479243927331,0.3651554390931679,-0.49649248529956513,Indian,original,,B,False,86,103.0,17,Other,44.892,28.656,138.339,38.754000000000005,941.89,6.162542119076322,Heavy Main,1.8184893740840031,4.591090567491808,7.09634324065305,3.6769740182463,Plant Protein,Curry,0.1327871688535855
char_siu,5.4794,0.3230840935392318,1.941,1316.9,0.8,1.7009956059144655,-1.1298426381304052,2.8308382440448705,-0.6552392356164805,-0.2989592654667368,0.3562799701497437,Chinese,original,,D,False,244,258.0,14,Other,56.105,28.4,33.295,0.545,620.9000000000001,4.968299984405637,Full Main,1.6030777261426454,3.87971727747188,7.052358454552607,3.083204731571695,Pork Main,,
cheesecake,6.6002,0.4162269009143125,5.2365,1604.2,0.8,1.8870999516035554,-0.8765247325262424,2.763624684129798,-0.6613318450418424,0.24826890750101888,0.9096007525428613,Other,original,,D,False,255,293.0,38,Dessert,50.43000000000001,116.54,88.09,0.8099999999999999,1591.8,3.409996071134405,Heavy Main,1.2267111391347632,3.4733614526275485,7.319812734853907,2.867109477501989,Dessert,Dessert,-0.1174012709339968
chicken_salad,1.3336,0.0681619356522414,0.9585,609.1,0.0,0.2878820524544471,-2.6858689982105344,2.9737510506649816,-1.1650357852082704,-2.3231371379593506,-1.1581013527510802,Other,original,,D,False,216,31.0,-185,Protein Main,30.71,24.05,5.82,2.1750000000000003,361.25,5.610295740399547,Light Main,1.724603434793892,5.487343936724361,7.151685808297263,4.653217104509564,Poultry Main,,
chicken_sandwich,2.0123,0.2305453291832126,1.5495,827.0,0.6,0.6992783464901856,-1.4673077799872063,2.166586126477392,-1.798310876449545,-1.9917633326477728,-0.1934524561982279,American,original,,E,False,315,162.0,-153,Protein Main,43.75000000000001,24.94,41.07,2.78,569.9,5.098766726245232,Full Main,1.6289986921042128,4.1903120557917575,6.916321575520139,3.4011918440552384,Poultry Main,Chicken,0.2123495462457249
chile_relleno,7.5825,0.3181617528849141,2.3685,612.2,1.0,2.025842960580599,-1.1451953686532157,3.1710383292338147,0.40083626354830254,0.7278747553830907,0.3270384918347881,Mexican,original,,C,False,181,256.0,75,Other,23.89,44.52,27.36,3.33,594.3,7.394796016704144,Full Main,2.0007765118342653,4.060445290932387,6.855988453107097,3.070317865744694,Mixed/Other,,
chow_fun,5.4249,0.372484261208624,5.834,1721.6,0.5,1.6909994660769065,-0.9875604938440836,2.67855995992099,-0.9753135864829442,-0.3255687724499119,0.6497448140330323,Chinese,original,,D,False,264,274.0,10,Other,27.855,27.415,129.78,2.56,900.95,3.4655066277242867,Heavy Main,1.2428588348612433,3.5790350261751427,7.301167441144678,2.9755947526565145,Starch/Carb,,
chow_mein,1.0,0.19426553805153,1.207,741.2,0.5,0.0,-1.6385293029641408,1.6385293029641408,-2.077041748354748,-2.4860166155664554,-0.40897486721170756,Chinese,original,,E,False,330,124.0,-206,Other,41.04500000000001,23.245,119.26,6.749999999999999,856.5500000000001,3.664901893843579,Heavy Main,1.2988015665884056,4.0881536338985285,6.484232759010205,3.507902803634699,Starch/Carb,Noodle/Pasta,0.0460866036981628
churro,9.4826,0.3234748223106578,1.554,885.8,1.0,2.2494585402674674,-1.1286339970942594,3.3780925373617268,1.296993346504375,1.6555944658185229,0.3586011193141479,Mexican,original,,C,False,143,259.5,116,Bread/Pastry,13.435,64.52,100.465,4.34,1020.55,1.6484727309772629,Heavy Main,0.4998492416744604,3.379497931456368,7.313394278010628,3.1183414966036844,Dessert,,
churros_spanish,8.4772,0.3234748223106578,1.554,885.8,1.0,2.137380206600282,-1.1286339970942594,3.2660142036945414,0.8061089736441134,1.1647100929582612,0.3586011193141479,Spanish,original,,C,False,165,259.5,94,Bread/Pastry,13.435,64.52,100.465,4.34,1020.55,1.6484727309772629,Heavy Main,0.4998492416744604,3.3695786980104225,7.354085436554217,3.12388999760428,Dessert,,
clam_chowder,7.9892,0.1957745939328879,2.291,749.0,0.4,2.0780906296088797,-1.6307913124993088,3.7088819421081887,1.326455374285557,0.9264451496960695,-0.4000102245894873,American,original,,B,False,76,129.0,53,Soup/Stew,28.985000000000003,43.3,27.075,2.86,595.75,5.114757066498569,Full Main,1.632129903945018,4.372272118512546,6.952326869489658,3.5698677174079574,Soup/Stew,Soup,-0.1164357598763221
club_sandwich,4.8287,0.0745333152011155,1.1245,644.0,0.0,1.5745772802980966,-2.596509069645958,4.171086349944055,0.5035896351375484,-0.6166621314108109,-1.1202517665483593,American,original,,A,False,38,33.0,-5,Other,37.540000000000006,27.82,46.36,3.0499999999999994,592.1999999999999,5.137354390140612,Full Main,1.6365382368689896,5.353519847657154,7.150486867370425,4.563689517372149,Mixed/Other,,
coleslaw,2.6572,0.013196413963922,0.2035,134.3,0.0,0.9772729368089491,-4.327810155698477,5.3050830925074255,-0.1922647673286706,-1.67689230414411,-1.4846275368154394,American,original,,A,False,14,5.0,-9,Salad/Cold/Side,2.61,22.73,17.869999999999997,4.87,279.05,5.497732075406327,Light Main,1.7043356572726938,7.082682347514606,6.725203334850971,6.233672316394863,Salad/Cold,Salad/Cold,0.0083185558051025
