dish_id,H_pairwise_home,BT_strength
ackee_saltfish,8.002196205028403,0.9142600841509825
aloo_gobi,5.104742388572034,-0.7687574872748119
aloo_mutter,7.003518317757717,0.3341671684590288
aloo_paratha,3.9900186775000774,-1.4162568822137698
aloo_tikki,9.691073583666467,1.8952628832595144
anadama_bread,6.628371854909978,0.11625926420012223
animal_cracker,6.8223235796646575,0.22891823357402785
anzac_biscuit,6.196535147116973,-0.13457778558283798
apple_bread,6.628371854926834,0.11625926420991312
apple_crisp,7.003518317843222,0.33416716850869466
apple_dumpling,7.00351831784322,0.33416716850869443
apple_pie,7.882616552668359,0.8448009421401944
apple_strudel,7.7564984426841415,0.7715438658848623
arepa,3.990018677500076,-1.4162568822137707
arroz_con_gandules,7.8826165535050805,0.8448009426262136
arroz_con_pollo,8.002196206950533,0.9142600852674723
atlantic_beach_pie,6.822323579618443,0.2289182335471839
baba_ganoush,3.990018668966926,-1.4162568871703436
bacon_and_egg_pie,7.332384186274954,0.5251924860027058
bagel,6.628371854889072,0.11625926418797863
baked_beans,6.196535147174591,-0.13457778554937036
baked_potato,5.694666134952631,-0.4260938612591425
bakewell_tart,6.822323579599423,0.22891823353613566
baklava,7.88261655037119,0.8448009408058593
banana_boat,5.4121108752005895,-0.5902191578766623
banana_bread,4.768852203784711,-0.9638629553432914
banana_cream_pie,5.104742388572035,-0.7687574872748115
banh_mi,8.002196205028403,0.9142600841509831
banh_xeo,7.173176043100699,0.43271470397405093
bannock,3.990018677500077,-1.41625688221377
banoffee_pie,7.332384186274954,0.5251924860027056
barbari_bread,3.530399750512453,-1.6832315362657542
bean_pie,4.399539688917544,-1.1783821474486784
bean_salad,5.955338867736026,-0.2746792684969387
beef_bourguignon,7.8826165535050805,0.8448009426262132
beef_bun,6.628371854926834,0.11625926420991299
beef_stroganoff,7.482112679941786,0.6121639104834551
beer_bread,7.48211267989628,0.6121639104570218
belgian_bun,3.990018670856007,-1.4162568860730504
belgian_waffle,9.827687594797238,1.9746166178834006
biryani,5.955338867678644,-0.2746792685302698
biscotti,7.00351831894519,0.33416716914878536
black_and_white_cookie,5.104742387844631,-0.7687574876973319
black_bottom_pie,7.623226782076218,0.6941315719244526
black_pudding,6.822323580861264,0.22891823426909028
blackberry_pie,7.3323841864809225,0.5251924861223441
blueberry_pie,7.173176043098917,0.43271470397301626
bobotie,6.196535146994315,-0.1345777856540851
boiled_egg,3.9900186775000765,-1.4162568822137702
boiled_peanuts,6.196535147124354,-0.13457778557855024
borracho_beans,7.482112679908764,0.6121639104642731
borscht,5.412110875248625,-0.5902191578487604
boston_bun,5.955338867678643,-0.27467926853027025
bratwurst,5.694666134959629,-0.42609386125507775
bread_pudding,6.1965351471384995,-0.1345777855703337
bread_roll,6.196535147160518,-0.13457778555754416
breadstick,4.399539688917546,-1.1783821474486778
breakfast_roll,8.770643361624543,1.3606209751919411
breakfast_sausage,3.9900186708560064,-1.4162568860730507
brigadeiro,7.623226783982957,0.6941315730320026
brioche,4.399539685383303,-1.1783821495015812
brisket,8.002196206950531,0.9142600852674718
brown_bread,5.412110875283623,-0.5902191578284315
brownie,6.628371854939,0.1162592642169801
bruschetta,7.482112679862814,0.6121639104375828
buffalo_wings,7.623226782028565,0.6941315718967729
bulgogi,7.623226781940135,0.694131571845407
bunny_chow,3.530399750512454,-1.6832315362657537
burrito,6.196535147085371,-0.13457778560119418
butter_chicken,7.003518318103583,0.334167168659929
butter_cookie,7.332384186398813,0.5251924860746501
butter_pecan,7.482112679896281,0.6121639104570225
butter_pie,5.4121108752005895,-0.5902191578766621
butter_tart,4.399539688917544,-1.1783821474486782
buttermilk_pie,7.482112679862814,0.6121639104375831
cabbage_roll,5.955338867674209,-0.27467926853284597
caesar_salad,6.8223235796624015,0.22891823357271737
caldo_de_pollo,7.482112679665889,0.6121639103231967
caldo_de_queso,5.104742388092968,-0.768757487553082
caldo_verde,5.955338867721979,-0.27467926850509783
california_roll,7.623226782076218,0.6941315719244529
calzone,6.822323579689466,0.228918233588438
candied_carrots,5.412110874146222,-0.590219158489103
cannoli,6.6283718547699815,0.1162592641188037
capirotada,6.822323579675785,0.2289182335804917
caponata,7.482112679847048,0.6121639104284247
caprese,7.623226782028564,0.694131571896772
