dish_id,H_mean,H_median,H_std,H_n,H_q25,H_q75,H_ci95,H_iqr
dim_sum_items,6.851997286319732,7.699815273284912,1.6955930026250243,500,6.369669795036316,8.006872653961182,0.1486252796688673,1.6372028589248657
doner_kebab,7.3077648918628695,7.960468053817749,1.4583711839575577,500,7.588812351226807,8.021785736083984,0.1278318704672332,0.43297338485717773
doro_wot,7.359909827381261,7.953178882598877,1.4069587183916754,269,7.610584259033203,8.027329444885254,0.16813622265224049,0.4167451858520508
duck_confit,7.60519855260849,7.97362208366394,0.9717389254565839,500,7.729562997817993,8.028607368469238,0.08517667231317808,0.2990443706512451
eclair,7.258126831054687,7.9705140590667725,1.5479726791165604,500,7.517730236053467,8.03183102607727,0.13568578780243024,0.5141007900238037
eggplant_parm,7.099483235359192,7.952380180358887,1.6612200020890924,500,7.0790101289749146,8.026593923568726,0.14561235332993927,0.947583794593811
eggs_benedict,7.311706743478775,7.970882177352905,1.5025963195168377,500,7.62260639667511,8.031651735305786,0.13170837451668121,0.40904533863067627
egusi_soup,7.321121558337144,7.888113498687744,1.355738177616955,71,7.37526273727417,8.017548561096191,0.31535717969175664,0.6422858238220215
escovitch_fish,7.359685101160189,7.971999883651733,1.4422833574617469,82,7.595250368118286,8.031975030899048,0.31217616230583406,0.4367246627807617
fattoush,7.5472469737529755,7.997317790985107,1.181407327345632,500,7.839087247848511,8.036137104034424,0.10355491804799823,0.19704985618591309
feijoada,7.383831954130563,7.958357334136963,1.29472058492595,186,7.495398998260498,8.030137062072754,0.18606969776738663,0.5347380638122559
fesenjan,7.537194828192393,7.974671840667725,1.19697323840288,24,7.5073782205581665,8.030606508255005,0.4788890327427904,0.5232282876968384
fish_tacos,7.179400765657425,7.940693378448486,1.6061036683761034,500,7.391754388809204,8.02219820022583,0.14078119367090927,0.630443811416626
focaccia,7.361998827457428,7.9788384437561035,1.4057877741096712,500,7.5323954820632935,8.032874822616577,0.12322273137401586,0.5004793405532837
fondue,7.417668215513229,7.960502624511719,1.3295242804907987,500,7.675601363182068,8.025758028030396,0.11653794142142579,0.35015666484832764
fufu,7.155579532186191,7.856105804443359,1.4122313392488879,384,6.922499656677246,8.019266366958618,0.1412525523470233,1.096766710281372
ful_medames,7.1423463181394045,7.913780450820923,1.5744994777909513,244,7.235918045043945,8.019560813903809,0.1975621205804809,0.7836427688598633
gado_gado,7.284128943005124,7.981411695480347,1.6636580165055554,74,7.740019798278809,8.031554698944092,0.37905677954815364,0.2915349006652832
galaktoboureko,7.584672064884849,7.9659528732299805,1.1097770617069775,92,7.809842944145203,8.023555278778076,0.22677642348069632,0.21371233463287354
galette,7.647886563945749,7.9959633350372314,0.9949077861753787,358,7.8408743143081665,8.03557801246643,0.10306172037382369,0.19470369815826416
gambas_al_ajillo,7.299732411384583,7.948303461074829,1.441242481520483,500,7.469059944152832,8.024795770645142,0.12633047350101914,0.5557358264923096
ghormeh_sabzi,7.061534643173218,7.787478446960449,1.583823416918944,45,6.832540035247803,7.990536212921143,0.46276081174600187,1.1579961776733398
gozleme,7.829094552993775,8.029211521148682,0.5869399738456548,20,7.936606168746948,8.045440912246704,0.25723778532524316,0.10883474349975586
gulab_jamun,7.2486881422996525,7.957492113113403,1.5533916384563502,500,7.46268904209137,8.023272514343262,0.13616078053131248,0.5605834722518921
gyudon,7.010474032402039,7.938460350036621,1.8193470550161333,500,7.1339111328125,8.02371597290039,0.15947280063546085,0.8898048400878906
halloumi,7.691988510131836,7.999863862991333,0.8901797697025478,500,7.825688362121582,8.038867950439453,0.07802769710820018,0.2131795883178711
halo_halo,7.407492066860199,7.976338624954224,1.281253764973159,500,7.657592296600342,8.03368854522705,0.11230684418437488,0.376096248626709
harissa,7.581241381168366,7.957940101623535,0.9557669327580863,500,7.671011447906494,8.032131671905518,0.08377666542590721,0.36112022399902344
horiatiki,7.326377140045166,7.969720840454102,1.490660241610977,500,7.674818515777588,8.027547836303711,0.1306621311586575,0.35272932052612305
hot_dog,7.057903029918671,7.8635029792785645,1.5955157184695108,500,6.863742709159851,8.013890743255615,0.1398531189421559,1.1501480340957642
hu_tieu,6.963926987701587,7.868200778961182,1.6817462369563774,267,6.740947723388672,8.023544788360596,0.20172554861908268,1.2825970649719238
idli,6.451770156934327,7.664886951446533,2.022406339463017,477,4.941144943237305,7.998676300048828,0.18149526521040196,3.0575313568115234
injera,7.2875367732048035,7.9358954429626465,1.4173088177250486,500,7.412551283836365,8.029836416244507,0.12423259537248824,0.6172851324081421
iskender_kebab,7.50305340513587,7.977483510971069,1.3395377087265838,160,7.816999912261963,8.028664112091064,0.20756351839170142,0.21166419982910156
jalebi,7.204847073554992,7.957202911376953,1.4252542869923657,50,6.9850791692733765,8.030086040496826,0.39506033272901975,1.0450068712234497
jerk_chicken,6.702607189178467,7.833520174026489,1.9494881211090405,500,6.083297371864319,8.020431995391846,0.17088016803702374,1.9371346235275269
jjajangmyeon,7.212090999401849,7.925655364990234,1.541185418454965,232,7.289000034332275,8.025308609008789,0.19832020847928544,0.7363085746765137
jokbal,6.718750735123952,7.649279356002808,1.7232367416690022,12,5.855764865875244,7.94542384147644,0.975012972746451,2.0896589756011963
jollof_rice,7.308565909765204,7.942525863647461,1.4646486444733797,196,7.435112357139587,8.031314373016357,0.20505081022627317,0.59620201587677
karaage,7.220797721624375,7.91517972946167,1.4181439079509235,500,7.099329710006714,8.021799087524414,0.1243057942581744,0.9224693775177002
kare_kare,7.3560547767226225,7.919363975524902,1.296514895350231,194,7.489776015281677,8.024557113647461,0.18244531558967977,0.5347810983657837
katsu_curry,7.272997164820123,7.946760177612305,1.4812976282772516,254,7.521985292434692,8.033547163009644,0.18217196401598973,0.5115618705749512
keftedes,7.430293907838709,7.986223220825195,1.3939725771637328,85,7.622679233551025,8.021027565002441,0.29634720716376495,0.398348331451416
khao_man_gai,6.972988091707229,7.892414569854736,1.7953185953097792,500,7.041834115982056,8.023279905319214,0.15736661327897836,0.9814457893371582
kibbeh,7.608057905673981,7.986745834350586,1.0983729356601535,500,7.819125652313232,8.032029628753662,0.09627663271225856,0.2129039764404297
kitfo,7.508724423179849,7.9457268714904785,1.1600348860287404,171,7.6977527141571045,8.03465747833252,0.17387176639990815,0.33690476417541504
kofte,7.28824171590805,7.954598426818848,1.5065730359164267,500,7.548778772354126,8.026489734649658,0.1320569490779926,0.4777109622955322
koobideh,7.243240074934186,7.968321084976196,1.6129122019957407,296,7.579241871833801,8.025802850723267,0.18374729028343695,0.44656097888946533
kunefe,7.708645904631842,7.996369361877441,0.8610971306514541,315,7.880606651306152,8.034475803375244,0.09509396075073358,0.1538691520690918
labneh,7.70992371726036,7.991844654083252,0.8931119425226505,500,7.85446310043335,8.036200761795044,0.07828471338790323,0.18173766136169434
lagman,7.689214006066322,7.972048044204712,1.005577052257022,48,7.878958225250244,8.03294038772583,0.284479389087636,0.15398216247558594
lahmacun,7.778288330350604,8.002894401550293,0.7271727797522478,119,7.903367519378662,8.03615140914917,0.13065324607862758,0.1327838897705078
laksa,7.3045531649714555,7.955939769744873,1.4591578617124894,267,7.54073429107666,8.023334980010986,0.17502606142797905,0.48260068893432617
lomo_saltado,7.269311839342118,7.9526002407073975,1.536540291124562,500,7.496970772743225,8.025888442993164,0.134683694811976,0.528917670249939
loukoumades,7.773265069844771,8.01318073272705,0.6779964644051919,49,7.952714443206787,8.04377555847168,0.18983901003345371,0.09106111526489258
lumpia,7.259824122428894,7.929848670959473,1.3930788278826454,500,7.3241719007492065,8.023885726928711,0.12210874312072392,0.6997138261795044
macarons,7.496525303840637,7.98851752281189,1.2657818452539982,500,7.812206864356995,8.03636121749878,0.11095067062638392,0.22415435314178467
mafe,7.035953159685488,7.91694450378418,1.7818154430717468,27,7.303643703460693,7.999576091766357,0.6721046621264208,0.6959323883056641
malai_kofta,7.197468400478363,7.961767911911011,1.5761241436371376,500,7.27923858165741,8.027278184890747,0.13815337246513026,0.7480396032333374
manakish,7.412879911752848,7.981509447097778,1.3554634379539978,364,7.674035429954529,8.038533926010132,0.1392493533363374,0.364498496055603
manti_turkish,7.629366290613621,7.999413013458252,1.0747674423587308,269,7.892330169677734,8.0376558303833,0.12843826590333582,0.1453256607055664
manty,7.4271144175985055,7.957641363143921,1.235763995232165,314,7.49600887298584,8.026853561401367,0.13668686567146246,0.5308446884155273
massaman,7.317133056879044,7.978843927383423,1.4732713620899445,500,7.572137355804443,8.034455299377441,0.12913792866552343,0.46231794357299805
meatloaf,7.231257490158081,7.949350833892822,1.5467812677416608,500,7.472453832626343,8.030432224273682,0.1355813559909513,0.5579783916473389
mee_goreng,7.31028888391894,7.955319404602051,1.3856381710651748,129,7.39327335357666,8.029440879821777,0.23911733117652775,0.6361675262451172
mofongo,7.125916782617569,7.954783916473389,1.6855622195644473,500,7.378958225250244,8.026415824890137,0.14774604276745998,0.6474575996398926
mole,7.297361541509629,7.956531047821045,1.487575427253284,500,7.565127611160278,8.026766777038574,0.13039173525826814,0.4616391658782959
muhammara,7.709422553514505,8.004601955413818,0.8490785413272915,154,7.855555534362793,8.03941035270691,0.13410456942509005,0.1838548183441162
mujaddara,7.595059085399546,8.00774335861206,1.087161160369702,94,7.779922127723694,8.039514303207397,0.2197789393068841,0.2595921754837036
nasi_goreng,7.376929466630898,7.916305065155029,1.3596493662797855,102,7.642406344413757,8.032434701919556,0.2638656819490175,0.39002835750579834
nasi_lemak,7.113173599044482,7.888657569885254,1.574701458280908,216,6.980653285980225,8.023766040802002,0.21000393158915004,1.0431127548217773
nasi_padang,7.552051991224289,7.849032163619995,0.6681640443210667,16,7.423683524131775,7.979595303535461,0.32740038171732266,0.5559117794036865
nicoise_salad,7.371257736649312,7.975771903991699,1.3966615625739551,355,7.568442106246948,8.032455921173096,0.14528911419589852,0.46401381492614746
okra_soup,6.830099908205179,7.818600416183472,1.800480666403705,26,6.268630743026733,8.00089418888092,0.6920824869847887,1.732263445854187
oxtail_stew,7.316158144950867,7.970157623291016,1.4332007441629617,500,7.547006368637085,8.032615661621094,0.12562558414258534,0.4856092929840088
pajeon,7.274805528327517,7.938705921173096,1.401225699459536,341,7.423916339874268,8.032706260681152,0.14872602675896787,0.6087899208068848
paneer_butter,7.063835609835177,7.9555253982543945,1.8054296642604881,313,7.405650615692139,8.02341079711914,0.20001587963148162,0.617760181427002
pao_de_queijo,7.055193427801132,7.947391510009766,1.7483105023097647,500,7.131281852722168,8.02978777885437,0.15324617225450432,0.8985059261322021
pasteis_de_nata,7.346784848433274,8.008360862731934,1.3101335054878758,13,7.397514343261719,8.026240348815918,0.7121966863238646,0.6287260055541992
pastelitos,7.564712859206385,7.986943960189819,1.2001259413605843,308,7.854130744934082,8.034295082092285,0.13403170321958546,0.18016433715820312
pastitsio,7.142915196390958,7.955796241760254,1.68630505078396,343,7.364391326904297,8.022709846496582,0.1784617519586601,0.6583185195922852
pav_bhaji,6.895566212634246,7.936561107635498,1.9380188877859863,192,6.74815559387207,8.035422086715698,0.2741343530066655,1.287266492843628
pernil,7.2536497797966,7.9364824295043945,1.4752568116794944,500,7.336242437362671,8.027047872543335,0.12931196099525025,0.6908054351806641
picanha,7.4037401378154755,7.94847559928894,1.2176202699685361,500,7.444764137268066,8.027601480484009,0.10672912242170667,0.5828373432159424
pide,7.734436235871426,8.0053071975708,0.7870564461330071,215,7.873243570327759,8.041507720947266,0.10520653605686586,0.16826415061950684
pierogi,7.398370579957962,7.989896774291992,1.3536034477692083,500,7.714427471160889,8.036266565322876,0.11864857349256938,0.3218390941619873
piri_piri,7.504131310277706,7.958378314971924,1.140555620207924,417,7.628933429718018,8.027793884277344,0.10947236808375678,0.39886045455932617
plantain,7.323333326101303,7.958788871765137,1.4349875039428475,500,7.556997776031494,8.024914026260376,0.125782200542615,0.46791625022888184
plov,7.030042889118195,7.923649311065674,1.7354130146659659,500,7.00673246383667,8.019928216934204,0.1521156576173728,1.0131957530975342
polenta,7.464774969339371,7.975644111633301,1.244257388606479,500,7.691303253173828,8.032752990722656,0.10906396881527398,0.3414497375488281
pot_roast,7.005320341110229,7.940793514251709,1.8019500660218426,500,7.028595566749573,8.024349212646484,0.1579478873156549,0.9957536458969116
poutine,7.380352353811264,7.966567754745483,1.3450738557221587,500,7.621035575866699,8.028162956237793,0.11790092178517765,0.40712738037109375
pretzel,7.2801332924366,7.955847263336182,1.4448555388127085,500,7.437080144882202,8.020444631576538,0.12664717193613023,0.5833644866943359
profiterole,7.481957823038101,7.977705001831055,1.1954781821572162,500,7.712479829788208,8.032033920288086,0.10478828285211933,0.31955409049987793
prosciutto,7.334502150774002,7.959503412246704,1.395681327493363,500,7.580790638923645,8.023422479629517,0.12233686226953039,0.4426318407058716
pupusa,7.436244139432907,7.969103574752808,1.3236814514624646,500,7.676076650619507,8.029989242553711,0.11602579487620583,0.3539125919342041
raclette,7.603023329000363,7.996801853179932,1.0599305548654328,261,7.761767864227295,8.0397367477417,0.12859178638221883,0.2779688835144043
rendang,7.391364791154862,7.934816598892212,1.2771307800832978,500,7.541300296783447,8.022708415985107,0.11194544862460465,0.48140811920166016
rice_and_peas,7.025082610607147,7.905680894851685,1.714334095958701,500,6.886326909065247,8.018500328063965,0.15026800892860467,1.1321734189987183
rojak,7.084948704792903,7.700345516204834,1.5026105594724957,13,7.117202281951904,8.054274559020996,0.8168284047457048,0.9370722770690918
roti_caribbean,6.949023997545242,7.869082689285278,1.6893091346981763,500,6.519447445869446,8.020798206329346,0.14807447435970164,1.5013507604599
saganaki,7.515136818408966,7.992499351501465,1.1704461415384593,500,7.767639517784119,8.032274723052979,0.10259412775010752,0.26463520526885986
salt_pepper_squid,7.228080814731294,7.8789753913879395,1.393895646970812,276,7.136095643043518,8.017667531967163,0.16444921024165896,0.881571888923645
sancocho,7.50970695115099,7.961695909500122,1.1388681237824556,198,7.689041495323181,8.031846523284912,0.15863423321899317,0.34280502796173096
sardines_grilled,6.879391335725784,7.738678455352783,1.6198716453523316,500,6.343294739723206,8.002408027648926,0.14198801006222397,1.6591132879257202
satay_indonesian,7.192548033952713,7.93615460395813,1.5922242682757473,500,7.396847367286682,8.028875350952148,0.13956461061214576,0.6320279836654663
schnitzel,7.35045481300354,7.966218709945679,1.4019934902036302,500,7.5025410652160645,8.029716730117798,0.12289014772581408,0.5271756649017334
sfeeha,7.909607156117757,8.04637336730957,0.3083757883303343,15,7.945636987686157,8.052852630615234,0.15605968089672384,0.10721564292907715
shakshuka,7.4833886363506315,7.9759767055511475,1.2022564235183995,500,7.726649641990662,8.031982183456421,0.10538242190341839,0.3053325414657593
shashlik,7.532490882467716,7.961843967437744,1.0337486440004668,47,7.563080787658691,8.02851676940918,0.2955439648494527,0.4654359817504883
simit,7.836113430204845,7.989820957183838,0.45495858267093103,21,7.929803371429443,8.040635108947754,0.19458900002820748,0.11083173751831055
sinigang,7.081199569086874,7.902528762817383,1.5519935313893405,124,6.851071357727051,8.012369394302368,0.2731713416098078,1.1612980365753174
sisig,7.297108249795949,7.952872037887573,1.4225047085886602,326,7.592404842376709,8.032912969589233,0.15441908826891795,0.4405081272125244
som_tam,7.152893104486996,7.94298791885376,1.604013379822558,216,7.238498210906982,8.032528400421143,0.21391300192994928,0.7940301895141602
sopes,7.601252646923065,7.980518102645874,1.0393026102506224,500,7.788605570793152,8.0322425365448,0.09109889039996376,0.24363696575164795
souvlaki,7.25063247179985,7.9674973487854,1.531399420803375,500,7.457954168319702,8.029500484466553,0.13423307766030995,0.5715463161468506
spaetzle,7.379926035404205,7.975828647613525,1.39113029000517,500,7.63365638256073,8.032325983047485,0.12193794624521381,0.39866960048675537
stroganoff,7.262296635627747,7.943587303161621,1.4586435723630744,500,7.42244029045105,8.023496866226196,0.12785574636368113,0.6010565757751465
suya,7.4566137935176044,7.906394958496094,1.2656994656450076,33,7.559614658355713,8.001513481140137,0.43184679240276996,0.44189882278442383
tagine,7.485904061555862,7.984677076339722,1.2994074704517518,500,7.813412427902222,8.03295636177063,0.11389808662852571,0.2195439338684082
tahdig,7.298530968030294,7.986231803894043,1.6770122419934665,30,7.6396074295043945,8.033529281616211,0.6001111236460609,0.3939218521118164
tamagoyaki,6.899272764430327,7.678914546966553,1.9543005030332945,17,7.216596603393555,7.944328784942627,0.92901548826352,0.7277321815490723
tiropita,7.766863490961775,8.01401424407959,0.8115723029734815,79,7.917296409606934,8.038546085357666,0.17896567504521813,0.12124967575073242
tonkotsu_ramen,7.15318553686142,7.914426803588867,1.5311490841489546,500,7.2260518074035645,8.020105600357056,0.13421113468506943,0.7940537929534912
tortilla_espanola,7.174698081493378,7.948478698730469,1.5675459836474355,500,7.297775149345398,8.02404499053955,0.13740146358986363,0.7262698411941528
tostones,7.245544433116913,7.956106662750244,1.5995717113543655,500,7.6714324951171875,8.025627136230469,0.1402086423937821,0.35419464111328125
tzatziki,7.154381897687912,7.9559242725372314,1.639562810632418,500,7.291606664657593,8.028448581695557,0.1437140167998243,0.7368419170379639
uttapam,7.27104725963191,7.958393573760986,1.5421021829462973,114,7.415198445320129,8.02750825881958,0.2830849608131053,0.6123098134994507
warak_enab,7.38352973985672,7.972501993179321,1.433416733064275,500,7.657557487487793,8.0276198387146,0.12564451640452168,0.37006235122680664
wonton_noodle,6.999437750101089,7.801619052886963,1.7225629370229418,500,7.07277524471283,7.999059677124023,0.1509892986500355,0.9262844324111938
