dish_id,H_foodcom_bert,H_foodcom_bert_std,n_foodcom_bert,H_foodcom_bert_ci95,H_foodcom_bert_cal,H_foodcom_star
huevos_rancheros,7.687477791562993,0.8132387665941907,188,0.11625060445951949,9.140585014006405,9.457446808510639
hummus,7.5593437484282555,0.9530089581513896,341,0.10115232390201583,9.026005805184367,8.985337243401759
hutspot,6.990803071430752,1.145283138677733,14,0.5999359962093657,8.51760897823792,8.285714285714286
ice_cream,7.481550478458405,1.0361754471282791,1000,0.06422281958198728,8.956442002257678,8.914
injera,6.816071723636828,1.564793637414671,19,0.703617030139606,8.361361824110555,8.105263157894736
irish_stew,7.395542431058305,1.0559838008491518,264,0.12738296808661398,8.879532433322364,8.772727272727273
israeli_couscous,7.455795044484346,1.0489355677071937,92,0.21434382157840876,8.933411141953732,8.934782608695652
italian_sausage,7.511411757230759,0.9574792938700811,1000,0.05934518146915138,8.983144364974452,9.11
jambalaya,7.4872577355458185,1.0285848835407407,130,0.17681720964688913,8.961545509378984,8.753846153846155
japanese_milk_bread,7.818759918212891,0.19386703234861893,6,0.15512593368590719,9.257979282040251,8.333333333333334
jelly_doughnut,7.383959484100342,1.0250238435976289,5,0.898473013194225,8.86917480418804,9.2
jerk_chicken,7.394523689198116,1.1392022606493437,504,0.09945843958372443,8.878621460457707,8.829365079365079
joe_frogger,6.91561336517334,1.830292531212875,5,1.6043221392528404,8.450373317489461,5.2
jollof_rice,7.480437969339305,0.8237011743261036,29,0.2997966375217083,8.955447181431337,9.517241379310345
jucy_lucy,7.868052303791046,0.27273759491312227,8,0.18899751079062682,9.30205720545797,4.75
kabuli_pulao,7.5177305221557615,0.5435310433879997,5,0.4764259654716063,8.988794690743678,8.8
katsu,7.560523005092845,0.9278094959587675,17,0.44105263779332926,9.027060312576166,9.529411764705882
katsudon,7.1137519147661,1.2204058057806209,18,0.5637987177637144,8.627551510685254,9.444444444444445
kedgeree,7.255206664403279,1.5477641998252258,12,0.8757300358629366,8.754042276925295,8.166666666666666
key_lime_pie,7.521248625083403,1.0524982094249147,704,0.0777483368209017,8.991940626360334,8.823863636363637
kheer,6.925447642803192,1.250740379508712,8,0.8667188637773573,8.459167262662797,9.0
kimchi,7.332513741084507,0.5815497660279347,7,0.43081809565696,8.82317131918275,8.285714285714286
kimchi_jjigae,7.201221874782017,1.166182368412592,14,0.6108836822335106,8.705768341818727,9.571428571428571
korma,6.768572591245174,1.937195779694948,32,0.6712040934310468,8.318887452148015,7.375
korokke,7.8397682189941404,0.2890580125711293,5,0.2533705192956132,9.276765191103307,9.2
kraft_dinner,7.099747386471979,1.2012892363984202,29,0.4372246695628558,8.615028470495387,8.89655172413793
krumkake,7.927051226298015,0.1478081062370821,6,0.11827111710846004,9.35481484657207,10.0
kung_pao_chicken,7.405368636969212,1.1731624397550555,379,0.11811216125062057,8.888319160654538,8.717678100263852
ladyfinger,7.518633842468262,0.5110778818296811,10,0.31676935298997033,8.989602452086308,9.0
lamington,7.234480585370745,1.787362005836852,7,1.3240963036811684,8.735508734398788,9.428571428571429
lasagna,7.371942867025285,1.2290564479202266,233,0.15781560348602985,8.858429381320757,8.63519313304721
lefse,7.581802749633789,0.713287845862256,5,0.6252243634619794,9.046088950351004,8.0
lemon_ice_box_pie,7.097721824520512,1.611939460366084,38,0.5125225756731876,8.613217185374424,9.0
lemon_meringue_pie,7.153851691246032,1.4753961135750797,375,0.1493306902772459,8.663409277681492,8.501333333333333
lentil_soup,7.357432004451752,1.1055833787523166,1000,0.06852476775360576,8.845453570113017,9.008
linzer_torte,7.715393781661987,0.6884713532475707,22,0.28769386797728924,9.165547873062238,9.272727272727273
lo_mein,7.134910266706644,1.4957655544168538,613,0.11841026739646467,8.646471597541302,8.6721044045677
lobster_roll,7.390045966420855,1.2059575180549709,28,0.4466929158274994,8.874617419684535,7.071428571428571
lobster_stew,7.863702513954856,0.2328825915954673,11,0.13762481690857892,9.29816756406541,8.363636363636363
lobster_thermidor,7.465223524305555,0.7937171068187225,18,0.36667859573585354,8.94184221719244,8.555555555555555
loco_moco,7.850360806783041,0.33770505383660054,15,0.17090233712672645,9.286237227562454,7.866666666666666
lomo_saltado,7.714533919873445,0.4859874500761986,46,0.14044368299969165,9.164778972924404,9.130434782608695
lorne_sausage,6.926968778882708,1.1974977223841246,7,0.8871187273185044,8.460527483289866,7.428571428571429
lumpia,6.671226048469544,1.516949983414645,10,0.9402153406524052,8.231838846017139,7.0
mac_and_cheese,7.338314423184776,1.213362930592748,963,0.07663614500468018,8.82835836822465,8.585669781931465
malai_kofta,6.278548081715901,2.0465373150458706,6,1.6375709060664427,7.8807008529299525,7.0
malted_milk,7.005732724541112,1.6418731850604285,38,0.5220401227381086,8.530959277655024,8.526315789473685
malva_pudding,7.381105557084084,1.0846641939977262,48,0.3068532705486185,8.866622783729161,8.125
mandazi,7.346853119986398,1.5394121954671502,7,1.140412513639289,8.835993787352667,8.571428571428571
mango_pudding,7.4544869455797915,0.9621104956993121,29,0.3501724903706465,8.932241422073847,8.689655172413794
mango_sticky_rice,7.1373285540828,1.503837601299991,27,0.5672508153663135,8.648634063092887,9.407407407407407
manicotti,7.413868860764937,0.9394614267992939,88,0.19628797219843186,8.895920176696,8.681818181818182
mapo_tofu,7.315549850463867,0.8501989695114609,11,0.5024354835338181,8.808001976841677,8.545454545454545
massaman_curry,6.619234025478363,1.8550458215170276,16,0.9089724525433435,8.185346870007903,8.125
meat_pie,7.363534061486971,1.180186553210486,277,0.1389846535685309,8.850910112731805,8.498194945848375
meatloaf,7.2367681186608595,1.213187135074779,396,0.11949129687814157,8.737554277863454,8.545454545454545
mee_goreng,6.606880267461141,2.14772567258985,6,1.718538455071507,8.174299971112315,9.333333333333334
melba_toast,7.54030974706014,0.7149629065376336,9,0.4671090989379206,9.008985341581397,10.0
migas,7.780099868774414,0.5062650538592616,34,0.1701745312701604,9.223408938599018,9.882352941176471
milk_pie,6.429097533226013,1.8087183374360394,16,0.8862719853436593,8.015324225615394,8.375
millionaire_pie,7.264315005271666,1.2982475844979724,31,0.4570174130578071,8.762187079546434,8.838709677419354
mince_pie,6.712646908230251,2.1266831270680475,9,1.3894329763511244,8.268877943699556,7.777777777777778
minestrone,7.417341081841478,1.1690868238983152,103,0.22577935335541016,8.89902508413568,9.067961165048544
miso_soup,7.150893953111437,1.253385958411304,81,0.27295960872068403,8.660764427904853,9.08641975308642
mississippi_mud_pie,7.01720513900121,1.5842210954326725,12,0.8963574663858587,8.54121806712235,7.166666666666667
mochi,6.677607355579253,1.7489697183419315,31,0.6156834996170327,8.23754509786086,7.419354838709677
moravian_chicken_pie,7.875635703404744,0.2851706662042001,6,0.228184056457879,9.30883838481251,9.666666666666666
moros_y_cristianos,7.485016015859751,0.8501977878125397,13,0.4621727821352741,8.959540933063849,8.76923076923077
moussaka,7.164134313230929,1.290295446123035,92,0.2636642949306794,8.672604138491483,9.217391304347826
muhammara,7.684185942014058,0.4802872229216387,12,0.271748078293303,9.13764139724656,8.666666666666666
mushy_peas,7.509996294975281,1.0581669885231595,16,0.5185018243763482,8.981878639321984,8.625
naan,7.245420495463159,1.1597898417247712,193,0.16362765914383787,8.745291351198409,9.05699481865285
nachos,6.876962078942193,1.4374658007345347,9,0.9391443231465626,8.415810810227734,9.333333333333334
nasi_goreng,7.750698413167681,0.5820532479318791,28,0.2155955401355241,9.197117756027863,9.428571428571429
nasi_lemak,7.854175143771702,0.23178804616502938,9,0.15143485682781918,9.289648059716418,9.333333333333334
natchitoches_meat_pie,7.126913510836088,1.2092423798517895,13,0.6573516456798977,8.639320789384659,8.615384615384615
new_yorkstyle_cheesecake,7.373074442148209,1.2144637805598981,32,0.42079023162228396,8.859441251227734,8.3125
nicoise_salad,7.69204634950872,0.6574168712087697,57,0.1706709039273097,9.144670280826,9.052631578947368
noodles_with_tomato_egg_sauce,5.743458843231201,2.206448164774595,5,1.934037089424135,7.402216758501638,7.2
nut_roll,6.995942200933184,1.6550016772249505,28,0.6130212000264812,8.522204457924795,8.142857142857142
oatmeal_raisin_cookie,7.50333374774456,1.0337697264211543,1000,0.06407371146775187,8.975920898726594,8.952
okonomiyaki,7.406116104125976,0.9127462510268423,10,0.5657259874888261,8.888987555979835,8.8
olivier_salad,7.644799375534058,0.6146300026287442,10,0.38095162241009356,9.102421392358789,6.8
omurice,7.393899059295654,0.648338115053789,5,0.568293414284426,8.878062907880425,6.0
orange_chicken,7.0751145321130755,1.4944999575434894,1000,0.09263006704570241,8.593001436192695,8.55
osso_buco,7.191460563076867,1.302692287314296,36,0.4255461471893367,8.697039643770346,9.38888888888889
oxtail_stew,7.467657073338827,0.8251249703078094,30,0.29526717854560014,8.944018329925951,8.333333333333334
oyster_stew,7.5001635154088335,0.9839466345339879,90,0.20328548079739978,8.973086033737376,8.688888888888888
pad_thai,7.0066219149409115,1.4479268350142573,370,0.14753729832111076,8.531754403837017,8.383783783783784
paella,7.432223355770111,1.254272370817834,40,0.38870303480435925,8.912333016442338,8.5
pain_au_chocolat,7.388636377122667,1.0729516989732621,9,0.7009951099958646,8.873356945710569,7.555555555555555
pain_de_mie,5.640857259432475,2.005291265324717,6,1.6045671926638279,7.310469023021348,7.0
palak_paneer,7.347808807546442,1.1666593462995027,110,0.21802374405369762,8.836848376202218,8.854545454545455
palmier,6.81536340713501,2.021641204629194,7,1.4976527629419685,8.360728437834835,9.142857142857142
pan_de_muerto,6.851374467213948,1.2154916699818332,6,0.9725958968325727,8.392930018864702,9.333333333333334
pan_dulce,7.501739297594343,1.006595555110524,7,0.7456964227007282,8.97449511965767,9.142857142857142
pancake,7.446034982204437,1.216336741638337,900,0.07946733378703802,8.924683561158442,8.82
pancit_bihon,7.355281591415405,0.8593986914816967,14,0.45018056470328893,8.843530641449274,9.285714285714286
paneer_butter,7.25544376373291,1.158072100398759,10,0.7177805242632326,8.754254294379335,9.2
panna_cotta,7.3617240751490876,1.4356040863502315,85,0.30519772666432354,8.849291598264458,8.635294117647058
pao_de_queijo,6.976278668955753,1.229107322681935,38,0.3907995717510728,8.504621059465636,8.368421052631579
papaya_salad,7.685699000954628,0.619236444662702,32,0.21455448169763397,9.13899439518583,9.1875
pasta_bolognese,7.36556079832174,1.00442813683678,59,0.25630019437482554,8.852722448449441,8.745762711864407
pasta_carbonara,7.369708509384831,1.182638307624017,158,0.18440787795440672,8.856431388247211,8.69620253164557
pasta_e_fagioli,7.370541952664257,1.1151843273175548,589,0.09006272460424879,8.857176664593904,8.937181663837013
pasteis_de_nata,7.424121419588725,1.0261288133464157,12,0.5805870316766087,8.905088154617337,9.333333333333334
pastitsio,7.490639487902324,1.1316201805368304,24,0.45274236407539775,8.964569518455425,9.333333333333334
patatas_bravas,7.743726980118525,0.4446589702942926,21,0.1901837830493735,9.19088380552114,9.523809523809524
pavlova,7.185866769154867,1.0711198357024136,45,0.31295931058472304,8.692037596958928,8.311111111111112
pea_soup,7.309064760684967,1.1390602667838508,1000,0.07059968677062571,8.802202921119811,9.08
peanut_butter_cookie,7.471478241272555,1.1573233055165353,655,0.08863191240439726,8.947435270404153,8.83969465648855
peanut_pie,6.807209928830464,1.8744310108814726,12,1.0605591837356045,8.35343748634039,7.833333333333333
peanut_stew,7.424010880225528,0.8737174132967471,113,0.1610971439366437,8.904989308811267,8.955752212389381
pecan_pie,7.331824700593948,1.3116422451323015,1000,0.0812964286103335,8.822555169779179,8.73
peking_duck,6.902714678219387,1.8321556497407454,14,0.9597418208800897,8.438839135707084,8.142857142857142
penne_arrabbiata,7.74237830903795,0.644282155227994,45,0.18824606958190251,9.189677805448147,9.6
pepper_pot_soup,7.351419006075178,0.6719524577776602,14,0.3519902228086563,8.840076664961343,9.142857142857142
pepperoni_roll,7.73367836078008,0.4821136007986365,24,0.19288561226871226,9.181898193068859,7.333333333333333
persimmon_pudding,7.110657008070695,1.3364751415751432,38,0.4249375976736233,8.624784002910879,7.578947368421052
picadillo,7.232397577979348,1.3571357256876322,33,0.4630441316452184,8.733646080782014,8.787878787878787
pickled_egg,7.4142476977134235,1.0878987098408894,49,0.304611638755449,8.896258937861793,7.591836734693878
pie_la_mode,7.762591934204101,0.641360921321029,10,0.3975196174653059,9.207753104738654,9.0
pigs_in_a_blanket,7.445336051706998,1.060748405480569,106,0.2019368262332123,8.924058567975841,8.528301886792454
pigs_in_blankets,6.654899597167969,1.8017813341003512,5,1.579330973106349,8.217239510608369,7.6
pineapple_cake,7.376142228484154,1.2109410199476924,1000,0.07505490200917715,8.86218450760682,8.778
pineapple_tart,6.685258252280099,2.3158288839595067,7,1.7155900456623914,8.24438663403123,8.0
pita,7.30785742928,1.0988936911665164,102,0.21326111010701454,8.801123308912292,8.901960784313726
pizza,6.972788054367592,1.5295253975891991,29,0.5566904424732034,8.501499704297022,8.413793103448276
pizza_margherita,7.519892933576004,1.0917040546065082,92,0.22308331064460862,8.990728348525932,9.543478260869565
pizzelle,7.712637080086602,0.586977646793041,18,0.27116983797549055,9.163082792918518,8.666666666666666
poached_egg,7.3252263508344955,1.13320146094977,152,0.18015296039427345,8.816654835438097,9.013157894736842
polenta,6.589859048525493,1.7772097561667342,24,0.7110319878557528,8.159079365010138,8.333333333333334
pollo_a_la_brasa,6.991241557257516,1.3364637228994378,14,0.7000825105318916,8.518001078244144,7.428571428571429
poppy_seed_roll,7.655658440156416,0.5902057650992599,22,0.24663129215609175,9.112131716036542,8.0
pork_roll,7.813501834869385,0.32906821456943125,10,0.2039585924664638,9.253277432206435,8.8
portuguese_sweet_bread,7.013264165205114,1.4282676846572278,68,0.3394776797051861,8.537693994608144,7.735294117647059
pot_pie,7.373308683633804,1.1021227811412915,1000,0.0683102776914887,8.859650713158665,8.86
pot_roast,7.2004059267044065,1.3482412606038399,1000,0.08356485909092562,8.70503870992009,8.804
potato_bread,7.315712340978476,1.294231627061607,390,0.12845049324730354,8.808147278075833,8.943589743589744
potato_pancake,7.470145687304045,1.1186647664013423,95,0.22495426337936192,8.946243682472568,9.052631578947368
poutine,6.297549986839295,1.933261999787031,10,1.1982482017030789,7.897692615633174,5.6
pozole,7.739809226989746,0.45950882535030413,15,0.23254355032756255,9.187380497244327,9.333333333333334
prawn_cocktail,7.920364251503577,0.18506890113698093,26,0.07113819534550053,9.348835262516069,9.384615384615385
pretzel,7.540960397039141,0.698946104098975,28,0.2588932599796691,9.009567161665974,8.785714285714286
pulled_pork,7.276451718449593,1.1863764527027307,1000,0.0735323743574604,8.773039893986738,9.034
pumpkin_bread,7.43214108133316,1.1597852520021001,1000,0.07188423466278031,8.912259445518785,8.964
pumpkin_pie,7.357928683638573,1.258105331378122,1000,0.07797817631769312,8.845897707415423,8.832
pupusa,7.1842695871988935,1.2537387265622073,15,0.6344793365735079,8.690609375072041,6.933333333333334
quesadilla,7.764083120557997,0.3984480417332023,18,0.18407360400989795,9.209086543912626,8.11111111111111
quiche,7.651539841005879,0.7836429887001399,124,0.13793150695332013,9.108448808507998,9.32258064516129
rainbow_cookie,6.340363311767578,1.6260142699451356,5,1.4252643484729504,7.935976874658429,5.6
raita,7.456078962846235,1.094972631082946,33,0.37359612715094215,8.933665025624922,9.878787878787879
raspberry_pie,7.538793477416038,1.0138553863104232,160,0.15709851969977082,9.007629472587242,9.1375
ratatouille,7.447702210744222,1.0376846501331765,75,0.23485014473862614,8.926174419655844,9.2
ravioli,6.185516119003296,2.338854844216288,6,1.8714736439170714,7.797510403132293,7.0
red_bean_rice,7.418348889601858,0.7101919149829975,19,0.31934123075493737,8.899926279579171,8.526315789473685
red_beans_and_rice,7.2593410204127276,1.2421648079615308,473,0.1119450054916119,8.757739274451964,8.689217758985201
red_curry,7.308877887933151,1.1258857510064268,276,0.1328299022797802,8.802035816956627,8.96376811594203
refried_beans,7.305294803236746,1.1984222712587438,653,0.0919198595293559,8.798831773756142,9.142419601837672
rhubarb_pie,7.296988134541787,1.2855412979149463,121,0.22906008581029952,8.79140383732543,9.239669421487603
ribs,7.473959887281377,1.0499712699819328,141,0.17331012312766772,8.949654392109135,8.97872340425532
rice_and_curry,7.433015437836342,0.9637288527452117,47,0.2755256297874337,8.913041307028124,8.851063829787234
rice_and_gravy,7.356904861403675,1.1285337726689946,41,0.3454448348042734,8.844982191610418,8.634146341463415
rice_and_peas,7.330499276071147,1.3197821357241282,233,0.16946513284384432,8.821369957095175,9.133047210300429
rice_bread,7.253366629282634,1.15223620542872,18,0.5323059691330385,8.752396892426605,8.666666666666666
rice_krispies,7.450430831243826,1.0413119192658364,688,0.07781130368958694,8.928614389318641,9.162790697674419
rice_pudding,7.176411154389381,1.3495835923613875,1000,0.0836480576752224,8.68358225728299,8.598
rich_tea,7.115897572558859,1.3989770462326026,23,0.5717454829859971,8.629470187145332,7.478260869565218
risotto,7.6880789073008415,0.6711811592684904,53,0.18069989219575525,9.141122539897012,9.20754716981132
rissole,7.315481314292321,0.8394380560265481,26,0.32266960058224053,8.807940690862406,8.846153846153847
roast_chicken,7.377314587593078,1.1815756722490693,1000,0.07323481890217268,8.863232847110279,9.214
rock_cake,7.188898669348823,1.1375079433695905,9,0.7431718563347992,8.694748763460446,7.555555555555555
rogan_josh,7.404054415376881,0.9277347162758104,79,0.20458148849198657,8.887143965783743,8.962025316455696
rosca_de_reyes,6.414532844836895,1.7904837364296455,13,0.9733180463368937,8.0023002826293,6.615384615384615
rosette,7.840492460462782,0.38846464445010576,9,0.25379690104073577,9.277412817701538,10.0
roti,6.582937335968017,1.5465527174468061,5,1.3556132267432488,8.15288987524515,6.0
roti_canai,6.497003030776978,1.6627932760605881,10,1.0306099499514596,8.07604624759885,5.0
rugelach,7.187065499169486,1.4090709768513021,14,0.7381165160634228,8.693109517685896,8.428571428571429
rum_ball,7.552577906641467,0.9123279629707023,29,0.3320534972399618,9.019955697188243,9.10344827586207
rum_cake,7.444204166089469,1.1813013929007332,573,0.09672516437243533,8.923046420420354,8.701570680628272
runza,7.514618599414826,0.8006485198020672,40,0.2481235469260618,8.986011966989329,7.15
russian_tea_cake,7.330960406575884,1.3205198351286531,70,0.30935132488330336,8.821782306281259,8.514285714285714
rye_bread,7.148023688431942,1.3827977841924572,462,0.12609380742777723,8.6581977980847,8.619047619047619
saffron_rice,7.4546266675405075,1.0114565200612031,291,0.1162135573008178,8.932366363356602,9.195876288659793
salt_pepper_squid,7.195814518701463,0.902789840046325,21,0.3861295926739402,8.70093301026771,9.238095238095237
salted_nut_roll,6.407679080963135,2.0642608023620803,10,1.2794421007338885,7.9961715535039515,9.0
samosa,7.340274462333093,0.797170354732658,26,0.30642241927313196,8.830111061961459,9.076923076923077
sandwich_cookie,7.550068514687674,0.5799968118309707,7,0.4296676510882205,9.017711764680879,8.285714285714286
satay,7.653523798172291,0.7830104580377271,52,0.21282466681276754,9.110222890062774,9.538461538461538
satay_indonesian,7.675910438810076,0.6031460307676957,14,0.3159472121855464,9.130241329422901,9.428571428571429
sausage_bread,7.158077260499359,1.3037525347798675,93,0.26497796648801797,8.667187839334774,8.344086021505376
sausage_roll,7.680448319695213,0.8374325362502355,110,0.15649827648900397,9.134299164396554,9.309090909090909
savory_spinach_pie,7.305205856050764,1.5675371373142146,7,1.1612477621336252,8.798752235969404,9.428571428571429
scallion_pancake,7.602500029972622,1.0037962829577762,14,0.5258206487723265,9.064596740692854,8.857142857142858
schnitzel,7.190651389530727,1.3369709691253906,35,0.4429391075778941,8.69631606975014,8.971428571428572
scone,7.30248076054785,1.328010568114784,72,0.306754790879112,8.79631541840672,8.5
scotch_egg,7.554995131492615,0.7865309493240449,20,0.34471238714281727,9.022117212615473,7.7
scrambled_eggs,7.603394653320312,0.901399164350579,1000,0.055869299030277514,9.065396725090947,9.288
senate_bean_soup,6.940643152525259,1.8756597519931582,86,0.39642488158125166,8.472755294687754,8.093023255813954
shaker_lemon_pie,6.907793140411377,1.4011751780967763,15,0.7090924756387019,8.4433803658576,7.866666666666666
shakshuka,6.90018728044298,1.879718082211176,9,1.2280824803779684,8.436579102147581,7.777777777777778
shepherds_pie,7.340215542078019,1.1526361825199067,1000,0.0714411307455755,8.830058374665835,8.738
shirataki_noodles,7.143302232027054,1.3229815378712484,16,0.6482609535569117,8.65397580737774,9.0
shirred_eggs,7.499978454024704,0.9660582549972213,27,0.3643992758026638,8.972920549323879,8.88888888888889
shish_taouk,7.61079953511556,0.8602065607595375,60,0.21766229136250975,9.072018271377658,9.733333333333333
shoofly_pie,6.389999842643737,2.0045966356748433,20,0.8785532115879205,7.980362537494969,7.1
shortbread,7.5875585448174245,0.8373262993044506,84,0.17906518690386172,9.051235860899899,9.238095238095237
shortcrust_pastry,7.406625335866755,1.2211203417109107,44,0.36081800339810455,8.889442917947177,9.136363636363637
shrimp_creole,7.396319860476626,1.1859644053980638,209,0.16078835163745725,8.88022762131056,8.947368421052632
shrimp_toast,7.274192006247384,1.4625889804176868,35,0.484556413489868,8.771019228518291,9.085714285714285
smoked_egg,7.48708939335563,1.1222114000297594,55,0.2965851504494605,8.96139497549672,9.381818181818181
snickerdoodle,7.639318297180949,0.8745298403633737,158,0.13636476260710356,9.097520137346253,9.20253164556962
soda_bread,7.392167641472643,1.1868827744106836,685,0.08888298114249778,8.876514650450567,8.98102189781022
som_tam,7.543146928151448,0.6910961851837456,6,0.5529921188488284,9.01152238760581,9.333333333333334
sopa_paraguaya,7.7918384075164795,0.24694476389015868,6,0.19759696428643278,9.233905700028597,9.0
sopaipilla,6.427651741925408,1.4435023293251519,17,0.6861974497811854,8.014031379317156,8.235294117647058
sorrel_soup,7.73466694355011,0.28956929035891454,8,0.2006612806594415,9.182782197263794,8.0
souvlaki,7.831492303122936,0.4068051605383662,71,0.09462662498516562,9.269364754266991,9.352112676056338
spaetzle,7.4381795426209765,0.7802935199640324,48,0.22074631016109583,8.917659119952948,8.958333333333334
spanakopita,7.438462308112611,0.9977418171291397,47,0.28524977927836626,8.917911972711831,9.446808510638299
spanish_omelette,7.368027151547945,0.9957085871316042,65,0.24206480265280597,8.854927895139648,9.169230769230769
spanish_rice,7.24195291364193,1.2747386161154877,1000,0.07900911798660086,8.742190592244096,8.722
spare_ribs,7.231591447707145,1.3455188310949462,62,0.33492688236320384,8.732925228098866,8.451612903225806
spelt_bread,6.993578781544323,1.4161135820727215,142,0.23292171938401057,8.520091056075719,8.084507042253522
spotted_dick,5.961112976074219,1.4740277147176144,6,1.1794678174744488,7.596846052387072,5.333333333333333
spring_rolls,7.3673439051310226,1.1329407749828826,375,0.11466942769794848,8.854316926875741,9.072
sprouted_bread,6.301417827606201,1.5044798930382695,9,0.9829268634516694,7.901151291595314,7.555555555555555
steak,6.916092300415039,2.295904960631298,5,2.0124494282454193,8.450801587914153,7.2
steak_and_eggs,7.430149555206299,0.7078364435034682,6,0.5663871152570908,8.910478595696352,8.0
steak_and_kidney_pie,7.403722715377808,0.6056094843353528,20,0.2654200590593188,8.886847355120954,7.7
steak_pie,7.450924138228099,1.0527427148845725,54,0.2807898702512763,8.929055511151539,9.37037037037037
steamed_clams,7.561763164608977,0.893309020379279,43,0.2670075630071969,9.02816928012839,9.581395348837209
stew_peas,7.351387197321111,0.8251624776094795,11,0.48763986231353973,8.840048221139659,9.272727272727273
sticky_bun,7.330523092013139,1.2876931563569434,52,0.3499989867894498,8.821391253635298,9.346153846153847
sticky_toffee_pudding,7.354146838188171,1.2220056694002048,94,0.24703891165174177,8.84251592963808,9.127659574468085
strawberry_pie,7.364804907564847,1.229834121027015,795,0.0854907338660127,8.852046520626033,8.9937106918239
stroganoff,7.186580240726471,1.0927424836985973,72,0.25241063596921015,8.692675592968351,8.277777777777779
stromboli,7.628282932524986,0.8060447977835302,47,0.2304444864482089,9.087652163774129,9.829787234042554
stroopwafel,7.761339823404948,0.3331572957589675,6,0.26658135704035774,9.206633450186164,8.333333333333334
stuffed_apples,7.243242671412807,1.4785335126799528,62,0.36803693001340787,8.743343911232117,9.03225806451613
stuffed_crust_pizza,7.7001212019669385,0.5416730578115748,19,0.24356591126847715,9.151890924016385,9.578947368421053
stuffed_cucumber,7.333972678465002,1.2587352153171925,17,0.5983647391163089,8.824475920884906,8.941176470588236
stuffed_dates,7.621683044433594,0.6902912043854986,75,0.15622760656710982,9.081750453835651,9.253333333333334
stuffed_eggplant,7.195103399810337,1.2547016714456987,168,0.18973257768496515,8.700297118057254,8.880952380952381
stuffed_ham,7.438816848008529,1.1241657137689205,69,0.2652539509852145,8.918229007121862,9.043478260869565
stuffed_mushrooms,7.493096024155617,1.0587428654955127,1000,0.06562156266381466,8.96676618667457,9.02
stuffed_peppers,7.29532600414753,1.2131429225613546,1000,0.07519137734710013,8.789917537659283,8.558
stuffed_pizza,7.603183576038906,0.7287252429271193,56,0.19086481316888235,9.065207976907308,9.178571428571429
stuffed_squash,7.4272789315293775,1.0052507186015383,313,0.11136745491197146,8.907911644855803,8.613418530351439
stuffed_squid,6.81274641643871,1.7138816830580568,11,1.012839350583829,8.358388289064523,7.818181818181818
stuffed_tomatoes,7.548345136006673,0.9019243126348446,375,0.09128733561404903,9.01617069596144,9.178666666666667
succotash,7.497552275657654,0.7027885631648274,12,0.3976400628040713,8.97075102754062,9.5
sugar_cookie,7.029511988954207,1.5386746485567828,452,0.141851408451916,8.552223020187188,8.323008849557523
sugar_cream_pie,7.095250233527152,1.4316768074553052,62,0.3563733472853,8.611007055001396,7.67741935483871
sukiyaki,7.519864014216831,0.7716965384065934,7,0.5716807959053101,8.990702488440567,8.571428571428571
sweet_and_sour,7.324988758206367,1.1932041055488478,1000,0.07395555666516695,8.816442376869814,8.944
sweet_potato_pie,7.495128004951814,1.0860207845385141,339,0.11560972262802612,8.968583211614034,8.855457227138643
swiss_roll,5.996182220322745,1.9808954267807388,14,1.0376564808457218,7.6282054488572015,6.714285714285714
tabbouleh,7.393577153032476,1.134947963154368,44,0.33535569266853826,8.877775054909835,8.363636363636363
taco,7.704988615853446,0.754350725907723,35,0.24991674841891517,9.156243431893929,9.542857142857143
taco_rice,7.5090516122539395,0.8434253439064066,89,0.1752296989909475,8.98103389114928,9.191011235955056
tahini_cookie,7.084768086671829,0.9910646135056013,16,0.4856216606177446,8.601633776331212,8.75
tamale_pie,7.198144507225212,1.3433479419329126,391,0.13315461001126208,8.703016517781283,8.746803069053708
tandoori_chicken,7.37056998362757,1.2126605855437929,243,0.15247273715319354,8.857201730263577,9.069958847736626
tapas,7.410928249359131,1.2762062678546824,6,1.0211776931766443,8.893290641873813,10.0
tapioca_pudding,7.129579363612954,1.4488890277951005,218,0.19233704886900999,8.641704631293779,8.587155963302752
tea_egg,7.49141263961792,0.6925059157578551,10,0.4292196134393601,8.965260881263506,9.2
telur_pindang,7.993247222900391,0.13880906374916258,5,0.1216715089550019,9.414008209493671,10.0
teriyaki,7.4397331743824235,0.8062108934555756,49,0.22573905016756116,8.919048398661964,9.061224489795919
texas_caviar,7.570884344231992,0.7621335213299029,131,0.13051231326344637,9.036325563339009,9.603053435114504
texas_toast,7.961628051031203,0.214279537983104,21,0.09164887225085565,9.385733914796127,9.80952380952381
thai_iced_tea,7.068929327858819,1.400640860186667,18,0.6470630648267015,8.587470542196709,7.444444444444445
tikka_masala,7.3808957556067,1.1539679100979585,438,0.10807189036398,8.866435176386878,9.105022831050228
tiramisu,7.333479724651159,1.1197111382178704,172,0.16733926080844436,8.824035114861822,8.976744186046512
toast_hawaii,7.721036767959594,0.5226875366358015,10,0.3239650915889599,9.170593908366794,8.8
tom_kha,7.096358744066153,1.101068700447619,67,0.2636532246103372,8.611998300242881,8.597014925373134
tom_yum,7.202166518298062,1.2241678540240082,55,0.32353084913544417,8.70661305493352,8.727272727272727
tomato_omelette,7.776922536932903,0.7079027235489022,46,0.2045741421617618,9.220567725134908,9.652173913043478
