dish_id,H_foodcom_bert,H_foodcom_bert_std,n_foodcom_bert,H_foodcom_bert_ci95,H_foodcom_bert_cal,H_foodcom_star
chocolate_chip_cookie,7.270548434734344,1.3722558194329735,1000,0.08505329686784732,8.767761097181474,8.632
chocolate_pudding,7.280085150003433,1.306326752330674,1000,0.0809669709532018,8.776288958033755,8.83
chorizo,7.127695178985595,1.3441370864949669,25,0.526901737906027,8.64001976770409,8.72
choux_pastry,7.803787390391032,0.4338024279996689,21,0.18554036320998393,9.244590643471415,8.761904761904763
chow_fun,7.2330950736999515,0.6344046247317148,5,0.5560801715270205,8.734269790967602,8.8
chow_mein,7.057564455929636,1.430421957615938,389,0.14214953350994014,8.577307918727158,8.452442159383033
christmas_ham,7.603545116655754,0.9071280503800153,33,0.3095050203371579,9.06553127145747,9.151515151515152
christmas_pudding,7.450174456987625,1.2177794606645225,39,0.3822015224848108,8.928385135962397,8.205128205128204
churro,7.250448226928711,1.3033576220414553,13,0.7085132741240825,8.749787217241492,9.076923076923077
churros_mexican,6.007325077056885,1.7186085182452187,5,1.5064267856145466,7.638169543311572,7.2
churros_spanish,7.4414544105529785,0.7807508974377274,5,0.6843583354245721,8.920587551519342,9.2
cinnamon_roll,7.2433136470207184,1.3176243092829092,237,0.1677542366107103,8.743407378588655,8.776371308016877
clam_chowder,7.3107565332724755,1.2037858272477606,923,0.07766126255895554,8.803715727239414,8.806067172264356
club_sandwich,7.709140625320563,0.6909846038718773,119,0.12415121137644083,9.159956215383197,9.394957983193278
cobb_salad,7.769400496482849,0.528144427767273,100,0.1035163078423855,9.213841413981296,9.54
cobbler,7.438690594264439,0.9435630064431925,7,0.6990012571833545,8.918116109302089,8.0
cochinita_pibil,7.7266372953142435,0.45490883864933507,14,0.23829582230174556,9.175601976305517,8.428571428571429
coco_bread,7.467914793226454,1.0483497156833936,9,0.6849218142464838,8.944248786564168,7.777777777777778
coconut_bar,7.046933983647546,1.269658841506136,43,0.37949746995408024,8.567802005437544,9.255813953488373
coconut_candy,7.370954340154475,1.1191238932318754,33,0.3818363495533263,8.857545427111665,9.030303030303031
coconut_drop,7.1948199095549406,1.2611107966229802,27,0.4756937365000377,8.700043617204729,9.25925925925926
coffee_jelly,6.828735733032227,0.90352797133361,5,0.7919771856819777,8.372686154019615,8.8
coleslaw,7.382976770401001,1.098149893788051,303,0.12365064354577732,8.868296048196155,9.056105610561056
conch_fritters,7.1411130163404675,1.3995831404052388,9,0.9143943183980894,8.652018180854974,6.444444444444445
cookie_cake,7.498646603180812,1.0244190060400071,52,0.27844025759695057,8.971729590135917,9.038461538461538
coq_au_vin,7.380394981967078,1.155952029022627,180,0.1688727712873957,8.865987377768938,9.011111111111111
coquito,7.495522703443255,0.9055779008596564,21,0.3873220659810685,8.968936156387851,7.142857142857143
cordon_bleu,7.383527152036366,1.1480540929779377,950,0.0730056748671649,8.868788206960426,9.00842105263158
cornbread,7.303200430257194,1.2141828689554943,319,0.13324313147077865,8.79695895687544,8.670846394984325
cornish_pasty,7.35318999063401,1.019937488877289,21,0.43623446971098,8.84166030350597,7.333333333333333
cottage_loaf,7.432107329368591,1.1179543948041506,24,0.4472749110854499,8.912229264051769,7.333333333333333
couscous,7.648673110538059,0.8644529113358331,9,0.5647759020727443,9.105885339028124,8.222222222222221
cowboy_beans,7.40109920501709,0.9843488297401238,92,0.2011459010718086,8.884501376377807,8.26086956521739
cowboy_cookies,7.498319825021232,1.1724112283274855,164,0.17943787456817797,8.971437380649125,9.341463414634147
cracker,5.883204221725464,2.1934337160904227,13,1.1923641504679432,7.527178981753829,7.846153846153846
cream_cracker,7.202898297991071,2.011680311893113,7,1.4902736303375277,8.707267422314786,9.142857142857142
cream_pie,7.370474416017532,1.2217678380215296,1000,0.07572595514571896,8.85711627240336,8.754
cream_stew,6.9660910844802855,1.3473704997662699,20,0.5905111575576277,8.495511182492667,8.5
creamed_eggs_on_toast,7.577559174231763,0.7496671443858872,53,0.20183041538423155,9.042294287353993,9.132075471698114
creme_brulee,7.282964878341779,1.3356992020230833,294,0.15268313642396353,8.778864050386712,8.598639455782314
crepe,7.721697049339612,0.6691613785148178,240,0.08466059524716084,9.171184340981512,9.175
croissant,6.7602896094322205,1.8853689456659872,16,0.9238307833763337,8.311480696850223,7.75
croque_monsieur,7.525620851943742,1.1647007310701494,67,0.2788900486661964,8.995850331245876,8.925373134328359
crouton,7.656594304896113,0.8210195624832635,134,0.13901356385552713,9.1129685790498,9.895522388059701
crumpet,7.350388648898103,1.096516775190246,43,0.327745791501972,8.839155305521922,8.883720930232558
cuban_bread,7.311386916144141,1.3117973460286865,58,0.3376049630780808,8.804279424200216,8.758620689655173
curry_puff,5.801519234975179,2.158850314240586,6,1.7274400223059418,7.4541351526080915,7.0
curtido,7.050453853607178,2.1162578463036334,5,1.8549817896828729,8.570949521158303,7.6
custard,7.113457274436951,1.2129408481452095,20,0.5315947650712319,8.627288039284718,8.2
custard_cream,6.974622517824173,1.636857199715009,56,0.42871911826854403,8.503140106537721,8.535714285714286
custard_pie,7.220245831783141,1.347331261028572,523,0.11547277783304818,8.722779823611754,8.684512428298278
custard_tart,7.651719386761005,0.6159650214892577,52,0.1674211999611047,9.108609360770817,9.192307692307692
dal,7.117490825198946,1.3517288280972872,126,0.23602628721305657,8.630894895384365,8.793650793650794
dal_makhani,7.401922779083252,0.8245871622972243,25,0.32323816762051194,8.885237827539408,8.64
dan_dan_noodles,6.946046502249581,1.5779247802749634,35,0.5227672179428504,8.477587043700392,7.6571428571428575
danish_pastry,7.361019896525963,1.3370246143174087,51,0.36695295209964407,8.848661912136297,9.333333333333334
denver_sandwich,7.306323973337809,1.17064811107998,15,0.5924296834283058,8.799752071696004,9.733333333333333
deviled_egg,7.478955977303642,1.004616070900152,385,0.10035195276544352,8.954121963942114,8.909090909090908
digestive_biscuit,6.297211256894198,1.825947440682318,11,1.0790659812181658,7.897389718696778,6.181818181818182
dilly_beans,7.399427058961656,1.1738160000047981,45,0.34296502956078256,8.88300612057085,8.355555555555556
dim_sum,7.368656290111257,1.0893887294648084,134,0.18445335120749307,8.85549047942295,8.955223880597014
dirty_rice,7.330246425689535,1.1497060752718327,188,0.1643478295567115,8.821143854835643,9.138297872340425
divinity,5.700109243392944,2.4575767932450177,5,2.1541610376917477,7.36345295513834,4.8
drunken_noodles,7.2536428675932045,1.3049781925837582,17,0.6203472551302883,8.752643908491166,8.705882352941176
duck_confit,7.746344301435682,0.7790868878300921,9,0.5090034333823268,9.193224249937131,9.333333333333334
duck_rice,7.455668210983276,1.1287673568044272,6,0.9032019937437686,8.93329772570736,9.0
dumplings,7.467416449860259,1.0718078128573452,143,0.17567298107396548,8.943803161129871,9.272727272727273
dutch_letter,7.896171188354492,0.20268578874188614,5,0.17766192706640743,9.327201495510927,9.6
edamame,7.815823663984026,0.44117315154688014,35,0.14616087151191906,9.255353643465106,9.82857142857143
egg_butter,7.208629205309111,1.575783511626684,29,0.5735266780872653,8.712392077794853,8.482758620689655
egg_drop_soup,7.3945735023732775,1.1624052920975225,342,0.12319713176379977,8.878666004078273,9.2046783625731
egg_foo_young,7.225592393141526,1.2102500552405713,13,0.6578994242610685,8.72756079169311,8.461538461538462
egg_in_the_basket,7.404143071174621,1.2472820648882113,20,0.5466454669044434,8.887223243007144,9.7
egg_pie,7.486158950575467,1.119447511621547,58,0.28810169266844754,8.960562960873618,8.620689655172415
egg_roll,7.262774603142923,1.168067716668998,181,0.1701707076591905,8.760809630955404,9.005524861878452
egg_salad,7.495355158090591,1.0083481482140122,1000,0.062498065726278765,8.96878633504857,9.11
egg_sandwich,7.628516545853057,0.8862893330285777,385,0.08853219439831164,9.087861063998036,9.387012987012987
eggplant_parm,6.093304817493145,2.271770346946617,13,1.2349484280853464,7.715053799773781,7.076923076923077
eggs_benedict,7.397393207550049,1.1141551785319517,200,0.1544140296786741,8.881187422901576,8.93
elote,7.543827513573875,0.8800809462642513,71,0.20471492925145152,9.012130976372148,9.23943661971831
empanada,6.956057024002075,1.5838378922008276,10,0.9816728960316307,8.486538588771756,9.4
enchilada,7.621328750077416,0.855577219364308,68,0.2033577965520628,9.081433638990603,8.411764705882353
english_muffin,7.394379046958263,1.174586533460113,254,0.14445222325510418,8.878492119394245,8.850393700787402
falafel,6.985725657145182,1.4143863174873765,105,0.27053874324101423,8.513068685139618,8.914285714285715
fattoush,7.5724756067449395,0.9450791359314041,11,0.5585060787738546,9.037748491979213,9.636363636363637
figgy_pudding,7.461447542363947,1.003560999402251,11,0.5930666515393308,8.938465682644624,7.2727272727272725
fish_and_chips,7.463621760955782,1.0528874482732835,263,0.1272506898768102,8.940409898560736,9.193916349809886
fish_pie,7.456010145525778,0.9790326610466973,62,0.24370105368891942,8.933603488238461,9.483870967741936
fish_tacos,7.59635912157168,0.9058127045755714,628,0.07084588945197902,9.059105456652995,8.840764331210192
flaky_pastry,7.6223281451634,0.8427206376557402,7,0.6242961849428814,9.082327311705921,9.142857142857142
flan,7.3368932707556365,1.2267335249728484,58,0.31571288633789146,8.827087554341292,9.137931034482758
flapper_pie,7.32884939511617,0.7811398849841293,6,0.6250420844095025,8.819894611044687,8.333333333333334
floating_island,6.940514087677002,1.9607203065344045,6,1.5689029979120863,8.472639883140298,8.666666666666666
focaccia,7.0850274711847305,1.4826441224614777,16,0.7264956200061241,8.601865721500051,8.625
fortune_cookie,6.743002662291894,1.5460262342351652,26,0.5942733521656652,8.296022472963507,7.615384615384615
french_fries,7.379117249044741,1.1490500858259411,597,0.09217387917004011,8.864844811564474,8.867671691792294
french_onion_soup,7.392740256146411,1.2001237841179657,842,0.08106363390469905,8.877026690300985,8.795724465558195
french_toast,7.4933494321107865,1.1024971807704202,1000,0.06833348322091881,8.966992787523981,8.966
fried_chicken,7.313592452645302,1.2468340620264058,1000,0.07727957580554873,8.806251645017952,8.972
fried_egg,7.521910148754454,0.9059101359848176,57,0.23518182839019663,8.992532169848635,9.12280701754386
fried_ice_cream,7.741590738296509,0.7749924544501084,74,0.17657844403323997,9.188973548950514,9.45945945945946
fried_pie,7.742213901720549,0.38960833987110277,19,0.17518927509869575,9.189530790182793,9.894736842105264
fried_rice,7.273059177517891,1.265998706108659,1000,0.07846741275213792,8.770006237619224,8.91
frijoles_negros,7.418947700943265,1.0777176499085395,112,0.19959610196420774,8.900461744847053,9.196428571428571
frittata,7.424403997567984,0.924987771709448,13,0.5028290805037049,8.905340839700099,9.538461538461538
frozen_banana,7.338650457561016,1.1519476017748698,96,0.23043751317298336,8.828658854746612,8.520833333333334
frozen_custard,7.661243796348572,0.4223681533984759,8,0.29268619771679616,9.117126217714862,7.75
fudge,6.961067148157068,1.6124708677891768,74,0.36739402461043047,8.491018710117617,7.972972972972973
fudge_cookie,7.476110474331173,1.1143664218732168,635,0.08667567373698544,8.951577476378077,8.970078740157481
fugazza,7.595512526375907,1.1500586888617066,7,0.8519753994799835,9.058348419683343,8.0
gallo_pinto,7.45867512549883,1.0718983914894527,81,0.23343564970214745,8.935986549674505,8.320987654320987
gambas_al_ajillo,7.549431411425273,0.9225489225748937,60,0.2334370853953517,9.017142058255027,9.333333333333334
gazpacho,7.451553503672282,0.9979126794115246,54,0.266165481662619,8.929618298314812,9.037037037037036
general_tso,6.698627778669683,1.6528108784110376,492,0.14604835932930132,8.256341846858104,8.109756097560975
ghormeh_sabzi,6.39308562874794,1.8553564684867376,16,0.9091246695585015,7.983121889512307,6.125
ginger_snap,7.308190536499024,1.3493764350316668,10,0.8363521793090245,8.80142117793035,8.6
gingerbread,7.298102263544426,1.3370008344763364,61,0.3355234140154957,8.792400106673723,8.524590163934427
gingerbread_man,5.752590465545654,2.7256429773885036,5,2.3891314080955612,7.410382379709357,6.0
gnocchi,7.574985775766494,0.720629933181681,79,0.1589113156980963,9.039993119351168,9.139240506329115
goat_curry,7.29185152053833,0.7871660165402552,12,0.4453811013155129,8.786810607032043,7.666666666666667
goetta,6.348607063293457,2.1593183622877525,11,1.276075606258276,7.9433485496985075,7.636363636363637
goulash,7.336712662990276,1.1820605444299286,78,0.26233032145558727,8.826926052414438,8.307692307692308
graham_bread,7.5236124992370605,1.0057926062822935,13,0.5467550889453393,8.99405443486629,8.923076923076923
green_bean_casserole,7.295073392555004,1.2067278065894937,655,0.09241548384948024,8.78969164892821,8.885496183206106
green_curry,7.2619708242591905,1.1545131615503559,163,0.17723976169285843,8.760090880915891,9.01840490797546
green_tea_ice_cream,7.530179262161255,1.0650270672055908,20,0.4667686923491918,8.999926523828512,8.6
grilled_cheese,7.6434094851017,0.8273630541967687,1000,0.05128049338144839,9.101178533379295,9.348
guacamole,7.5480514115757416,0.972346101283345,180,0.14204982270159505,9.015908043569583,9.222222222222221
gulab_jamun,7.595998108386993,0.6317186093857308,8,0.4377586622484182,9.058782633739867,5.75
gumbo,7.356329995574373,1.0614931376804575,132,0.18108659247606343,8.84446813874602,9.090909090909092
gyro,7.204999719347272,0.947305728558432,14,0.4962290867511498,8.70914654195001,9.142857142857142
hainanese_chicken_rice,7.479191800822383,1.2083347627336882,23,0.4938322214709706,8.954332840548657,9.043478260869565
ham_and_cheese_sandwich,7.655432758331298,0.7039489311740209,75,0.15931864112435556,9.111929908270746,9.173333333333334
ham_and_eggs,7.594587718491006,1.0217868717027967,113,0.18839838171723797,9.057521443860429,9.132743362831858
ham_salad,7.598876888222165,0.8467852263796513,360,0.08747382014180582,9.061356877928352,9.011111111111111
ham_sandwich,7.613660301480975,0.8992853270183907,154,0.14203429447360863,9.074576407675824,9.337662337662337
hamburger,7.384245535906623,1.091522057691654,187,0.1564471962988163,8.869430595614299,8.983957219251337
hangtown_fry,7.360236883163452,1.1610705286787135,6,0.9290499145444747,8.847961730909054,9.666666666666666
hardtack,6.397451877593994,1.7945890053315938,6,1.4359702712832605,7.9870262487759485,8.0
harissa,7.595924139022827,0.7437118311592625,16,0.36441879726803866,9.05871648932566,9.0
hash_browns,7.328943761348724,1.1915513155942254,1000,0.07385311568245807,8.819978994616774,8.806
hawaiian_pizza,7.576815984187982,1.0628105698381645,39,0.33356435300972703,9.041629716681458,9.692307692307692
head_cheese,7.386543083190918,1.1505566295870835,5,1.0085073516021477,8.871485093729127,8.8
hoagie_roll,7.262847892308639,1.2505380804750565,59,0.3191001340407111,8.760875167126882,8.542372881355933
honey_bun,7.7254736584224055,0.692462343632034,89,0.14386568878190156,9.17456143632753,8.96629213483146
hoppin_john,7.597368863164162,0.8554753654982401,98,0.16937548098291683,9.060008381355525,9.183673469387756
horchata,7.27728157043457,1.1430219632063254,5,1.001902925325806,8.773781958948959,9.2
hot_and_sour_soup,7.237976578401408,1.1638885762275832,279,0.13657316538246048,8.73863489904404,8.817204301075268
hot_cross_bun,6.712471682449867,1.9522410286755079,29,0.7105432337251075,8.268721254417063,8.275862068965518
hot_dog,7.271241607999957,1.2839993725193837,614,0.1015632751485261,8.768380942168859,8.390879478827362
hot_dog_bun,7.855075478553772,0.29373958355846297,8,0.2035511464083596,9.290453151357022,9.5
hot_pockets,6.832878494262696,1.6660681860149826,10,1.0326397601706774,8.376390667609547,7.8
hot_pot,7.277658478234166,1.274737761971986,258,0.15554894490658902,8.774118995043505,8.565891472868216
