dish_id,H_mean,H_median,H_std,H_n,H_q25,H_q75,H_ci95,H_iqr,cuisine,cook_method_h,E_carbon,E_carbon_ingredients,E_carbon_cooking,E_water,E_water_ingredients,E_energy,E_land,cook_method_e,n_ingredients,total_grams,missing_ingredients,E_carbon_norm,E_water_norm,E_energy_norm,E_composite_equal,E_composite_carbon_first,E_composite_water_first,E_composite_energy_first,E_composite,DEI,log_H,log_E,log_DEI,Z_H,Z_E,DEI_z,DEI_equal,log_DEI_equal,DEI_carbon_first,log_DEI_carbon_first,DEI_water_first,log_DEI_water_first,DEI_energy_first,log_DEI_energy_first,DEI_tier
orange_chicken,6.438,7.742,2.172,500,4.768,8.004,0.19,3.236,Chinese,deep_fry,2.3175,1.833,0.475,1259.3,1258.3,1.0,3.257,deep_fry,8,345,,0.1464469730870037,0.2944252043053617,0.67,0.3702907257974551,0.3143297876198423,0.3513243454244318,0.4452180443480914,0.3702907257974551,17.3863387643187,1.8622179328766164,-0.9934668364816452,2.8556847693582617,-2.2815953113386453,0.7522758223153736,-3.033871133654019,17.3863387643187,2.8556847693582617,20.481673241182808,3.0195304980635727,18.324946972354873,2.9082633540361886,14.460330352124009,2.671409062398009,E
osso_buco,7.166,7.964,1.591,500,7.362,8.021,0.139,0.659,Italian,braise,15.8045,15.225,0.57,4119.8,4118.8,1.2,82.0375,braise,7,395,,1.0000000000000002,0.9999999999999998,0.802,0.934,0.9505,0.9505,0.901,0.934,7.67237687366167,1.969347618882762,-0.06827884075329438,2.0376264596360567,0.3905923162327715,4.266493944036651,-3.87590162780388,7.67237687366167,2.0376264596360567,7.539189900052604,2.0201147359364153,7.539189900052604,2.0201147359364153,7.95338512763596,2.073597640256561,E
pad_see_ew,6.887,7.902,1.805,500,6.498,8.023,0.158,1.525,Thai,stir_fry,1.991,1.744,0.2375,1086.4,1085.4,0.5,2.18,stir_fry,6,390,,0.1257837371348207,0.2517774566473988,0.34,0.2391870645940731,0.21083623272926,0.2423346626074046,0.2643902984455549,0.2391870645940731,28.793363101336606,1.9296355765625612,-1.4305093361518917,3.360144912714453,-0.6335015685095728,-0.06503707834020306,-0.5684644901693698,28.793363101336606,3.360144912714453,32.66516343442622,3.4863091716301504,28.4193764354599,3.3470711813817964,26.04861086239221,3.259964440957627,C
pad_thai,6.777,7.919,1.956,500,6.257,8.011,0.171,1.754,Thai,stir_fry,2.316,2.069,0.2375,1001.9,1000.9,0.5,1.2365,stir_fry,9,390,,0.1463520424471009,0.2309345724536575,0.34,0.2390955383002528,0.2159096643369648,0.237055296838604,0.2643216537251896,0.2390955383002528,28.34431812562533,1.913534526153976,-1.4308920650840489,3.344426591238025,-1.037266182565691,-0.06560766210576614,-0.9716585204599248,28.34431812562533,3.344426591238025,31.388127163327468,3.4464297055928004,28.588266494690615,3.352996371221749,25.63921610087202,3.244123058296174,C
paella,7.111,7.942,1.657,500,7.128,8.014,0.145,0.886,Spanish,simmer,2.681,2.4815,0.19,1401.0,1400.0,0.4,2.6325,simmer,9,440,,0.1694518314901233,0.3293771177994817,0.274,0.2576096497632017,0.2355701951949321,0.2755515167722717,0.2617072373224013,0.2576096497632017,27.603779619810545,1.9616428809013808,-1.3563098251926804,3.3179527060940615,0.18871000920470918,0.049811098926157704,0.13889891027855147,27.603779619810545,3.3179527060940615,30.186331484404104,3.4073892220724264,25.806426628661434,3.250623555042943,27.17158330336828,3.3021716956957974,C
palak_paneer,7.231,7.953,1.608,500,7.555,8.018,0.141,0.463,Indian,simmer,2.7469,2.5474,0.19,774.7,773.7,0.4,9.786,simmer,9,390,,0.1736224509365211,0.174893113414391,0.274,0.2075051881169707,0.1990345038218583,0.1993521694413258,0.224128891087728,0.2075051881169707,34.84732148443385,1.9783773391928148,-1.5725989366506006,3.550976275843415,0.6291804972659317,-0.2625449596917597,0.8917254569576915,34.84732148443385,3.550976275843415,36.330384235649696,3.5926544224405923,36.27249214425158,3.591059661831805,32.26268583629256,3.473911325161194,C
pancake,7.162,7.94,1.63,500,7.364,8.023,0.143,0.659,American,pan_fry,1.1345,0.8875,0.2375,513.5,512.5,0.5,2.114,pan_fry,5,255,,0.0715783417503036,0.110465168427347,0.34,0.1740145033925502,0.1484054629819886,0.1581271696512494,0.2155108775444126,0.1740145033925502,41.15748894701966,1.968789271576241,-1.748616630410514,3.717405901986755,0.3759099666307292,-0.4713291265549153,0.8472390931856445,41.15748894701966,3.717405901986755,48.25967896390192,3.87659640795557,45.29265916664316,3.813144970056106,33.23266130046754,3.503533166444296,B
paneer_tikka,7.1,7.934,1.674,500,7.245,8.015,0.147,0.769,Indian,grill,3.7719,3.4774,0.285,919.3,918.3,0.6,13.7355,grill,8,290,,0.2384917215367896,0.2105603448275861,0.406,0.2850173554547919,0.2733859469752914,0.2664031027979905,0.3152630165910939,0.2850173554547919,24.91076372760103,1.9600947840472698,-1.2552052042349897,3.2152999882822595,0.14833354779909672,0.2206733863214549,-0.07233983852235817,24.91076372760103,3.2152999882822595,25.970610700928592,3.2569655410288427,26.651341239759596,3.2828394772913962,22.520878207572707,3.114442799295003,D
panna_cotta,7.57,7.971,1.047,500,7.717,8.026,0.092,0.31,Italian,cold,1.4655,1.456,0.0,585.5,584.5,0.0,4.258,cold,3,230,,0.0925263696221952,0.128224785728523,0.01,0.0769170517835727,0.0808193812432283,0.0897439852698103,0.0601877888376795,0.0769170517835727,98.41770874552341,2.0241930674493576,-2.5650276873427966,4.589220754792154,1.8735096260388857,-1.0766440284605738,2.9501536544994593,98.41770874552341,4.589220754792154,93.66565152507,4.539731542796266,84.3510568116762,4.434987337801177,125.77302051111297,4.834478857920105,A
papaya_salad,7.193,7.961,1.615,500,7.442,8.025,0.142,0.583,Thai,raw,0.201,0.1915,0.0,106.2,105.2,0.0,0.1185,raw,7,120,,0.0124998401841079,0.0099999999999999,0.01,0.0108332800613693,0.0112499200920539,0.0106249600460269,0.0106249600460269,0.0108332800613693,663.9724957955922,1.973108330885219,-4.52513239573871,6.49824072662393,0.48969817604654375,-1.4886166511682437,1.9783148272147875,663.9724957955922,6.49824072662393,639.3823192647027,6.460502584170696,676.9907810326074,6.517657655437885,676.9907810326074,6.517657655437885,A
pasta_bolognese,7.058,7.944,1.737,500,7.177,8.015,0.152,0.838,Italian,simmer,6.6765,6.477,0.19,1951.1,1950.1,0.4,33.44,simmer,7,375,,0.4223154126446333,0.4650655272074944,0.274,0.3871269799507092,0.3959240881241903,0.4066116167649055,0.3588452349630319,0.3871269799507092,18.231744015616417,1.9541617252530783,-0.949002526202116,2.9031642514551943,-0.0058311230223303655,0.8572346586427885,-0.8630657816651188,18.231744015616417,2.9031642514551943,17.826649632356048,2.880694508012972,17.358087445103152,2.8540585329500683,19.668646291839746,2.979025809078948,E
pasta_carbonara,7.116,7.958,1.709,500,7.311,8.021,0.15,0.71,Italian,boil,1.8885,1.689,0.19,969.1,968.1,0.4,4.734,boil,5,272,,0.1192968100747938,0.2228440801275662,0.274,0.20538029673412,0.1838594250692884,0.2097462425824816,0.22253522255059,0.20538029673412,34.647919557795696,1.9623457698035887,-1.5828919124076954,3.545237682211284,0.2070629462072597,-0.2757917380330722,0.48285468424033196,34.647919557795696,3.545237682211284,38.70348227901995,3.65592957735768,33.926710258953364,3.5242026173891783,31.976960404020023,3.4650156561099656,C
patatas_bravas,7.31,7.928,1.34,500,7.39,8.019,0.117,0.629,Spanish,deep_fry,0.9015,0.417,0.475,553.7,552.7,1.0,1.092,deep_fry,6,295,,0.0568324490187304,0.1203809547538369,0.67,0.2824044679241891,0.2260114631978244,0.2418985896316011,0.3793033509431419,0.2824044679241891,25.884859590685917,1.9892432737616872,-1.264414952226912,3.253658225988599,0.9191569019062353,0.20438439280958898,0.7147725090966464,25.884859590685917,3.253658225988599,32.343492213055,3.476412832643594,30.219274990948676,3.4084799655226767,19.27217353029865,2.9586622695424065,D
peking_duck,7.07,7.882,1.614,500,7.064,8.018,0.141,0.954,Chinese,roast,2.945,2.5555,0.38,1554.1,1553.1,0.8,4.405,roast,6,405,,0.1861596241130217,0.3671409706996212,0.538,0.3637668649375477,0.3193650547314162,0.364610391378066,0.4073251487031608,0.3637668649375477,19.435525006418036,1.9558604799084813,-1.0112420974817378,2.967102577390219,0.03821592578379352,0.7116054429076415,-0.673389517123848,19.435525006418036,2.967102577390219,22.137675663813067,3.097280938201718,19.39056090332074,2.964786396289534,17.35714090453148,2.8540040012291548,E
penne_arrabbiata,7.216,7.923,1.522,193,7.395,8.023,0.215,0.629,Italian,boil,0.7355,0.536,0.19,486.7,485.7,0.4,0.9621,boil,6,253,,0.0463267915361503,0.103854644209687,0.274,0.1413938119152791,0.1176270568204969,0.1320090199888811,0.1745453589364593,0.1413938119152791,51.03476525778731,1.9763007827603225,-1.9562062894526868,3.932507072213009,0.5741216862582801,-0.6746896713936991,1.248811357651979,51.03476525778731,3.932507072213009,61.34642993755998,4.116536977736903,54.662931370960806,4.001185808241599,41.34168931198497,3.7218714172790213,A
pho,6.974,7.916,1.767,500,6.884,8.016,0.155,1.132,Vietnamese,boil,6.945,6.7455,0.19,1978.0,1977.0,0.4,33.071,boil,8,355,,0.4393079971872403,0.4717007175602949,0.274,0.395002904915845,0.4060791779836938,0.4141773580769575,0.3647521786868838,0.395002904915845,17.65556635965957,1.9421889482534593,-0.9288621598907282,2.8710511081441874,-0.3141604646651845,0.9063339364166936,-1.2204944010818781,17.65556635965957,2.8710511081441874,17.173990635589895,2.843396066983456,16.838197124972183,2.823649943995785,19.11983096333121,2.9507260667542172,E
pita,7.042,7.926,1.741,500,7.193,8.021,0.153,0.827,Mediterranean,bake,0.7217,0.3322,0.38,393.9,392.9,0.8,0.9013,bake,5,155,,0.0454534296490442,0.0809644707992824,0.538,0.2214726334827755,0.1774678325243427,0.1863455928119023,0.3006044751120817,0.2214726334827755,31.79625351114848,1.9518922207328608,-1.5074562479978146,3.4593484687306755,-0.06456052143049337,-0.1754705547370053,0.11091003330651192,31.79625351114848,3.4593484687306755,39.68043053117286,3.6808581324377716,37.79000025564442,3.6320445241262673,23.426131621541426,3.153852135241197,C
pizza,6.838,7.92,1.892,500,6.465,8.014,0.166,1.549,Italian,bake,2.9604,2.5709,0.38,1015.5,1014.5,0.8,9.7745,bake,5,328,,0.1871342453493575,0.2342891668327685,0.538,0.3198078040607087,0.2866394143828709,0.2984281447537237,0.3743558530455315,0.3198078040607087,21.381592047397167,1.9224952912171096,-1.140035075938477,3.0625303671555866,-0.8133603511345701,0.43756040689900916,-1.2509207580335793,21.381592047397167,3.0625303671555866,23.85575624595132,3.1720255402451363,22.913388432726492,3.1317213874376155,18.26604270874942,2.9050437464223116,D
pizza_margherita,7.126,7.937,1.61,500,7.116,8.028,0.141,0.912,Italian,bake,2.4919,2.1024,0.38,825.4,824.4,0.8,7.8516,bake,6,296,,0.1574842421530397,0.1873988439306358,0.538,0.2942943620278918,0.2600918320591788,0.2675704825035778,0.3552207715209189,0.2942943620278918,24.213851569893933,1.9637500671836443,-1.2231747811538989,3.186924848337543,0.24376882021236404,0.2785071423132023,-0.03473832210083824,24.213851569893933,3.186924848337543,27.398015322444337,3.31047057728316,26.632235115488555,3.282122328541375,20.060763815948054,2.998765858376595,D
pozole,7.237,7.956,1.474,500,7.21,8.019,0.129,0.809,Mexican,simmer,1.1925,0.993,0.19,856.0,855.0,0.4,2.35,simmer,6,270,,0.0752489931598798,0.1949466812836356,0.274,0.1813985581478384,0.1548611669008488,0.1847855889317877,0.2045489186108788,0.1813985581478384,39.89557620464603,1.9792067558839908,-1.7070586898010562,3.6862654456850468,0.6512040216689936,-0.42529621522925876,1.0765002368982524,39.89557620464603,3.6862654456850468,46.732180473840494,3.844433016737381,39.1643095212987,3.6677658606701415,35.380289708435086,3.566154877178472,B
pulled_pork,6.972,7.908,1.779,500,7.055,8.011,0.156,0.956,American,slow_cook,2.1585,1.579,0.57,1244.8,1243.8,1.2,3.563,slow_cook,5,290,,0.1363843252573036,0.290848614709986,0.802,0.4097443133224298,0.3414043163061483,0.3800203886693189,0.5078082349918225,0.4097443133224298,17.015489351071725,1.9419021276577746,-0.892221939862241,2.8341240675200154,-0.3215016394662041,0.998233301803932,-1.319734941270136,17.015489351071725,2.8341240675200154,20.421534430009906,3.016589953400652,18.34638405695333,2.909432500965881,13.729592234974831,2.619553520502359,E
quesadilla,6.777,7.911,1.985,500,6.251,8.011,0.174,1.76,Mexican,pan_fry,2.5205,2.2735,0.2375,790.1,789.1,0.5,8.012,pan_fry,5,255,,0.1592942530205204,0.1786916982260314,0.34,0.2259953170821839,0.209320051066768,0.2141694123681458,0.254496487811638,0.2259953170821839,29.98734702779493,1.913534526153976,-1.487241000799824,3.4007755269538,-1.037266182565691,-0.14727570786964306,-0.889990474696048,29.98734702779493,3.4007755269538,32.37625810552809,3.4774253796670678,31.64317408851409,3.454522456721017,26.6290511836686,3.28200276958796,C
quiche,7.306,7.965,1.515,500,7.692,8.02,0.133,0.328,French,bake,3.3045,2.915,0.38,1352.2,1351.2,0.8,9.132,bake,6,360,,0.2089113341430672,0.3173400438509069,0.538,0.3547504593313247,0.3182906780342603,0.3453978554612202,0.4005628444984935,0.3547504593313247,20.59475839374868,1.9886959283730907,-1.0363406681399348,3.0250365965130257,0.9044745523041962,0.6553962985415099,0.24907825376268622,20.59475839374868,3.0250365965130257,22.95386105908384,3.133486160224728,21.152418535558297,3.0517542505176856,18.239335226279277,2.903580538054345,E
raita,6.859,7.871,1.867,500,6.821,8.002,0.164,1.181,Indian,raw,0.5678,0.5583,0.0,221.6,220.6,0.0,1.525,raw,5,223,,0.0357135459950137,0.0384647199521626,0.01,0.0280594219823921,0.0299729529855475,0.0306607464748347,0.023544566486794,0.0280594219823921,244.44552009318554,1.9255616585171844,-3.5734308038645355,5.49899246238172,-0.7362780157238565,-1.3812272167974164,0.6449492010735599,244.44552009318554,5.49899246238172,228.83964764190253,5.433021529641682,223.7062299063604,5.41033371748854,291.3198679554015,5.674421866086538,A
ramen,6.942,7.914,1.81,500,6.767,8.015,0.159,1.248,Japanese,boil,1.321,1.1215,0.19,979.9,978.9,0.4,2.2865,boil,8,305,,0.083381384644889,0.2255080227227426,0.274,0.1942964691225439,0.1665676980031302,0.2020993575225936,0.2142223518419079,0.1942964691225439,35.7289045516398,1.9375899174395945,-1.6383700950616278,3.5759600125012225,-0.43161926148151053,-0.3448893910843507,-0.08672987039715985,35.7289045516398,3.5759600125012225,41.67674815239113,3.7299433750250293,34.349441210984175,3.536585751024663,32.40558205206834,3.4783306935164964,C
ratatouille,7.242,7.933,1.502,500,7.394,8.018,0.132,0.624,French,simmer,0.74,0.5405,0.19,403.2,402.2,0.4,0.687,simmer,7,365,,0.0466115834558588,0.0832584213673509,0.274,0.1346233349410699,0.1126203970697671,0.1217821065476402,0.1694675012058024,0.1346233349410699,53.79453720389647,1.9798974113434495,-2.0052745117078277,3.9851719230512774,0.6695569586715442,-0.7168974795038663,1.3864544381754105,53.79453720389647,3.9851719230512774,64.30451488742008,4.163629844757087,59.466864265211136,4.085419254317758,42.73385722024231,3.7549915151873616,A
ravioli,7.222,7.961,1.569,500,7.533,8.025,0.138,0.492,Italian,boil,2.0345,1.835,0.19,788.0,787.0,0.4,6.206,boil,6,300,,0.1285367256920028,0.1781737093880805,0.274,0.1935701450266944,0.1773117901930215,0.1897210361170409,0.2136776087700208,0.1935701450266944,37.30947248608016,1.977131922855266,-1.6421153256040386,3.6192472484593043,0.5961452106613421,-0.3494173657278191,0.9455625763891612,37.30947248608016,3.6192472484593043,40.73051201016094,3.706977492417571,38.06641660730059,3.639332439547126,33.79858115022698,3.520418823803945,B
red_curry,7.176,7.945,1.601,500,7.385,8.018,0.14,0.633,Thai,simmer,2.335,2.1355,0.19,1529.6,1528.6,0.4,2.619,simmer,8,555,,0.1475544972192034,0.3610977675901933,0.274,0.2608840882697989,0.23255169050715,0.2859375080998975,0.2641630662023492,0.2608840882697989,27.506468668103608,1.970742124756495,-1.3436790765498106,3.3144212013063052,0.42729819023787263,0.0702242651892539,0.35707392504861873,27.506468668103608,3.3144212013063052,30.857655708073075,3.429384878659773,25.096392731704626,3.2227241199412813,27.165039016102185,3.3019308162661094,C
ribs,7.004,7.917,1.775,500,7.013,8.015,0.156,1.002,American,smoke,3.0445,2.3225,0.7125,1849.0,1848.0,1.5,5.3125,smoke,5,390,,0.192456689893243,0.4398814032290213,1.0,0.5441126977074214,0.4561986957538768,0.5180548740878215,0.6580845232805661,0.5441126977074214,12.872333304315145,1.9464814144236053,-0.6085988886785316,2.555080303102137,-0.20404284264988132,1.8358988024472356,-2.039941645097117,12.872333304315145,2.555080303102137,15.352959281099565,2.7313082424944892,13.519803307193033,2.6041555222244517,10.643009753648213,2.364903315496354,E
risotto,7.082,7.941,1.733,500,7.24,8.016,0.152,0.776,Italian,simmer,1.7245,1.525,0.19,701.2,700.2,0.4,4.21,simmer,6,240,,0.1089177267787508,0.1567635040861072,0.274,0.1798937436216193,0.1621497394109022,0.1741111837377413,0.2034203077162145,0.1798937436216193,39.36768370831157,1.957556353689712,-1.7153889156085966,3.6729452692983084,0.08226297458991415,-0.43467737448967647,0.5169403490795906,39.36768370831157,3.6729452692983084,43.675679194608925,3.7767914070064483,40.675158527825616,3.7056175505240736,34.81461649286208,3.5500373127618743,B
samgyeopsal,7.223,7.929,1.52,500,7.401,8.022,0.133,0.622,Korean,grill,1.809,1.5145,0.285,1295.8,1294.8,0.6,3.589,grill,6,270,,0.1142654861599437,0.3034283436316523,0.406,0.274564609930532,0.2344898289878849,0.2817805433558121,0.307423457447899,0.274564609930532,26.307104917226958,1.9772703790687098,-1.2925686725753445,3.2698390516440545,0.5998157980618503,0.15550996002328013,0.44430583803857016,26.307104917226958,3.2698390516440545,30.803041782990007,3.427613444291149,25.63342349325843,3.2438971051295695,23.495279312653384,3.156799520658339,D
samosa,7.343,7.965,1.431,500,7.633,8.019,0.125,0.386,Indian,deep_fry,0.7475,0.263,0.475,278.0,277.0,1.0,0.6215,deep_fry,6,206,,0.047086236655373,0.0523764201714171,0.67,0.2564875522755967,0.2041372233705408,0.2054597692495518,0.3598656642066976,0.2564875522755967,28.629069656019496,1.9937474784694735,-1.3606751446888634,3.354422623158337,1.0402862861230728,0.04281583469024848,0.9974704514328243,28.629069656019496,3.354422623158337,35.97090172364749,3.582710326163055,35.7393567938898,3.5762525127559575,20.40483638856518,3.0157719506224954,C
sashimi,7.112,7.937,1.623,500,7.236,8.017,0.142,0.781,Japanese,raw,1.8165,1.807,0.0,326.0,325.0,0.0,0.785,raw,2,160,,0.1147401393594579,0.0642161650388678,0.01,0.0629854347994419,0.0759241109394459,0.0632931173592984,0.0497390760995814,0.0629854347994419,112.91499411960903,1.9617834982116034,-2.7648517729796307,4.726635271191234,0.19238059660522058,-1.1634950758196443,1.3558756724248648,112.91499411960903,4.726635271191234,93.67248311504436,4.5398044760513185,112.36608807916734,4.721762184456014,142.98617018460973,4.962747913587265,A
satay,7.066,7.918,1.659,500,7.003,8.024,0.145,1.021,Thai,grill,1.5179,1.2234,0.285,890.6,889.6,0.6,2.043,grill,7,234,,0.0958426133094675,0.2034811640422563,0.406,0.2351079257839079,0.2002915976652978,0.227201235348495,0.277830944337931,0.2351079257839079,30.054282417065313,1.9552945489369535,-1.4477106116100293,3.403005160546983,0.023533576181751135,-0.09046682410406011,0.11400040028581124,30.054282417065313,3.403005160546983,35.27856426512615,3.563275534877577,31.100183012481164,3.437213703813571,25.432732184811968,3.236037013097036,C
scallion_pancake,6.964,7.775,1.658,500,6.808,8.003,0.145,1.195,Chinese,pan_fry,0.5236,0.2766,0.2375,324.4,323.4,0.5,0.666,pan_fry,5,167,,0.0329162564725436,0.0638215068766194,0.34,0.145579254449721,0.1174135049554266,0.1251398175564456,0.1941844408372907,0.145579254449721,47.83648622410806,1.9407540219059427,-1.9270346365462365,3.867788658452179,-0.35086633867028555,-0.6485972179339502,0.29773087926366465,47.83648622410806,3.867788658452179,59.311746145758335,4.082807366418073,55.6497534995911,4.019077648234495,35.86281151039909,3.579700867513023,B
shawarma,7.158,7.952,1.716,500,7.516,8.017,0.15,0.501,Mediterranean,roast,2.0475,1.658,0.38,1046.9,1045.9,0.8,3.0215,roast,8,378,,0.129359457904494,0.2420343332668925,0.538,0.3031312637237955,0.2596883122689701,0.2878570311095698,0.3618484477928466,0.3031312637237955,23.613532672506402,1.968230612343834,-1.1935893536728055,3.1618199660166395,0.36122761702869005,0.3335972419457589,0.027630375082931147,23.613532672506402,3.1618199660166395,27.56381270092032,3.316503778410212,24.86651089399787,3.213521954205545,19.781762347362232,2.9847604196655757,D
souffle,7.419,7.953,1.215,500,7.482,8.024,0.106,0.542,French,bake,2.5855,2.196,0.38,839.9,838.9,0.8,7.304,bake,5,260,,0.1634079140829764,0.1909754335260115,0.538,0.2974611158696626,0.263947815422991,0.2708396952837498,0.357595836902247,0.2974611158696626,24.94107499835627,2.004044277207389,-1.212471765497946,3.2165160427053348,1.3192509285618454,0.29824899196349375,1.0210019365983518,24.94107499835627,3.2165160427053348,28.107828769526435,3.336048141434579,27.3925873097271,3.3102724406511745,20.746885825821483,3.032396154730173,D
soup,6.733,7.899,1.968,500,6.109,8.013,0.172,1.905,Other,simmer,0.7254,0.5259,0.19,312.4,311.4,0.4,1.084,simmer,7,203,,0.0456875918941379,0.0608615706597568,0.274,0.1268497208512982,0.1065591886120082,0.1103526833034129,0.1636372906384737,0.1268497208512982,53.078555907055375,1.9070208095631438,-2.0647521935596997,3.9717730031228435,-1.1987720281881409,-0.7653589413880786,-0.4334130868000623,53.078555907055375,3.9717730031228435,63.1855411785789,4.146075496158991,61.01346880245518,4.111094639840819,41.14587801918156,3.7171237524625464,A
spanakopita,7.365,7.973,1.474,500,7.755,8.021,0.129,0.267,Mediterranean,bake,2.1975,1.808,0.38,655.7,654.7,0.8,6.49,bake,6,330,,0.1388525218947772,0.1455404125971696,0.538,0.2741309781639822,0.240311364096681,0.2419833367722791,0.3400982336229867,0.2741309781639822,26.866719147641668,1.9967390499145936,-1.2941492643141377,3.2908883142287313,1.1210392089342978,0.15280665766175855,0.9682325512725392,26.866719147641668,3.2908883142287313,30.647739143276414,3.4225588959837783,30.435980006883323,3.4156254614236454,21.655507944108923,3.0752598305960195,D
spring_rolls,6.845,7.913,1.921,500,6.637,8.014,0.168,1.378,Chinese,deep_fry,1.1495,0.665,0.475,587.3,586.3,1.0,1.5695,deep_fry,6,215,,0.0725276481493319,0.1286687761610523,0.67,0.2903988081034614,0.2359310181149291,0.2499663001178592,0.3852991060775961,0.2903988081034614,23.571033382345384,1.9235184587404122,-1.2365001003668423,3.1600185591072547,-0.787666239331,0.25422188247825983,-1.0418881218092597,23.571033382345384,3.1600185591072547,29.012717593010997,3.3677342715469587,27.383691308678728,3.309947628475139,17.765418844811627,2.877253806161657,D
steak,6.761,7.864,1.896,500,6.265,8.016,0.166,1.752,American,grill,15.4751,15.1806,0.285,3955.0,3954.0,0.6,82.159,grill,5,274,,0.979153231477338,0.9593502092884192,0.406,0.7815011469219191,0.8309141680607738,0.8259634125135441,0.6876258601914393,0.7815011469219191,8.65129888373088,1.9111708081085408,-0.24653866153125517,2.157709469639796,-1.0959955809738542,3.3158013484840287,-4.411796929457883,8.65129888373088,2.157709469639796,8.136821178268193,2.0963995851019157,8.185592603218527,2.102375609328534,9.832381810244447,2.285681204935737,E
sundubu_jjigae,7.119,7.837,1.525,280,7.124,8.0,0.179,0.876,Korean,boil,1.23,1.0305,0.19,659.6,658.6,0.4,0.697,simmer,7,250,,0.0776222591574506,0.1465023918676499,0.274,0.1660415503417002,0.1439367275456378,0.1611567607231876,0.1930311627562751,0.1660415503417002,42.87481046370422,1.9627672661217361,-1.795517218682975,3.7582844848047112,0.21807470840879067,-0.521033286797031,0.7391079952058217,42.87481046370422,3.7582844848047112,49.459231993049094,3.9011487341330255,44.1743800759809,3.78814498473957,36.88005552237484,3.607670904174647,B
sushi,6.974,7.934,1.78,500,6.978,8.023,0.156,1.045,Japanese,raw,1.1451,1.1356,0.0,510.9,509.9,0.0,0.7365,raw,5,247,,0.0722491849389503,0.1098238489136934,0.01,0.0640243446175479,0.0660805546978985,0.0754742206915842,0.0505182584631609,0.0640243446175479,108.92731572122263,1.9421889482534593,-2.748491883301179,4.690680831554638,-0.3141604646651845,-1.1570184115589983,0.8428579468938138,108.92731572122263,4.690680831554638,105.53785499960078,4.659069703719449,92.4024115266902,4.5261530770807745,138.04909773533868,4.927609402573122,A
sweet_and_sour,6.416,7.744,2.188,500,5.189,8.004,0.192,2.815,Chinese,deep_fry,2.1365,1.652,0.475,1284.6,1283.6,1.0,3.472,deep_fry,9,380,,0.1349920092053954,0.3006657364959138,0.67,0.3685525819004364,0.3101624387266761,0.3515808705493057,0.4439144364253273,0.3685525819004364,17.408642118082536,1.8587948705642134,-0.9981718858078551,2.8569667563720684,-2.362348234149867,0.7414400651962391,-3.103788299346106,17.408642118082536,2.8569667563720684,20.685934848655098,3.0294539934125635,18.249001972080332,2.90411039207179,14.453235744405132,2.6709183164389962,E
tabbouleh,7.356,7.964,1.393,500,7.556,8.023,0.122,0.467,Mediterranean,raw,0.3775,0.368,0.0,443.6,442.6,0.0,0.815,raw,6,200,,0.0236700121460077,0.0932235399641219,0.01,0.0422978507033765,0.0376408910640343,0.0550292730185629,0.0342233880275324,0.0422978507033765,173.9095457021128,1.9955163067420747,-3.1630190050156988,5.158535311757774,1.0880039223297049,-1.2924634754044702,2.380467397734175,173.9095457021128,5.158535311757774,195.42576682061133,5.275180597960082,133.67430817264508,4.895406305378314,214.94072983312364,5.3703623149274975,A
taco,7.05,7.91,1.719,500,7.017,8.002,0.151,0.986,Mexican,grill,6.887,6.5925,0.285,1744.0,1743.0,0.6,34.59,grill,6,245,,0.4356373457776641,0.4139819613314729,0.406,0.418539769036379,0.4228141632217003,0.4174003171101526,0.4154048267772843,0.418539769036379,16.84427746551182,1.9530276168241774,-0.870983366001421,2.824010982825598,-0.03519582222641187,1.0530650231774772,-1.0882608454038891,16.84427746551182,2.824010982825598,16.67399205902043,2.813850143739084,16.890260287319077,2.8267371414362565,16.97139644402783,2.831529364842776,E
takoyaki,7.144,7.896,1.56,500,7.16,8.014,0.137,0.854,Japanese,pan_fry,0.818,0.571,0.2375,318.3,317.3,0.5,0.4315,pan_fry,6,185,,0.0515479767308061,0.0623168726330476,0.34,0.1512882831212846,0.1263532065236649,0.1290454304992253,0.1984662123409634,0.1512882831212846,47.221105644201195,1.9662728435741978,-1.888568102552826,3.854840946127024,0.3098393934215466,-0.6130065811763467,0.9228459745978932,47.221105644201195,3.854840946127024,56.53991850742615,4.034946910938373,55.36034846303906,4.013863605780916,35.99605149780691,3.5834092518242766,B
tamale,7.247,7.957,1.577,500,7.522,8.02,0.138,0.498,Mexican,steam,0.8955,0.7435,0.1425,663.0,662.0,0.3,1.805,steam,5,200,,0.0564527264591191,0.1473410404624277,0.208,0.1372645889738489,0.1170616233451664,0.1397837018459936,0.1549484417303867,0.1372645889738489,52.79584526625923,1.9805875901271444,-1.9858449093499677,3.9664324994771123,0.6879098956740948,-0.7004316464746118,1.3883415421487064,52.79584526625923,3.9664324994771123,61.90756451951455,4.125642377708957,51.844384604897414,3.9482466280371495,46.770396133508214,3.8452504415224995,A
