dish_id,H_mean,H_median,H_std,H_n,H_q25,H_q75,H_ci95,H_iqr,cuisine,cook_method_h,H_bert,E_carbon,E_carbon_ingredients,E_carbon_cooking,E_water,E_water_ingredients,E_energy,E_land,cook_method_e,n_ingredients,total_grams,missing_ingredients,E_carbon_norm,E_water_norm,E_energy_norm,E_composite_equal,E_composite_carbon_first,E_composite_water_first,E_composite_energy_first,E_composite,DEI,log_H,log_E,log_DEI,Z_H,Z_E,DEI_z,DEI_equal,log_DEI_equal,DEI_carbon_first,log_DEI_carbon_first,DEI_water_first,log_DEI_water_first,DEI_energy_first,log_DEI_energy_first,DEI_tier
bulgogi,9.0043,7.943,1.274,500,7.478,8.022,0.112,0.544,Korean,grill,7.375,12.4425,12.148,0.285,3274.3,3273.3,0.6,65.473,grill,7,280,,0.7872287924311194,0.7914478273868845,0.406,0.6615588732726678,0.6929763530622809,0.6940311118012221,0.597669154954501,0.6615588732726678,13.610731204399993,2.197702241014536,-0.41315629973102275,2.610858540745559,1.1427857431297685,2.5680696170610644,-1.4252838739312959,13.610731204399993,2.610858540745559,12.993661270272442,2.5644616439542087,12.973914060756007,2.5629407308099306,15.065692993116693,2.7124201717311704,E
bun_bo_hue,7.4734,7.762,1.693,500,6.476,7.999,0.148,1.523,Vietnamese,boil,6.883,7.3015,7.102,0.19,2273.4,2272.4,0.4,33.94,boil,8,380,,0.46186984593748,0.5445644807653975,0.274,0.4268114422342925,0.4355760431600893,0.4562497018670687,0.3886085816757194,0.4268114422342925,17.509839850773204,2.011350049542717,-0.8514129505552047,2.8627630000979214,0.3790477760519998,1.104631433700323,-0.7255836576483231,17.509839850773204,2.8627630000979214,17.157509273881864,2.8424359363152587,16.38006549794398,2.7960650770704074,19.231175924561278,2.9565327082542785,D
bun_cha,6.1345,7.93,1.462,130,7.322,8.029,0.251,0.706,Vietnamese,grill,7.232,1.947,1.6525,0.285,1162.3,1161.3,0.6,2.5615,grill,8,360,,0.1229991050310043,0.2704990532190552,0.406,0.2664993860833531,0.2306243158202659,0.2674993028672787,0.3013745395625149,0.2664993860833531,23.01881475284641,1.8139285752491006,-1.322383339006084,3.1363119142551845,-0.2889049080687291,0.10523057471497521,-0.3941354827837043,23.01881475284641,3.1363119142551845,26.59953690564374,3.2808938060738395,22.93277004554912,3.1325668940022036,20.35507050099534,3.013330045520319,D
burrito,3.4995,7.922,1.913,500,6.476,8.017,0.168,1.541,Mexican,grill,6.827,2.2195,1.925,0.285,1211.6,1210.6,0.6,4.706,grill,7,400,,0.1402448379466854,0.2826594578433326,0.406,0.276301431930006,0.2422872834341758,0.2778909384083377,0.3087260739475045,0.276301431930006,12.665515251062867,1.2526201011474571,-1.2862628645471725,2.5388829656946297,-1.6034581403176804,0.16633747630530368,-1.769795616622984,12.665515251062867,2.5388829656946297,14.44359749466892,2.6702512364158055,12.593069856987475,2.533146651295504,11.335291364457449,2.4279209884776023,E
butter_chicken,9.7021,7.966,1.555,500,7.656,8.026,0.136,0.37,Indian,simmer,7.297,2.5309,2.3314,0.19,1290.8,1289.8,0.4,5.0115,simmer,10,420,,0.1599524387905133,0.3021950368746262,0.274,0.2453824918883798,0.2240249786139132,0.2595856281349414,0.2525368689162849,0.2453824918883798,39.538680715710214,2.2723423569230707,-1.4049370944486421,3.677279451371713,1.4909053808767578,-0.02641418553742058,1.5173195664141783,39.538680715710214,3.677279451371713,43.30811706814485,3.7683400785978765,37.375335721423376,3.621011014183508,38.41854871185645,3.648540382338981,B
ca_phe_sua_da,9.9583,7.962,1.303,500,7.637,8.019,0.114,0.382,Vietnamese,cold,7.43,0.513,0.5035,0.0,336.3,335.3,0.0,0.9,cold,3,95,,0.0322454132838969,0.0667567769583416,0.01,0.0363340634140795,0.0353119008815338,0.043939741800145,0.0297505475605596,0.0363340634140795,274.0761440995654,2.298406374297628,-3.314999591657493,5.6134059659551205,1.618718867822557,-1.3296423020182189,2.948361169840776,274.0761440995654,5.6134059659551205,282.0097403821058,5.641941610703686,226.6353781798312,5.4233424625320765,334.72661233307014,5.813314116060543,A
caesar_salad,2.7727,7.839,1.902,500,6.261,8.004,0.167,1.744,Other,raw,6.747,0.752,0.7425,0.0,471.8,470.8,0.0,2.513,raw,6,240,,0.0473710285750815,0.1001793900737492,0.01,0.0525168062162769,0.051230361805978,0.064432452180645,0.0418876046622076,0.0525168062162769,52.79643222364573,1.0198215747010473,-2.9466220422062492,3.9664436169072967,-1.9660453468446397,-1.2287575186428028,-0.7372878282018369,52.79643222364573,3.9664436169072967,54.122202191366476,3.99124449337212,43.03266298520448,3.7619594316473055,66.19380655350824,4.19258690197274,B
caprese,5.5521,7.977,1.743,500,7.552,8.028,0.153,0.476,Italian,raw,7.136,2.474,2.4645,0.0,751.6,750.6,0.0,9.2715,raw,4,240,,0.1563514031835325,0.1691952361969304,0.01,0.1118488797934876,0.1229745106409989,0.1261854688943483,0.0863866598451157,0.1118488797934876,49.639299117265466,1.7141762345696754,-2.190606606353303,3.9047828409229783,-0.5794535997050816,-0.8588756350081967,0.27942203530311516,49.639299117265466,3.9047828409229783,45.14838051446546,3.809954410215599,43.99951950607422,3.784178713542139,64.27034000335777,4.163098249603491,B
ceviche,10.0,7.954,1.513,500,7.617,8.019,0.133,0.403,Mexican,raw,7.301,0.9145,0.905,0.0,270.8,269.8,0.0,0.6105,raw,6,250,,0.0576551812312216,0.0506004584412995,0.01,0.039418546557507,0.0439777052259357,0.0422140245284552,0.0320639099181302,0.039418546557507,253.6876895095861,2.302585092994046,-3.2335188486245943,5.53610394161864,1.6395222339647895,-1.3104133358563423,2.9499355698211316,253.6876895095861,5.53610394161864,227.38794461022798,5.4266575658840015,236.88809848630524,5.467587871347677,311.87712370491676,5.742609275957282,A
chana_masala,7.2672,7.943,1.674,500,7.425,8.015,0.147,0.59,Indian,simmer,7.131,0.5939,0.3944,0.19,986.9,985.9,0.4,1.3585,simmer,9,345,,0.037365339129323,0.2272346521825791,0.274,0.1795333304373007,0.1439913326103063,0.1914586608736203,0.2031499978279755,0.1795333304373007,40.47827766743268,1.9833710729291023,-1.7173944034036395,3.7007654763327418,0.2761783732095961,-0.43692422512989615,0.7131025983394923,40.47827766743268,3.7007654763327418,50.469704448584594,3.921373244352948,37.957018851171206,3.6364544367054883,35.77258221855242,3.577181740169231,B
char_siu,6.0879,7.889,1.689,500,7.002,8.007,0.148,1.005,Chinese,roast,7.017,1.941,1.5515,0.38,1316.9,1315.9,0.8,3.569,roast,6,260,,0.1226193824713929,0.3086328981463025,0.538,0.3230840935392318,0.2729679157722721,0.3194712946909995,0.3768130701544239,0.3230840935392318,18.843081791214065,1.8063031946688959,-1.1298426381304052,2.9361458327993013,-0.3121527944530937,0.4579851123000661,-0.7701379067531597,18.843081791214065,2.9361458327993013,22.30262110759907,3.1047042100163273,19.056172185636793,2.9473910483423147,16.156286716660553,2.7823092443040656,D
cheesecake,7.0585,7.947,1.476,500,7.409,8.025,0.129,0.616,Other,bake,7.268,5.2365,4.847,0.38,1604.2,1603.2,0.8,17.482,bake,6,430,,0.3311819983379147,0.3794987044050229,0.538,0.4162269009143125,0.3949656752702131,0.4070448517869902,0.4466701756857344,0.4162269009143125,16.958298429281758,1.9542325643421172,-0.8765247325262424,2.8307572968683594,0.1720617661620229,1.0386463796679914,-0.8665846135059685,16.958298429281758,2.8307572968683594,17.871173223270542,2.88318898024908,17.34084086560016,2.853064463002502,15.802487795751508,2.760167383065427,E
chicken_salad,2.5094,7.944,1.832,500,6.94,8.019,0.161,1.079,Other,raw,6.953,0.9585,0.949,0.0,609.1,608.1,0.0,1.598,cold,6,290,,0.060439813335038,0.1340459936216862,0.01,0.0681619356522414,0.0662314050729405,0.0846329501446026,0.053621451739181,0.0681619356522414,36.81526904991117,0.9200436807434622,-2.6858689982105344,3.6059126789539966,-2.097400893733121,-1.1312242689755523,-0.9661766247575689,36.81526904991117,3.6059126789539966,37.88837028651896,3.6346442124010445,29.65039025240732,3.3894752873270093,46.798434555743114,3.84584975270054,B
chicken_sandwich,3.1131,7.887,1.944,500,6.194,8.01,0.17,1.816,American,deep_fry,6.743,1.5495,1.255,0.285,827.0,826.0,0.6,2.173,grill,5,295,,0.0978424854567538,0.1877935020928841,0.406,0.2305453291832126,0.1973696182515979,0.2198573724106305,0.2744089968874095,0.2305453291832126,13.50320134885944,1.1356190142972054,-1.4673077799872065,2.6029267942844116,-1.7962260222687219,-0.11891049248072444,-1.6773155297879974,13.50320134885944,2.6029267942844116,15.77294432434662,2.758296087691627,14.159634338691278,2.6503952643933886,11.344744652367615,2.428754610474551,E
